"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
0,64.563123138992,0,0,67.7250885965825,46.6756081533132,39.6093358186066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.563123138992,0,44.7643529565956,0,0,52.4604654033756,37.799045183993,47.7292537217368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.7643529565956,0,38.170940844066,0,0,37.034477125307,40.1028886127363,35.7621856075046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,38.170940844066,0,0,0,0,59.0964463714337,34.4099957648664,51.8194250332203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.7250885965825,0,0,0,0,50.930219858746,0,0,0,0,37.899479640494,37.129119151071,65.5110728059077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.6756081533132,52.4604654033756,0,0,50.930219858746,0,29.0866361627541,0,0,0,0,47.3203325420447,45.1469119490374,34.4574105219966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.6093358186066,37.799045183993,37.034477125307,0,0,29.0866361627541,0,30.9304543851532,0,0,0,0,41.6494270174008,29.4813505633049,48.2453215166097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47.7292537217368,40.1028886127363,59.0964463714337,0,0,30.9304543851532,0,36.5300868622968,0,0,0,0,52.9255440186585,46.8742058151786,54.4769079558767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35.7621856075046,34.4099957648664,0,0,0,36.5300868622968,0,32.3522793554575,0,0,0,0,40.4335728629663,27.4593754306218,31.3550726204921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,51.8194250332203,0,0,0,0,32.3522793554575,0,0,0,0,0,0,41.6395853401643,34.420472665292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,37.899479640494,0,0,0,0,0,0,38.5098325239589,0,0,0,0,0,27.8297291828649,31.6769703409926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,37.129119151071,47.3203325420447,0,0,0,0,38.5098325239589,0,56.3882406987918,0,0,0,0,36.3785451711358,28.1496652802464,47.9674119044862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,65.5110728059077,45.1469119490374,41.6494270174008,0,0,0,0,56.3882406987918,0,43.7103497038394,0,0,0,0,40.2174219400611,54.2173289133754,55.6472330533357,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34.4574105219966,29.4813505633049,52.9255440186585,0,0,0,0,43.7103497038394,0,42.1651387657712,0,0,0,0,49.5566378320037,34.5732116154476,41.1741968349495,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,48.2453215166097,46.8742058151786,40.4335728629663,0,0,0,0,42.1651387657712,0,55.5499157983312,0,0,0,0,43.3704852525334,46.0212982127555,41.5737421543611,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54.4769079558767,27.4593754306218,41.6395853401643,0,0,0,0,55.5499157983312,0,35.4692328471618,0,0,0,0,43.1352952291084,38.845002754719,29.513045674365,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31.3550726204921,34.420472665292,0,0,0,0,0,35.4692328471618,0,0,0,0,0,0,42.9319534010838,27.9157847335071,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27.8297291828649,36.3785451711358,0,0,0,0,0,0,28.8699165261417,0,0,0,0,0,33.3171775832637,43.2255419794406,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31.6769703409926,28.1496652802464,40.2174219400611,0,0,0,0,28.8699165261417,0,37.3247390812117,0,0,0,0,47.818663229126,36.7190128717582,32.8624422993699,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,47.9674119044862,54.2173289133754,49.5566378320037,0,0,0,0,37.3247390812117,0,42.9736996948081,0,0,0,0,44.6266552648848,38.0169315582763,42.0954894559307,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,55.6472330533357,34.5732116154476,43.3704852525334,0,0,0,0,42.9736996948081,0,36.9221228617838,0,0,0,0,44.6475829709208,35.5836362744847,39.1017570108407,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,41.1741968349495,46.0212982127555,43.1352952291084,0,0,0,0,36.9221228617838,0,30.2051033704113,0,0,0,0,37.6630747428056,44.0284973393102,42.0424264310156,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5737421543611,38.845002754719,42.9319534010838,0,0,0,0,30.2051033704113,0,29.0730424486994,0,0,0,0,43.2389026215711,42.0958530955678,36.5587706387351,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.513045674365,27.9157847335071,0,0,0,0,0,29.0730424486994,0,0,0,0,0,0,35.3646996963578,32.5469639161189,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3171775832637,47.818663229126,0,0,0,0,0,0,43.1724645576616,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2255419794406,36.7190128717582,44.6266552648848,0,0,0,0,43.1724645576616,0,35.0140274594786,0,0,0,0,43.1952861393539,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8624422993699,38.0169315582763,44.6475829709208,0,0,0,0,35.0140274594786,0,41.6669227918189,0,0,0,40.4479673722599,37.1861853521926,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0954894559307,35.5836362744847,37.6630747428056,0,0,0,0,41.6669227918189,0,30.802781023912,0,0,43.2251280621661,29.783428156881,20.0947809245587
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1017570108407,44.0284973393102,43.2389026215711,0,0,0,0,30.802781023912,0,36.2915839764867,0,0,41.5041358346242,16.837886537787
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0424264310156,42.0958530955678,35.3646996963578,0,0,0,0,36.2915839764867,0,24.3484821693451,0,0,26.7605111951806
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5587706387351,32.5469639161189,0,0,0,0,0,24.3484821693451,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.1952861393539,40.4479673722599,43.2251280621661,0,0,0,0,39.8224166841517,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.1861853521926,29.783428156881,41.5041358346242,0,0,39.8224166841517,0,17.2681575206669
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0947809245587,16.837886537787,26.7605111951806,0,0,17.2681575206669,0
