"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
0,21.0644580740506,0,0,27.4763239414134,19.9486915718614,17.6946783756063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0644580740506,0,23.1615532126789,0,0,31.5968814597083,26.0396066507986,26.9526539803694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.1615532126789,0,0,0,0,24.9308293444841,22.6740750216344,18.2531471955722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,42.6402165483415,0,0,0,0,37.0781642705776,29.9576986595727,46.2880494605967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.4763239414134,0,0,42.6402165483415,0,38.8983832557361,0,0,0,0,57.9820346737651,52.4462458229932,47.5818790185714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.9486915718614,31.5968814597083,0,0,38.8983832557361,0,27.3379529247277,0,0,0,0,45.8893822397908,21.3256593312671,21.8165305249183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6946783756063,26.0396066507986,24.9308293444841,0,0,27.3379529247277,0,23.4941932943538,0,0,0,0,24.4891320263844,21.990008259331,30.619740771888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.9526539803694,22.6740750216344,0,0,0,23.4941932943538,0,15.4135715664886,0,0,0,0,22.8929624445849,27.1437983482383,40.5866533768087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18.2531471955722,0,0,0,0,15.4135715664886,0,0,0,0,0,0,23.0868786450857,20.608111205895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,37.0781642705776,0,0,0,0,0,0,33.9851225882496,0,0,0,0,0,37.054576358633,35.6277572171152,36.8627023208953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,29.9576986595727,57.9820346737651,0,0,0,0,33.9851225882496,0,57.513528162847,0,0,0,0,0,47.4519533155256,37.7019443065124,23.6090924107724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,46.2880494605967,52.4462458229932,45.8893822397908,0,0,0,0,57.513528162847,0,32.9423942697984,0,0,0,0,0,33.4975617357436,24.5930270577613,21.9443627338353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,47.5818790185714,21.3256593312671,24.4891320263844,0,0,0,0,32.9423942697984,0,21.147450150713,0,0,0,0,0,25.8981882201298,17.1492648935517,24.8446403532275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21.8165305249183,21.990008259331,22.8929624445849,0,0,0,0,21.147450150713,0,26.4991622816009,0,0,0,0,0,19.0997861090025,24.2307734404236,29.0405834560357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,30.619740771888,27.1437983482383,23.0868786450857,0,0,0,0,26.4991622816009,0,31.0866424911972,0,0,0,0,0,26.9250496555618,19.9795859748263,23.7028444197675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40.5866533768087,20.608111205895,0,0,0,0,0,31.0866424911972,0,0,0,0,0,0,0,30.4466593144191,32.0151372574879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,37.054576358633,0,0,0,0,0,0,0,33.4888089947597,0,0,0,0,0,0,34.7031098459173,30.8658961027863,33.8644883246143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,35.6277572171152,47.4519533155256,0,0,0,0,0,33.4888089947597,0,26.1238831855624,0,0,0,0,0,0,34.9026048115168,42.2121690698398,33.75741220492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,36.8627023208953,37.7019443065124,33.4975617357436,0,0,0,0,0,26.1238831855624,0,19.0056406422955,0,0,0,0,0,0,34.6269632098263,30.2630015914956,23.4774995549036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23.6090924107724,24.5930270577613,25.8981882201298,0,0,0,0,0,19.0056406422955,0,19.8409667354741,0,0,0,0,0,0,29.1986398797808,21.8524989386045,17.0233902676277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,21.9443627338353,17.1492648935517,19.0997861090025,0,0,0,0,0,19.8409667354741,0,16.6204197156503,0,0,0,0,0,0,26.3068320242271,13.8870179665374,20.8315811013545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,24.8446403532275,24.2307734404236,26.9250496555618,0,0,0,0,0,16.6204197156503,0,21.8524929209982,0,0,0,0,0,0,16.3594753580071,24.8195950042838,26.6969557527041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.0405834560357,19.9795859748263,30.4466593144191,0,0,0,0,0,21.8524929209982,0,23.9167207091696,0,0,0,0,0,0,24.1046434166411,25.7239760738366,37.1899868778538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7028444197675,32.0151372574879,0,0,0,0,0,0,23.9167207091696,0,0,0,0,0,0,0,0,32.4662690866788,27.907575914861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7031098459173,0,0,0,0,0,0,0,0,26.5011040388958,0,0,0,0,0,0,0,27.0942664173408,19.531524748895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8658961027863,34.9026048115168,0,0,0,0,0,0,26.5011040388958,0,30.0631441966359,0,0,0,0,0,0,37.1522135267792,16.6709366352374,27.6541854973459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8644883246143,42.2121690698398,34.6269632098263,0,0,0,0,0,0,30.0631441966359,0,24.5978122513024,0,0,0,0,0,0,32.139166722454,24.2016981945382,29.0997264541521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
