"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
0,30.6899048770204,0,44.0028009456087,21.3396759450501,26.3831210709739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6899048770204,0,42.4946603292197,0,32.9554291272684,24.6534563561682,56.9332885573313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42.4946603292197,0,0,0,30.5587069422497,53.1483484684244,77.1362835782176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0028009456087,0,0,0,30.7197969677147,0,0,0,49.7949765091968,33.8581362177001,35.4978488498875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.3396759450501,32.9554291272684,0,30.7197969677147,0,21.8919180306228,0,0,0,36.2235323449175,25.0737870536091,43.4627978466826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.3831210709739,24.6534563561682,30.5587069422497,0,21.8919180306228,0,24.8393418252914,0,0,0,23.1731919270307,30.4334869579879,37.3687900740662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.9332885573313,53.1483484684244,0,0,24.8393418252914,0,84.7652670863368,0,0,0,61.4870914509226,66.1326256846284,47.3855702716268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.1362835782176,0,0,0,84.7652670863368,0,0,0,0,0,77.9198078692585,55.8207247650708,34.6129461569789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49.7949765091968,0,0,0,0,0,42.600058662335,0,0,0,0,0,34.4708792763308,52.2838408055174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33.8581362177001,36.2235323449175,0,0,0,42.600058662335,0,32.8925580175582,0,0,0,0,37.4165895168863,47.935530161448,46.4879721170867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,35.4978488498875,25.0737870536091,23.1731919270307,0,0,0,32.8925580175582,0,32.1739071172556,0,0,0,0,41.1317663298463,39.6364693586401,39.2456957722425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,43.4627978466826,30.4334869579879,61.4870914509226,0,0,0,32.1739071172556,0,60.4749709584018,0,0,0,0,62.3918045113641,44.3187417838968,47.7225855358065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
