"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
0,0,0,34.5139570198174,29.8667590434743,0,0,0,0,0,0,0,0,0,34.7329302852231,0,0,0,0,0,0,0,0,0,0,0,38.6334115281141,21.5744637263121,14.1564609934839,0,0,0,0,0,0,0,0
0,0,0,41.9470349501289,25.2590214017362,35.6884114487104,0,0,0,0,0,0,0,34.7329302852231,0,41.6872754367191,0,0,0,0,0,0,0,0,0,0,0,27.4016693835559,12.7131451964382,0,0,0,0,0,0,0,0
0,0,0,0,33.789539660003,28.6948867811178,29.1072532608624,0,0,0,0,0,0,0,41.6872754367191,0,30.2738567814682,0,0,0,0,0,0,0,0,0,0,0,18.5190771275015,0,0,0,0,0,0,0,0
0,0,0,0,0,26.3600837927988,26.5023303571321,25.2965682275394,0,0,0,0,0,0,0,30.2738567814682,0,10.5638850089966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13.5778223035909,12.3132791791905,23.0093366421438,0,0,0,0,0,0,0,10.5638850089966,0,14.5248926834083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,42.3422185264168,35.8651613612337,31.6773701179532,0,0,0,0,0,0,0,14.5248926834083,0,26.1953366853559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,24.9148433953743,20.4354893530629,20.5776959388865,0,0,0,0,0,0,0,26.1953366853559,0,27.9806271989877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,25.2988448082239,19.8450028499379,23.1368107582467,0,0,0,0,0,0,0,27.9806271989877,0,13.364615538908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,19.9989417774418,15.3666737932026,23.7212271370461,0,0,0,0,0,0,0,13.364615538908,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,22.7290711745955,23.4845298976773,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1412791059628,0,0,0,0,28.5774575611334,25.7418261077042,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1412791059628,0,22.075546880858,0,0,0,26.6315566022091,21.6387849955007,23.5134655447867,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.075546880858,0,35.6554484213439,0,0,0,32.6212619108573,32.9604520885023,26.9904747976449,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,38.6334115281141,0,0,0,0,0,0,0,0,0,0,0,35.6554484213439,0,17.2418686585817,0,0,0,38.3580403808884,24.0931638886074,30.8427583463673,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21.5744637263121,27.4016693835559,0,0,0,0,0,0,0,0,0,0,0,17.2418686585817,0,17.1165440040769,0,0,0,18.1427053807117,20.1516143464805,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14.1564609934839,12.7131451964382,18.5190771275015,0,0,0,0,0,0,0,0,0,0,0,17.1165440040769,0,0,0,0,0,23.1579174160676,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5774575611334,26.6315566022091,0,0,0,0,0,28.1889773865535,0,0,0,24.7531313584337,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7418261077042,21.6387849955007,32.6212619108573,0,0,0,28.1889773865535,0,36.1030936918073,0,0,23.3418803697423,27.5692400181562,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5134655447867,32.9604520885023,38.3580403808884,0,0,0,36.1030936918073,0,20.9792007381123,0,28.731231605437,22.1842698716015,25.9846139604228
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9904747976449,24.0931638886074,18.1427053807117,0,0,0,20.9792007381123,0,20.8670867580586,0,20.0438531940713,21.9231218076694
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8427583463673,20.1516143464805,23.1579174160676,0,0,0,20.8670867580586,0,0,0,21.6869376358398
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7531313584337,23.3418803697423,28.731231605437,0,0,0,19.7623923501807,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5692400181562,22.1842698716015,20.0438531940713,0,19.7623923501807,0,20.0065457635165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9846139604228,21.9231218076694,21.6869376358398,0,20.0065457635165,0
