"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0,0,0,44.4530994057681,41.2122404999157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23.6590915054938,0,0,38.634013848338,29.1388574186925,40.9797650173678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.6590915054938,0,47.9300179070754,0,0,26.2970652232508,42.5478131337936,56.9271832993243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4530994057681,0,47.9300179070754,0,34.3372341663592,0,0,45.2421405836998,32.6619533645125,30.91623994108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.2122404999157,0,0,34.3372341663592,0,0,0,0,44.6734176882932,27.6300568284689,42.6436071633111,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38.634013848338,0,0,0,0,38.6619456685304,0,0,0,0,34.6713422230729,0,0,0,0,0,0,0,0,0,0,0,0
0,29.1388574186925,26.2970652232508,0,0,38.6619456685304,0,31.5650178922817,0,0,0,24.6793271782244,31.6301268890812,0,0,0,0,0,0,0,0,0,0,0
0,40.9797650173678,42.5478131337936,45.2421405836998,0,0,31.5650178922817,0,53.8801306780469,0,0,28.8257017075957,32.1686849190105,49.9627664241689,0,0,0,0,0,0,0,0,0,0
0,0,56.9271832993243,32.6619533645125,44.6734176882932,0,0,53.8801306780469,0,28.5418670091631,0,0,29.8820458171545,46.9721956323075,36.5280972502486,0,0,0,0,0,0,0,0,0
0,0,0,30.91623994108,27.6300568284689,0,0,0,28.5418670091631,0,27.0861570814387,0,0,26.641519442999,31.1923088124833,28.6865893961047,0,0,0,0,0,0,0,0
0,0,0,0,42.6436071633111,0,0,0,0,27.0861570814387,0,0,0,0,43.4342336356463,31.0660218762727,0,0,0,0,0,0,0,0
0,0,0,0,0,34.6713422230729,24.6793271782244,28.8257017075957,0,0,0,0,22.4461930383797,0,0,0,24.6536964878467,28.8244048954095,0,0,0,0,0,0
0,0,0,0,0,0,31.6301268890812,32.1686849190105,29.8820458171545,0,0,22.4461930383797,0,30.077226650723,0,0,20.9845072497299,19.7322187010593,28.7050503346959,0,0,0,0,0
0,0,0,0,0,0,0,49.9627664241689,46.9721956323075,26.641519442999,0,0,30.077226650723,0,30.5779342517244,0,0,39.2554314345852,33.0524249850375,34.1292719161147,0,0,0,0
0,0,0,0,0,0,0,0,36.5280972502486,31.1923088124833,43.4342336356463,0,0,30.5779342517244,0,39.5911968621386,0,0,38.9994070820608,44.0210521179148,30.4033220053642,0,0,0
0,0,0,0,0,0,0,0,0,28.6865893961047,31.0660218762727,0,0,0,39.5911968621386,0,0,0,0,31.4315808890951,18.3178844278772,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24.6536964878467,20.9845072497299,0,0,0,0,27.7643750934899,0,0,0,44.7784065192978,0,0
0,0,0,0,0,0,0,0,0,0,0,28.8244048954095,19.7322187010593,39.2554314345852,0,0,27.7643750934899,0,26.9130795102237,0,0,32.4928876483307,27.7391102958617,0
0,0,0,0,0,0,0,0,0,0,0,0,28.7050503346959,33.0524249850375,38.9994070820608,0,0,26.9130795102237,0,29.624568674832,0,32.3084673607098,21.953142605215,27.598907352863
0,0,0,0,0,0,0,0,0,0,0,0,0,34.1292719161147,44.0210521179148,31.4315808890951,0,0,29.624568674832,0,18.810644132404,0,37.3965553360552,33.826653550843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4033220053642,18.3178844278772,0,0,0,18.810644132404,0,0,0,27.5596678450851
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7784065192978,32.4928876483307,32.3084673607098,0,0,0,20.4818364313867,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7391102958617,21.953142605215,37.3965553360552,0,20.4818364313867,0,25.0086086022982
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.598907352863,33.826653550843,27.5596678450851,0,25.0086086022982,0
