"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68"
0,36.8018927862858,27.83548261822,21.3169290609329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8018927862858,0,22.3032556673694,0,0,24.7502244294879,24.3136818292705,21.9602515132157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.83548261822,22.3032556673694,0,19.4664477742646,0,0,23.8438149561193,20.3388467760527,21.3028189599495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.3169290609329,0,19.4664477742646,0,0,0,0,21.2452932745052,19.8641919826888,24.2329768006054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,21.6509572827352,25.118861577506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.7502244294879,0,0,0,0,22.8602911210423,0,0,0,0,0,23.3823332188151,21.072223512992,19.362190035025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.3136818292705,23.8438149561193,0,0,22.8602911210423,0,18.865006515007,0,0,0,0,0,25.951310995617,19.1767819201894,23.0810182868483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.9602515132157,20.3388467760527,21.2452932745052,0,0,18.865006515007,0,20.0196011217373,0,0,0,0,0,18.6462707882445,19.6590744205437,14.4775916123287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21.3028189599495,19.8641919826888,0,0,0,20.0196011217373,0,19.2542123062428,0,0,0,0,0,18.8828144446268,14.3847306285753,11.4787690183119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24.2329768006054,0,0,0,0,19.2542123062428,0,23.3293166336076,0,0,0,0,0,16.0222756415434,10.6688947160056,22.1845891255714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,23.3293166336076,0,0,0,0,0,0,0,15.7155207341822,21.984764988697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21.6509572827352,0,0,0,0,0,0,0,23.9974823916509,0,0,0,0,0,0,18.1717798007206,18.5578431994645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25.118861577506,23.3823332188151,0,0,0,0,0,23.9974823916509,0,25.1457078011415,0,0,0,0,0,21.5704292601582,15.8800266509901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21.072223512992,25.951310995617,0,0,0,0,0,25.1457078011415,0,17.5588755405975,0,0,0,0,0,16.4477789352801,18.2569895819148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19.362190035025,19.1767819201894,18.6462707882445,0,0,0,0,0,17.5588755405975,0,17.4977128089429,0,0,0,0,0,15.3369199140917,18.9313773752393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.0810182868483,19.6590744205437,18.8828144446268,0,0,0,0,0,17.4977128089429,0,11.6703056363919,0,0,0,0,17.0209726616347,18.7921350526154,15.4349467072305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14.4775916123287,14.3847306285753,16.0222756415434,0,0,0,0,0,11.6703056363919,0,11.447857467156,0,0,0,0,15.2287102348586,8.0696360901581,9.78734490797708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11.4787690183119,10.6688947160056,15.7155207341822,0,0,0,0,0,11.447857467156,0,13.2345784070659,0,0,0,0,12.2882192316395,4,12.4090227130376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22.1845891255714,21.984764988697,0,0,0,0,0,0,13.2345784070659,0,0,0,0,0,0,17.3370059851337,11.2653230038144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,18.1717798007206,21.5704292601582,0,0,0,0,0,0,0,17.2640091772762,0,0,0,0,0,17.4270930820188,21.2311403427315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,18.5578431994645,15.8800266509901,16.4477789352801,0,0,0,0,0,17.2640091772762,0,0,0,0,0,0,18.9584845850328,13.0984586821784,12.4904165413143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18.2569895819148,15.3369199140917,17.0209726616347,0,0,0,0,0,0,18.3873826127474,0,0,0,0,0,15.2838618338825,19.7929355210278,15.3602347698603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9313773752393,18.7921350526154,15.2287102348586,0,0,0,0,18.3873826127474,0,17.4324317148631,0,0,0,0,0,23.9499784553671,9.85080062836094,24.2168372283701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4349467072305,8.0696360901581,12.2882192316395,0,0,0,0,17.4324317148631,0,10.9065317202007,0,0,0,0,0,15.1001818242528,17.0930886449428,8.82901545810425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78734490797708,4,17.3370059851337,0,0,0,0,10.9065317202007,0,4,0,0,0,0,0,15.9033534972451,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4090227130376,11.2653230038144,0,0,0,0,0,4,0,0,0,0,0,0,0,4,12.873859628855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4270930820188,18.9584845850328,0,0,0,0,0,0,20.1582141158639,0,0,0,0,0,0,19.5663167626153,22.5640905846616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2311403427315,13.0984586821784,0,0,0,0,0,20.1582141158639,0,13.3030349539675,0,0,0,0,0,21.203007766791,21.5174468226077,23.9867259623508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4904165413143,15.2838618338825,0,0,0,0,0,13.3030349539675,0,19.3129933494885,0,0,0,0,0,15.7665958361917,4,17.8415114332133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7929355210278,23.9499784553671,0,0,0,0,0,19.3129933494885,0,4,0,0,0,0,0,21.627918491572,15.6218153487644,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3602347698603,9.85080062836094,15.1001818242528,0,0,0,0,0,4,0,4,0,0,0,0,0,4,4,19.8152328017102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2168372283701,17.0930886449428,15.9033534972451,0,0,0,0,0,4,0,5.42564374818067,0,0,0,0,0,7.45059359986782,16.4930948709676,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82901545810425,4,4,0,0,0,0,0,5.42564374818067,0,4,0,0,0,0,0,8.09661091597702,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12.873859628855,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9.52441190040896,14.8093022293963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
