"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75"
0,24.2821972617701,0,25.7595421225541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.2821972617701,0,13.4965785863502,24.203495090392,21.6594708698341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.4965785863502,0,16.8459247788014,10.5000486162973,15.3287247458345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.7595421225541,24.203495090392,16.8459247788014,0,19.3847619352934,0,0,25.5075352178833,27.190985236532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.6594708698341,10.5000486162973,19.3847619352934,0,14.7875289890453,0,21.9150752290146,18.4033524918589,16.6763342066637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15.3287247458345,0,14.7875289890453,0,19.1754944580251,0,19.2257777796309,15.6292739869113,21.3556845116068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19.1754944580251,0,0,0,22.4651337860875,27.3451214497086,23.7415712013955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25.5075352178833,21.9150752290146,0,0,0,26.3452672979387,0,0,0,25.1712219334398,26.8668536066095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,27.190985236532,18.4033524918589,19.2257777796309,0,26.3452672979387,0,19.3549555346895,0,0,25.8473515853066,24.8284483495563,24.0413804229936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16.6763342066637,15.6292739869113,22.4651337860875,0,19.3549555346895,0,20.273602354187,0,0,21.0866911880224,17.8351950094547,19.1536750980971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21.3556845116068,27.3451214497086,0,0,20.273602354187,0,23.0112110513878,0,0,23.1692079495097,26.4539611154535,28.7812468169181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.7415712013955,0,0,0,23.0112110513878,0,0,0,0,22.4878233390001,23.8690946210639,18.5706563884332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,25.1712219334398,25.8473515853066,0,0,0,0,24.0176636117055,0,0,0,0,0,0,0,0,19.2565546302853,27.6528144165217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26.8668536066095,24.8284483495563,21.0866911880224,0,0,24.0176636117055,0,21.8432405821263,0,0,0,0,0,0,0,20.972025139634,23.913944733958,21.44897387721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,24.0413804229936,17.8351950094547,23.1692079495097,0,0,21.8432405821263,0,21.0093208804659,0,0,0,0,0,0,0,22.5676335618405,19.912338148926,22.3803234302392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19.1536750980971,26.4539611154535,22.4878233390001,0,0,21.0093208804659,0,23.1399063330106,0,0,0,0,0,0,0,23.3497985333969,23.4018964241806,21.1346954569398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28.7812468169181,23.8690946210639,0,0,0,23.1399063330106,0,17.318750470228,0,0,0,0,0,0,0,26.0219267823904,21.4236057664629,25.9126566395971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,18.5706563884332,0,0,0,0,17.318750470228,0,14.2392780475656,0,0,0,0,0,0,0,18.5342939749967,16.8184929019284,15.6418992566404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2392780475656,0,25.414569370546,0,0,0,0,0,0,0,24.1939659341538,18.5035870842884,26.0196199687753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.414569370546,0,22.8208566280952,0,0,0,0,0,0,0,18.2968920071164,24.7009765651972,24.5930722808639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8208566280952,0,19.3363611772479,0,0,0,0,0,0,0,25.3890430854238,24.3513975506303,25.1265245842041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3363611772479,0,0,0,0,0,0,0,0,0,20.482837963846,20.4949708233105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,19.2565546302853,20.972025139634,0,0,0,0,0,0,0,0,0,18.9775936223268,0,0,0,0,0,0,0,0,15.2704622219396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,27.6528144165217,23.913944733958,22.5676335618405,0,0,0,0,0,0,0,18.9775936223268,0,19.7816411131715,0,0,0,0,0,0,0,15.2135558075405,27.8630926823905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21.44897387721,19.912338148926,23.3497985333969,0,0,0,0,0,0,0,19.7816411131715,0,23.5412632766151,0,0,0,0,0,0,17.0696207245626,23.6993195593117,23.1876018686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3803234302392,23.4018964241806,26.0219267823904,0,0,0,0,0,0,0,23.5412632766151,0,20.175300857645,0,0,0,0,0,0,25.175145766887,23.0627611492198,22.9511002785547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1346954569398,21.4236057664629,18.5342939749967,0,0,0,0,0,0,0,20.175300857645,0,23.8506863879782,0,0,0,0,0,0,21.2146659906462,21.9657166168256,22.3577242208281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9126566395971,16.8184929019284,24.1939659341538,0,0,0,0,0,0,0,23.8506863879782,0,15.5291701889134,0,0,0,0,0,0,24.2652022478464,18.4051893008079,25.4583086253142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6418992566404,18.5035870842884,18.2968920071164,0,0,0,0,0,0,0,15.5291701889134,0,18.8644996840159,0,0,0,0,0,0,17.8081825694788,19.0942861618068,20.0665155898127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0196199687753,24.7009765651972,25.3890430854238,0,0,0,0,0,0,0,18.8644996840159,0,23.0096741347559,0,0,0,0,0,0,25.5366352876398,25.2300693314675,25.5638268239895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
