"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68"
0,36.6086133695187,27.8187894183221,21.3143892160641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.9951722030529,0,22.3306404546812,0,0,26.1658417424727,24.2899982706878,21.9537240415238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.8521758181179,22.2758708800577,0,19.4580535358674,0,0,23.8265099776435,20.3000830650086,21.2647893467803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.3194689058018,0,19.4748420126618,0,0,0,0,21.2268972622517,19.8359186674832,24.2180973194157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,21.6722024906055,25.0978007913986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.334607116503,0,0,0,0,22.8470852944764,0,0,0,0,0,23.3870644200392,21.0680835612139,19.3616230204193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24.3373653878532,23.8611199345951,0,0,22.8734969476082,0,18.8560012726448,0,0,0,0,0,25.9260478908483,19.1821103382713,23.0741678567662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21.9667789849076,20.3776104870968,21.2636892867586,0,0,18.8740117573693,0,20.0246605896306,0,0,0,0,0,18.6024392261788,19.6580694631658,14.4821473608874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21.3408485731187,19.8924652978943,0,0,0,20.0145416538441,0,19.256129855402,0,0,0,0,0,18.8845070074775,14.3853044372507,11.4812762647205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24.2478562817952,0,0,0,0,19.2522947570837,0,23.2653791206644,0,0,0,0,0,16.0228685943227,10.6723558385673,22.1840284410714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,23.3932541465508,0,0,0,0,0,0,0,15.7345934590207,21.9585771879545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,21.629712074865,0,0,0,0,0,0,0,23.9991479800086,0,0,0,0,0,0,18.1707934338053,18.5611141827674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25.1399223636133,23.377602017591,0,0,0,0,0,23.9958168032932,0,25.1534245203589,0,0,0,0,0,21.5694341642785,15.8799851971558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21.0763634647702,25.9765741003857,0,0,0,0,0,25.1379910819242,0,17.5565786436556,0,0,0,0,0,16.4445772512752,18.2509663687817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19.3627570496306,19.1714535021075,18.6901023503103,0,0,0,0,0,17.5611724375393,0,17.4978688828996,0,0,0,0,0,15.3306546879089,18.9319971429932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,23.0878687169304,19.6600793779215,18.8811218817762,0,0,0,0,0,17.4975567349862,0,11.6696705495419,0,0,0,0,17.0222250950664,18.7915462218383,15.4326801290612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14.4730358637701,14.3841568198999,16.0216826887641,0,0,0,0,0,11.670940723242,0,11.4480800221074,0,0,0,0,15.2284772136477,8.06896128162889,9.79056752732266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11.4762617719033,10.6654335934439,15.6964480093437,0,0,0,0,0,11.4476349122047,0,13.2349032015625,0,0,0,0,12.2867925857249,4,12.4073247139539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22.1851498100714,22.0109527894394,0,0,0,0,0,0,13.2342536125693,0,0,0,0,0,0,17.3379229712469,11.2619249704921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,18.172766167636,21.5714243560379,0,0,0,0,0,0,0,17.2665604879463,0,0,0,0,0,17.4270395160154,21.2261424260833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,18.5545722161616,15.8800681048245,16.4509806192851,0,0,0,0,0,17.261457866606,0,0,0,0,0,0,18.9576451874084,13.1007242795108,12.4917646277634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18.2630127950478,15.3431851402744,17.0197202282029,0,0,0,0,0,0,18.3868786376634,0,0,0,0,0,15.2845142752932,19.7945222264749,15.3598446270854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9307576074854,18.7927238833926,15.2289432560695,0,0,0,0,18.3878865878313,0,17.4312863518415,0,0,0,0,0,23.9464395498063,9.85084030256853,24.2363448307457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4372132853997,8.07031089868731,12.2896458775542,0,0,0,0,17.4335770778847,0,10.9114323029618,0,0,0,0,0,15.1007321841197,17.1129248873111,8.83357255638173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78412228863151,4,17.3360889990204,0,0,0,0,10.9016311374396,0,4,0,0,0,0,0,15.911277156804,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4107207121212,11.2687210371366,0,0,0,0,0,4,0,0,0,0,0,0,0,4,12.874787774033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4271466480222,18.9593239826573,0,0,0,0,0,0,20.1547506194808,0,0,0,0,0,0,19.5734658836553,22.5878048749577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2361382593796,13.0961930848461,0,0,0,0,0,20.1616776122471,0,13.3050056902258,0,0,0,0,0,21.208171071879,21.5215865388452,23.9977944783125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
