"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1153071534632,13.5206586900997,15.0356519200423,0,0,0,0,0,0,0,0,0,15.5909328116268,0,14.2952310563665,0,0,0,0,0,0,0,0,17.8871961315206,15.8777511168966,19.4106725584193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3897823944698,17.0809093045608,0,0,0,0,0,0,0,0,0,0,14.2952310563665,0,0,0,0,0,0,0,0,0,0,20.508605836775,20.697185562185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3749847851495,19.0249700505057,19.370123323611,0,0,0,0,0,0,0,0,0,0,22.3166275073471,0,0,0,0,0,0,0,0,0,19.8578085600491,22.8316512079317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5244993659109,23.4159796994025,23.2201943971032,0,0,0,0,0,0,0,0,22.3166275073471,0,21.2168909102473,0,0,0,0,0,0,0,0,24.9849156421026,28.1578467010394,27.0741480410138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1271279835159,19.8840453617894,24.8059055042731,0,0,0,0,0,0,0,0,21.2168909102473,0,22.2212088502997,0,0,0,0,0,0,0,0,27.2754959870678,25.3014646861472,22.7976809071418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7667917845584,24.7122960094032,23.4184934887665,0,0,0,0,0,0,0,0,22.2212088502997,0,23.4824231243278,0,0,0,0,0,0,0,0,23.2005563855698,21.6967215166693,21.8184403747627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8358717232665,23.9475492674525,23.4627355762146,0,0,0,0,0,0,0,0,23.4824231243278,0,20.5604946980046,0,0,0,0,0,0,0,0,23.7900344851525,20.7563899927343,24.3876299803681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2010870215677,21.9563393318232,22.4904312304873,0,0,0,0,0,0,0,0,20.5604946980046,0,22.6909928790689,0,0,0,0,0,0,0,0,19.0145825186222,21.9398520424851,20.8443414396069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7669803384467,20.4188600897198,22.5558347046383,0,0,0,0,0,0,0,0,22.6909928790689,0,20.8808001223071,0,0,0,0,0,0,0,0,22.6815207382822,14.5983808617155,18.5465594709679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1681433626209,19.0253582305019,17.935362875789,0,0,0,0,0,0,0,0,20.8808001223071,0,20.0780259982575,0,0,0,0,0,0,0,0,15.9683267576037,18.0539741276705,21.3547912013432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5272169260139,17.6005620448266,17.8871961315206,0,0,0,0,0,0,0,0,20.0780259982575,0,16.6191458749975,0,0,0,0,0,0,0,0,18.3182695938136,19.3872420139413,19.5272919227367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3744940351746,15.8777511168966,20.508605836775,0,0,0,0,0,0,0,0,16.6191458749975,0,19.1445703686465,0,0,0,0,0,0,0,0,20.4698787973633,16.8503410063025,17.4185043501567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4106725584193,20.697185562185,0,0,0,0,0,0,0,0,0,19.1445703686465,0,0,0,0,0,0,0,0,0,0,19.068376936451,19.5329769602609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8578085600491,24.9849156421026,0,0,0,0,0,0,0,0,0,0,22.3317775419858,0,0,0,0,0,0,0,0,0,18.1290385784163,22.9142160265726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8316512079317,28.1578467010394,27.2754959870678,0,0,0,0,0,0,0,0,22.3317775419858,0,23.080868548205,0,0,0,0,0,0,0,0,19.6919423675911,21.6284609683422,25.5266429747684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0741480410138,25.3014646861472,23.2005563855698,0,0,0,0,0,0,0,0,23.080868548205,0,21.3076680829819,0,0,0,0,0,0,0,0,21.8121612802674,24.2422911255218,31.0366228035202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
