"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59"
0,0,0,0,0,17.886198854823,0,0,0,20.078599567428,0,23.2567171309346,0,0,0,0,0,0,0,0,23.4131258159248,17.5622234627978,21.8148581894749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23.2567171309346,0,24.1427188438616,0,0,0,0,0,0,0,0,25.3884996029825,27.3375319902857,28.0570530148697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24.1427188438616,0,22.9285419039403,0,0,0,0,0,0,0,0,23.8974286007945,22.7444562200302,24.6932158053331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,22.9285419039403,0,25.2911149666164,0,0,0,0,0,0,0,0,26.3973809540267,24.457696721388,29.8392467600309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25.2911149666164,0,0,0,0,0,0,0,0,0,0,26.2199439381268,29.8090957641687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11.8504514326379,17.2110620783767,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,5.69468513765849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,7.90067668621027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.66673924745748,8.97732267993684,10.8044227301005,0,0,0,0,0,0,0,0,4,0,12.1625180910128,0,0,0,0,0,0,0,0,0,0,13.8411887697595,11.8192144664858,12.6032303340864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,16.3804355500913,17.785198453493,26.8180740478122,0,0,0,0,0,0,0,0,12.1625180910128,0,27.3950366485141,0,0,0,0,0,0,0,0,0,0,26.8080164245208,23.3337289847205,23.200891457752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20.9408637876671,26.311995803377,23.4131258159248,0,0,0,0,0,0,0,0,27.3950366485141,0,26.4078544566027,0,0,0,0,0,0,0,0,0,0,26.3483911983149,20.9274353131424,25.4934042143121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,23.6273225085289,17.5622234627978,25.3884996029825,0,0,0,0,0,0,0,0,26.4078544566027,0,22.884359212053,0,0,0,0,0,0,0,0,0,0,22.6103802500574,21.5878183114605,23.1724918679815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,21.8148581894749,27.3375319902857,23.8974286007945,0,0,0,0,0,0,0,0,22.884359212053,0,24.2518872013442,0,0,0,0,0,0,0,0,0,0,23.5559514916166,25.1709447422525,25.0276310993227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,28.0570530148697,22.7444562200302,26.3973809540267,0,0,0,0,0,0,0,0,24.2518872013442,0,26.6208947481067,0,0,0,0,0,0,0,0,0,0,27.0769914165825,23.4409832017179,27.7612131017593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,24.6932158053331,24.457696721388,26.2199439381268,0,0,0,0,0,0,0,0,26.6208947481067,0,35.3899672953808,0,0,0,0,0,0,0,0,0,0,23.9509470025335,26.0648779887137,30.3121254495143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.8392467600309,29.8090957641687,0,0,0,0,0,0,0,0,0,35.3899672953808,0,0,0,0,0,0,0,0,0,0,0,0,36.431922767109,40.0626281462206,64.8636350522738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8504514326379,0,0,0,0,0,0,0,0,0,0,4,0,9.2372396634884,0,0,0,0,0,0,0,0,0,0,0,9.13331665213462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2110620783767,4,0,0,0,0,0,0,0,0,0,0,9.2372396634884,0,4,0,0,0,0,0,0,0,0,0,0,18.0307605104012,23.8992997829929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,6.69965368045716,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69468513765849,4,13.8411887697595,0,0,0,0,0,0,0,0,0,0,6.69965368045716,0,18.2865249076049,0,0,0,0,0,0,0,0,0,24.955480496034,24.6571024848707,23.4357585389385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90067668621027,11.8192144664858,26.8080164245208,0,0,0,0,0,0,0,0,0,0,18.2865249076049,0,21.3432309258359,0,0,0,0,0,0,0,0,0,26.2964168856849,25.2817461963401,25.4954751072071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6032303340864,23.3337289847205,26.3483911983149,0,0,0,0,0,0,0,0,0,0,21.3432309258359,0,21.6164661528748,0,0,0,0,0,0,0,0,0,22.2881621284084,21.0430673307476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.200891457752,20.9274353131424,22.6103802500574,0,0,0,0,0,0,0,0,0,0,21.6164661528748,0,22.1686995448943,0,0,0,0,0,0,0,0,0,23.5902572947407,23.0150845361,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4934042143121,21.5878183114605,23.5559514916166,0,0,0,0,0,0,0,0,0,0,22.1686995448943,0,23.689078698105,0,0,0,0,0,0,0,0,0,22.5924245176178,24.9831427185584,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1724918679815,25.1709447422525,27.0769914165825,0,0,0,0,0,0,0,0,0,0,23.689078698105,0,23.7316446374699,0,0,0,0,0,0,0,0,27.0019474019269,23.53108414095,26.3401286118347,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0276310993227,23.4409832017179,23.9509470025335,0,0,0,0,0,0,0,0,0,0,23.7316446374699,0,22.7949362585591,0,0,0,0,0,0,0,0,23.3016385768085,22.5062771998745,23.5934698667163,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7612131017593,26.0648779887137,36.431922767109,0,0,0,0,0,0,0,0,0,0,22.7949362585591,0,23.1785519670594,0,0,0,0,0,0,0,0,26.303306605898,24.6758702828194,33.2770771013498,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3121254495143,40.0626281462206,0,0,0,0,0,0,0,0,0,0,0,23.1785519670594,0,41.8405800478791,0,0,0,0,0,0,0,0,39.3390682727161,30.9844472581627,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8636350522738,0,0,0,0,0,0,0,0,0,0,0,0,41.8405800478791,0,0,0,0,0,0,0,0,0,0,60.0700611094678,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13331665213462,18.0307605104012,4,0,0,0,0,0,0,0,0,0,0,0,17.5517521046579,0,0,0,0,0,0,0,0,20.3914482816232,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8992997829929,4,24.955480496034,0,0,0,0,0,0,0,0,0,17.5517521046579,0,21.5128520789604,0,0,0,0,0,0,0,17.1069261346217,21.9592490339162,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24.6571024848707,26.2964168856849,0,0,0,0,0,0,0,0,0,21.5128520789604,0,23.6014140137002,0,0,0,0,0,0,22.5874583425705,19.2741680127017,17.8471561751095,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4357585389385,25.2817461963401,22.2881621284084,0,0,0,0,0,0,0,0,0,23.6014140137002,0,26.0607952637205,0,0,0,0,0,0,23.4110740518089,19.5131617260566,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4954751072071,21.0430673307476,23.5902572947407,0,0,0,0,0,0,0,0,0,26.0607952637205,0,0,0,0,0,0,0,0,21.3228030432055,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0150845361,22.5924245176178,27.0019474019269,0,0,0,0,0,0,0,0,0,0,25.8784522604577,0,0,0,0,0,0,28.5280207597528,41.259008212714,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9831427185584,23.53108414095,23.3016385768085,0,0,0,0,0,0,0,0,25.8784522604577,0,36.0412105582658,0,0,0,0,0,41.0877510531684,21.5761204851655,41.1533556787659,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3401286118347,22.5062771998745,26.303306605898,0,0,0,0,0,0,0,0,36.0412105582658,0,36.6034246139699,0,0,0,0,0,35.3880072846812,26.6598705197879,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5934698667163,24.6758702828194,39.3390682727161,0,0,0,0,0,0,0,0,36.6034246139699,0,47.4863640185788,0,0,0,0,0,39.4426822894912,31.8545864688438,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2770771013498,30.9844472581627,60.0700611094678,0,0,0,0,0,0,0,0,47.4863640185788,0,0,0,0,0,0,0,31.4959780458197,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3914482816232,17.1069261346217,22.5874583425705,0,0,0,0,0,0,0,0,19.4523440211658,0,0,0,0,0,17.6847193684728,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9592490339162,19.2741680127017,23.4110740518089,0,0,0,0,0,0,19.4523440211658,0,17.7351081531422,0,0,0,0,17.7134713248786,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8471561751095,19.5131617260566,21.3228030432055,0,0,0,0,0,0,17.7351081531422,0,0,0,0,0,13.9202785686093,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5280207597528,41.0877510531684,0,0,0,0,0,0,0,42.2059323769324,0,0,0,5.1228893183969
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.259008212714,21.5761204851655,35.3880072846812,0,0,0,0,0,42.2059323769324,0,42.1364584947186,0,0,9.17018359942905
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1533556787659,26.6598705197879,39.4426822894912,0,0,0,0,0,42.1364584947186,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8545864688438,31.4959780458197,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6847193684728,17.7134713248786,13.9202785686093,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1228893183969,9.17018359942905,0,0,0,0
