"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23.6590915054938,38.634013848338,29.1388574186925,40.9797650173678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.6590915054938,0,0,26.2970652232508,42.5478131337936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38.634013848338,0,0,38.6619456685304,0,0,44.4608977118656,28.8558040328494,34.6713422230729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29.1388574186925,26.2970652232508,38.6619456685304,0,31.5650178922817,0,0,24.6175149674273,24.6793271782244,31.6301268890812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40.9797650173678,42.5478131337936,0,31.5650178922817,0,0,0,0,28.8257017075957,32.1686849190105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,25.0959836225292,0,0,0,19.262699710082,22.8499774312333,25.9690387445518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,44.4608977118656,0,0,25.0959836225292,0,45.8638185054859,0,0,0,23.9625049076286,28.5505376791359,37.7320572905647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,28.8558040328494,24.6175149674273,0,0,45.8638185054859,0,24.7313821031278,0,0,0,32.328566839957,21.3770560543533,26.7592839813228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,34.6713422230729,24.6793271782244,28.8257017075957,0,0,24.7313821031278,0,22.4461930383797,0,0,0,24.3859537262277,24.6536964878467,28.8244048954095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31.6301268890812,32.1686849190105,0,0,0,22.4461930383797,0,0,0,0,0,20.9845072497299,19.7322187010593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19.262699710082,0,0,0,0,0,15.2084469882083,0,0,0,0,14.9393044616163,14.0823291733154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22.8499774312333,23.9625049076286,0,0,0,15.2084469882083,0,20.6361648504501,0,0,0,22.5139903461122,20.789382811308,21.2216272082189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,25.9690387445518,28.5505376791359,32.328566839957,0,0,0,20.6361648504501,0,23.2132527007082,0,0,0,24.168536307382,20.6424991318432,30.8716072441778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,37.7320572905647,21.3770560543533,24.3859537262277,0,0,0,23.2132527007082,0,26.4521221026918,0,0,0,24.732151505059,25.254943100576,28.9318039917684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,26.7592839813228,24.6536964878467,20.9845072497299,0,0,0,26.4521221026918,0,27.7643750934899,0,0,0,31.2843121634595,32.2607241121342,44.7784065192978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
