"ID","x","y","RailKM","PlaceboKM","RailKM_military","RailKM_mining","dist2rail","dist2placebo"
19146,-14.75,12.75,0,0,0,0,136.296329146603,162.389945935135
19147,-14.75,13.25,0,0,0,0,80.7529086463949,131.577369474609
19148,-14.75,13.75,5.85072530830623,0,5.85072530830623,5.85072530830623,25.4469909110731,117.938501679898
19149,-14.75,14.25,17.9265646242458,0,17.9265646242458,17.9265646242458,29.1299302918103,129.181444736513
19150,-14.75,14.75,0,0,0,0,81.5648673539983,160.148901325213
19151,-14.75,15.25,0,0,0,0,43.0648116162025,201.962781003213
19152,-14.75,15.75,0,0,0,0,56.907130363585,249.222247208206
19153,-14.75,16.25,0,0,0,0,103.944013994995,299.359251111706
19154,-14.75,16.75,0,0,0,0,156.692015338789,351.14336514743
19155,-14.75,17.25,0,0,0,0,210.908772581179,403.941621093502
19156,-14.75,17.75,0,0,0,0,260.101763238599,457.402964618935
19157,-14.75,18.25,0,0,0,0,305.573284159951,511.319449011814
19158,-14.75,18.75,0,0,0,0,353.946295268231,565.560919419004
19159,-14.75,19.25,0,0,0,0,404.112699182722,620.042091751477
19160,-14.75,19.75,0,0,0,0,455.527051569367,674.704901712667
19161,-14.75,20.25,0,0,0,0,507.052481100096,729.50851923339
19162,-14.75,20.75,0,0,0,0,559.14174216386,784.423432032867
19163,-14.75,21.25,0,0,0,0,611.847343986537,839.427797417616
19164,-14.75,21.75,0,0,0,0,665.022759804746,894.505113497735
19165,-14.75,22.25,0,0,0,0,718.563694320269,949.642687035908
19166,-14.75,22.75,0,0,0,0,772.394139197,1004.83059829241
19167,-14.75,23.25,0,0,0,0,826.457524663859,1060.06098503186
19168,-14.75,23.75,0,0,0,0,880.710952987535,1115.32753682661
19169,-14.75,24.25,0,0,0,0,935.12134643944,1170.62513114485
19170,-14.75,24.75,0,0,0,0,989.662815261856,1225.94956702407
19173,-14.25,10.25,0,0,0,0,66.2880254959499,234.187556658616
19174,-14.25,10.75,0,0,0,0,77.9402292744715,193.774825685243
19175,-14.25,11.25,0,0,0,0,117.004474892271,157.851613513514
19176,-14.25,11.75,0,0,0,0,165.565355033062,127.643808464654
19177,-14.25,12.25,0,0,0,0,176.228202887659,110.488672396024
19178,-14.25,12.75,0,0,0,0,122.842360628451,108.207310234908
19179,-14.25,13.25,0,0,0,0,69.8461023352089,86.4481453001598
19180,-14.25,13.75,57.8573754678933,0,57.8573754678933,57.8573754678933,16.4342348884138,63.9601233831943
19181,-14.25,14.25,0,0,0,0,35.1208702287588,83.0089203435784
19182,-14.25,14.75,0,0,0,0,88.7765926968323,125.984253938165
19183,-14.25,15.25,0,0,0,0,95.1120597165148,176.169099208936
19184,-14.25,15.75,0,0,0,0,102.043147912736,228.869042582892
19185,-14.25,16.25,0,0,0,0,134.018776105016,282.680904213365
19186,-14.25,16.75,0,0,0,0,178.019630402089,337.07256833214
19187,-14.25,17.25,0,0,0,0,227.162218150083,391.802637471052
19188,-14.25,17.75,0,0,0,0,278.740176329198,446.746756839924
19189,-14.25,18.25,0,0,0,0,331.619098257254,501.834624434028
19190,-14.25,18.75,0,0,0,0,380.98599429285,557.023593058473
19191,-14.25,19.25,0,0,0,0,427.992513725536,612.286324733765
19192,-14.25,19.75,0,0,0,0,476.84868916818,667.604501815935
19193,-14.25,20.25,0,0,0,0,526.980300981761,722.965396990181
19194,-14.25,20.75,0,0,0,0,578.107008199654,778.359895227517
19195,-14.25,21.25,0,0,0,0,629.623466387779,833.781298923226
19196,-14.25,21.75,0,0,0,0,681.362025896866,889.224577296278
19197,-14.25,22.25,0,0,0,0,733.663387080901,944.685878799199
19198,-14.25,22.75,0,0,0,0,786.415267475929,1000.16220505917
19199,-14.25,23.25,0,0,0,0,839.532745132427,1055.65118724106
19200,-14.25,23.75,0,0,0,0,892.950577994118,1111.15092919481
19201,-14.25,24.25,0,0,0,0,946.617918705989,1166.65989523975
19202,-14.25,24.75,0,0,0,0,1000.49461523695,1222.17682844674
19203,-14.25,25.25,0,0,0,0,1054.54857878102,1277.7006901731
19204,-14.25,25.75,0,0,0,0,1108.75388182648,1333.23061467326
19205,-14.25,26.25,0,0,0,0,1163.08936375511,1388.76587457698
19208,-13.75,10.25,50.9624040407632,0,0,50.9624040407632,12.646039913431,191.770943272487
19209,-13.75,10.75,0,0,0,0,42.0192444333076,156.231707296179
19210,-13.75,11.25,0,0,0,0,96.1540607699719,115.879307062833
19211,-13.75,11.75,0,0,0,0,151.327273094542,81.8630676776858
19212,-13.75,12.25,0,0,0,0,169.211127855493,56.4987375311503
19213,-13.75,12.75,0,0,0,0,113.622006454763,54.0205747052893
19214,-13.75,13.25,0,0,0,0,58.0328824305758,49.0412442001443
19215,-13.75,13.75,37.0400575677965,3.09846528545712,37.0400575677965,37.0400575677965,2.44375706686786,10.2289251361123
19216,-13.75,14.25,0,0,0,0,50.3429835840507,53.9706635582673
19217,-13.75,14.75,0,0,0,0,98.6814474622707,109.1018075913
19218,-13.75,15.25,0,0,0,0,148.285724430944,164.547095365755
19219,-13.75,15.75,0,0,0,0,152.721784698276,220.069214214591
19220,-13.75,16.25,0,0,0,0,175.614072533275,275.621736758555
19221,-13.75,16.75,0,0,0,0,211.039647552614,331.189363926858
19222,-13.75,17.25,0,0,0,0,253.803535189386,386.765585409036
19223,-13.75,17.75,0,0,0,0,300.791966584718,442.347161862029
19224,-13.75,18.25,0,0,0,0,350.30907869665,497.932300044697
19225,-13.75,18.75,0,0,0,0,401.420184457332,553.519926936195
19226,-13.75,19.25,0,0,0,0,453.586759463677,609.109361172079
19227,-13.75,19.75,0,0,0,0,502.734834429821,664.700149300898
19228,-13.75,20.25,0,0,0,0,550.503427580707,720.291977847521
19229,-13.75,20.75,0,0,0,0,599.614980601746,775.884623172947
19230,-13.75,21.25,0,0,0,0,649.722382015064,831.477921445135
19231,-13.75,21.75,0,0,0,0,700.655894192456,887.07174989995
19232,-13.75,22.25,0,0,0,0,752.130847790484,942.666014732156
19233,-13.75,22.75,0,0,0,0,803.615468905874,998.260643032176
19234,-13.75,23.25,0,0,0,0,855.61242931913,1053.85557727481
19235,-13.75,23.75,0,0,0,0,908.033716604962,1109.45077146486
19236,-13.75,24.25,0,0,0,0,960.809878031766,1165.04618838622
19237,-13.75,24.75,0,0,0,0,1013.88549581786,1220.64179760271
19238,-13.75,25.25,0,0,0,0,1067.21589037368,1276.2375739814
19239,-13.75,25.75,0,0,0,0,1120.76469029575,1331.83349658572
19240,-13.75,26.25,0,0,0,0,1174.50202067905,1387.42954783476
19242,-13.25,9.25,0,0,0,0,55.1621051123384,193.419739048946
19243,-13.25,9.75,85.0912176654112,0,85.0912176654112,0,5.0928281432741,158.476181646615
19244,-13.25,10.25,0,0,0,0,33.811341491383,137.838503287128
19245,-13.25,10.75,0,0,0,0,54.1235057414944,122.213182971356
19246,-13.25,11.25,0,0,0,0,102.313360388112,78.3357064185552
19247,-13.25,11.75,0,1.68848261139367,0,0,155.418429149034,38.046795800638
19248,-13.25,12.25,0,13.7486647049868,0,0,175.015815922414,5.99534053417879
19249,-13.25,12.75,0,11.0696555521353,0,0,121.846406593756,0.170071375123152
19250,-13.25,13.25,0,11.0684441596471,0,0,70.7471915204992,1.98652385827744
19251,-13.25,13.75,35.1091524404211,5.65068771626509,35.1091524404211,35.1091524404211,24.548629368648,28.4999946629193
19252,-13.25,14.25,23.9498347137962,0,23.9498347137962,23.9498347137962,27.5132360331816,68.9559165512261
19253,-13.25,14.75,0,0,0,0,80.7726916395961,117.222888035262
19254,-13.25,15.25,0,0,0,0,130.638476300884,170.028142032704
19255,-13.25,15.75,0,0,0,0,178.676829753146,224.187442163827
19256,-13.25,16.25,0,0,0,0,222.355785867044,278.913115290676
19257,-13.25,16.75,0,0,0,0,251.182293910224,333.926816874394
19258,-13.25,17.25,0,0,0,0,287.963741845487,389.106397571764
19259,-13.25,17.75,0,0,0,0,330.051224264149,444.390070380198
19260,-13.25,18.25,0,0,0,0,375.665577754201,499.743291147244
19261,-13.25,18.75,0,0,0,0,423.669166897147,555.145256453477
19262,-13.25,19.25,0,0,0,0,473.335631313405,610.582697710833
19263,-13.25,19.75,0,0,0,0,524.192518146929,666.04675656195
19264,-13.25,20.25,0,0,0,0,575.92455285549,721.531294707419
19265,-13.25,20.75,0,0,0,0,624.752637549287,777.031925093777
19266,-13.25,21.25,0,0,0,0,672.970685321169,832.545429369228
19267,-13.25,21.75,0,0,0,0,722.234151097634,888.069393234865
19268,-13.25,22.25,0,0,0,0,772.322141789855,943.601970235362
19269,-13.25,22.75,0,0,0,0,823.11460166836,999.141724160404
19270,-13.25,23.25,0,0,0,0,874.488784995348,1054.68752115161
19271,-13.25,23.75,0,0,0,0,925.821272712614,1110.23845414569
19272,-13.25,24.25,0,0,0,0,977.579715181559,1165.79378888905
19273,-13.25,24.75,0,0,0,0,1029.73550345102,1221.35292466734
19274,-13.25,25.25,0,0,0,0,1082.23118845193,1276.91536527532
19275,-13.25,25.75,0,0,0,0,1135.01960660367,1332.48069724216
19276,-13.25,26.25,0,0,0,0,1188.06173505491,1388.04857328188
19277,-13.25,26.75,0,0,0,0,1241.32504789718,1443.61869956253
19278,-13.25,27.25,0,0,0,0,1294.78224585869,1499.19082580456
19279,-12.75,8.25,13.3346586155354,0,13.3346586155354,0,4.06004304855521,262.074044672696
19280,-12.75,8.75,69.4489022132733,0,0,69.4489022132733,2.17646629388634,209.858232488923
19281,-12.75,9.25,0,0,0,0,54.6730285176377,159.937478597835
19282,-12.75,9.75,9.95486005552218,0,9.95486005552218,0,32.7768659118181,115.331534722714
19283,-12.75,10.25,65.1830356892553,0,65.1830356892553,0,15.8878363730801,84.8797697154227
19284,-12.75,10.75,0,0,0,0,61.841687289736,82.1771806713465
19285,-12.75,11.25,0,0,0,0,112.901105430739,48.172371328222
19286,-12.75,11.75,0,12.0867386984856,0,0,161.261563944255,0.502758432847926
19287,-12.75,12.25,0,0,0,0,194.301650106324,39.6572482095307
19288,-12.75,12.75,0,0,0,0,147.352935317814,54.3644213634502
19289,-12.75,13.25,0,0,0,0,94.4299867786356,56.0795924802295
19290,-12.75,13.75,0,0,0,0,42.7122050852067,67.5387433203267
19291,-12.75,14.25,59.840936529374,0,59.840936529374,59.840936529374,8.33165619733837,105.963729681602
19292,-12.75,14.75,0,0,0,0,57.4061161244092,146.239621591891
19293,-12.75,15.25,0,0,0,0,104.220240732786,191.146567360919
19294,-12.75,15.75,0,0,0,0,155.347241733975,240.561177538706
19295,-12.75,16.25,0,0,0,0,206.493960268335,292.205469824634
19296,-12.75,16.75,0,0,0,0,258.927380791465,345.079816058815
19297,-12.75,17.25,0,0,0,0,312.456231999348,398.695132330037
19298,-12.75,17.75,0,0,0,0,364.787584615609,452.788276880715
19299,-12.75,18.25,0,0,0,0,406.442659997376,507.206392546291
19300,-12.75,18.75,0,0,0,0,451.109930393487,561.855062421939
19301,-12.75,19.25,0,0,0,0,497.9794985203,616.672995181765
19302,-12.75,19.75,0,0,0,0,546.485012932837,671.618745851718
19303,-12.75,20.25,0,0,0,0,596.227333231668,726.66332039378
19304,-12.75,20.75,0,0,0,0,646.921223715296,781.785844648428
19305,-12.75,21.25,0,0,0,0,698.359490312557,836.970917318713
19306,-12.75,21.75,0,0,0,0,746.827186750171,892.206931942583
19307,-12.75,22.25,0,0,0,0,795.337834457734,947.484978950087
19308,-12.75,22.75,0,0,0,0,844.69932528262,1002.79810716408
19309,-12.75,23.25,0,0,0,0,894.767951097625,1058.14081485818
19310,-12.75,23.75,0,0,0,0,945.450863068816,1113.50869138536
19311,-12.75,24.25,0,0,0,0,996.654347274737,1168.89815993996
19312,-12.75,24.75,0,0,0,0,1047.93291696482,1224.30628970516
19313,-12.75,25.25,0,0,0,0,1099.49814120362,1279.73065652247
19314,-12.75,25.75,0,0,0,0,1151.43515012573,1335.16923808406
19315,-12.75,26.25,0,0,0,0,1203.69581551624,1390.62033407657
19316,-12.75,26.75,0,0,0,0,1256.23974087874,1446.08250461846
19317,-12.75,27.25,0,0,0,0,1309.03281290348,1501.55452228669
19318,-12.75,27.75,0,0,0,0,1362.04605698739,1557.03533436072
19319,-12.25,7.75,0,0,0,0,33.7057071916929,306.025091100417
19320,-12.25,8.25,6.90314649103123,0,6.90314649103123,0,16.9419522248574,250.669304673667
19321,-12.25,8.75,24.3929235749459,0,24.3929235749459,0,26.566058720549,195.450724472612
19322,-12.25,9.25,0,0,0,0,47.004994544652,140.531180045887
19323,-12.25,9.75,0,0,0,0,54.1585520925216,86.4822578127183
19324,-12.25,10.25,59.2250086171356,0.856623817716004,59.2250086171356,0,3.26736264791136,37.302690986587
19325,-12.25,10.75,0,10.3720656962738,0,0,38.3619117812109,27.6782476519056
19326,-12.25,11.25,0,10.7525600477086,0,0,88.1052489882256,24.5596798085213
19327,-12.25,11.75,0,4.77723383297127,0,0,134.510063866491,25.5442796654383
19328,-12.25,12.25,0,0,0,0,183.366753053566,75.6278897904787
19329,-12.25,12.75,0,0,0,0,166.362691729081,108.562269942704
19330,-12.25,13.25,0,0,0,0,115.120305382045,110.175801384145
19331,-12.25,13.75,0,0,0,0,63.3474722096619,116.621940630168
19332,-12.25,14.25,13.3202806381681,0,13.3202806381681,13.3202806381681,18.6605584393188,144.087917103801
19333,-12.25,14.75,10.7470363702656,0,10.7470363702656,10.7470363702656,32.2231416030325,183.346482849233
19334,-12.25,15.25,0,0,0,0,83.8093467389444,223.512938103644
19335,-12.25,15.75,0,0,0,0,138.117942631817,266.944627483485
19336,-12.25,16.25,0,0,0,0,192.062652608211,314.232135679164
19337,-12.25,16.75,0,0,0,0,246.272061275933,363.875302864852
19338,-12.25,17.25,0,0,0,0,300.988123884005,415.029681561152
19339,-12.25,17.75,0,0,0,0,355.977288818146,467.19913982896
19340,-12.25,18.25,0,0,0,0,411.129987264671,520.078296549397
19341,-12.25,18.75,0,0,0,0,466.388206853053,573.470863100601
19342,-12.25,19.25,0,0,0,0,521.718419540409,627.245744847925
19343,-12.25,19.75,0,0,0,0,572.825327179232,681.31242070351
19344,-12.25,20.25,0,0,0,0,620.389700669671,735.606552803694
19345,-12.25,20.75,0,0,0,0,669.189989941946,790.081249811044
19346,-12.25,21.25,0,0,0,0,718.974574152952,844.701578051297
19347,-12.25,21.75,0,0,0,0,769.552444161698,899.441006105742
19348,-12.25,22.25,0,0,0,0,820.776959441063,954.279038172184
19349,-12.25,22.75,0,0,0,0,868.861350892452,1009.19959991329
19350,-12.25,23.25,0,0,0,0,917.57462876819,1064.18991327371
19351,-12.25,23.75,0,0,0,0,967.001343687326,1119.23969662618
19352,-12.25,24.25,0,0,0,0,1017.05020087878,1174.34058604215
19353,-12.25,24.75,0,0,0,0,1067.64381277813,1229.4857097967
19354,-12.25,25.25,0,0,0,0,1118.70826776851,1284.66937094694
19355,-12.25,25.75,0,0,0,0,1169.92021794364,1339.8868073666
19356,-12.25,26.25,0,0,0,0,1221.32444983251,1395.13400811562
19357,-12.25,26.75,0,0,0,0,1273.07702902742,1450.40757133951
19358,-12.25,27.25,0,0,0,0,1325.13713747148,1505.7045931676
19359,-12.25,27.75,0,0,0,0,1377.46990218141,1561.02258001645
19360,-11.75,7.25,0,0,0,0,70.0814846821097,361.69038236889
19361,-11.75,7.75,22.3364405105075,0,22.3364405105075,0,22.0953103024388,306.302650871151
19362,-11.75,8.25,11.441428972411,0,11.441428972411,0,31.74501006679,251.007625490637
19363,-11.75,8.75,10.2051859892715,0,10.2051859892715,0,19.950042611786,195.883830578949
19364,-11.75,9.25,0,0,0,0,52.4955154665822,141.132048183541
19365,-11.75,9.75,0,0,0,0,78.6153618842315,87.4538043125898
19366,-11.75,10.25,7.32791370420462,0,7.32791370420462,0,32.7224008181921,39.4995402529248
19367,-11.75,10.75,61.415596986648,11.2990633366103,61.415596986648,0,14.9955803892019,26.8146617225523
19368,-11.75,11.25,0,11.2988666392953,0,0,59.7636239626748,17.295022008401
19369,-11.75,11.75,0,0,0,0,113.553320841124,52.3197326887386
19370,-11.75,12.25,0,0,0,0,168.520550611391,99.2406514626924
19371,-11.75,12.75,0,0,0,0,139.774325663054,149.301407589728
19372,-11.75,13.25,0,0,0,0,98.388398918363,164.274932074658
19373,-11.75,13.75,0,0,0,0,63.1870836144173,168.762915552219
19374,-11.75,14.25,12.1495293106098,0,12.1495293106098,12.1495293106098,31.6048159422542,188.705237566521
19375,-11.75,14.75,45.9892139028546,0,45.9892139028546,45.9892139028546,19.6977070514213,221.176869944558
19376,-11.75,15.25,0,0,0,0,74.8734818440654,260.6447094693
19377,-11.75,15.75,0,0,0,0,130.408017559934,300.714490809479
19378,-11.75,16.25,0,0,0,0,185.980208474808,343.315966792099
19379,-11.75,16.75,0,0,0,0,241.564068074128,389.207551781926
19380,-11.75,17.25,0,0,0,0,297.153048384524,437.354776121905
19381,-11.75,17.75,0,0,0,0,352.744728497935,487.089209185549
19382,-11.75,18.25,0,0,0,0,408.338005751022,537.970826262964
19383,-11.75,18.75,0,0,0,0,463.932305985113,589.702751986495
19384,-11.75,19.25,0,0,0,0,519.527300794072,642.079491832845
19385,-11.75,19.75,0,0,0,0,575.122788751448,694.955266854696
19386,-11.75,20.25,0,0,0,0,630.718639449157,748.224285546153
19387,-11.75,20.75,0,0,0,0,686.314764733855,801.808173970039
19388,-11.75,21.25,0,0,0,0,741.911102875339,855.647778145084
19389,-11.75,21.75,0,0,0,0,791.760743075466,909.697695263897
19390,-11.75,22.25,0,0,0,0,841.569041646091,963.922546354809
19391,-11.75,22.75,0,0,0,0,892.05791170771,1018.29438468067
19392,-11.75,23.25,0,0,0,0,942.683531339222,1072.79086030575
19393,-11.75,23.75,0,0,0,0,990.802236075737,1127.39389796524
19394,-11.75,24.25,0,0,0,0,1039.66155842293,1182.08872971734
19395,-11.75,24.75,0,0,0,0,1089.13179593982,1236.86317695063
19396,-11.75,25.25,0,0,0,0,1139.16018548663,1291.70711038565
19397,-11.75,25.75,0,0,0,0,1189.67808486255,1346.61203896905
19398,-11.75,26.25,0,0,0,0,1240.62569180374,1401.57079335378
19399,-11.75,26.75,0,0,0,0,1291.76156590629,1456.57727965196
19400,-11.75,27.25,0,0,0,0,1343.02836976236,1511.62628599911
19401,-11.75,27.75,0,0,0,0,1394.62231548592,1566.71332923282
19402,-11.75,28.25,0,0,0,0,1446.50839169666,1621.83453234639
19403,-11.25,6.75,0,0,0,0,43.3990790503595,334.278907537756
19404,-11.25,7.25,22.022322875821,0,0,22.022322875821,16.1433246529164,319.936702364816
19405,-11.25,7.75,65.0710901956397,0,65.0710901956397,0,11.9320096040818,304.535285732135
19406,-11.25,8.25,0,0,0,0,36.6261541379251,263.043699400977
19407,-11.25,8.75,0,0,0,0,74.8679125277058,211.066211267423
19408,-11.25,9.25,0,0,0,0,93.3624586961414,161.51694666341
19409,-11.25,9.75,0,0,0,0,103.844121675523,117.50882273728
19410,-11.25,10.25,0,0,0,0,48.2465911270128,87.8108402565684
19411,-11.25,10.75,64.3383670853145,0,64.3383670853145,0,6.14447834648399,81.3013888509667
19412,-11.25,11.25,0,0,0,0,55.5920191941933,71.8223024910156
19413,-11.25,11.75,0,0,0,0,105.715166061257,90.9721502380393
19414,-11.25,12.25,0,0,0,0,159.248601348364,130.089323478281
19415,-11.25,12.75,0,0,0,0,116.737619874454,173.909608369485
19416,-11.25,13.25,0,0,0,0,64.0550260515914,218.376757880742
19417,-11.25,13.75,40.093308685834,0,40.093308685834,40.093308685834,21.7298707316067,221.815583773369
19418,-11.25,14.25,59.1946951305949,0,59.1946951305949,59.1946951305949,5.24378082490883,237.247687285689
19419,-11.25,14.75,0,0,0,0,40.4538068443651,263.724324755188
19420,-11.25,15.25,0,0,0,0,90.6958469481535,298.319151115327
19421,-11.25,15.75,0,0,0,0,142.227176733417,337.854795262693
19422,-11.25,16.25,0,0,0,0,194.841471391748,377.830640162064
19423,-11.25,16.75,0,0,0,0,248.433847473602,419.895017363555
19424,-11.25,17.25,0,0,0,0,302.749988473991,464.807912516335
19425,-11.25,17.75,0,0,0,0,357.460117739268,511.819988952481
19426,-11.25,18.25,0,0,0,0,412.407465097444,560.403194771351
19427,-11.25,18.75,0,0,0,0,467.508395571892,610.182360139714
19428,-11.25,19.25,0,0,0,0,522.714342329778,660.887293613339
19429,-11.25,19.75,0,0,0,0,577.995214872355,712.320324868828
19430,-11.25,20.25,0,0,0,0,633.331393537282,764.334482611121
19431,-11.25,20.75,0,0,0,0,688.709547222596,816.818756216091
19432,-11.25,21.25,0,0,0,0,744.120304437615,869.688036014943
19433,-11.25,21.75,0,0,0,0,799.556886672482,922.876154589822
19434,-11.25,22.25,0,0,0,0,855.01427060321,976.331003000386
19435,-11.25,22.75,0,0,0,0,910.488655089749,1030.01105268084
19436,-11.25,23.25,0,0,0,0,964.002864357388,1083.88284269983
19437,-11.25,23.75,0,0,0,0,1014.41943563385,1137.91913934162
19438,-11.25,24.25,0,0,0,0,1064.29429540705,1192.09757044762
19439,-11.25,24.75,0,0,0,0,1112.61688629549,1246.39959953536
19440,-11.25,25.25,0,0,0,0,1161.57757432433,1300.80974622979
19441,-11.25,25.75,0,0,0,0,1211.0826130257,1355.31498744109
19442,-11.25,26.25,0,0,0,0,1261.08963536151,1409.90429271296
19443,-11.25,26.75,0,0,0,0,1311.54121611308,1464.56826025569
19444,-11.25,27.25,0,0,0,0,1362.38796087689,1519.29882931262
19445,-11.25,27.75,0,0,0,0,1413.44018767691,1574.08905095832
19446,-11.25,28.25,0,0,0,0,1464.58717665662,1628.9329040327
19447,-10.75,6.75,60.3645082536127,0,0,60.3645082536127,11.1106883113688,282.740038192413
19448,-10.75,7.25,32.5857201585581,0,0,32.5857201585581,19.1793969216599,266.058874468504
19449,-10.75,7.75,14.7345743287301,0,14.7345743287301,0,28.6685194439187,253.538787091762
19450,-10.75,8.25,8.42968981288766,0,8.42968981288766,0,17.2655563096685,236.00051627149
