"ID","x","y","RailKM","PlaceboKM","RailKM_military","RailKM_mining","dist2rail","dist2placebo"
22843,9.75,6.25,0,0,0,0,144.964371048142,131.32752063456
22844,9.75,6.75,0,0,0,0,166.734511598706,177.987378743039
22845,9.75,7.25,0,0,0,0,143.763369836776,224.628483672913
22846,9.75,7.75,0,0,0,0,130.665693944688,270.918451099681
22847,9.75,8.25,0,0,0,0,133.464893041187,297.101694854616
22848,9.75,8.75,0,0,0,0,137.407065889652,308.648173330359
22849,9.75,9.25,0,0,0,0,111.001352139536,328.593423693369
22850,9.75,9.75,0,0,0,0,95.9018468939213,350.076537279867
22851,9.75,10.25,0,0,0,0,101.63633984606,374.48538102688
22852,9.75,10.75,0,0,0,0,132.38427501449,396.393767246429
22853,9.75,11.25,0,0,0,0,118.907667518315,424.488807123293
22854,9.75,11.75,0,0,0,0,70.776144584592,431.957798767929
22855,9.75,12.25,6.02554525690894,0,0,0,22.3545601006392,429.945776960201
22856,9.75,12.75,14.4967188452619,0,0,0,25.905840381773,435.077001557657
22857,9.75,13.25,0,0,0,0,74.5325972560108,447.105600480962
22858,9.75,13.75,0,0,0,0,122.71903565498,465.49718821454
22859,9.75,14.25,0,0,0,0,170.4651621746,489.535124883276
22860,9.75,14.75,0,0,0,0,221.570099229015,518.434600151237
22861,9.75,15.25,0,0,0,0,274.426902839167,551.431789034854
22862,9.75,15.75,0,0,0,0,328.190218969455,587.837039662064
22863,9.75,16.25,0,0,0,0,382.477964402655,627.05704087725
22864,9.75,16.75,0,0,0,0,437.094778244028,668.59663137624
22865,9.75,17.25,0,0,0,0,491.931067772737,712.049962523457
22866,9.75,17.75,0,0,0,0,546.920820521516,757.087582696248
22867,9.75,18.25,0,0,0,0,602.021985014284,803.443106618641
22868,9.75,18.75,0,0,0,0,657.206538932969,850.901166709312
22869,9.75,19.25,0,0,0,0,712.455105142195,899.287223512373
22870,9.75,19.75,0,0,0,0,767.753864398671,948.459257050208
22871,9.75,20.25,0,0,0,0,823.092700091192,998.30112830447
22872,9.75,20.75,0,0,0,0,878.464038260589,1048.7173321674
22873,9.75,21.25,0,0,0,0,933.862097283461,1099.62887043148
22874,9.75,21.75,0,0,0,0,989.282388059162,1150.97000926961
22875,9.75,22.25,0,0,0,0,1044.72137239867,1202.68572811912
22876,9.75,22.75,0,0,0,0,1100.17622419178,1248.99206558704
22877,9.75,23.25,0,0,0,0,1155.64465903794,1283.52076035379
22878,9.75,23.75,0,0,0,0,1211.12481051034,1319.47032654468
22879,9.75,24.25,0,0,0,0,1266.6151388245,1356.72780417185
22880,9.75,24.75,0,0,0,0,1322.11436243284,1395.18839899867
22881,9.75,25.25,0,0,0,0,1377.62140610588,1434.75534230918
22882,9.75,25.75,0,0,0,0,1433.13536104657,1475.33960484918
22883,9.75,26.25,0,0,0,0,1488.6554539072,1516.85951290659
22884,9.75,26.75,0,0,0,0,1544.18102247503,1559.24030446097
22885,9.75,27.25,0,0,0,0,1599.71149641113,1602.41365444582
22886,9.75,27.75,0,0,0,0,1655.24638185875,1646.31719065808
22888,9.75,28.75,0,0,0,0,1766.32772221271,1736.09224575634
22889,9.75,29.25,0,0,0,0,1821.87347140309,1781.86457238518
22890,9.75,29.75,0,0,0,0,1877.42220567939,1828.16785249468
22891,9.75,30.25,0,0,0,0,1932.97366752874,1874.96272737877
22892,9.75,30.75,0,0,0,0,1988.52762819667,1922.21327201369
22893,9.75,31.25,0,0,0,0,2044.08388378225,1969.88667390546
22894,9.75,31.75,0,0,0,0,2099.64225195236,2017.9529403627
22895,9.75,32.25,0,0,0,0,2155.20256916375,2066.38463261819
22896,9.75,32.75,0,0,0,0,2210.76468830345,2115.15662498826
22897,9.75,33.25,0,0,0,0,2266.32847667598,2164.24588715523
22898,9.75,33.75,0,0,0,0,2321.89381427926,2213.631287646
22899,9.75,34.25,0,0,0,0,2377.46059232213,2263.29341662797
22900,9.75,34.75,0,0,0,0,2433.02871194478,2313.21442623137
22901,9.75,35.25,0,0,0,0,2488.59808311055,2363.37788671779
22902,9.75,35.75,0,0,0,0,2544.16862364273,2413.76865693758
22903,9.75,36.25,0,0,0,0,2599.74025838495,2464.37276764578
22904,9.75,36.75,0,0,0,0,2655.31291846681,2515.17731637213
22905,9.75,37.25,0,0,0,0,2689.12155258314,2566.17037266202
22942,10.25,-2.75,0,0,0,0,285.370431461908,290.537995089047
22943,10.25,-2.25,0,0,0,0,326.429085035167,235.421883582952
22944,10.25,-1.75,0,0,0,0,371.28916579357,180.600983784608
22945,10.25,-1.25,0,0,0,0,415.322383656407,126.459807158197
22946,10.25,-0.75,0,0,0,0,407.28264576402,74.4954074229502
22947,10.25,-0.25,0,0,0,0,374.418995524862,35.9049307476743
22948,10.25,0.25,0,0,0,0,347.374860229243,48.4855722544215
22949,10.25,0.75,0,0,0,0,320.683515109772,90.0385247257002
22950,10.25,1.25,0,0,0,0,267.173194166523,137.000494665479
22951,10.25,1.75,0,0,0,0,214.627281267805,187.758937584909
22952,10.25,2.25,0,0,0,0,161.854577847982,196.89420308686
22953,10.25,2.75,0,0,0,0,106.909256158563,161.788466779098
22954,10.25,3.25,0,0,0,0,51.851194624735,140.587715416725
22955,10.25,3.75,84.9655885705445,0,84.9655885705445,0,1.62695652229156,138.754084670542
22956,10.25,4.25,0.363623350083606,0,0.363623350083606,0,37.5213827088545,86.3367422622482
22957,10.25,4.75,0,0,0,0,42.2704364936539,38.7930592132953
22958,10.25,5.25,0,13.1740662123578,0,0,47.9036215966306,7.91649877084784
22959,10.25,5.75,0,0,0,0,94.7883751724781,54.6115370427685
22960,10.25,6.25,0,0,0,0,147.841222649453,101.290920936411
22961,10.25,6.75,0,0,0,0,202.265494076424,148.404955866683
22962,10.25,7.25,0,0,0,0,195.772035322972,192.647945448156
22963,10.25,7.75,0,0,0,0,185.497717079289,231.22979535828
22964,10.25,8.25,0,0,0,0,188.144166359546,242.557491452504
22965,10.25,8.75,0,0,0,0,186.258572656938,256.643590851377
22966,10.25,9.25,0,0,0,0,162.384336246053,277.945399905564
22967,10.25,9.75,0,0,0,0,150.522562486646,300.834479701408
22968,10.25,10.25,0,0,0,0,153.908642939465,323.393144166272
22969,10.25,10.75,0,0,0,0,175.676768277646,348.604608679106
22970,10.25,11.25,0,0,0,0,145.960085070959,380.322064534739
22971,10.25,11.75,0,0,0,0,97.567959051141,377.834019133514
22972,10.25,12.25,0,0,0,0,49.0331464022324,375.640659862726
22973,10.25,12.75,57.3662702540664,0,0,0,0.657004130177013,381.612739311882
22974,10.25,13.25,0,0,0,0,46.8803838757971,395.380421979339
22975,10.25,13.75,0,0,0,0,99.3979410048174,416.170746720179
22976,10.25,14.25,0,0,0,0,154.091794689188,442.996070679681
22977,10.25,14.75,0,0,0,0,209.262423603798,474.834667114486
22978,10.25,15.25,0,0,0,0,264.611777699049,510.749856319644
22979,10.25,15.75,0,0,0,0,320.047143523589,549.943524416603
22980,10.25,16.25,0,0,0,0,375.530432143928,591.764607853123
22981,10.25,16.75,0,0,0,0,431.043138274243,635.694758145756
22982,10.25,17.25,0,0,0,0,486.575193395482,681.326133002553
22983,10.25,17.75,0,0,0,0,542.120651494881,728.339047963019
22984,10.25,18.25,0,0,0,0,597.675775724028,776.482600362175
22985,10.25,18.75,0,0,0,0,653.238099885813,825.559006981303
22986,10.25,19.25,0,0,0,0,708.805930791593,875.411388569
22987,10.25,19.75,0,0,0,0,764.378067462217,925.914411987755
22988,10.25,20.25,0,0,0,0,819.953634419604,976.96717693584
22989,10.25,20.75,0,0,0,0,875.531978425339,1028.4878179982
22990,10.25,21.25,0,0,0,0,931.112602178837,1080.40940010943
22991,10.25,21.75,0,0,0,0,986.695120412319,1132.67678409093
22992,10.25,22.25,0,0,0,0,1042.2792300274,1185.2442194023
22993,10.25,22.75,0,0,0,0,1097.86468929973,1238.07348342092
22994,10.25,23.25,0,0,0,0,1153.45130309423,1291.13243325957
22995,10.25,23.75,0,0,0,0,1209.03891215747,1344.3938707051
22996,10.25,24.25,0,0,0,0,1264.62738523318,1394.31815714461
22997,10.25,24.75,0,0,0,0,1320.21661316907,1431.64165988813
22998,10.25,25.25,0,0,0,0,1375.80650445202,1470.10165050288
22999,10.25,25.75,0,0,0,0,1431.39698178337,1509.61124898652
23000,10.25,26.25,0,0,0,0,1486.9879794223,1550.09017734068
23001,10.25,26.75,0,0,0,0,1542.57944110345,1591.46445093173
23002,10.25,27.25,0,0,0,0,1598.17131838917,1633.66602245957
23003,10.25,27.75,0,0,0,0,1653.76356935393,1676.63240015299
23004,10.25,28.25,0,0,0,0,1709.35615752554,1720.30625652218
23005,10.25,28.75,0,0,0,0,1764.94905102634,1764.63503962747
23006,10.25,29.25,0,0,0,0,1820.54222187177,1809.57059530888
23007,10.25,29.75,0,0,0,0,1876.1356453936,1855.06880606124
23008,10.25,30.25,0,0,0,0,1931.72929976278,1901.08925012185
23009,10.25,30.75,0,0,0,0,1987.32316559233,1947.59488274592
23010,10.25,31.25,0,0,0,0,2042.91722560509,1994.55174047796
23011,10.25,31.75,0,0,0,0,2098.51146435426,2041.92866839235
23012,10.25,32.25,0,0,0,0,2154.10586798721,2089.69706969964
23013,10.25,32.75,0,0,0,0,2209.70042404498,2137.83067673314
23014,10.25,33.25,0,0,0,0,2265.29512129122,2186.3053420953
23015,10.25,33.75,0,0,0,0,2320.88994956582,2235.09884861426
23016,10.25,34.75,0,0,0,0,2432.07996320255,2333.56214777175
23017,10.25,35.25,0,0,0,0,2487.67513257617,2383.19568218699
23018,10.25,35.75,0,0,0,0,2543.27040082533,2433.07527072684
23019,10.25,36.25,0,0,0,0,2591.14087992372,2483.18605806799
23020,10.25,36.75,0,0,0,0,2621.39870810595,2533.51429731766
23058,10.75,-3.25,0,0,0,0,206.817042197148,344.757638200077
23059,10.75,-2.75,0,0,0,0,248.399604087219,289.28640368593
23060,10.75,-2.25,0,0,0,0,293.518882084277,233.875116032984
23061,10.75,-1.75,0,0,0,0,337.64263419299,178.579586542159
23062,10.75,-1.25,0,0,0,0,384.41684659521,123.55533113987
23063,10.75,-0.75,0,0,0,0,433.278579805145,69.4501495588601
23064,10.75,-0.25,0,4.89017897913182,0,0,421.840474554491,23.7250709994163
23065,10.75,0.25,0,6.22238689478005,0,0,366.378708619598,13.0506224387599
23066,10.75,0.75,0,0,0,0,310.965379533481,64.8675774757927
23067,10.75,1.25,0,0,0,0,255.631988222196,118.062007472431
23068,10.75,1.75,0,0,0,0,200.444746859777,171.255528875637
23069,10.75,2.25,0,0,0,0,145.569971840459,163.049051641925
23070,10.75,2.75,0,0,0,0,91.5225218256195,118.31502146731
23071,10.75,3.25,0,0,0,0,39.6341676489382,87.1420114739559
23072,10.75,3.75,9.94836945960729,0,9.94836945960729,0,10.0115025983379,85.8536594419329
23073,10.75,4.25,0,0,0,0,62.1614939626916,95.7849383177449
23074,10.75,4.75,0,0,0,0,93.64347194794,68.8323376567258
23075,10.75,5.25,0,13.1693136380798,0,0,96.2899403037728,22.1210097987383
23076,10.75,5.75,0,8.84557713384324,0,0,126.317706299726,24.6110604047196
23077,10.75,6.25,0,0,0,0,169.771407410985,72.3250732791792
23078,10.75,6.75,0,0,0,0,218.792724054481,114.33130013775
23079,10.75,7.25,0,0,0,0,249.122957083869,152.958728002367
23080,10.75,7.75,0,0,0,0,240.443465481524,185.950031049908
23081,10.75,8.25,0,0,0,0,242.721103958658,188.304439031358
23082,10.75,8.75,0,0,0,0,234.070437023377,205.820399084836
23083,10.75,9.25,0,0,0,0,214.639328200605,227.318306769767
23084,10.75,9.75,0,0,0,0,205.121176182672,252.020758062623
23085,10.75,10.25,0,0,0,0,207.456963399169,273.737017202943
23086,10.75,10.75,0,0,0,0,221.154494433487,303.182879658881
23087,10.75,11.25,0,0,0,0,172.71973381053,335.568306091839
23088,10.75,11.75,0,0,0,0,124.155617924933,323.800888632859
23089,10.75,12.25,0,0,0,0,75.6609643408046,321.348539401866
23090,10.75,12.75,0,0,0,0,35.0528959413406,328.419994859973
23091,10.75,13.25,0,0,0,0,52.2271017666684,344.429155250681
23092,10.75,13.75,0,0,0,0,102.023321319492,368.212076266541
23093,10.75,14.25,0,0,0,0,155.794638265516,398.378918260744
23094,10.75,14.75,0,0,0,0,210.516754225198,433.5992735363
23095,10.75,15.25,0,0,0,0,265.602638493064,472.744999006101
23096,10.75,15.75,0,0,0,0,320.864991224869,514.921618213985
23097,10.75,16.25,0,0,0,0,376.226058176026,559.444049315878
23098,10.75,16.75,0,0,0,0,431.647859169356,605.795300282634
23099,10.75,17.25,0,0,0,0,487.109664239185,653.586394211606
23100,10.75,17.75,0,0,0,0,542.599206444018,702.523542495887
23101,10.75,18.25,0,0,0,0,598.108765870833,752.383148132338
23102,10.75,18.75,0,0,0,0,653.633242649281,802.993395013173
23103,10.75,19.25,0,0,0,0,709.169132895648,854.220870852148
23104,10.75,19.75,0,0,0,0,764.713949944559,905.960875798314
23105,10.75,20.25,0,0,0,0,820.265880320245,958.130379714791
23106,10.75,20.75,0,0,0,0,875.823570440842,1010.66287123954
23107,10.75,21.25,0,0,0,0,931.385989564871,1063.50455917963
23108,10.75,21.75,0,0,0,0,986.952338980757,1116.61154529843
23109,10.75,22.25,0,0,0,0,1042.52199020937,1169.94769983352
23110,10.75,22.75,0,0,0,0,1098.09444195427,1223.48304964557
23111,10.75,23.25,0,0,0,0,1153.66928948466,1277.1925436878
23112,10.75,23.75,0,0,0,0,1209.24620245533,1331.05509876236
23113,10.75,24.25,0,0,0,0,1264.82490857045,1385.05285540053
23114,10.75,24.75,0,0,0,0,1320.40518137092,1439.17059269009
23115,10.75,25.25,0,0,0,0,1375.98683097999,1493.39526439276
23116,10.75,25.75,0,0,0,0,1431.56969700375,1544.86384949415
23117,10.75,26.25,0,0,0,0,1487.15364302297,1584.31533472591
23118,10.75,26.75,0,0,0,0,1542.73855227527,1624.69260149391
23119,10.75,27.25,0,0,0,0,1598.3243242379,1665.92831250622
23120,10.75,27.75,0,0,0,0,1653.91087189935,1707.96026756279
23121,10.75,28.25,0,0,0,0,1709.49811956311,1750.73109342212
23122,10.75,28.75,0,0,0,0,1765.08600106635,1794.18792461248
23123,10.75,29.25,0,0,0,0,1820.67445832476,1838.28208455269
23124,10.75,29.75,0,0,0,0,1876.26344013601,1882.96877376066
23125,10.75,30.25,0,0,0,0,1931.85290118979,1928.20676986246
23126,10.75,30.75,0,0,0,0,1987.44280124389,1973.95814249944
23127,10.75,31.25,0,0,0,0,2043.03310443482,2020.18798499214
23128,10.75,31.75,0,0,0,0,2098.62377869789,2066.8641636893
23129,10.75,32.25,0,0,0,0,2154.21479527717,2113.95708524624
23130,10.75,32.75,0,0,0,0,2209.80612830931,2161.43948158783
23131,10.75,33.25,0,0,0,0,2265.39775446869,2209.28621197338
23132,10.75,34.75,0,0,0,0,2432.17419042975,2354.78920205959
23133,10.75,35.25,0,0,0,0,2487.76679680905,2403.87836588189
23134,10.75,35.75,0,0,0,0,2523.37570368377,2453.2322287115
23135,10.75,36.75,0,0,0,0,2584.40655962373,2552.67243607257
23172,11.25,-3.75,0,0,0,0,128.309356258706,407.01221046169
23173,11.25,-3.25,0,0,0,0,170.889967237339,352.572778735511
23174,11.25,-2.75,0,0,0,0,215.567387967213,298.559984091842
23175,11.25,-2.25,0,0,0,0,260.526133528636,245.25586426408
23176,11.25,-1.75,0,0,0,0,308.965413433066,193.247739847168
23177,11.25,-1.25,0,0,0,0,359.158294926819,143.94726176181
23178,11.25,-0.75,0,0,0,0,410.453730308356,101.384489164411
23179,11.25,-0.25,0,0,0,0,419.071543904106,57.6891770786844
23180,11.25,0.25,0,11.5226168994947,0,0,363.583212532844,4.49399179369661
23181,11.25,0.75,0,0,0,0,308.134209169053,48.7010244244658
23182,11.25,1.25,0,0,0,0,252.750418782879,103.148516713044
23183,11.25,1.75,0,0,0,0,197.486714614032,158.396932397204
23184,11.25,2.25,0,0,0,0,142.482895921046,134.424064606345
23185,11.25,2.75,0,0,0,0,88.2263778216129,89.3587404521899
23186,11.25,3.25,0,0,0,0,36.2543782203839,39.7891693875571
23187,11.25,3.75,32.2492425740209,1.35363428768464,32.2492425740209,0,10.7292408878875,32.3573811177194
23188,11.25,4.25,0,0,0,0,52.9801758387221,52.7016898348732
23189,11.25,4.75,0,0,0,0,103.328176447877,98.8686323311334
23190,11.25,5.25,0,0,0,0,149.60604090843,51.5003724083701
23191,11.25,5.75,0,0.0649421768918327,0,0,170.457400427465,3.77058098194218
23192,11.25,6.25,0,6.4336364493365,0,0,204.720723885884,35.9719292239183
23193,11.25,6.75,0,0,0,0,246.873481003129,74.6416010091853
23194,11.25,7.25,0,0,0,0,293.536279972084,113.279193295024
23195,11.25,7.75,0,0,0,0,295.439438367055,131.302677958317
23196,11.25,8.25,0,0,0,0,297.289328056672,134.694942888399
23197,11.25,8.75,0,0,0,0,284.435260624501,155.164677508032
23198,11.25,9.25,0,0,0,0,267.870660524605,177.877749164005
23199,11.25,9.75,0,0,0,0,259.724272740622,201.105885561666
23200,11.25,10.25,0,0,0,0,261.49849762337,226.467823977732
23201,11.25,10.75,0,0,0,0,247.765843905277,261.365915715527
23202,11.25,11.25,0,0,0,0,199.363349237823,283.820845430759
23203,11.25,11.75,0,0,0,0,151.533419349139,269.913082118888
23204,11.25,12.25,0,0,0,0,110.881028998487,267.077582223803
23205,11.25,12.75,0,0,0,0,87.3940850476033,275.656237799943
23206,11.25,13.25,0,0,0,0,95.5187446105432,294.65378203527
23207,11.25,13.75,0,0,0,0,129.582919800831,322.232686159844
23208,11.25,14.25,0,0,0,0,175.046947043375,356.406396012352
23209,11.25,14.75,0,0,0,0,225.106490834391,395.468956693006
23210,11.25,15.25,0,0,0,0,277.2836610212,438.114634258458
23211,11.25,15.75,0,0,0,0,330.577257131128,483.396037408477
23212,11.25,16.25,0,0,0,0,384.523360648338,530.638844141995
23213,11.25,16.75,0,0,0,0,438.88142405617,579.363437604352
23214,11.25,17.25,0,0,0,0,493.515340447977,629.2256803506
23215,11.25,17.75,0,0,0,0,548.342662321834,679.975347126278
23216,11.25,18.25,0,0,0,0,603.310663226432,731.427739505454
23217,11.25,18.75,0,0,0,0,658.384108361394,783.444414409978
23218,11.25,19.25,0,0,0,0,713.538582280624,835.920036208131
23219,11.25,19.75,0,0,0,0,768.756644758633,888.773314441992
23220,11.25,20.25,0,0,0,0,824.025512474678,941.94067742585
23221,11.25,20.75,0,0,0,0,879.335605510889,995.371794564078
23222,11.25,21.25,0,0,0,0,934.679605125471,1049.02636268796
23223,11.25,21.75,0,0,0,0,990.051825000735,1102.87176790484
23224,11.25,22.25,0,0,0,0,1045.44778089012,1156.88136198903
23225,11.25,22.75,0,0,0,0,1100.8638893867,1211.03317586091
23226,11.25,23.25,0,0,0,0,1156.29725282982,1265.30894794887
23227,11.25,23.75,0,0,0,0,1211.74550295618,1319.69338219951
23228,11.25,24.25,0,0,0,0,1267.20668541388,1374.17357554326
23229,11.25,24.75,0,0,0,0,1322.67917321278,1428.73857179237
23230,11.25,25.25,0,0,0,0,1378.16160099948,1483.37901086406
23231,11.25,25.75,0,0,0,0,1433.65281454209,1538.08685058843
23232,11.25,26.25,0,0,0,0,1489.15183147395,1592.8551443025
23233,11.25,26.75,0,0,0,0,1544.657810476,1647.67786169753
23234,11.25,27.25,0,0,0,0,1600.17002685597,1699.14266987755
23235,11.25,27.75,0,0,0,0,1655.68785302826,1740.24577742246
23236,11.25,28.25,0,0,0,0,1711.21074278497,1782.11633993556
23237,11.25,28.75,0,0,0,0,1766.7382185264,1824.7014994644
23238,11.25,29.25,0,0,0,0,1822.26986082167,1867.95235501613
23239,11.25,29.75,0,0,0,0,1877.80529981806,1911.82369888555
23240,11.25,30.25,0,0,0,0,1933.34420812848,1956.27375741782
23241,11.25,30.75,0,0,0,0,1988.88629490862,2001.26394011614
23242,11.25,31.25,0,0,0,0,2044.43130089806,2046.75859976298
23243,11.25,31.75,0,0,0,0,2099.97899424722,2092.72480525379
23244,11.25,32.25,0,0,0,0,2155.52916698863,2139.13212809804
23245,11.25,32.75,0,0,0,0,2211.08163203947,2185.95244298337
23246,11.25,34.75,0,0,0,0,2426.35235741663,2376.87172655428
23283,11.75,-4.25,0,0,0,0,49.9754000155577,396.550948327038
23284,11.75,-3.75,0,0,0,0,93.9820284860419,401.486038048593
23285,11.75,-3.25,0,0,0,0,137.421910099886,368.690263671007
23286,11.75,-2.75,0,0,0,0,184.66653229421,317.437629368905
23287,11.75,-2.25,0,0,0,0,234.991312101498,267.921761428434
23288,11.75,-1.75,0,0,0,0,286.933466704056,221.31149067132
23289,11.75,-1.25,0,0,0,0,340.033016498501,174.569561525862
23290,11.75,-0.75,0,0,0,0,393.402810803495,118.995179276357
23291,11.75,-0.25,0,0,0,0,419.442766293199,63.4207894760415
23292,11.75,0.25,0,11.1363457242566,0,0,364.014427605452,7.8463956527145
23293,11.75,0.75,0,0,0,0,308.64688717543,47.7279986682731
23294,11.75,1.25,0,0,0,0,253.380004316556,103.246889537586
23295,11.75,1.75,0,0,0,0,198.228013757844,134.395730801829
23296,11.75,2.25,0,0,0,0,143.383094569696,95.0407788556373
23297,11.75,2.75,0,0,0,0,89.4718652255304,55.8351793579964
23298,11.75,3.25,0,12.0107359635579,0,0,40.4209601424255,29.720533891955
23299,11.75,3.75,8.88644633488888,11.1135627530591,8.88644633488888,0,27.3026240147824,23.8638336126301
23300,11.75,4.25,0,13.053458855203,0,0,49.4654599098153,23.3439537282788
23301,11.75,4.75,0,0,0,0,101.572044992545,70.5409954643321
23302,11.75,5.25,0,0,0,0,156.105969577566,81.3634982269758
23303,11.75,5.75,0,0,0,0,211.195198717266,42.4267857077635
23304,11.75,6.25,0,9.01913686704575,0,0,247.22813278222,3.71813521570124
23305,11.75,6.75,0,8.41129690391568,0,0,283.090265256319,34.9616768260498
23306,11.75,7.25,0,0,0,0,324.559024258851,73.6100092711062
23307,11.75,7.75,0,0,0,0,350.46193294152,77.2693634206082
23308,11.75,8.25,0,0,0,0,352.00553796558,82.8866565076105
23309,11.75,8.75,0,0,0,0,336.216266239569,104.527954906558
23310,11.75,9.25,0,0,0,0,321.457895772296,129.064414501522
23311,11.75,9.75,0,0,0,0,314.388933142666,150.930009847268
23312,11.75,10.25,0,0,0,0,315.780032550042,183.440286808789
23313,11.75,10.75,0,0,0,0,274.522160479987,223.099614292099
23314,11.75,11.25,0,0,0,0,228.710882617452,233.3042169172
23315,11.75,11.75,0,0,0,0,188.244720905836,216.279494000995
23316,11.75,12.25,0,0,0,0,156.98568086269,212.844232222192
23317,11.75,12.75,0,0,0,0,141.155156097174,223.625581406499
23318,11.75,13.25,0,0,0,0,146.240304774164,246.767136844767
23319,11.75,13.75,0,0,0,0,170.378548897382,279.212328606936
23320,11.75,14.25,0,0,0,0,207.008810366253,318.127198040105
23321,11.75,14.75,0,0,0,0,250.714218860245,361.427985028832
23322,11.75,15.25,0,0,0,0,298.402020159652,407.719691048962
23323,11.75,15.75,0,0,0,0,348.440935598568,456.092520931503
23324,11.75,16.25,0,0,0,0,399.949470702863,505.94990953588
23325,11.75,16.75,0,0,0,0,452.425956150545,556.893271025548
23326,11.75,17.25,0,0,0,0,505.56907066051,608.64998109506
23327,11.75,17.75,0,0,0,0,559.188784617109,661.029017603551
23328,11.75,18.25,0,0,0,0,613.160077086738,713.893410592428
23329,11.75,18.75,0,0,0,0,667.397658414009,767.142826701007
23330,11.75,19.25,0,0,0,0,721.841505542527,820.702324194604
23331,11.75,19.75,0,0,0,0,776.448229687729,874.514931201255
23332,11.75,20.25,0,0,0,0,831.18572920159,928.536641361343
23333,11.75,20.75,0,0,0,0,886.02976664396,982.732970389553
23334,11.75,21.25,0,0,0,0,940.961712983499,1037.07654141481
23335,11.75,21.75,0,0,0,0,995.967022141877,1091.54536178394
23336,11.75,22.25,0,0,0,0,1051.03417546575,1146.12157325401
23337,11.75,22.75,0,0,0,0,1106.15393620602,1200.79053189829
23338,11.75,23.25,0,0,0,0,1161.31881314605,1255.54012136064
23339,11.75,23.75,0,0,0,0,1216.52266822015,1310.36023372972
23340,11.75,24.25,0,0,0,0,1271.7604250989,1365.24237249074
23341,11.75,24.75,0,0,0,0,1327.02784976412,1420.17934553211
23342,11.75,25.25,0,0,0,0,1382.32138320091,1475.16502538029
23343,11.75,25.75,0,0,0,0,1437.63801234981,1530.19416018092
23344,11.75,26.25,0,0,0,0,1492.9751695092,1585.26222338312
23345,11.75,26.75,0,0,0,0,1548.33065314496,1640.36529322755
23346,11.75,27.25,0,0,0,0,1603.70256498493,1695.49995539323
23347,11.75,27.75,0,0,0,0,1659.08925962768,1750.66322379221
23348,11.75,28.25,0,0,0,0,1714.48930385926,1805.85247569842
23349,11.75,28.75,0,0,0,0,1769.90144356723,1856.12805096324
23350,11.75,29.25,0,0,0,0,1825.32457664921,1898.53612283165
23351,11.75,29.75,0,0,0,0,1880.75773068773,1941.59067413559
23352,11.75,30.25,0,0,0,0,1936.2000444423,1985.24961314532
23353,11.75,30.75,0,0,0,0,1991.65075241912,2029.47390301615
23354,11.75,31.25,0,0,0,0,2047.10917193837,2074.22735064065
23355,11.75,31.75,0,0,0,0,2102.57469224016,2119.47640365369
23356,11.75,32.25,0,0,0,0,2158.04676526435,2165.18995711552
23357,11.75,32.75,0,0,0,0,2213.5248978119,2211.33917080195
23398,12.25,-18.25,0,0,0,0,343.25554164494,79.9677405737327
23399,12.25,-17.75,0,12.3754527574572,0,0,287.678580867397,32.0590778067983
23400,12.25,-17.25,0,14.4696540871967,0,0,232.111474210448,10.0902860369722
23401,12.25,-16.75,0,0,0,0,176.563525626958,38.9969888290232
23402,12.25,-16.25,0,0,0,0,121.061109592353,82.291888103471
23403,12.25,-15.75,0,0,0,0,65.7196886973918,131.797333596483
23404,12.25,-15.25,52.5061755489038,0,52.5061755489038,0,12.8270909582296,184.800385047311
23405,12.25,-14.75,0,0,0,0,29.7810103986455,238.985125772548
23406,12.25,-5.75,0,0,0,0,86.8657356158093,316.828826052746
23407,12.25,-5.25,0,0,0,0,62.0423418786596,351.065972593346
23408,12.25,-4.75,39.7195315919347,0,0,0,22.7476959605195,344.419690075867
23409,12.25,-4.25,46.7811204451989,0,0,0,15.7012885630407,341.117893683393
23410,12.25,-3.75,0,0,0,0,60.3967452722561,346.80568211504
23411,12.25,-3.25,0,0,0,0,111.147219032552,361.058463344954
23412,12.25,-2.75,0,0,0,0,164.609825543382,343.826527938041
23413,12.25,-2.25,0,0,0,0,217.62651467191,288.758675321109
23414,12.25,-1.75,0,0,0,0,271.289930327413,233.941324950627
23415,12.25,-1.25,0,0,0,0,325.602707573669,179.603992662402
23416,12.25,-0.75,0,0,0,0,380.286721395251,125.930448127292
23417,12.25,-0.25,0,0,0,0,426.87297756708,72.3050889419825
23418,12.25,0.25,0,9.28593074538745,0,0,372.49867047705,18.6795748016482
23419,12.25,0.75,0,12.9479816160742,0,0,318.546392265229,30.803786074499
23420,12.25,1.25,0,0,0,0,265.273769265126,78.5783760829706
23421,12.25,1.75,0,0,0,0,213.190913313863,104.734840597281
23422,12.25,2.25,0,0,0,0,163.439232407081,55.9665334150235
23423,12.25,2.75,0,14.1341571406341,0,0,118.979932070844,16.4519268490927
23424,12.25,3.25,0,5.52634577715743,0,0,88.2150225319731,21.4327064706438
23425,12.25,3.75,0,0,0,0,80.9470291625885,43.8939267016692
23426,12.25,4.25,0,8.85730917908651,0,0,90.7632934909703,4.54028586377466
23427,12.25,4.75,0,0,0,0,126.902462513638,47.3302029489263
23428,12.25,5.25,0,0,0,0,173.644306463836,99.1950416401486
23429,12.25,5.75,0,0,0,0,224.460031912641,82.1171867494735
23430,12.25,6.25,0,0,0,0,277.117515152033,43.3984177396455
