"ID","polity"
20122,0.7
19963,0.7
19964,0.7
19965,0.7
19962,0.7
19967,0.7
19968,0.7
19969,0.7
19970,0.7
19971,0.7
19972,0.7
19973,0.7
20041,0.7
20042,0.7
20043,0.7
20044,0.7
20045,0.7
20046,0.7
20047,0.7
19732,0.7
19733,0.7
19808,0.7
19809,0.7
19810,0.7
19811,0.7
19812,0.7
19813,0.7
19814,0.7
19815,0.7
19816,0.7
19882,0.7
19883,0.7
19884,0.7
19885,0.7
19886,0.7
19887,0.7
19888,0.7
19889,0.7
19890,0.7
19891,0.7
19892,0.7
20209,0.7
20210,0.7
20211,0.7
19966,0.7
20213,0.7
20284,0.7
20285,0.7
20286,0.7
20287,0.7
20288,0.7
20289,0.7
20290,0.7
20291,0.7
20292,0.7
20293,0.7
20366,0.7
20367,0.7
20368,0.7
20369,0.7
20370,0.7
20371,0.7
20372,0.7
20373,0.7
20374,0.7
20451,0.7
20452,0.7
20453,0.7
20454,0.7
20455,0.7
20128,0.7
20129,0.7
20130,0.7
20131,0.7
20132,0.7
20203,0.7
20204,0.7
20205,0.7
20206,0.7
20207,0.7
20208,0.7
20544,0.7
20545,0.7
20546,0.7
20547,0.7
20627,0.7
20633,0.7
20634,0.7
20635,0.7
20538,0.7
20539,0.7
20540,0.7
20541,0.7
20542,0.7
20543,0.7
20458,0.7
20459,0.7
20456,0.7
20457,0.7
20460,0.7
20212,0.7
23707,0.3
23708,0.3
23706,0.3
23855,0.3
23709,0.3
23710,0.3
23711,0.3
23856,0.3
23713,0.3
23714,0.3
23850,0.3
23851,0.3
23852,0.3
23853,0.3
23854,0.3
23563,0.3
23564,0.3
23565,0.3
23566,0.3
23567,0.3
23712,0.3
23699,0.3
23700,0.3
23701,0.3
23702,0.3
23703,0.3
23704,0.3
23705,0.3
22614,0.3
22722,0.3
22723,0.3
22724,0.3
22725,0.3
22838,0.3
22839,0.3
22840,0.3
22841,0.3
22842,0.3
22843,0.3
22952,0.3
22953,0.3
22954,0.3
22955,0.3
22956,0.3
22957,0.3
22958,0.3
22959,0.3
22960,0.3
22961,0.3
23069,0.3
23070,0.3
23071,0.3
23072,0.3
23073,0.3
23074,0.3
23075,0.3
23076,0.3
23077,0.3
23078,0.3
23184,0.3
23568,0.3
23186,0.3
23187,0.3
23188,0.3
23189,0.3
23190,0.3
23191,0.3
23192,0.3
23296,0.3
23297,0.3
23298,0.3
23299,0.3
23300,0.3
23301,0.3
23302,0.3
23303,0.3
23304,0.3
23305,0.3
23423,0.3
23424,0.3
23425,0.3
23426,0.3
23427,0.3
23428,0.3
23429,0.3
23430,0.3
23431,0.3
23432,0.3
23433,0.3
23434,0.3
23557,0.3
23558,0.3
23559,0.3
23560,0.3
23561,0.3
23562,0.3
23867,0.3
24008,0.3
24009,0.3
24010,0.3
23185,0.3
24012,0.3
24013,0.3
24014,0.3
24015,0.3
24016,0.3
24017,0.3
24018,0.3
24019,0.3
24020,0.3
24021,0.3
24022,0.3
24024,0.3
24025,0.3
24026,0.3
24029,0.3
24168,0.3
24169,0.3
24170,0.3
24171,0.3
24172,0.3
24177,0.3
24178,0.3
24179,0.3
24180,0.3
24181,0.3
23857,0.3
23858,0.3
23859,0.3
23860,0.3
23861,0.3
23862,0.3
23863,0.3
23864,0.3
23865,0.3
23866,0.3
24345,0.3
24349,0.3
24503,0.3
24504,0.3
24505,0.3
24011,0.3
24186,0.3
24187,0.3
24188,0.3
24333,0.3
24334,0.3
24335,0.3
24343,0.3
24344,0.3
24185,0.3
24184,0.3
25007,0.75
25008,0.75
25001,0.75
25002,0.75
25003,0.75
25005,0.75
25006,0.75
25174,0.75
25004,0.75
25009,0.75
25010,0.75
25165,0.75
25175,0.75
25167,0.75
25168,0.75
25169,0.75
25170,0.75
25171,0.75
25172,0.75
25173,0.75
24835,0.75
24836,0.75
24837,0.75
24838,0.75
24839,0.75
25166,0.75
24999,0.75
25000,0.75
23540,0.75
23541,0.75
23683,0.75
23684,0.75
23685,0.75
23834,0.75
23835,0.75
23836,0.75
23992,0.75
23993,0.75
23994,0.75
24152,0.75
24153,0.75
24317,0.75
24318,0.75
24319,0.75
24487,0.75
24488,0.75
24489,0.75
24490,0.75
24657,0.75
24658,0.75
24659,0.75
24660,0.75
24661,0.75
24662,0.75
24663,0.75
24664,0.75
24830,0.75
24831,0.75
24832,0.75
24833,0.75
24834,0.75
25861,0.75
25862,0.75
25863,0.75
25864,0.75
24998,0.75
25866,0.75
25867,0.75
25868,0.75
26018,0.75
26019,0.75
26020,0.75
26021,0.75
26022,0.75
26023,0.75
26024,0.75
26025,0.75
26026,0.75
26027,0.75
26028,0.75
26029,0.75
26030,0.75
26031,0.75
26032,0.75
26033,0.75
26034,0.75
26035,0.75
26036,0.75
26037,0.75
26038,0.75
25176,0.75
25177,0.75
25178,0.75
25179,0.75
25335,0.75
25336,0.75
25337,0.75
25338,0.75
25339,0.75
25340,0.75
25341,0.75
25342,0.75
25343,0.75
25344,0.75
25345,0.75
25865,0.75
25347,0.75
25348,0.75
25349,0.75
25350,0.75
25351,0.75
25352,0.75
25353,0.75
25354,0.75
25355,0.75
25507,0.75
25508,0.75
25509,0.75
25510,0.75
25511,0.75
25512,0.75
25513,0.75
25514,0.75
25515,0.75
25516,0.75
25517,0.75
25518,0.75
25519,0.75
25520,0.75
25521,0.75
25522,0.75
25523,0.75
25524,0.75
25525,0.75
25526,0.75
25527,0.75
25528,0.75
25529,0.75
25530,0.75
25531,0.75
25677,0.75
25678,0.75
25679,0.75
25680,0.75
25681,0.75
25682,0.75
25683,0.75
25684,0.75
25685,0.75
25686,0.75
25687,0.75
25688,0.75
25689,0.75
25690,0.75
25691,0.75
25692,0.75
25693,0.75
25694,0.75
25695,0.75
25696,0.75
25697,0.75
25698,0.75
25699,0.75
25700,0.75
25701,0.75
25702,0.75
25845,0.75
25846,0.75
25847,0.75
25848,0.75
25849,0.75
25850,0.75
25851,0.75
25852,0.75
25853,0.75
25854,0.75
25855,0.75
25856,0.75
25857,0.75
25858,0.75
25859,0.75
25860,0.75
26758,0.75
26759,0.75
26760,0.75
26761,0.75
26762,0.75
26763,0.75
26764,0.75
26765,0.75
26766,0.75
26767,0.75
26768,0.75
26930,0.75
26931,0.75
26932,0.75
26933,0.75
26934,0.75
26935,0.75
26936,0.75
26937,0.75
26938,0.75
26939,0.75
26940,0.75
26941,0.75
26942,0.75
26943,0.75
26944,0.75
26945,0.75
26946,0.75
26947,0.75
26948,0.75
26949,0.75
26950,0.75
26951,0.75
26952,0.75
26953,0.75
26954,0.75
26955,0.75
26956,0.75
26957,0.75
26958,0.75
26959,0.75
26960,0.75
27116,0.75
27117,0.75
25346,0.75
27119,0.75
27120,0.75
27121,0.75
27122,0.75
27123,0.75
27124,0.75
27125,0.75
27126,0.75
27127,0.75
27128,0.75
27129,0.75
27130,0.75
27131,0.75
27132,0.75
27133,0.75
27134,0.75
27135,0.75
27136,0.75
27137,0.75
27138,0.75
27139,0.75
27140,0.75
27141,0.75
27142,0.75
27143,0.75
27144,0.75
27145,0.75
27146,0.75
27301,0.75
27302,0.75
27303,0.75
27304,0.75
27305,0.75
27306,0.75
27307,0.75
27308,0.75
27309,0.75
27310,0.75
27311,0.75
27312,0.75
27313,0.75
27314,0.75
27315,0.75
27316,0.75
27317,0.75
27318,0.75
27319,0.75
27320,0.75
27321,0.75
27322,0.75
27323,0.75
27324,0.75
27325,0.75
27326,0.75
27327,0.75
27328,0.75
27329,0.75
27330,0.75
27331,0.75
27332,0.75
27487,0.75
27488,0.75
27489,0.75
27490,0.75
27491,0.75
27492,0.75
27493,0.75
27494,0.75
27495,0.75
27496,0.75
27497,0.75
27498,0.75
27499,0.75
27500,0.75
27501,0.75
27502,0.75
27503,0.75
27504,0.75
27505,0.75
27506,0.75
27507,0.75
27508,0.75
27509,0.75
27510,0.75
27511,0.75
27512,0.75
27513,0.75
27514,0.75
27515,0.75
27516,0.75
27517,0.75
27518,0.75
27672,0.75
27673,0.75
27674,0.75
27675,0.75
27676,0.75
27677,0.75
27678,0.75
27679,0.75
27680,0.75
27681,0.75
27682,0.75
27683,0.75
27684,0.75
27685,0.75
27686,0.75
27687,0.75
27688,0.75
27689,0.75
27690,0.75
27691,0.75
27692,0.75
27693,0.75
27694,0.75
27695,0.75
27696,0.75
27697,0.75
27698,0.75
27699,0.75
27700,0.75
27701,0.75
27702,0.75
27703,0.75
27704,0.75
27864,0.75
27865,0.75
27866,0.75
27867,0.75
27868,0.75
27869,0.75
27870,0.75
27871,0.75
27872,0.75
27873,0.75
27874,0.75
27875,0.75
27876,0.75
27877,0.75
27878,0.75
27879,0.75
27880,0.75
27881,0.75
27882,0.75
27883,0.75
27884,0.75
27885,0.75
27886,0.75
27887,0.75
27888,0.75
27889,0.75
27890,0.75
27891,0.75
27892,0.75
27893,0.75
27894,0.75
27895,0.75
28051,0.75
28052,0.75
28053,0.75
28054,0.75
28055,0.75
28056,0.75
28057,0.75
28058,0.75
28059,0.75
28060,0.75
28061,0.75
28062,0.75
28063,0.75
28064,0.75
28065,0.75
28066,0.75
28067,0.75
28068,0.75
28069,0.75
28070,0.75
28071,0.75
28072,0.75
28073,0.75
28074,0.75
28075,0.75
28076,0.75
28077,0.75
28078,0.75
28079,0.75
28080,0.75
28081,0.75
28082,0.75
28083,0.75
28084,0.75
28085,0.75
28240,0.75
28241,0.75
28242,0.75
28243,0.75
28244,0.75
28245,0.75
28246,0.75
28247,0.75
28248,0.75
28249,0.75
28250,0.75
28251,0.75
28252,0.75
28253,0.75
28254,0.75
28255,0.75
28256,0.75
28257,0.75
28258,0.75
28259,0.75
28260,0.75
28261,0.75
28262,0.75
28263,0.75
28264,0.75
28265,0.75
28266,0.75
28267,0.75
28268,0.75
28269,0.75
28270,0.75
28271,0.75
28272,0.75
28273,0.75
28433,0.75
26039,0.75
26040,0.75
26041,0.75
26195,0.75
26196,0.75
26197,0.75
26198,0.75
26199,0.75
26200,0.75
26201,0.75
26202,0.75
26203,0.75
26204,0.75
26205,0.75
26206,0.75
26207,0.75
26208,0.75
26209,0.75
26210,0.75
26211,0.75
26212,0.75
26213,0.75
26214,0.75
26215,0.75
26216,0.75
26217,0.75
26218,0.75
26374,0.75
26375,0.75
26376,0.75
26377,0.75
26378,0.75
26379,0.75
26380,0.75
26381,0.75
26382,0.75
26383,0.75
26384,0.75
26385,0.75
26386,0.75
26387,0.75
26388,0.75
26389,0.75
26390,0.75
26391,0.75
26392,0.75
26393,0.75
26394,0.75
26395,0.75
26396,0.75
26397,0.75
26558,0.75
26559,0.75
26560,0.75
26561,0.75
26562,0.75
26563,0.75
26564,0.75
26565,0.75
26566,0.75
26567,0.75
26568,0.75
26569,0.75
26570,0.75
26571,0.75
26572,0.75
26573,0.75
26574,0.75
26575,0.75
26576,0.75
26577,0.75
26578,0.75
26579,0.75
26580,0.75
26740,0.75
26741,0.75
26742,0.75
26743,0.75
26744,0.75
26745,0.75
26746,0.75
26747,0.75
26748,0.75
26749,0.75
26750,0.75
26751,0.75
26752,0.75
26753,0.75
26754,0.75
26755,0.75
26756,0.75
26757,0.75
28843,0.75
28844,0.75
28845,0.75
28846,0.75
28847,0.75
28848,0.75
28849,0.75
28850,0.75
29011,0.75
29012,0.75
29013,0.75
29014,0.75
29015,0.75
29016,0.75
29017,0.75
29018,0.75
29019,0.75
29020,0.75
29021,0.75
29022,0.75
29023,0.75
29024,0.75
29025,0.75
29026,0.75
29027,0.75
29028,0.75
29029,0.75
29030,0.75
29031,0.75
29032,0.75
29033,0.75
29034,0.75
29035,0.75
29036,0.75
29037,0.75
29038,0.75
29039,0.75
29040,0.75
29041,0.75
29042,0.75
29043,0.75
29044,0.75
29197,0.75
29198,0.75
27118,0.75
29206,0.75
29207,0.75
29208,0.75
29209,0.75
29210,0.75
29211,0.75
29212,0.75
29213,0.75
29214,0.75
29215,0.75
29216,0.75
29217,0.75
29218,0.75
29219,0.75
29220,0.75
29221,0.75
29222,0.75
29223,0.75
29224,0.75
29225,0.75
29226,0.75
29227,0.75
29228,0.75
29229,0.75
29230,0.75
29231,0.75
29381,0.75
29382,0.75
29391,0.75
29392,0.75
29393,0.75
29394,0.75
29395,0.75
29396,0.75
29397,0.75
29398,0.75
29399,0.75
29405,0.75
29406,0.75
29407,0.75
29408,0.75
29409,0.75
29410,0.75
29411,0.75
29412,0.75
29413,0.75
29414,0.75
29415,0.75
29416,0.75
29566,0.75
29567,0.75
29568,0.75
29576,0.75
29577,0.75
29578,0.75
29579,0.75
29593,0.75
29594,0.75
29595,0.75
29596,0.75
29597,0.75
29598,0.75
29599,0.75
29600,0.75
29601,0.75
29758,0.75
29759,0.75
29760,0.75
29777,0.75
29778,0.75
29779,0.75
29780,0.75
29781,0.75
29782,0.75
29959,0.75
29960,0.75
29961,0.75
29962,0.75
28842,0.75
28445,0.75
28446,0.75
28447,0.75
28448,0.75
28449,0.75
28450,0.75
28451,0.75
28452,0.75
28453,0.75
28454,0.75
28455,0.75
28456,0.75
28457,0.75
28458,0.75
28459,0.75
28460,0.75
28461,0.75
28462,0.75
28463,0.75
28464,0.75
28465,0.75
28466,0.75
28626,0.75
28627,0.75
28628,0.75
28629,0.75
28630,0.75
28631,0.75
28632,0.75
28434,0.75
28435,0.75
28436,0.75
28437,0.75
28438,0.75
28439,0.75
28440,0.75
28441,0.75
28442,0.75
28443,0.75
28444,0.75
28644,0.75
28645,0.75
28646,0.75
28647,0.75
28648,0.75
28649,0.75
28650,0.75
28651,0.75
28652,0.75
28653,0.75
28654,0.75
28655,0.75
28656,0.75
28657,0.75
28658,0.75
28817,0.75
28818,0.75
28819,0.75
28820,0.75
28821,0.75
28822,0.75
28823,0.75
28824,0.75
28825,0.75
28826,0.75
28827,0.75
28828,0.75
28829,0.75
28830,0.75
28633,0.75
28634,0.75
28635,0.75
28636,0.75
28637,0.75
28638,0.75
28639,0.75
28640,0.75
28641,0.75
28642,0.75
28643,0.75
28841,0.75
28833,0.75
28834,0.75
28831,0.75
29205,0.75
28837,0.75
28838,0.75
28835,0.75
28836,0.75
28832,0.75
28839,0.75
28840,0.75
23686,0.3
23546,0.3
23547,0.3
23697,0.3
23698,0.3
23837,0.3
23838,0.3
23839,0.3
23840,0.3
