"ID","polity"
23401,0.4
23407,0.4
23403,0.4
23404,0.4
23405,0.4
23402,0.4
24151,0.4
24294,0.4
24295,0.4
23406,0.4
24297,0.4
24298,0.4
24299,0.4
24300,0.4
24301,0.4
24302,0.4
24303,0.4
24304,0.4
24305,0.4
24306,0.4
24307,0.4
24308,0.4
24309,0.4
24310,0.4
24311,0.4
24312,0.4
24313,0.4
24314,0.4
24315,0.4
24316,0.4
24464,0.4
24465,0.4
24466,0.4
24467,0.4
24468,0.4
23408,0.4
23530,0.4
23531,0.4
23532,0.4
23533,0.4
23534,0.4
23535,0.4
23536,0.4
23537,0.4
23538,0.4
23539,0.4
23542,0.4
23669,0.4
23670,0.4
24296,0.4
23672,0.4
23673,0.4
23674,0.4
23675,0.4
23676,0.4
23677,0.4
23678,0.4
23679,0.4
23680,0.4
23681,0.4
23682,0.4
23813,0.4
23814,0.4
23815,0.4
23816,0.4
23817,0.4
23818,0.4
23819,0.4
23820,0.4
23821,0.4
23822,0.4
23823,0.4
23824,0.4
23825,0.4
23826,0.4
23827,0.4
23828,0.4
23829,0.4
23830,0.4
23831,0.4
23832,0.4
23833,0.4
23969,0.4
23970,0.4
23971,0.4
23972,0.4
23973,0.4
23974,0.4
23975,0.4
23976,0.4
23977,0.4
23978,0.4
23979,0.4
23980,0.4
23981,0.4
23982,0.4
23983,0.4
23984,0.4
23985,0.4
23986,0.4
23987,0.4
23988,0.4
23989,0.4
23990,0.4
23991,0.4
24129,0.4
24130,0.4
24131,0.4
24132,0.4
24133,0.4
24134,0.4
24135,0.4
24136,0.4
24137,0.4
24138,0.4
24139,0.4
24140,0.4
24141,0.4
24142,0.4
24143,0.4
24144,0.4
24145,0.4
24146,0.4
24147,0.4
24148,0.4
24149,0.4
24150,0.4
25155,0.4
25156,0.4
25157,0.4
25158,0.4
25159,0.4
25160,0.4
25161,0.4
25162,0.4
25163,0.4
25164,0.4
25316,0.4
25317,0.4
25318,0.4
25319,0.4
25320,0.4
25321,0.4
25322,0.4
25323,0.4
25324,0.4
25325,0.4
25326,0.4
25327,0.4
25328,0.4
25329,0.4
25330,0.4
25331,0.4
25332,0.4
25333,0.4
25334,0.4
25488,0.4
25489,0.4
25490,0.4
25491,0.4
25492,0.4
25493,0.4
25494,0.4
25495,0.4
25496,0.4
25497,0.4
25498,0.4
25499,0.4
25500,0.4
25501,0.4
23671,0.4
25503,0.4
25504,0.4
25505,0.4
25506,0.4
25657,0.4
25658,0.4
25659,0.4
25660,0.4
25661,0.4
25662,0.4
25663,0.4
25664,0.4
25665,0.4
25666,0.4
25667,0.4
25668,0.4
25669,0.4
25670,0.4
25671,0.4
25672,0.4
25673,0.4
25674,0.4
25675,0.4
25676,0.4
25823,0.4
25824,0.4
25825,0.4
25826,0.4
25827,0.4
25828,0.4
25829,0.4
25830,0.4
25831,0.4
25832,0.4
25833,0.4
25834,0.4
25835,0.4
25836,0.4
25837,0.4
25838,0.4
25839,0.4
25840,0.4
25841,0.4
25842,0.4
25843,0.4
25844,0.4
25996,0.4
25997,0.4
25998,0.4
25999,0.4
26000,0.4
26001,0.4
26002,0.4
26003,0.4
26004,0.4
26005,0.4
26006,0.4
26007,0.4
26008,0.4
26009,0.4
26010,0.4
26011,0.4
26012,0.4
26013,0.4
26014,0.4
26015,0.4
26016,0.4
26017,0.4
26174,0.4
26175,0.4
26176,0.4
26177,0.4
26178,0.4
26179,0.4
26180,0.4
26181,0.4
26182,0.4
26183,0.4
26184,0.4
26185,0.4
26186,0.4
26187,0.4
26188,0.4
26189,0.4
26190,0.4
26191,0.4
26192,0.4
26193,0.4
26194,0.4
26353,0.4
26354,0.4
26355,0.4
26356,0.4
26357,0.4
26358,0.4
26359,0.4
26360,0.4
26361,0.4
26362,0.4
26363,0.4
26364,0.4
26365,0.4
26366,0.4
26367,0.4
26368,0.4
26369,0.4
26370,0.4
26371,0.4
26372,0.4
26373,0.4
26537,0.4
26538,0.4
26539,0.4
26540,0.4
26541,0.4
26542,0.4
26543,0.4
26544,0.4
26545,0.4
26546,0.4
26547,0.4
26548,0.4
26549,0.4
26550,0.4
26551,0.4
26552,0.4
26553,0.4
26554,0.4
26555,0.4
26556,0.4
26557,0.4
26725,0.4
26726,0.4
26727,0.4
26735,0.4
26736,0.4
26737,0.4
26738,0.4
26739,0.4
26917,0.4
26926,0.4
26927,0.4
26928,0.4
26929,0.4
27112,0.4
27113,0.4
27114,0.4
27115,0.4
27297,0.4
27298,0.4
27299,0.4
27300,0.4
24811,0.4
24812,0.4
24813,0.4
24814,0.4
24815,0.4
24816,0.4
24817,0.4
24818,0.4
24819,0.4
24820,0.4
24821,0.4
24822,0.4
24823,0.4
24824,0.4
24825,0.4
24826,0.4
24827,0.4
24828,0.4
24829,0.4
24978,0.4
24979,0.4
24980,0.4
24981,0.4
24982,0.4
24983,0.4
24984,0.4
24985,0.4
24986,0.4
24987,0.4
24988,0.4
24989,0.4
24990,0.4
24991,0.4
24992,0.4
24993,0.4
24994,0.4
24995,0.4
24996,0.4
24997,0.4
25146,0.4
25147,0.4
25148,0.4
25149,0.4
25150,0.4
25151,0.4
25152,0.4
25153,0.4
25154,0.4
24480,0.4
24481,0.4
24482,0.4
24483,0.4
24484,0.4
24485,0.4
24486,0.4
24634,0.4
24635,0.4
24636,0.4
24637,0.4
24638,0.4
24639,0.4
24640,0.4
24641,0.4
24642,0.4
24643,0.4
24644,0.4
24645,0.4
24646,0.4
24647,0.4
24648,0.4
24649,0.4
24650,0.4
24651,0.4
24652,0.4
24653,0.4
24654,0.4
24655,0.4
24469,0.4
24470,0.4
24471,0.4
24472,0.4
24473,0.4
24474,0.4
24475,0.4
24476,0.4
24477,0.4
24478,0.4
24479,0.4
24808,0.4
25502,0.4
24810,0.4
24656,0.4
24809,0.4
29402,0.45
29584,0.45
29400,0.45
29767,0.45
29768,0.45
29585,0.45
29586,0.45
29769,0.45
29949,0.45
29401,0.45
21417,0.85
21418,0.85
21494,0.85
21495,0.85
21496,0.85
21419,0.85
21498,0.85
21499,0.85
21500,0.85
21497,0.85
21502,0.85
21420,0.85
21421,0.85
21501,0.85
21423,0.85
21576,0.85
21577,0.85
21578,0.85
21579,0.85
21580,0.85
21581,0.85
21582,0.85
21583,0.85
21584,0.85
21503,0.85
21573,0.85
21574,0.85
21575,0.85
21339,0.85
21340,0.85
21341,0.85
21413,0.85
21414,0.85
21415,0.85
21416,0.85
21660,0.85
21422,0.85
21662,0.85
21659,0.85
21739,0.85
21661,0.85
21663,0.85
20820,0.8
20821,0.8
20993,0.8
20994,0.8
20995,0.8
20902,0.8
20997,0.8
20903,0.8
20904,0.8
20996,0.8
20906,0.8
20907,0.8
20908,0.8
20991,0.8
20992,0.8
21089,0.8
21172,0.8
21173,0.8
21174,0.8
21175,0.8
20998,0.8
21082,0.8
21083,0.8
21084,0.8
21085,0.8
21086,0.8
21087,0.8
21088,0.8
20214,0.8
20215,0.8
20216,0.8
20294,0.8
20295,0.8
20296,0.8
20297,0.8
20375,0.8
20905,0.8
20377,0.8
20378,0.8
20379,0.8
20380,0.8
20461,0.8
20462,0.8
20463,0.8
20464,0.8
20465,0.8
20466,0.8
20467,0.8
20548,0.8
20549,0.8
20550,0.8
20551,0.8
20552,0.8
20553,0.8
20554,0.8
20638,0.8
20639,0.8
20640,0.8
20641,0.8
20642,0.8
20643,0.8
20728,0.8
20729,0.8
20730,0.8
20731,0.8
20732,0.8
20733,0.8
20815,0.8
20816,0.8
20817,0.8
20818,0.8
20819,0.8
21424,0.8
21425,0.8
21504,0.8
21176,0.8
20376,0.8
21178,0.8
21257,0.8
21258,0.8
21259,0.8
21260,0.8
21261,0.8
21342,0.8
21343,0.8
21344,0.8
21177,0.8
26157,0.9
26156,0.9
26165,0.9
26158,0.9
26336,0.9
26337,0.9
26338,0.9
26335,0.9
26340,0.9
26159,0.9
26160,0.9
26339,0.9
26162,0.9
26163,0.9
26164,0.9
26347,0.9
26348,0.9
26349,0.9
26350,0.9
26351,0.9
26520,0.9
26521,0.9
26341,0.9
26342,0.9
26343,0.9
26344,0.9
26345,0.9
26346,0.9
25982,0.9
25983,0.9
25984,0.9
25985,0.9
25986,0.9
25987,0.9
27643,0.9
27644,0.9
27645,0.9
27646,0.9
26161,0.9
27648,0.9
27649,0.9
27650,0.9
27651,0.9
27652,0.9
27653,0.9
27654,0.9
27655,0.9
27656,0.9
27657,0.9
27658,0.9
27834,0.9
27835,0.9
27836,0.9
27837,0.9
27838,0.9
27839,0.9
27840,0.9
27841,0.9
27842,0.9
27843,0.9
27844,0.9
27845,0.9
27846,0.9
27847,0.9
27848,0.9
27849,0.9
28025,0.9
28026,0.9
28027,0.9
28028,0.9
28029,0.9
28030,0.9
28031,0.9
28032,0.9
28033,0.9
28034,0.9
28035,0.9
28036,0.9
27647,0.9
28215,0.9
28216,0.9
28217,0.9
28218,0.9
28219,0.9
28220,0.9
28221,0.9
28222,0.9
28223,0.9
28224,0.9
28408,0.9
28409,0.9
28410,0.9
28411,0.9
28412,0.9
28413,0.9
28414,0.9
28415,0.9
28416,0.9
28602,0.9
28603,0.9
28604,0.9
28605,0.9
28606,0.9
28607,0.9
28796,0.9
28797,0.9
28798,0.9
28799,0.9
28991,0.9
28992,0.9
29178,0.9
29179,0.9
27087,0.9
27088,0.9
27089,0.9
27090,0.9
27091,0.9
27092,0.9
27093,0.9
27094,0.9
27095,0.9
27096,0.9
27097,0.9
27098,0.9
27099,0.9
27100,0.9
27101,0.9
27272,0.9
27273,0.9
27274,0.9
27275,0.9
27276,0.9
27277,0.9
27278,0.9
27279,0.9
27280,0.9
27281,0.9
27282,0.9
27283,0.9
27284,0.9
27285,0.9
27458,0.9
27459,0.9
27460,0.9
27461,0.9
27462,0.9
27463,0.9
27464,0.9
27465,0.9
27466,0.9
27467,0.9
27468,0.9
27469,0.9
27470,0.9
27471,0.9
27472,0.9
26533,0.9
26534,0.9
26535,0.9
26536,0.9
26708,0.9
26709,0.9
26710,0.9
26711,0.9
26712,0.9
26713,0.9
26714,0.9
26715,0.9
26716,0.9
26717,0.9
26718,0.9
26719,0.9
26720,0.9
26721,0.9
26722,0.9
26723,0.9
26724,0.9
26900,0.9
26901,0.9
26902,0.9
26903,0.9
26904,0.9
26905,0.9
26906,0.9
26907,0.9
26522,0.9
26523,0.9
26524,0.9
26525,0.9
26526,0.9
26527,0.9
26528,0.9
26529,0.9
26530,0.9
26531,0.9
26532,0.9
26909,0.9
28037,0.9
26911,0.9
26908,0.9
26913,0.9
26914,0.9
26915,0.9
26912,0.9
26910,0.9
25194,0.8
25192,0.8
25193,0.8
25026,0.8
25027,0.8
25028,0.8
25188,0.8
25189,0.8
25190,0.8
25191,0.8
25366,0.8
25532,0.8
25533,0.8
25195,0.8
25196,0.8
25025,0.8
25359,0.8
25360,0.8
25361,0.8
25362,0.8
25363,0.8
25364,0.8
25365,0.8
24857,0.8
25020,0.8
25021,0.8
25022,0.8
25023,0.8
25358,0.8
26587,0.8
26588,0.8
26589,0.8
26590,0.8
26591,0.8
26592,0.8
26593,0.8
26769,0.8
26770,0.8
26771,0.8
26772,0.8
26773,0.8
26774,0.8
26775,0.8
26776,0.8
26777,0.8
26778,0.8
26779,0.8
26780,0.8
26781,0.8
26782,0.8
26961,0.8
26962,0.8
26963,0.8
26964,0.8
26965,0.8
26966,0.8
26967,0.8
26968,0.8
26969,0.8
26970,0.8
26971,0.8
26972,0.8
26973,0.8
27147,0.8
27148,0.8
27149,0.8
27150,0.8
27151,0.8
25024,0.8
27153,0.8
27154,0.8
27155,0.8
27156,0.8
27157,0.8
27158,0.8
27333,0.8
27334,0.8
27335,0.8
27336,0.8
27337,0.8
27338,0.8
27339,0.8
27519,0.8
27520,0.8
27521,0.8
27522,0.8
27523,0.8
27524,0.8
27525,0.8
27705,0.8
27706,0.8
27707,0.8
27708,0.8
27709,0.8
25534,0.8
25535,0.8
25536,0.8
25537,0.8
25538,0.8
25703,0.8
25704,0.8
25705,0.8
25706,0.8
25707,0.8
25708,0.8
25709,0.8
25710,0.8
25869,0.8
27152,0.8
25871,0.8
25872,0.8
25873,0.8
25874,0.8
25875,0.8
25876,0.8
26042,0.8
26043,0.8
26044,0.8
26045,0.8
26046,0.8
26047,0.8
26048,0.8
26049,0.8
26219,0.8
26220,0.8
26221,0.8
26222,0.8
26223,0.8
26224,0.8
26225,0.8
26226,0.8
26227,0.8
26228,0.8
26398,0.8
26399,0.8
26400,0.8
26401,0.8
26402,0.8
26403,0.8
26404,0.8
26405,0.8
26406,0.8
26407,0.8
26408,0.8
26581,0.8
26582,0.8
26583,0.8
26584,0.8
26585,0.8
26586,0.8
24173,0.8
24174,0.8
24175,0.8
24176,0.8
24336,0.8
24337,0.8
24338,0.8
24339,0.8
24340,0.8
24341,0.8
24342,0.8
24506,0.8
24507,0.8
24508,0.8
24509,0.8
24510,0.8
24511,0.8
24512,0.8
24513,0.8
24674,0.8
24675,0.8
24676,0.8
24677,0.8
24678,0.8
24679,0.8
24680,0.8
24681,0.8
24682,0.8
24683,0.8
24850,0.8
24851,0.8
24852,0.8
24853,0.8
24854,0.8
24855,0.8
24856,0.8
28276,0.8
28277,0.8
28467,0.8
28468,0.8
28659,0.8
25870,0.8
27898,0.8
27899,0.8
27900,0.8
28086,0.8
28087,0.8
28088,0.8
28274,0.8
28275,0.8
27897,0.8
27710,0.8
27896,0.8
20125,0.7
20126,0.7
20127,0.7
20049,0.7
20050,0.7
20051,0.7
20048,0.7
20123,0.7
20124,0.7
19893,0.7
