"ID","wb_disbursements","wb_commitments","wb_transport_disbursements","wb_transport_disbursements_completed","number_wb_projects","number_wb_projects_transport","number_wb_incomplete_projects","wb_transport_disbursements_incompleted","number_wb_transport_projects_incompleted","china_aid","china_transport_aid","china_transport_aid_completed","number_china_projects","number_china_projects_transport"
23838,3.574334270614,3.70765028839973,3.574334270614,2.83925201655,8,8,7,0.735082254064,7,6,0,0,1,0
23839,6.00797950395,7.07095494419821,2.83925201655,2.83925201655,4,1,1,0,0,0,0,0,0,0
23840,0.367541127032,0.642670859826039,0.367541127032,0,4,4,4,0.367541127032,4,0,0,0,0,0
23841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23849,0.183770563516,0.284570724030667,0.183770563516,0,1,1,1,0.183770563516,1,0,0,0,0,0
23995,3.023022580066,2.78040870454302,3.023022580066,2.83925201655,3,3,2,0.183770563516,2,6,0,0,1,0
23996,0.183770563516,0.284570724030667,0.183770563516,0,1,1,1,0.183770563516,1,0,0,0,0,0
23997,0.183770563516,0.32133542991302,0.183770563516,0,2,2,2,0.183770563516,2,0,0,0,0,0
23998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23999,0.183770563516,0.284570724030667,0.183770563516,0,1,1,1,0.183770563516,1,0,0,0,0,0
24003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24154,0.367541127032,0.642670859826039,0.367541127032,0,4,4,4,0.367541127032,4,0,0,0,0,0
24155,3.023022580066,2.78040870454302,3.023022580066,2.83925201655,3,3,2,0.183770563516,2,69.689969,0,0,1,0
24156,3.206793143582,5.63150809262226,3.206793143582,2.83925201655,6,4,5,0.367541127032,3,1.290432889,0,0,1,0
24157,0.183770563516,0.284570724030667,0.183770563516,0,1,1,1,0.183770563516,1,0,0,0,0,0
24158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24159,0,0.0735294117647059,0,0,2,2,2,0,2,0,0,0,0,0
24160,0,0,0,0,0,0,0,0,0,50,0,0,1,0
24161,0,0,0,0,0,0,0,0,0,50,0,0,2,0
24162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24164,0.183770563516,1.41227289273302,0.183770563516,0,3,2,3,0.183770563516,2,0,0,0,0,0
24165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24167,0.183770563516,0.284570724030667,0.183770563516,0,1,1,1,0.183770563516,1,0,0,0,0,0
24320,151.7168006092,324.914831109182,91.4058453088596,89.7364020510217,59,14,35,1.66944325783791,6,1059.89916404035,243.434286936733,0.1009536034,32,4
24321,2.83925201655,2.49583798051235,2.83925201655,2.83925201655,2,2,1,0,1,246,166.666666666667,0,3,2
24322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24323,0.183770563516,0.32133542991302,0.183770563516,0,2,2,2,0.183770563516,2,0,0,0,0,0
24324,3.023022580066,2.78040870454302,3.023022580066,2.83925201655,3,3,2,0.183770563516,2,0,0,0,0,0
24325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24326,0.183770563516,0.358100135795373,0.183770563516,0,3,3,3,0.183770563516,3,50,0,0,1,0
24327,0.367541127032,0.569141448061333,0.367541127032,0,2,2,2,0.367541127032,2,0,0,0,0,0
24328,0,0.0367647058823529,0,0,1,1,1,0,1,0,0,0,0,0
24329,0,0,0,0,0,0,0,0,0,110.294066816667,60.2940668166667,60.2940668166667,2,1
24330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24492,0.183770563516,0.284570724030667,0.183770563516,0,1,1,1,0.183770563516,1,79.3333333333333,0,0,1,0
24493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24494,0.183770563516,1.79692663114159,0.183770563516,0,3,2,3,0.183770563516,2,0,0,0,0,0
24495,0,1.09093746282,0,0,1,0,1,0,0,0,0,0,0,0
24496,0.551311690548,1.24972057545334,0.551311690548,0,7,6,7,0.551311690548,6,106,56,56,4,2
24497,0.183770563516,1.79692663114159,0.183770563516,0,3,2,3,0.183770563516,2,62.1471489944167,60.2940668166667,60.2940668166667,2,1
24498,3.023022580066,3.83458146148067,3.023022580066,2.83925201655,3,2,2,0.183770563516,1,170.588133633333,120.588133633333,120.588133633333,3,2
24499,0,0.322478991596639,0,0,2,1,2,0,1,60.2940668166667,60.2940668166667,60.2940668166667,1,1
24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24501,3.352498050916,3.84227963666123,0.183770563516,0,4,2,2,0.183770563516,2,150,0,0,3,0
24502,0.183770563516,3.76438156611302,0.183770563516,0,3,2,3,0.183770563516,2,14.8065284966667,0,0,1,0
24665,0.367541127032,0.642670859826039,0.367541127032,0,4,4,4,0.367541127032,4,0,0,0,0,0
24666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24667,0,0,0,0,0,0,0,0,0,60.2940668166667,60.2940668166667,60.2940668166667,1,1
24668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24669,0.183770563516,0.32133542991302,0.183770563516,0,2,2,2,0.183770563516,2,0,0,0,0,0
24670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24672,0,0,0,0,0,0,0,0,0,50,0,0,1,0
24673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24840,0.183770563516,0.284570724030667,0.183770563516,0,1,1,1,0.183770563516,1,0,0,0,0,0
24841,0.183770563516,0.32133542991302,0.183770563516,0,2,2,2,0.183770563516,2,0,0,0,0,0
24842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25181,2.85004955863529,2.0004460688,0,0,1,0,0,0,0,0,0,0,0,0
25182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25356,1.16237151386491,4.56905234966667,1.16237151386491,0,1,1,1,1.16237151386491,1,0,0,0,0,0
25357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19732,0,5.63407549558182,0,0,2,0,2,0,0,0,0,0,0,0
19733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19808,6.61115576536,13.7315754577109,0,0,2,0,1,0,0,0,0,0,0,0
19809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19810,16.1946346420333,23.8603522934564,0,0,2,1,2,0,1,1.208157236,0,0,1,0
19811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19815,0.200769774489091,3.11088111126762,0,0,2,1,1,0,1,0,0,0,1,0
19816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19882,0.94477117059125,6.4685295686875,0,0,1,0,0,0,0,0,0,0,0,0
19883,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19884,0.94477117059125,6.4685295686875,0,0,1,0,0,0,0,0,0,0,0,0
19885,0.94477117059125,6.4685295686875,0,0,1,0,0,0,0,0,0,0,0,0
19886,27.0322000462752,40.1300139620988,4.22640963888182,4.22640963888182,4,1,2,0,0,0,0,0,0,0
19887,3.31425137886154,4.22819974346923,3.31425137886154,3.31425137886154,1,1,0,0,0,0,0,0,1,0
19888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19890,0.200769774489091,0.593333120144545,0,0,1,0,0,0,0,0,0,0,0,0
19891,3.31425137886154,4.22819974346923,3.31425137886154,3.31425137886154,1,1,0,0,0,0,0,0,0,0
19892,0.200769774489091,0.593333120144545,0,0,1,0,0,0,0,0,0,0,0,0
19893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19962,6.15473058076471,10.8077233746462,6.15473058076471,6.15473058076471,3,3,2,0,2,0,0,0,0,0
19963,50.2662998443333,39.7701513268333,50.2662998443333,50.2662998443333,1,1,0,0,0,0,0,0,1,0
19964,4.45979232394188,18.8427064056705,3.31425137886154,3.31425137886154,6,4,3,0,3,0,0,0,0,0
19965,0,7.77777777777778,0,0,1,0,1,0,0,0,0,0,0,0
19966,3.31425137886154,4.22819974346923,3.31425137886154,3.31425137886154,1,1,0,0,0,0,0,0,0,0
19967,0,7.77777777777778,0,0,1,0,1,0,0,0,0,0,0,0
19968,0,2.51754799112308,0,0,1,1,1,0,1,0,0,0,0,0
19969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20044,6.15473058076471,8.29017538352308,6.15473058076471,6.15473058076471,2,2,1,0,1,7.824452135,0,0,1,0
20045,4.22640963888182,5.05563420205455,4.22640963888182,4.22640963888182,1,1,0,0,0,0,0,0,0,0
20046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20048,0.200769774489091,0.593333120144545,0,0,1,0,0,0,0,0,0,0,0,0
20049,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20124,4.22640963888182,7.57318219317762,4.22640963888182,4.22640963888182,2,2,1,0,1,7.824452135,0,0,1,0
20125,0,7.77777777777778,0,0,1,0,1,0,0,0,0,0,0,0
20126,0,7.77777777777778,0,0,1,0,1,0,0,0,0,0,0,0
20127,3.31425137886154,4.22819974346923,3.31425137886154,3.31425137886154,1,1,0,0,0,0,0,0,0,0
20128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20129,0.200769774489091,7.03902566528301,0,0,3,2,1,0,1,0,0,0,1,0
20130,26.1664506291596,53.1063617311319,9.46898195962624,9.46898195962624,7,4,4,0,1,0,0,0,0,0
20131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20132,0.200769774489091,0.593333120144545,0,0,1,0,0,0,0,0,0,0,0,0
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20204,10.3811402196465,13.3458095855776,10.3811402196465,10.3811402196465,3,3,1,0,1,0,0,0,0,0
20205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20206,0.94477117059125,19.0562695243029,0,0,6,5,5,0,5,51.24520242,0,0,4,0
20207,7.54066101774336,9.28383394552378,7.54066101774336,7.54066101774336,2,2,0,0,0,0,0,0,0,0
20208,27.0786088891799,51.1167584419263,10.3811402196465,10.3811402196465,6,4,3,0,1,0,0,0,0,0
20209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20212,4.42717941337091,5.64896732219909,4.22640963888182,4.22640963888182,2,1,0,0,0,0,0,0,0,0
20213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20284,6.61115576536,10.91453770992,0,0,1,0,0,0,0,0,0,0,1,0
20285,6.61115576536,10.91453770992,0,0,1,0,0,0,0,0,0,0,0,0
20286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20287,0,5.33458573891399,0,0,2,1,2,0,1,0,0,0,0,0
20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20289,3.31425137886154,13.4909300363986,3.31425137886154,3.31425137886154,4,3,2,0,1,0,0,0,0,0
20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20292,0,2.81703774779091,0,0,1,0,1,0,0,0,0,0,0,0
20293,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20366,188.188549582901,278.998430582244,107.956963768215,107.956963768215,36,25,11,0,7,522.50805267293,38,0,14,2
20367,0,10.2953257689009,0,0,2,1,2,0,1,19,19,0,1,1
20368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20372,3.31425137886154,4.22819974346923,3.31425137886154,3.31425137886154,1,1,0,0,0,0,0,0,0,0
20373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20451,125.151522011725,119.146696732897,125.151522011725,125.151522011725,12,12,5,0,5,38,38,0,2,2
20452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20455,3.31425137886154,4.22819974346923,3.31425137886154,3.31425137886154,1,1,0,0,0,0,0,0,0,0
20456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20458,0,7.77777777777778,0,0,1,0,1,0,0,0,0,0,0,0
20459,0,2.81703774779091,0,0,1,0,1,0,0,0,0,0,0,0
20460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20538,0,0,0,0,0,0,0,0,0,19,19,0,1,1
20539,12.1981907056714,15.8295518034286,0,0,1,0,0,0,0,0,0,0,0,0
20540,50.2662998443333,39.7701513268333,50.2662998443333,50.2662998443333,1,1,0,0,0,0,0,0,0,0
20541,12.2898550429291,16.5986573263579,10.5950288966154,10.5950288966154,6,5,2,0,2,0,0,0,0,0
20542,0.94477117059125,6.4685295686875,0,0,1,0,0,0,0,0,0,0,0,0
20543,0.200769774489091,0.593333120144545,0,0,1,0,0,0,0,0,0,0,0,0
20544,4.45979232394188,11.2900624323013,3.31425137886154,3.31425137886154,3,1,0,0,0,0,0,0,1,0
20545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20546,0,7.77777777777778,0,0,1,0,1,0,0,0,0,0,1,0
20547,0,2.62727272727273,0,0,1,0,1,0,0,0,0,0,0,0
20627,9.285848089574,20.4681071839994,0.190298413933333,0,8,2,3,0.190298413933333,1,10,0,0,1,0
20633,4.22640963888182,7.57318219317762,4.22640963888182,4.22640963888182,2,2,1,0,1,0,0,0,0,0
20634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23540,0,0,0,0,0,0,0,0,0,7.051724398,0,0,1,0
23541,23.4673493156421,31.8729164049371,23.4673493156421,23.4673493156421,4,4,1,0,1,0,0,0,0,0
23683,49.607743686113,138.92651531272,44.3642028527744,43.2018313389095,16,13,7,1.16237151386491,4,500,0,0,1,0
23684,0,6.8,0,0,1,0,0,0,0,0,0,0,0,0
23685,0.367541127032,0.642670859826039,0.367541127032,0,4,4,4,0.367541127032,4,0,0,0,0,0
23834,10.1286159076296,61.7164769548272,10.1286159076296,10.1286159076296,4,1,3,0,0,18.4166666666667,0,0,1,0
23835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23992,24.0741969690648,29.8781353937988,24.0741969690648,24.0741969690648,4,4,1,0,1,367,0,0,1,0
23993,69.6692591565415,67.6203323829746,33.4632608045415,33.4632608045415,10,5,2,0,0,0,0,0,0,0
23994,2.15570637154267,2.38698122243746,2.15570637154267,1.97193580802667,3,3,2,0.183770563516,2,0,0,0,0,0
24152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24153,19.7344820232674,28.5229832163072,19.7344820232674,19.7344820232674,5,5,1,0,1,0,0,0,0,0
24317,2.85004955863529,2.0004460688,0,0,1,0,0,0,0,0,0,0,0,0
24318,10.1286159076296,19.5159794541605,10.1286159076296,10.1286159076296,2,2,1,0,1,0,0,0,0,0
24319,1.34614207738091,17.514890278913,1.34614207738091,0,4,4,4,1.34614207738091,4,0,0,0,0,0
24487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24488,10.1286159076296,6.89147695482716,10.1286159076296,10.1286159076296,1,1,0,0,0,0,0,0,0,0
24489,2.85004955863529,2.0004460688,0,0,1,0,0,0,0,0,0,0,0,0
24490,177.833741232547,320.969619774884,160.560749319842,155.701175373392,19,8,6,4.85957394645,3,7.051724398,0,0,2,0
24657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24660,10.1286159076296,6.89147695482716,10.1286159076296,10.1286159076296,1,1,0,0,0,0,0,0,0,0
24661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24662,2.85004955863529,2.95524905247449,0,0,3,1,1,0,1,0,0,0,0,0
24663,0.183770563516,0.284570724030667,0.183770563516,0,1,1,1,0.183770563516,1,79.3333333333333,0,0,1,0
24664,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
24830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24836,0,0.918038277792135,0,0,1,0,0,0,0,0,0,0,0,0
24837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24839,2.85004955863529,2.0004460688,0,0,1,0,0,0,0,0,0,0,0,0
24998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001,0,0,0,0,0,0,0,0,0,1.65,0,0,1,0
25002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25003,22.2291676232859,15.8485997021788,22.2291676232859,22.2291676232859,3,3,0,0,0,0,0,0,0,0
25004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25006,12.266511087964,19.4276634197116,12.1005517156563,12.1005517156563,4,2,1,0,0,0,0,0,0,0
25007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25008,0,0.918038277792135,0,0,1,0,0,0,0,0,0,0,0,0
25009,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
25010,0,0.954802983674488,0,0,2,1,1,0,1,0,0,0,0,0
25165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25167,14.5066269764496,12.1114059798672,10.1286159076296,10.1286159076296,2,1,1,0,0,0,0,0,0,0
25168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25171,20.2572318152593,13.7829539096543,20.2572318152593,20.2572318152593,2,2,0,0,0,0,0,0,0,0
25172,10.04493128525,54.4100449573788,0,0,3,0,2,0,0,0,0,0,0,0
25173,0,14.72765574808,0,0,1,0,0,0,0,0,0,0,0,0
25174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25175,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
25176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25179,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
25335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25341,10.1286159076296,6.89147695482716,10.1286159076296,10.1286159076296,1,1,0,0,0,0,0,0,0,0
25342,9.38906383547667,16.0923626430261,9.38906383547667,9.38906383547667,3,2,0,0,0,0,0,0,0,0
25343,0,42.3886508343064,0,0,3,1,1,0,1,0,0,0,0,0
25344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25345,3.87402770324909,5.202544442568,0,0,3,0,0,0,0,0,0,0,0,0
25346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25347,5.84596351127575,7.26819023509244,1.97193580802667,1.97193580802667,4,1,0,0,0,0,0,0,0,0
25348,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
25349,5.84596351127575,7.26819023509244,1.97193580802667,1.97193580802667,4,1,0,0,0,0,0,0,0,0
25350,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
25351,21.9790312777348,40.8788205400025,13.2629232295212,12.1005517156563,10,4,3,1.16237151386491,2,36.8333333333333,0,0,2,0
25352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25353,3.87402770324909,5.202544442568,0,0,3,0,0,0,0,0,0,0,0,0
25354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25512,37.8981661136005,85.1688545144626,33.5201550447805,32.3577835309156,9,8,3,1.16237151386491,2,0,0,0,0,0
25513,22.2291676232859,15.8485997021788,22.2291676232859,22.2291676232859,3,3,0,0,0,0,0,0,0,0
25514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25515,2.85004955863529,2.0004460688,0,0,1,0,0,0,0,0,0,0,0,0
25516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25517,1.02397814461379,2.28406009597586,0,0,1,0,0,0,0,0,0,0,0,0
25518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25520,6.72407726188438,7.202990511368,0,0,4,0,0,0,0,0,0,0,0,0
25521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25522,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
25523,14.1410369801298,14.379013651086,11.2909874214945,10.1286159076296,4,2,1,1.16237151386491,1,0,0,0,0,0
25524,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
25525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25530,4.01153590097,8.21535690951555,3.94387161605333,3.94387161605333,4,3,2,0,1,500,0,0,1,0
25531,29.2268558852867,46.9097227438044,28.0515314885267,1.97193580802667,9,6,8,26.0795956805,5,20.64692622,0,0,2,0
25677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25680,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25681,10.1286159076296,6.89147695482716,10.1286159076296,10.1286159076296,1,1,0,0,0,0,0,0,0,0
25682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25686,3.87402770324909,5.202544442568,0,0,3,0,0,0,0,0,0,0,0,0
25687,4.37801106882,6.13796730283213,0,0,2,0,1,0,0,0,0,0,0,0
25688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25690,2.85004955863529,3.83652262438427,0,0,3,0,0,0,0,0,0,0,0,0
25691,6.72407726188438,7.202990511368,0,0,4,0,0,0,0,0,0,0,0,0
25692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25693,7.74805540649817,9.48705060734386,0,0,5,0,0,0,0,0,0,0,0,0
25694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25698,1.02397814461379,2.28406009597586,0,0,1,0,0,0,0,0,0,0,0,0
25699,5.32065698037028,13.4878105878336,4.29667883575649,1.97193580802667,4,3,2,2.32474302772982,2,0,0,0,0,0
25700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25847,22.2291676232859,15.8485997021788,22.2291676232859,22.2291676232859,3,3,0,0,0,7.051724398,0,0,1,0
25848,10.1286159076296,6.89147695482716,10.1286159076296,10.1286159076296,1,1,0,0,0,0,0,0,0,0
25849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25854,2.85004955863529,2.91848434659213,0,0,2,0,0,0,0,0,0,0,0,0
25855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
