"ID","iv_ida"
24635,0
26538,0
27112,0
23404,0
29401,NA
29402,NA
29584,NA
29585,NA
29586,NA
29767,NA
29768,NA
29769,NA
29949,NA
29400,NA
21339,NA
21340,NA
21341,NA
21413,NA
21414,NA
21415,NA
21416,NA
21417,NA
21418,NA
21419,NA
21420,NA
21421,NA
21422,NA
21423,NA
21494,NA
21495,NA
21496,NA
21497,NA
21498,NA
21499,NA
21500,NA
21501,NA
21502,NA
21503,NA
21573,NA
21574,NA
21575,NA
21576,NA
21577,NA
21578,NA
21579,NA
21580,NA
21581,NA
21582,NA
21583,NA
21584,NA
21659,NA
21660,NA
21661,NA
21662,NA
21663,NA
21739,NA
20214,NA
20215,NA
20216,NA
20294,NA
20295,NA
20296,NA
20297,NA
20375,NA
20376,NA
20377,NA
20378,NA
20379,NA
20380,NA
20461,NA
20462,NA
20463,NA
20464,NA
20465,NA
20466,NA
20467,NA
20548,NA
20549,NA
20550,NA
20551,NA
20552,NA
20553,NA
20554,NA
20638,NA
20639,NA
20640,NA
20641,NA
20642,NA
20643,NA
20728,NA
20729,NA
20730,NA
20731,NA
20732,NA
20733,NA
20815,NA
20816,NA
20817,NA
20818,NA
20819,NA
20820,NA
20821,NA
20902,NA
20903,NA
20904,NA
20905,NA
20906,NA
20907,NA
20908,NA
20991,NA
20992,NA
20993,NA
20994,NA
20995,NA
20996,NA
20997,NA
20998,NA
21082,NA
21083,NA
21084,NA
21085,NA
21086,NA
21087,NA
21088,NA
21089,NA
21172,NA
21173,NA
21174,NA
21175,NA
21176,NA
21177,NA
21178,NA
21257,NA
21258,NA
21259,NA
21260,NA
21261,NA
21342,NA
21343,NA
21344,NA
21424,NA
21425,NA
21504,NA
28222,NA
28223,NA
28224,NA
26911,NA
26912,NA
26913,NA
26914,NA
26915,NA
27087,NA
27088,NA
27089,NA
27090,NA
27091,NA
27092,NA
27093,NA
27094,NA
27095,NA
27096,NA
27097,NA
27643,NA
27644,NA
27645,NA
27646,NA
27647,NA
27648,NA
27649,NA
27650,NA
27651,NA
27652,NA
27653,NA
27654,NA
27655,NA
27656,NA
27657,NA
27658,NA
28218,NA
28219,NA
28220,NA
28221,NA
28408,NA
28409,NA
28602,NA
28603,NA
28604,NA
28605,NA
28606,NA
28607,NA
25982,NA
25983,NA
27847,NA
27848,NA
26711,NA
26712,NA
26713,NA
26714,NA
27849,NA
28410,NA
26907,NA
26908,NA
26909,NA
26910,NA
26156,NA
26157,NA
26158,NA
26159,NA
27463,NA
27464,NA
27465,NA
27466,NA
25984,NA
25985,NA
25986,NA
25987,NA
28030,NA
26160,NA
26161,NA
26162,NA
26163,NA
26164,NA
26165,NA
27843,NA
27844,NA
27845,NA
27846,NA
26335,NA
26336,NA
26337,NA
26338,NA
26339,NA
26340,NA
26341,NA
26342,NA
26343,NA
26344,NA
26345,NA
26346,NA
26347,NA
26348,NA
26349,NA
26350,NA
26351,NA
28027,NA
28028,NA
28029,NA
26520,NA
26521,NA
26522,NA
26523,NA
26524,NA
26525,NA
26526,NA
26527,NA
26528,NA
26529,NA
26530,NA
26531,NA
26532,NA
26533,NA
26534,NA
26535,NA
26536,NA
27099,NA
27100,NA
27101,NA
28031,NA
26708,NA
26709,NA
26710,NA
26715,NA
26716,NA
26717,NA
26718,NA
26719,NA
26720,NA
26721,NA
26722,NA
26723,NA
26724,NA
28032,NA
26900,NA
26901,NA
26902,NA
26903,NA
26904,NA
26905,NA
26906,NA
28033,NA
28036,NA
28037,NA
27098,NA
28796,NA
28797,NA
28798,NA
28799,NA
27272,NA
27273,NA
27274,NA
27275,NA
27276,NA
27277,NA
27278,NA
27279,NA
27280,NA
27281,NA
27282,NA
27283,NA
27284,NA
27285,NA
27839,NA
27840,NA
27841,NA
27842,NA
28034,NA
28035,NA
27458,NA
27459,NA
27460,NA
27461,NA
27462,NA
27467,NA
27468,NA
27469,NA
27470,NA
27471,NA
27472,NA
28215,NA
28217,NA
27834,NA
28026,NA
28216,NA
27835,NA
27836,NA
27837,NA
27838,NA
28025,NA
28411,NA
28412,NA
28415,NA
28416,NA
28414,NA
28413,NA
28991,NA
28992,NA
29178,NA
29179,NA
26972,NA
26973,NA
27147,NA
27148,NA
27149,NA
27150,NA
27151,NA
26970,NA
26971,NA
27152,NA
27153,NA
27519,NA
27520,NA
27521,NA
27522,NA
27523,NA
27524,NA
27525,NA
28086,NA
28087,NA
25190,NA
28274,NA
25533,NA
25534,NA
25536,NA
25537,NA
25538,NA
27155,NA
27156,NA
24173,NA
24174,NA
24175,NA
24176,NA
24336,NA
24337,NA
24338,NA
24339,NA
24340,NA
24341,NA
24342,NA
27337,NA
24506,NA
24507,NA
24508,NA
24509,NA
24510,NA
24511,NA
24512,NA
24513,NA
24674,NA
24675,NA
24676,NA
24677,NA
24678,NA
24679,NA
24680,NA
24681,NA
24682,NA
24683,NA
24850,NA
24851,NA
24852,NA
24853,NA
24854,NA
24855,NA
24856,NA
24857,NA
25020,NA
25021,NA
25022,NA
25023,NA
25024,NA
25025,NA
25026,NA
25027,NA
25028,NA
25188,NA
25189,NA
25191,NA
25192,NA
25193,NA
25194,NA
25195,NA
25196,NA
26775,NA
26776,NA
26777,NA
26778,NA
25358,NA
25359,NA
25360,NA
25361,NA
25362,NA
25363,NA
25364,NA
25365,NA
25366,NA
26967,NA
26968,NA
26969,NA
25532,NA
25535,NA
26047,NA
26048,NA
26049,NA
27154,NA
27157,NA
27158,NA
25703,NA
25704,NA
25705,NA
25706,NA
25708,NA
25709,NA
25710,NA
27333,NA
27334,NA
27335,NA
27336,NA
27338,NA
27339,NA
25869,NA
25870,NA
25871,NA
25872,NA
25873,NA
25874,NA
25875,NA
25876,NA
26042,NA
26043,NA
26044,NA
26045,NA
26046,NA
28088,NA
26219,NA
26220,NA
26221,NA
26222,NA
26223,NA
26224,NA
26225,NA
26226,NA
26227,NA
26228,NA
26398,NA
26399,NA
26400,NA
26401,NA
26402,NA
26403,NA
26404,NA
26405,NA
26406,NA
26407,NA
26408,NA
26581,NA
26582,NA
26583,NA
26584,NA
26585,NA
26586,NA
26587,NA
26588,NA
26589,NA
26590,NA
26591,NA
26592,NA
26593,NA
28275,NA
28276,NA
28277,NA
26769,NA
26770,NA
26771,NA
26772,NA
26773,NA
26774,NA
26779,NA
26780,NA
26781,NA
26782,NA
26961,NA
26962,NA
26963,NA
26964,NA
26965,NA
26966,NA
28467,NA
28659,NA
27710,NA
27705,NA
27706,NA
27707,NA
27708,NA
27709,NA
27896,NA
27898,NA
27897,NA
27899,NA
27900,NA
28468,NA
19732,NA
19733,NA
19808,NA
19809,NA
19810,NA
19811,NA
19812,NA
19813,NA
19814,NA
19815,NA
19816,NA
19882,NA
19883,NA
19884,NA
19885,NA
19886,NA
19887,NA
19888,NA
19889,NA
19890,NA
19891,NA
19892,NA
19893,NA
19962,NA
19963,NA
19964,NA
19965,NA
19966,NA
19967,NA
19968,NA
19969,NA
19970,NA
19971,NA
19972,NA
19973,NA
20041,NA
20042,NA
20043,NA
20044,NA
20045,NA
20046,NA
20047,NA
20048,NA
20049,NA
20050,NA
20051,NA
20122,NA
20123,NA
20124,NA
20125,NA
20126,NA
20127,NA
20128,NA
20129,NA
20130,NA
20131,NA
20132,NA
20203,NA
20204,NA
20205,NA
20206,NA
20207,NA
20208,NA
20209,NA
20210,NA
20211,NA
20212,NA
20213,NA
20284,NA
20285,NA
20286,NA
20287,NA
20288,NA
20289,NA
20290,NA
20291,NA
20292,NA
20293,NA
20366,NA
20367,NA
20368,NA
20369,NA
20370,NA
20371,NA
20372,NA
20373,NA
20374,NA
20451,NA
20452,NA
20453,NA
20454,NA
20455,NA
20456,NA
20457,NA
20458,NA
20459,NA
20460,NA
20538,NA
20539,NA
20540,NA
20541,NA
20542,NA
20543,NA
20544,NA
20545,NA
20546,NA
20547,NA
20627,NA
20633,NA
20634,NA
20635,NA
22838,0
24184,0
22961,0
23560,0
23190,0
23714,0
24345,0
24016,0
22839,1.6875
24015,0
23189,0
22722,0.28125
24014,0
23559,0
24185,0
24181,0
24013,0
23433,0
23078,0
23186,0
23711,0
23075,0
24349,0.28125
24178,0
23074,0
23712,0
23192,0
23558,0
23187,0
23077,0
23434,0
23431,0
23432,0
24179,0
24011,0
24344,0
24188,0.5625
23867,0.5625
23713,0
23710,0
24019,0
24017,0
22723,0
22724,0
23076,0.5625
24180,0
24021,0
23073,0
24012,0
23708,0
23298,0
22614,0
23709,0
24169,0
23191,0
22842,0
24018,0
22960,0
23430,0
22959,0.28125
23072,0
23188,0
23427,0
23426,0
23185,0.28125
23706,0
24505,0
23864,0
24026,0.28125
23557,0
24187,0
22725,0
22843,0
22958,0.28125
24010,0
23070,0
23297,0
24168,0
23296,0
23567,0
23856,0.28125
23853,0.28125
24025,0.28125
23561,0
23429,0
23428,0
23855,0
24009,0
23423,0
23425,0
23705,0
23860,0.28125
22840,0
24503,0
23699,0
23301,0
23069,0
24186,0
24333,0
23854,0
23704,0.28125
23564,0
24335,0
24504,0
24022,0
24177,0
22841,0
23568,0
23305,0
23563,0
23071,0
24024,0
23707,0
23565,0
23852,0.28125
23184,0
23857,0
23304,0
24170,0
23851,0
22956,0
24020,0
23858,0
24008,0
23866,0
24334,0
22954,0
23303,0
24343,0.28125
23850,0.28125
23703,0
23562,0
22957,0
23424,0
22953,0.28125
24029,0
23299,1.40625
23302,0
22955,0
23300,0
24171,0
24172,0
23863,0
23700,0
23861,0
23566,0
22952,0
23862,0
23701,0
23865,0
23702,0
23859,0
25850,0
28644,0
27684,0.0952380952380952
25689,0
27874,0
28643,0
25680,0
25688,0
28645,0
25355,0
25527,0
25353,0.142857142857143
27331,0
26560,0
26562,0
25684,0
27330,0
25528,0
25681,0
26561,0
27873,0
25845,0
27332,0
28826,0
28827,0
25526,0
25682,0
25693,0.238095238095238
25677,0
25529,0
26023,0
25849,0
27505,0
27329,0
26022,0
27679,0
25852,0
27506,0
27685,0
25848,0
24153,0
25847,0
27516,0
27503,0
25687,0.0952380952380952
28824,0
27871,0
27872,0
25851,0
27674,0
27876,0
29198,0
24152,0
27517,0
25858,0
24661,0
28271,0
24835,0
24662,0.0952380952380952
24839,0.0476190476190476
24664,0.0952380952380952
28828,0
29197,0.238095238095238
27875,0
27323,0
25514,0
24319,0
26216,0
24660,0
26021,0
27677,0.0476190476190476
27678,0
25348,0.0952380952380952
27680,0
25354,0
25683,0
27673,0
27686,0
27877,0.0476190476190476
25694,0
24318,0
27504,0
27518,0
27515,0
26383,0
25523,0.0952380952380952
28825,0
28455,0
28052,0
28053,0
26386,0
28054,0
25512,0.0476190476190476
26215,0
27514,0
26020,0
24834,0
25857,0
27885,0
24663,0
25702,0
25507,0
27672,0
27321,0
27322,0
25530,0.0476190476190476
25531,0.0952380952380952
25695,0
27327,0
25515,0.0476190476190476
25345,0.142857142857143
25346,0
25347,0.142857142857143
25511,0
27507,0
23835,0
25685,0
27510,0
27324,0
27325,0
25513,0
26382,0
25846,0
29011,0
25686,0.142857142857143
26380,0
25524,0.0952380952380952
25525,0
26384,0
26385,0.0476190476190476
27693,0
26559,0
26387,0
27513,0
25853,0
24489,0.0476190476190476
25856,0
24487,0
24490,0
27886,0
24837,0
27318,0
27316,0
27144,0
27145,0
27498,0
26563,0
27326,0
27501,0
27328,0
25508,0
25509,0
25510,0
26935,0.0476190476190476
27681,0
27508,0
23836,0
25679,0
27687,0
27499,0
27866,0
27867,0.0476190476190476
28270,0
25522,0.0952380952380952
28823,0
27122,0.0476190476190476
28453,0
28454,0
28051,0
27692,0
26558,0
26955,0
26956,0.0476190476190476
27130,0
27131,0
25855,0
24317,0.0476190476190476
28060,0
28061,0
24836,0.0476190476190476
28063,0
24838,0
27315,0
27317,0
27319,0
27497,0
25178,0
27500,0
27675,0
27502,0
29579,0
26580,0
25343,0
26754,0
25349,0.142857142857143
27682,0
27509,0
25352,0
27511,0
27688,0
25519,0
25520,0.19047619047619
27868,0.0476190476190476
26381,0
28822,0
28266,0
28821,0.0476190476190476
27689,0
28641,0
28642,0
27127,0
26217,0
25690,0.142857142857143
25691,0.19047619047619
25692,0
25854,0.0952380952380952
28059,0
24658,0
24659,0
28062,0
27137,0
28064,0
26024,0
27492,0
27493,0
27320,0
27146,0
25179,0.0952380952380952
25342,0
27676,0
25339,0
28252,0
26198,0
25867,0
29399,0
25350,0.0952380952380952
27683,0.0476190476190476
26039,0
27864,0.0952380952380952
27512,0
26944,0
29406,0
28269,0
26214,0
28268,0
27121,0
29411,0
28452,0
27690,0
27691,0
29012,0
27301,0
26218,0
28458,0
28459,0
27697,0
27698,0
27699,0
25696,0
27136,0
25698,0.0476190476190476
27138,0
27139,0
27140,0.0476190476190476
27141,0
27494,0
27495,0
25341,0
23993,0
25344,0
26195,0
26579,0
29398,0
26932,0.0952380952380952
26933,0
26934,0
25351,0.285714285714286
26939,0
23834,0.0476190476190476
27865,0
25678,0
26943,0
25521,0
29044,0
26945,0
28267,0
26378,0
29412,0
28639,0.0952380952380952
28640,0
26951,0
26952,0
27128,0
27129,0
27304,0
27305,0.0476190476190476
24657,0
27133,0
27308,0
25697,0
27310,0.0476190476190476
25699,0.0476190476190476
25700,0
25701,0
26025,0
27142,0.0952380952380952
27143,0
25340,0
25866,0
23994,0
29578,0
23992,0
28436,0
26031,0.0476190476190476
26032,0
26033,0
26938,0
26038,0
25516,0
25518,0
26942,0
26041,0
29043,0
26209,0.19047619047619
26210,0.142857142857143
26946,0
26947,0
26379,0
27869,0
27870,0
27123,0
27124,0
28456,0
28457,0
27694,0
28055,0
28056,0
27878,0
27879,0
27309,0
27881,0.0476190476190476
27311,0
27312,0
27313,0
27314,0
26026,0
26027,0
25175,0.0952380952380952
25176,0
25177,0
25338,0
28435,0.0952380952380952
26931,0
26577,0.238095238095238
29758,0
29759,0
29760,0
29037,0
23540,0
25517,0.0476190476190476
26040,0
29041,0
29405,0
27116,0.0476190476190476
27117,0.0476190476190476
26213,0.0952380952380952
28265,0
26948,0.0476190476190476
28638,0
28451,0
28636,0
26768,0
26953,0.0476190476190476
26954,0
28273,0
28829,0
28646,0
28647,0
26394,0
27880,0
26395,0
27882,0
27883,0
27884,0
25859,0.0476190476190476
27491,0
25335,0
25336,0
25009,0.0952380952380952
28251,0
25865,0.0476190476190476
26578,0
26030,0
28434,0
25864,0.0476190476190476
26196,0
28253,0
26199,0
26936,0
26940,0.0476190476190476
26941,0
26205,0
26206,0.0476190476190476
26207,0
26208,0
27118,0
27119,0
28635,0
26949,0.0476190476190476
26950,0.142857142857143
26767,0
29229,0
27125,0
27126,0
29599,0.0476190476190476
29600,0
29601,0
27306,0
27307,0
24998,0
24999,0
25000,0
27487,0
27488,0
27489,0
25860,0
28247,0
28248,0
28249,0
25337,0
25010,0.0476190476190476
27496,0
26576,0.0952380952380952
26750,0
26751,0
26752,0
26753,0
28848,0
26036,0.0952380952380952
26037,0
23541,0
29040,0
29222,0
29042,0
26761,0
28263,0
26212,0
27120,0
28637,0
28450,0
28449,0
28085,0
29413,0
29414,0
28272,0
29014,0
27695,0
27696,0.0476190476190476
28057,0
28058,0
23685,0
26018,0
26019,0
28241,0
28242,0
27490,0
25169,0
25007,0
25008,0.0476190476190476
25172,0
28250,0
26029,0
25174,0
27888,0
28069,0.0476190476190476
28070,0
27892,0
28437,0
26755,0
26756,0
26937,0.0952380952380952
28626,0
28627,0
28628,0
28629,0
26762,0.19047619047619
29407,0
26377,0
29230,0
29231,0
29228,0
26765,0.19047619047619
29593,0
29594,0
29777,0.0476190476190476
29778,0.0476190476190476
29015,0
28460,0
26388,0
26389,0.0476190476190476
29566,0
26391,0
29567,0
26568,0
26569,0
28243,0
28065,0
28066,0.0476190476190476
28067,0.0476190476190476
28068,0
26575,0
25173,0
28433,0
26749,0.0476190476190476
29576,0
29577,0
29033,0.0476190476190476
29034,0
25868,0
26200,0
26201,0
29038,0
29039,0
29221,0
26759,0.0952380952380952
28630,0
28631,0
29408,0.0476190476190476
28819,0.0476190476190476
28820,0.0952380952380952
28633,0
26374,0
26766,0.0476190476190476
28084,0
29415,0
29013,0
29779,0
29780,0
29781,0
27132,0
29782,0
27134,0
27135,0.142857142857143
25165,0
25166,0
25167,0.0476190476190476
25168,0
25003,0
25170,0
25171,0
25006,0.0952380952380952
26028,0
28658,0
29210,0
29211,0
27889,0
25863,0
28071,0
29035,0
29036,0
29218,0.0952380952380952
26035,0
26202,0
26203,0
26204,0
29223,0
29224,0
26211,0
29409,0
29410,0
26764,0
28632,0
28448,0.0476190476190476
28446,0
29595,0
29416,0
27302,0
27303,0.0952380952380952
29016,0
23683,0.142857142857143
23684,0.0476190476190476
26390,0
27700,0
28240,0
29568,0
27701,0
27702,0
28244,0
28245,0
28246,0
25862,0
28657,0
26748,0
26746,0
26747,0
29212,0
29213,0
29214,0.0476190476190476
28072,0
28073,0
26034,0.0476190476190476
28849,0
29219,0
29220,0.0476190476190476
26758,0
28260,0
28261,0
29225,0
28634,0
26376,0
26375,0
24832,0
28083,0
26570,0
28447,0
29596,0.0476190476190476
29597,0
29598,0
29959,0.0476190476190476
29017,0.0952380952380952
28461,0
29962,0.19047619047619
26565,0
26566,0
28844,0
26396,0
29216,0.0476190476190476
26571,0
26572,0.0952380952380952
26573,0.142857142857143
26574,0
28656,0
29209,0
29026,0
29027,0
28842,0
28843,0
28082,0
29215,0.0476190476190476
28444,0
29217,0.19047619047619
28254,0.0476190476190476
28255,0
28076,0
28077,0
28078,0
26760,0
28262,0
29226,0
29227,0
24831,0
28464,0
24833,0
25001,0
28445,0
27703,0
25004,0
25005,0
29208,0
29960,0.0952380952380952
29961,0.0952380952380952
28831,0
24830,0
29029,0
29030,0
27891,0
28846,0.0476190476190476
25002,0
29397,0
27894,0
28850,0
26757,0
26745,0
28837,0
28838,0
29028,0
28818,0.0476190476190476
28463,0
26959,0
26567,0
26197,0
28652,0
28653,0
27887,0.0952380952380952
25861,0.19047619047619
28257,0
28079,0
28080,0
28264,0
26564,0
28840,0
28841,0
28845,0
28651,0
28847,0.0476190476190476
27893,0
29396,0
27895,0
26744,0
29025,0
28830,0
26741,0
28839,0
26763,0
26958,0
28832,0.142857142857143
27890,0
24488,0
26393,0
29024,0
28654,0
28256,0
28075,0
28465,0
28259,0
28081,0
26957,0.0476190476190476
26743,0
28462,0
26960,0
29032,0
26930,0
29395,0
28650,0
28655,0
28466,0
28258,0
28439,0
26740,0.0476190476190476
26742,0
28817,0.142857142857143
28443,0
29031,0
28648,0
26392,0.142857142857143
28649,0
29394,0
26397,0
28074,0
28836,0
29206,0.0952380952380952
28440,0
28442,0
28441,0
29393,0
29018,0
29391,0
29392,0
28835,0
29020,0
29021,0
27704,0
29019,0
29382,0
28438,0
28834,0
29205,0
28833,0.0476190476190476
29022,0
29023,0
29207,0
29381,0
23545,NA
23546,NA
23547,NA
23697,NA
23698,NA
23849,NA
23995,NA
23996,NA
23997,NA
23998,NA
24159,NA
24160,NA
24161,NA
24162,NA
24163,NA
24324,NA
24325,NA
24326,NA
24327,NA
24328,NA
24329,NA
24330,NA
23283,NA
23284,NA
23286,NA
23409,NA
23410,NA
23411,NA
23412,NA
23543,NA
23544,NA
23686,NA
23687,NA
23688,NA
23689,NA
23837,NA
23838,NA
23839,NA
23840,NA
23841,NA
23999,NA
24003,NA
24004,NA
24007,NA
24154,NA
24155,NA
24156,NA
24157,NA
24158,NA
24668,NA
24164,NA
24165,NA
24166,NA
24167,NA
24320,NA
24321,NA
24322,NA
24323,NA
24840,NA
24841,NA
24842,NA
24843,NA
24844,NA
24845,NA
24846,NA
24331,NA
24332,NA
24491,NA
24492,NA
24493,NA
24494,NA
24495,NA
24496,NA
24497,NA
24498,NA
24499,NA
24500,NA
24501,NA
24502,NA
24665,NA
24666,NA
24667,NA
24669,NA
24670,NA
24671,NA
24672,NA
24673,NA
24847,NA
24848,NA
24849,NA
25011,NA
25012,NA
25013,NA
25014,NA
25015,NA
25016,NA
25017,NA
25018,NA
25019,NA
25180,NA
25181,NA
25182,NA
25183,NA
25184,NA
25185,NA
25186,NA
25187,NA
25356,NA
25357,NA
33628,0.909090909090909
33627,3.63636363636364
33502,0.454545454545455
33503,0.454545454545455
33626,1.81818181818182
33501,2.27272727272727
33755,0.454545454545455
19773,NA
19774,NA
19775,NA
19776,NA
19850,NA
19851,NA
19852,NA
19853,NA
19854,NA
19926,NA
19927,NA
19928,NA
19929,NA
19930,NA
19931,NA
20005,NA
20006,NA
20007,NA
20008,NA
20009,NA
20010,NA
20011,NA
20083,NA
20084,NA
20085,NA
20086,NA
20087,NA
20088,NA
20089,NA
20090,NA
20163,NA
20164,NA
20165,NA
20166,NA
20167,NA
20168,NA
20169,NA
20170,NA
20171,NA
20244,NA
20245,NA
20246,NA
20247,NA
20248,NA
20249,NA
20250,NA
20251,NA
20252,NA
20324,NA
20325,NA
20326,NA
20327,NA
20328,NA
20329,NA
20330,NA
20331,NA
20332,NA
20333,NA
20334,NA
20404,NA
20405,NA
20406,NA
20407,NA
20408,NA
20409,NA
20410,NA
20411,NA
20412,NA
20413,NA
20414,NA
20415,NA
20490,NA
20491,NA
20492,NA
20493,NA
20494,NA
20495,NA
20496,NA
20497,NA
20498,NA
20499,NA
20500,NA
20501,NA
20502,NA
20503,NA
20576,NA
20577,NA
20578,NA
20579,NA
20580,NA
20581,NA
20582,NA
20583,NA
20584,NA
20585,NA
20586,NA
20587,NA
20588,NA
20589,NA
20590,NA
20591,NA
20663,NA
20664,NA
20665,NA
20666,NA
20667,NA
20668,NA
20669,NA
20670,NA
20671,NA
20672,NA
20673,NA
20674,NA
20675,NA
20676,NA
20677,NA
20678,NA
20679,NA
20753,NA
20754,NA
20755,NA
20756,NA
20757,NA
20758,NA
20759,NA
20760,NA
20761,NA
20762,NA
20763,NA
20764,NA
20765,NA
20766,NA
20767,NA
20768,NA
20769,NA
20839,NA
20840,NA
20841,NA
20842,NA
20843,NA
20844,NA
20845,NA
20846,NA
20847,NA
20848,NA
20849,NA
20850,NA
20851,NA
20852,NA
20853,NA
20854,NA
20855,NA
20856,NA
20862,NA
20925,NA
20926,NA
20927,NA
20928,NA
20929,NA
20930,NA
20931,NA
20932,NA
20933,NA
20934,NA
20935,NA
20936,NA
20937,NA
20938,NA
20939,NA
20940,NA
20941,NA
20942,NA
20943,NA
20945,NA
20946,NA
20947,NA
20948,NA
20949,NA
20950,NA
21014,NA
21015,NA
21016,NA
21017,NA
21018,NA
21019,NA
21020,NA
21021,NA
21022,NA
21023,NA
21024,NA
21025,NA
21026,NA
21027,NA
21028,NA
21029,NA
21030,NA
21031,NA
21032,NA
21033,NA
21034,NA
21035,NA
21036,NA
21037,NA
21038,NA
21039,NA
21040,NA
21104,NA
21105,NA
21106,NA
21107,NA
21108,NA
21109,NA
21110,NA
21111,NA
21112,NA
21113,NA
21114,NA
21115,NA
21116,NA
21117,NA
21118,NA
21119,NA
21120,NA
21121,NA
21122,NA
21123,NA
21124,NA
21125,NA
21126,NA
21127,NA
21128,NA
21129,NA
21130,NA
21131,NA
21193,NA
21194,NA
21195,NA
21196,NA
21197,NA
