"country","ethn_NAME","tuple_ID","rugg","malaria","pop","lights","zeta","x","y","growingdays","temp","altitude","urban","landsuit","precip","first.x","first.y","RailKM","zeta_1","strict_mean_zeta","wbcode","group","region_n","region_s","region_w","region_e","region_c","mean_elev","mean_suit","cluster","split5pc","split10pc","island","lnkm2split","petroleum","city1400","malariasuit","capital","capdistance1","diamondd","borderdist1","seadist1","coastal","fneigh","lnpop60","ndis","etwar","ewar_hist","war","dis","pw","aut","sds","lakedum","riverdum","ex"
"Algeria","LAGUAT",18,1149.426775,0,261350.487959,3.6064338665,1.00249911850852,3,33.75,56.430555,17.56346,802.2672125,0,0.0475,14.6747925,2.75,33.75,0,1.00295181576471,1.00523918508271,"DZA","Arabs",1,0,0,0,0,0.81492018699646,0.049125000834465,"Bedouin Arabs",0,0,0,1.96130740642548,1,0,0,0,0.329512536525726,0,0.446850627660751,0.2718445956707,0,0,10.8189496994019,0,0,0,0,0,0,0,0.488504201173782,0,0,0
"Algeria","MZAB",17,804.604536416667,0,478097.2237106,0.934431502333333,1.00953046021169,3.70833333333333,32.625,32.9143525,20.5214891666667,538.828245833333,0,0.00891666666666667,6.28587633333333,2.75,32.25,0,1.01731663867119,1.02045223976161,"DZA","Berbers",1,0,0,0,0,0.502692937850952,0.0103333331644535,"Plateu Nigerians - Chadic",0,0,0,3.41001152992249,1,0,0.00077039998723194,0,0.459922820329666,0,0.41201376914978,0.395378619432449,0,0,11.365574836731,0,0,0,0,0,1,0,0.488504201173782,0,0,1
"Algeria","NAIL",20,893.5646075,0.004671375,471096.6297242,0.214175052833333,1.01566083868705,4.5,33.9166666666667,51.00925875,19.3668675,533.684052083333,0,0.0361666666666667,12.0330985833333,3.75,33.75,0,1.01889804520175,1.02085646533007,"DZA","Arabs",1,0,0,0,0,0.503515183925629,0.0430909097194672,"Bedouin Arabs",0,0,0,3.47099041938782,0,0,0.00712800025939941,0,0.339671432971954,0,0.315024226903915,0.266605317592621,0,0,11.3514757156372,0,0,0,0,0,0,0,0.488504201173782,0,0,0
"Algeria","RUARHA",25,191.566586,0,225238.5857851,1.922163932,0.992344539602786,5.75,33.5,30.51388875,21.759855,151.1024885,0,0.0075,5.9462275,5.75,33.25,0,0.993325183905006,0.992805707972134,"DZA","Arabs",1,0,0,0,0,0.100189819931984,0.00533333327621222,"Bedouin Arabs",0,0,0,1.99705016613007,1,0,0.00104528572410345,0,0.464334845542908,0,0.176819995045662,0.32478204369545,0,0,10.4457445144653,0,0,0,0,0,0,0,0.488504201173782,0,0,0
"Algeria","SHAWIA",24,4554.67487857143,0.0188296928571429,3472285.091755,4.08845978921429,1.00408552779909,6.75,35.4642857142857,132.319447678571,15.1246564285714,924.01712,0.285714285714286,0.447785714285714,30.2276493571429,5.25,35.75,0,1.00402011640821,1.002505713591,"DZA","Berbers",1,0,0,0,0,0.830864310264587,0.509500026702881,"Plateu Nigerians - Chadic",0,0,0,3.59263563156128,1,0,0.0117748426273465,0,0.36509957909584,0,0.152509778738022,0.132940918207169,0,0.333333343267441,13.9049997329712,0,0,0,0,0,1,0,0.488504201173782,0,0,1
"Algeria","SIDI",10,596.701749477273,0,274909.5902228,0.0745442091136364,1.03138455725072,0.806818181818182,31.75,32.3383836647727,19.9627838636364,703.233035227273,0,0.0120681818181818,8.39781046590909,-1.25,30.75,0,1.05677513666897,1.04707990275686,"DZA","Arabs",1,0,0,0,0,0.745165705680847,0.0164666660130024,"Bedouin Arabs",0,0,0,4.70352172851562,1,0,0,0,0.595060586929321,0,0.202834904193878,0.404887408018112,0,0,10.6381587982178,0,0,0,0,0,0,0,0.488504201173782,0,0,0
"Algeria","SUAFA",26,608.2604055,0,288780.1097629,1.22402177733333,1.00463016787101,6.75,34,37.9490754166667,21.7154383333333,26.6348108333333,0,0.00733333333333333,6.97280433333333,6.25,33.75,0,1.01332790592593,1.01774954340125,"DZA","Arabs",1,0,0,0,0,0.0980454459786415,0.013545454479754,"Bedouin Arabs",0,0,0,2.68515682220459,1,0,0.00352549995295703,0,0.463514000177383,0,0.0798508450388908,0.284519255161285,0,0.333333343267441,11.316575050354,0,0,0,0,0,0,0,0.488504201173782,0,0,0
"Algeria","TAJAKANT",1,906.71213412,0,34314.5269383,0.10814824544,1.03399257195144,-7.11,28.41,16.98111096,22.5959156,470.119674,0,0.00544,7.19553124,-8.25,27.25,0,1.05909268588486,1.01438009544922,"DZA","Arabs",1,0,0,0,0,0.465534538030624,0.00587804894894361,"Bedouin Arabs",1,1,0,4.28565120697021,0,0,0.00351846148259938,0,1.33292174339294,0,0.110841818153858,0.320805817842484,0,0.600000023841858,7.26865720748901,0,0,0,0,0,0,0,0.488504201173782,0,0,0
"Algeria","TUAT",13,346.862368962264,0,337580.9516601,0.304476521584906,1.01729322233265,1.16509433962264,28.2405660377358,5.42662479245283,24.1003686792453,390.689839150943,0,0.00171698113207547,1.97262164150943,-0.75,28.25,0,1.04152529603617,1.05290527607783,"DZA","Berbers",1,0,0,0,0,0.367681801319122,0.00172151904553175,"Plateu Nigerians - Chadic",0,0,0,5.03118848800659,1,0,0.00137291301507503,0,0.96425986289978,1,0.463494122028351,0.751918435096741,0,0.200000002980232,11.3363056182861,0,0,0,0,0,1,0,0.488504201173782,0,0,1
"Algeria","ZIBAN",23,697.69661,0,707341.431202,2.2041046026,1.00542619349448,5.65,34.55,52.822223,20.889486,183.6089436,0.2,0.0302,11.3748183,5.25,34.25,0,1.00571776863273,1.0024371743083,"DZA","Arabs",1,0,0,0,0,0.352148979902267,0.106545448303223,"Bedouin Arabs",0,0,0,2.49540424346924,0,1,0.0117690684273839,0,0.342763543128967,0,0.199777632951736,0.200503930449486,0,0,12.0867261886597,0,0,0,0,0,0,0,0.488504201173782,0,0,0
"Angola","AMBO",41,571.129013333333,7.07514613333333,784472.5416755,0.0976313384,1.04203419816108,16.35,-16.8833333333333,110.544448333333,22.5682253333333,1139.51875,0,0.300133333333333,46.2008946666667,14.75,-17.25,0,1.0814603129781,1.09703055606441,"AGO","Ovimbundu-Ovambo",0,0,0,0,1,1.10793519020081,0.304095238447189,"Southwestern Bantu",1,1,0,3.66699814796448,0,0,0.838037073612213,0,0.949551820755005,0,0.0626648589968681,0.462165713310242,0,0.142857149243355,11.4001531600952,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"Angola","CHOKWE",51,2277.22537996429,5.73763944642857,1186010.7419073,0.0530383728214286,1.0142164826921,20.0982142857143,-10,228.812996875,22.1150785714286,1121.01422767857,0,0.203357142857143,113.709160089286,18.25,-13.75,0,1.02736700311582,1.02911655755704,"AGO","Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"Angola","HOLO",48,3366.786775,11.4230925,119065.3759418,0.0033995,1.04661181531065,17.375,-8.25,231.277775,24.02548,692.2689625,0,0.30875,107.7071,17.25,-8.75,0,1.04812046781761,1.00980825792009,"AGO","Mbundu-Mestico",0,0,0,0,1,0.739277780056,0.452333331108093,"Central Bantu - Kimbundu",1,1,0,2.28922271728516,0,0,1,0,0.459779262542725,1,0.0307718105614185,0.411538362503052,0,0.333333343267441,8.92403697967529,0,0,0,0,0,0,0,0.516397774219513,0,1,0
"Angola","KISAMA",38,489.4028225,13.05395,38211.6707425,0.0246630075,1.05370092644927,13.75,-10,128.2899375,24.544875,105.4005585,0,0.85,53.4016325,13.75,-10.25,0,1.05519130520714,1.03758920838494,"AGO","Mbundu-Mestico",0,0,0,0,1,0.100861102342606,0.736249983310699,"Central Bantu - Kimbundu",0,0,0,2.28676629066467,1,0,0.53142124414444,0,0.117256335914135,0,0.441139191389084,0.0409266129136086,1,0,9.59141731262207,0,0,0,0,0,0,0,0.516397774219513,0,1,0
"Angola","KONGO",34,957.517970896552,8.75005917241379,1701132.0943532,0.0635745624137931,1.02367548774865,14.4741379310345,-7.00862068965517,227.880381896552,23.0122237931034,602.062867068965,0.103448275862069,0.333413793103448,93.9769027586207,12.75,-6.75,0,1.0302550652823,1.03237536012436,"AGO","Bakongo",0,0,0,0,1,0.556873142719269,0.323086947202682,"Central Bantu - Kongo",1,1,0,4.57508420944214,1,1,0.839152574539185,0,0.25069060921669,1,0.126836121082306,0.169998809695244,1,0.800000011920929,12.8792181015015,0,0,0,0,0,1,0,0.516397774219513,0,1,1
"Angola","KWANGARE",49,1084.5122265625,6.757324625,185674.9339484,0.0428173176875,1.00846638631617,19.09375,-17,123.5086765625,22.2795475,1146.34296875,0,0.4339375,49.712356875,17.75,-16.75,0,1.02111684759785,1.03485605309079,"AGO","Lunda-Chokwe",0,0,0,0,1,1.1385338306427,0.424913048744202,"Southwestern Bantu",1,1,0,3.73902106285095,0,0,0.891001224517822,0,1.10762655735016,1,0.0763358175754547,0.703082501888275,0,0.600000023841858,10.3098487854004,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"Angola","MBANGALA",47,2936.16376458333,5.66708766666667,237892.3151564,0.0395621606666667,1.02216502042493,18.2083333333333,-9.25,233.7407375,22.3378466666667,934.708104166667,0,0.450833333333333,118.664204166667,17.25,-9.25,0,1.03080251596485,1.0339159140963,"AGO","Mbundu-Mestico",0,0,0,0,1,0.975321412086487,0.425000011920929,"Central Bantu - Kimbundu",0,0,0,3.56149172782898,0,0,0.93185555934906,0,0.550424814224243,1,0.141992568969727,0.486918896436691,0,0.600000023841858,10.9392509460449,0,0,0,0,0,0,0,0.516397774219513,0,1,0
"Angola","MBUNDU",42,3693.12484015151,0.780727666666667,3870459.9695197,0.160411290666667,1.02772692027297,15.9015151515152,-12.3712121212121,169.062287121212,19.2482321212121,1557.89471212121,0.333333333333333,0.311272727272727,100.923623939394,14.75,-13.75,0,1.04495332366341,1.05351187775581,"AGO","Mbundu-Mestico",0,0,0,0,1,1.47108852863312,0.32268750667572,"Southwestern Bantu",0,0,0,4.57319164276123,0,0,0.44142884016037,0,0.485068142414093,1,0.535870850086212,0.216083660721779,0,0,14.0285053253174,0,0,0,0,0,0,0,0.516397774219513,0,1,0
"Angola","NDEMBU",59,1710.85286388889,4.97462555555556,64797.9342408,0.0033995,0.994084780954889,23.3611111111111,-12.1944444444444,198.336416666667,21.2907055555556,1206.69091666667,0,0.490888888888889,100.941735555556,22.75,-12.75,0,0.993920785042698,0.994081245154653,"AGO","Lunda-Chokwe",0,0,0,0,1,1.18153166770935,0.452272742986679,"Central Bantu - Lunda",1,1,0,3.28522539138794,0,0,0.927642166614532,0,1.16902375221252,0,0.0595268271863461,0.991231560707092,0,0.5,9.32298851013184,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"Angola","NDOMBE",33,4412.24825746667,3.84250646,1682139.9477645,0.409499814666667,1.04973277197123,13.6166666666667,-13.2833333333333,122.745668666667,21.244968,747.7678792,0.266666666666667,0.361666666666667,64.0604153333333,12.75,-13.75,0,1.104146991683,1.09629780210654,"AGO","Ovimbundu-Ovambo",0,0,0,0,1,0.836491703987122,0.365649998188019,"Southwestern Bantu",0,0,0,3.71563577651978,0,0,0.665658295154572,0,0.50531667470932,0,0.415242433547974,0.0772069171071053,1,0,12.9444770812988,28,0,0,1,1,1,0,0.516397774219513,0,0,1
"Angola","SELE",37,1649.3029505,8.0745765,644089.8150984,0.4372640745,1.05741346679193,14.125,-11.125,136.9885875,22.6679125,511.99361775,0.75,0.61625,64.81206625,13.75,-10.75,0,1.0825668575267,1.04485887244266,"AGO","Ovimbundu-Ovambo",0,0,0,0,1,0.569343984127045,0.529953837394714,"Central Bantu - Kimbundu",0,0,0,2.79735255241394,1,0,0.627768814563751,0,0.28237310051918,0,0.505959451198578,0.0328044183552265,1,0,11.8455410003662,28,0,0,1,1,1,0,0.516397774219513,0,0,1
"Angola","SONGO",44,2343.65978542857,3.1955555,220026.912075,0.00488918007142857,1.04671163889251,17.6785714285714,-10.6428571428571,223.109130357143,21.1191735714286,1167.25856785714,0,0.467642857142857,109.971129285714,16.25,-10.25,0,1.0469558068727,1.03809294048311,"AGO","Mbundu-Mestico",0,0,0,0,1,1.16414022445679,0.463428556919098,"Central Bantu - Lunda",0,0,0,3.59816765785217,0,0,0.858123362064362,0,0.525331914424896,0,0.292459607124329,0.396571666002274,0,0.16666667163372,10.7381658554077,0,0,0,0,0,0,0,0.516397774219513,0,1,0
"Angola","YOMBE",35,1773.0553,13.12675,107064.3395047,0.158446463,1.18284816974082,12.75,-4.75,249.5,24.77869,302.88195,0,0.479,109.61165,12.75,-4.75,0,1.18284816974082,1.18284816974082,"AGO","Cabindan Mayombe",0,0,0,0,1,0.24136109650135,0.385749995708466,"Central Bantu - Kongo",1,1,0,0.893748223781586,1,0,1,0,0.467995375394821,0,0.0158696379512548,0.0831957682967186,0,0.75,8.67476177215576,0,1,1,1,0,1,0,0.516397774219513,0,0,1
"Benin","BARGU",68,360.683462857143,25.157365,1876774.57759,0.0834825348571429,0.997345511056199,2.78571428571429,10.6785714285714,170.126982142857,27.815075,311.2740625,0,0.400285714285714,91.7213835714286,2.25,10.25,0,1.00430097228735,1.01252135278039,"BEN","Northern (Bariba, Gurmanch?<a9>/Betamaribe etc.)",0,0,1,0,0,0.297302335500717,0.39430770277977,"Voltaic Peoples - Bargu",1,1,0,3.76923418045044,0,0,1,0,0.455136597156525,0,0.092384472489357,0.489878445863724,0,0.5,12.5695390701294,0,0,0,0,0,1,0,0.462910056114197,0,1,1
"Benin","EGBA",65,330.973477428571,28.1844942857143,1071076.9404745,0.0164411428571429,1.0788811541669,2.32142857142857,8.39285714285714,225.289689285714,27.2665528571429,240.545471428571,0,0.398571428571429,95.7947614285714,1.75,8.25,0,1.07838903620242,1.07574907255467,"BEN","Southeastern (Yoruba/Nagot and Goun)",0,0,1,0,0,0.196000009775162,0.481399983167648,"Southern Nigerians - Yoruba",1,1,0,2.4463837146759,0,0,0.99942147731781,0,0.228118404746056,0,0.054234717041254,0.253084897994995,0,0.583333313465118,11.2715015411377,0,0,0,0,0,1,0,0.462910056114197,0,1,1
"Benin","FON",63,440.4394635,28.5360466666667,3791414.1541269,0.4920690225,1.00986596561247,2.16666666666667,7.16666666666667,241.476854166667,27.4318916666667,105.747321666667,0.5,0.714833333333333,93.06480375,1.75,6.75,0,1.01171533555282,1.01793510377631,"BEN","South/Central (Fon)",0,0,1,0,0,0.09649358689785,0.579999983310699,"Twi - Ewe",1,1,0,2.96277761459351,0,0,0.997054219245911,0,0.0969166606664658,0,0.0561992488801479,0.108464367687702,1,1,13.8048801422119,0,0,0,0,0,0,1,0.462910056114197,1,1,1
"Benin","GUN",69,20.250725,28.13079,1347567.3351791,2.782115999,0.998387245328406,2.75,6.75,252.5,27.40753,40.306668,1,0.451,101.708555,2.75,6.75,0,0.998387245328406,0.998387245328406,"BEN","Southeastern (Yoruba/Nagot and Goun)",0,0,1,0,0,0.00597220007330179,0.521499991416931,"Twi - Ewe",1,1,0,0.298913300037384,0,0,0.5,1,0.0181678514927626,0,0.00896648783236742,0.0330319739878178,1,1,12.6298742294312,0,0,0,0,0,1,0,0.462910056114197,1,1,1
"Benin","GURMA",61,490.6098235,24.085415,110594.7977778,0.0082941975,0.960295541801087,1.5,11.25,165.7638875,28.226925,236.587775,0,0.595,86.826405,1.25,11.25,0,0.959467904949545,0.963498781624708,"BEN","Northern (Bariba, Gurmanch?<a9>/Betamaribe etc.)",0,0,1,0,0,0.257046282291412,0.523222208023071,"Voltaic Peoples - Gurma",1,1,0,2.11749672889709,0,0,1,0,0.523615479469299,0,0.0338346064090729,0.560848355293274,0,0.28571429848671,10.19260597229,0,0,0,0,0,1,0,0.462910056114197,0,1,1
"Benin","KILINGA",67,284.55411,24.4784466666667,468409.2877712,0.044959892,1.050306729497,2.08333333333333,9.58333333333333,201.953708333333,27.19674,334.518333333333,0,0.389,101.37544,1.75,9.75,0,1.05382066877835,1.06166993228958,"BEN","Northern (Bariba, Gurmanch?<a9>/Betamaribe etc.)",0,0,1,0,0,0.315067440271378,0.391000002622604,"Voltaic Peoples - Bargu",0,0,0,1.89162194728851,0,0,1,0,0.345347374677658,0,0.0666844472289085,0.376119017601013,0,0.666666686534882,10.9962635040283,0,0,0,0,0,1,0,0.462910056114197,0,1,1
"Benin","POPO",62,0,14.37319,531671.6826375,2.613809929,0.999136987334636,1.75,6.25,231.0741,27.43766,65.35433,1,0.542,75.23811,1.75,6.25,0,0.999136987334636,0.999136987334636,"BEN","Southwestern (Adja)",0,0,1,0,0,0.0260208249092102,0.654500007629395,"Twi - Ewe",1,1,0,0.23717325925827,0,0,0.952644228935242,0,0.0721151605248451,0,0.0198546294122934,0.0152954570949078,1,1,11.6656551361084,0,0,0,0,0,0,0,0.462910056114197,0,0,0
"Benin","SOMBA",60,859.625275,25.08826,622911.1200761,0.0754889805,1.00097993976323,1.5,10.5,190.10415625,27.414745,356.7461125,0,0.57425,99.02966375,1.25,10.25,0,0.999711109202188,0.997817232597889,"BEN","Northern (Bariba, Gurmanch?<a9>/Betamaribe etc.)",0,0,1,0,0,0.298642367124557,0.531000018119812,"Voltaic Peoples - Bargu",0,0,0,2.18236899375916,0,0,1,0,0.46299746632576,0,0.0505171716213226,0.492752343416214,0,0.714285731315613,11.859432220459,0,0,0,0,0,1,0,0.462910056114197,0,1,1
"Botswana","HIECHWARE",83,167.960743964286,7.26268364285714,293758.6599394,0.103711586178571,1.02027185340656,25.625,-19.8392857142857,96.2172639285714,22.4975217857143,979.210773214286,0.0714285714285714,0.234642857142857,39.7488355357143,24.25,-19.25,0,1.03420197834214,1.04245410840923,"BWA","San (Bushmen, Basarwa)",0,1,0,0,0,0.986251354217529,0.213268294930458,"Bushmen and Their Kin",1,1,0,4.34192752838135,0,0,0.731475234031677,0,0.532818794250488,1,0.0667293071746826,0.915910363197327,0,0.5,11.0110521316528,45,0,0,0,1,0,0,0.534522473812103,0,0,1
"Botswana","NARON",73,492.283114882353,7.06288076470588,44582.7165212,0.0201851462941176,0.996439960015007,21.3382352941176,-21.6029411764706,57.3970589705882,21.8679394117647,1127.11362941176,0,0.0637647058823529,32.7582861764706,20.25,-22.75,0,0.996982830411159,0.997402592435325,"BWA","San (Bushmen, Basarwa)",0,1,0,0,0,1.1127895116806,0.0571538470685482,"Bushmen and Their Kin",1,0,0,3.82599592208862,0,0,0.251262098550797,0,0.572008609771729,0,0.036534134298563,0.707115590572357,0,0.333333343267441,9.11127758026123,45,0,0,0,1,0,0,0.534522473812103,0,0,1
"Botswana","NUSAN",72,607.740825444444,5.91605777777778,19884.2577632,0.00974158055555556,0.989591095245395,20.8611111111111,-25.1111111111111,41.430555,20.7111555555556,1053.53859444444,0,0.0168888888888889,18.8658755555556,20.25,-24.75,0,0.98804771908631,0.992263382796759,"BWA","San (Bushmen, Basarwa)",0,1,0,0,0,1.05878436565399,0.0170399993658066,"Bushmen and Their Kin",1,1,0,3.74121308326721,0,0,0,0,0.506920516490936,0,0.0391257964074612,0.584015607833862,0,0.222222223877907,3.00371694564819,45,0,0,0,1,0,0,0.534522473812103,0,1,1
"Botswana","OHEKWE",80,176.652877885714,7.47207014285714,184766.281599,0.0241560747428571,1.06041503051047,24.3071428571429,-21.7214285714286,55.1817458571429,22.3982828571429,987.578247857143,0.0285714285714286,0.0506285714285714,32.911032,22.75,-21.25,0,1.07743307260317,1.05537157259314,"BWA","San (Bushmen, Basarwa)",0,1,0,0,0,0.975335478782654,0.0617924518883228,"Bushmen and Their Kin",0,0,0,4.65621471405029,0,0,0.396397620439529,0,0.375169157981873,1,0.309711277484894,0.957761943340302,0,0.28571429848671,9.30330944061279,45,0,0,0,1,0,0,0.534522473812103,1,1,1
"Botswana","TANNEKWE",76,330.606696166667,8.84676616666667,21459.3002827,0.0189499526666667,1.08836154678219,22.25,-19.1666666666667,96.273145,23.1412133333333,981.014254166667,0,0.180666666666667,39.4147208333333,21.75,-19.75,0,1.08831058422114,1.07581004589211,"BWA","San (Bushmen, Basarwa)",0,1,0,0,0,1.01584410667419,0.135846152901649,"Bushmen and Their Kin",0,0,0,2.85083770751953,0,0,0.662750661373138,0,0.729430556297302,0,0.100561894476414,0.847236216068268,0,0.666666686534882,8.54509449005127,45,0,0,0,1,0,0,0.534522473812103,0,1,1
"Cameroon","ADAMAWA",137,1094.142330625,11.081291375,1417998.8511528,0.059189880625,0.995828329928264,13.28125,7.34375,221.5868046875,24.577885,769.9052,0,0.49925,125.3391228125,12.25,6.25,0,1.01007746100836,1.02117865015691,"CMR","Fulani (and other northern Muslim peoples)",0,0,0,0,1,0.731692433357239,0.482738107442856,"Fulani",1,0,0,3.91079258918762,0,0,0.830877244472504,0,0.448270469903946,0,0.118713416159153,0.543712198734283,0,0.349999994039536,12.2231435775757,0,1,1,1,0,0,0,0.506369709968567,1,1,0
"Cameroon","BAMILEKE",125,2413.695725,7.49904,750290.9851442,0.173906321,1.01870512993541,10.5,5.25,285.472225,22.28694,1110.6966,0.5,0.316,200.39505,10.25,5.25,0,1.02006686337977,1.02498050917954,"CMR","Bamileke",0,0,0,0,1,0.925295114517212,0.368499994277954,"Cameroon Highlanders (Bantu)",0,0,0,2.00172138214111,0,0,0.543178796768188,0,0.19465683400631,0,0.163302898406982,0.15602345764637,0,0,13.4600019454956,0,0,0,0,0,0,0,0.506369709968567,0,0,0
