"gwgroupid","group","country","pop","rugg","malaria","lights","growingdays","temp","altitude","urban","landsuit","precip","x","y","first.x","first.y","RailKM","zeta","strict_mean_zeta","status","hist_discr","hist_monop"
45003080,"Mano","Liberia",409241.5093213,867.379821,19.029455,0.054580378,299.2222125,25.392865,334.6370875,0.5,0.4855,170.343875,-9,7,-9.25,6.75,0,1.01199828358543,1.01511446801562,"JUNIOR PARTNER",1,0
45102000,"Kono","Sierra-Leone",663774.1628048,1409.955225,20.03488,0.029661697,268.703725,25.5636766666667,385.098066666667,0.333333333333333,0.561333333333333,211.94615,-10.9166666666667,8.58333333333333,-11.25,8.75,0,1.01958343430467,1.01854723691418,"JUNIOR PARTNER",0,0
45105000,NA,"Sierra-Leone",480003.0670536,1838.30260833333,21.5046333333333,0.0215146986666667,232.055566666667,26.33467,249.395101,0,0.419333333333333,216.894016666667,-12.0833333333333,9.41666666666667,-12.75,9.25,0,1.00058805404789,1.00015181353742,NA,NA,NA
45105060,"Temne","Sierra-Leone",1189948.1307619,1196.596,23.054362,0.0146621944,240.903185,26.653076,94.557294,0.4,0.4226,234.91343,-12.35,8.75,-11.75,8.75,0,1.02501257304873,1.02735635292438,"SENIOR PARTNER",0,0
45201000,"Asante (Akan)","Ghana",5655916.2202044,953.167461333333,24.7082211111111,1.40833304266667,294.595669444444,26.79368,217.208522222222,0.333333333333333,0.374555555555556,123.038127777778,-1.36111111111111,6.86111111111111,-1.25,7.25,0,1.00839517162684,1.02513149891164,"JUNIOR PARTNER",0,0
45202000,"Ewe","Ghana",1168674.9098939,757.970791666667,25.3496766666667,1.157324806,261.064808333333,27.10833,104.574724333333,0.333333333333333,0.706333333333333,105.707641666667,0.416666666666667,6.41666666666667,0.75,6.25,0,1.01694010050685,1.01765772147073,"JUNIOR PARTNER",0,0
45203000,"Ga-Adangbe","Ghana",5464590.7378359,1189.3879015,25.70509,14.8505286305,267.6249875,27.3125,127.7877785,1,0.333,102.109785,-0.5,5.75,-0.75,5.75,0,1.00094221032785,0.999242489339757,"JUNIOR PARTNER",0,0
45207000,"Other Akans","Ghana",178174.6012955,116.770032,28.15379,0.132897147,185.944425,28.30914,152.06695,0,0.733,91.82988,0.25,10.25,0.25,10.25,0,1.01991199525676,1.01991199525676,"JUNIOR PARTNER",0,0
46101000,"Ewe (and related groups)","Togo",3700517.1010978,1105.30815475,19.5504125,2.197756307,256.76885625,26.284655,189.3960175,0.25,0.67,95.073214375,1,6.75,1.25,6.75,0,1.00848403556029,1.04689450679765,"JUNIOR PARTNER",0,0
47101000,"Bamileke","Cameroon",2263726.8466423,2699.376555,7.076309,0.1756284414,280.577785,22.250224,1130.42301,0.4,0.316,180.11675,10.65,5.55,11.25,5.75,0,1.01023073524041,1.014618138546,"JUNIOR PARTNER",0,0
47102000,"Bassa/Duala","Cameroon",1853211.2947462,294.652478,19.800478,0.9900163382,302.98335,25.8925,147.4189714,0.2,0.3056,214.54077,10.35,4.05,10.75,4.25,0,0.989789578834967,1.00835512010657,"JUNIOR PARTNER",0,0
47103000,"Beti (and related peoples)","Cameroon",4429832.3269804,845.310602333333,14.88846,0.387124773166667,319.762348611111,24.2304311111111,559.663961111111,0.111111111111111,0.307111111111111,142.846858333333,11.5833333333333,3.30555555555556,12.25,2.75,0,1.00570796451216,1.01698571721595,"SENIOR PARTNER",0,0
47104000,"Fulani (and other northern Muslim peoples)","Cameroon",7783022.2427593,1807.70879719231,12.3063585961538,0.0580424451538462,192.540421955192,25.4135938461538,673.714914096154,0.134615384615385,0.502811830769231,110.233482082692,13.7788461538462,8.40384615384615,14.75,11.25,0,1.02574985698138,1.03445478455885,"JUNIOR PARTNER",0,0
47105000,"Northwestern Anglophones (Grassfielders)","Cameroon",1675284.2991459,4418.36250416667,10.1668086666667,0.0374738071666667,272.4537,23.166615,1078.7708,0.333333333333333,0.413,186.231841666667,10.25,6.33333333333333,9.75,6.25,0,1.01300306628132,1.01459362142058,"JUNIOR PARTNER",0,0
47106000,"Southwestern Anglophones (Bakweri etc.)","Cameroon",1468940.7260458,2102.669476,17.436582,0.1829787958,299.400695,25.278398,635.0754656,0.2,0.5808,237.457435,9.15,4.95,9.25,4.75,0,1.03427348417093,1.07048951199483,"JUNIOR PARTNER",0,0
47505000,"Tiv","Nigeria",4581961.7985919,710.847553666667,25.32859,0.399441792083333,222.541670833333,26.8072525,236.213972916667,0,0.399083333333333,137.89415125,9.125,7.54166666666667,9.25,7.75,0,1.00703785409511,1.01358298293113,"POWERLESS",0,0
48101000,"Eshira/Bapounou","Gabon",92425.2801754,769.026059,16.5032006666667,0.193563258666667,286.62699,25.5957366666667,250.568784866667,0.466666666666667,0.419533333333333,140.75019,10.75,-2.35,9.75,-2.25,0,1.02302034846143,1.03559532990534,"JUNIOR PARTNER",0,0
48103000,"Fang","Gabon",646681.4541157,489.429459458333,16.1069991666667,0.090712254625,334.7751,24.8945766666667,386.703888666667,0.416666666666667,0.356958333333333,152.585810416667,11.4791666666667,0.916666666666667,12.25,1.75,0,1.03262474774006,1.01810701851705,"JUNIOR PARTNER",0,0
48104000,"Mbede (Nzebi, Bateke, Obamba)","Gabon",398847.5387417,501.482490571429,14.4048415,0.113675568,318.154767857143,24.4932342857143,531.757439285714,1,0.247214285714286,149.344078571429,13.25,-1.57142857142857,13.25,-1.75,0,1.0116703186625,1.03454821324633,"SENIOR PARTNER",0,0
48105000,"Myene","Gabon",127595.2017388,289.290972,18.2082416666667,0.420644577833333,291.5320625,26.248235,60.5461693333333,1,0.446333333333333,157.703629166667,9.75,-1,9.75,-1.25,0,1.13040037584156,1.15733959711594,"JUNIOR PARTNER",0,0
48205020,"Baya","Central-African-Republic",968646.4337851,875.655292045455,15.0901990909091,0.0202777525454545,258.316917045455,24.1948645454545,742.0595,0.318181818181818,0.348863636363636,121.197029545455,15.6590909090909,5.59090909090909,15.25,5.75,0,1.0183510557612,1.02054419219149,"SENIOR PARTNER",0,0
48205070,"Sara","Central-African-Republic",64896.2095639,792.844675,21.07653,0.0033995,202.7777875,26.302565,427.2925,0,0.455,109.801375,18,7.25,18.25,7.25,0,1.02738646408481,1.02332404044154,"JUNIOR PARTNER",0,0
48205090,"Goula","Central-African-Republic",13721.8029933,285.475394333333,18.9313066666667,0.017314822,167.499991666667,26.3912933333333,514.65565,0,0.638,71.9941583333333,22.25,9.58333333333333,22.75,9.25,0,0.987619272349099,0.988228618594743,"IRRELEVANT",1,0
48206040,"Mbaka","Central-African-Republic",264015.1290438,360.675493333333,19.04835,0.022422357,294.388883333333,25.06699,458.306208333333,0.666666666666667,0.319666666666667,129.2392,18.0833333333333,4.08333333333333,18.25,4.25,0,1.03506387471999,1.05165354866775,"JUNIOR PARTNER",0,0
48301000,"Arabs","Chad",527566.3331521,381.259973074074,19.7185462962963,0.00892537603703704,57.0154318518519,29.17091,347.047666666667,0,0.011,30.2560847222222,19.1944444444444,14.4722222222222,19.75,15.25,0,1.02646344873679,1.01820756530247,"JUNIOR PARTNER",1,0
48302200,"Zaghawa, Bideyat","Chad",432589.4269026,1990.04589768,3.9670512,0.0107392224,34.1911116,25.8481092,817.314244,0,0.01812,19.0958602,22.55,16.41,23.25,15.75,0,1.01373580554065,1.00866430120306,"SENIOR PARTNER",1,0
48304000,"Sara","Chad",2816815.9191241,333.8748388,23.240408,0.064248953,168.72111,27.182116,406.860102,0.16,0.69348,92.2539124,17.51,8.79,19.25,9.25,0,1.05044462922387,1.07492758879381,"JUNIOR PARTNER",0,0
48306000,"Toubou","Chad",954940.6086125,1629.00143615668,1.41932322580645,0.00398607242857143,17.1296722524424,26.225492718894,569.712341589862,0,0.00366359447004608,8.72842232949309,18.3997695852535,18.3905529953917,15.75,20.75,0,1.02416235835863,1.00799116060378,"POWERLESS",0,0
48405000,"Lari/Bakongo","Congo",6977850.1273318,989.041425,13.240238,3.1574818842,272.027775,24.56654,428.49545,0,0.2988,112.35135,14.75,-4.25,14.25,-4.25,0,1.00036793305424,1.00277093949045,"POWERLESS",0,0
48406050,"Kouyou","Congo",45954.1915135,245.917462333333,19.1844133333333,0.0357309976666667,350.092583333333,25.3854166666667,390.072966666667,0,0.274333333333333,136.422116666667,15.75,-0.75,16.25,-0.75,0,0.974982001514453,0.974530128852624,"JUNIOR PARTNER",0,0
48406070,"Mbochi (proper)","Congo",28001.8893776,196.9986,18.29599,0.2533014125,333.5139125,25.21282,412.2154125,0,0.33,143.578875,15.5,-1.25,15.75,-1.25,0,0.999634545592941,1.00523058943107,"SENIOR PARTNER",0,0
48410000,"Vili","Angola",79608.1505385,488.4026185,14.3073,8.336337359,250.25695,25.18149,74.8926335,0,0.426,99.6265975,12,-4.5,12.25,-4.75,0,0.959164827435138,0.97758959457994,"POWERLESS",0,0
49001000,"Azande-Mangbetu cluster","Democratic-Republic-of-the-Congo",71648.2091784,683.68979375,14.9979325,0.0033995,364.58334375,24.4421475,649.84785625,0,0.257,150.531,27,0.375,26.25,0.25,0,1.0319448637742,1.03139470757628,"IRRELEVANT",0,0
49002000,"Mbandja","Democratic-Republic-of-the-Congo",201761.4647496,295.011120333333,18.6415233333333,0.0033995,288.74075,25.1670933333333,478.863983333333,0,0.254666666666667,136.653166666667,20.5833333333333,3.75,20.75,3.25,0,1.07676562396984,1.07896940304922,"POWERLESS",0,0
49003000,"Bakongo","Democratic-Republic-of-the-Congo",6942930.26964,2459.28734856364,12.6656186181818,0.165223250563636,268.330441363636,24.271014,598.283355727273,0.145454545454545,0.306618181818182,119.888511863636,16.6590909090909,-5.82272727272727,19.75,-6.25,0,1.03086952737475,1.05214580474146,"POWERLESS",0,0
49005000,"Luba Kasai","Democratic-Republic-of-the-Congo",11796887.9751961,1773.49153014516,12.5110373540323,0.00892660803225807,267.423460349516,24.1387867741935,799.021483604839,0.0645161290322581,0.315755760483871,114.490995026613,25.2862903225806,-6.22983870967742,22.25,-9.75,0,1.02565673580406,1.03845842187081,"POWERLESS",0,0
49006000,"Ngbaka","Democratic-Republic-of-the-Congo",965934.9847174,317.528646166667,17.715425,0.018718451,297.97685,24.9286066666667,474.671791666667,0.333333333333333,0.255,135.907091666667,19.75,3.5,19.25,3.75,0,1.08149405379177,1.09039523127656,"POWERLESS",0,0
49007000,"Luba Shaba","Democratic-Republic-of-the-Congo",4053197.3885602,1250.9924175,11.1293137777778,0.0115237838055556,226.415895138889,24.073585,873.82636875,0.111111111111111,0.370694444444444,109.195766527778,25.2916666666667,-8.22222222222222,25.25,-6.75,0,1.05567093395185,1.05168753474083,"SENIOR PARTNER",0,0
49008000,"Ngbandi","Democratic-Republic-of-the-Congo",223084.6485863,146.6272985,19.475015,0.0033995,308.6388875,25.36755,444.8067875,0,0.245,135.72525,20,2.75,19.75,2.75,0,1.07290137804488,1.07261654179228,"POWERLESS",0,0
49009000,"Lulua","Democratic-Republic-of-the-Congo",3856573.0732311,1482.87458673333,12.1912838,0.0150215305333333,290.262956666667,23.89377,697.936333333333,0.533333333333333,0.299866666666667,128.008066666667,22.4833333333333,-6.31666666666667,22.75,-5.25,0,1.03550031478489,1.05677572209578,"POWERLESS",0,0
49010000,"Other Kivu groups","Democratic-Republic-of-the-Congo",6444951.0297917,2674.5790652381,5.86670211497143,0.0471729960952381,319.313491666667,21.4456580952381,1241.035425,0.571428571428571,0.450190476190476,125.636146428571,28.6309523809524,-0.607142857142857,29.25,0.75,0,1.04756628963416,1.09875485533946,"JUNIOR PARTNER",0,0
49011000,"Lunda-Yeke","Democratic-Republic-of-the-Congo",7707954.6211518,2542.62737586207,5.06672305172414,0.209605193275862,198.237544827586,21.6620965517241,1221.75021681034,0.0862068965517241,0.380560344827586,98.1617489655172,27.3706896551724,-10.5431034482759,27.25,-10.25,0,1.03718555373099,1.11806183639399,"SENIOR PARTNER",0,0
49012000,"Tetela-Kusu","Democratic-Republic-of-the-Congo",5712110.7779994,143.70984339726,18.8070685616438,0.00837662969863014,350.977169178082,25.3132649315069,451.485084589041,0.0136986301369863,0.29127397260274,152.781534006849,22.027397260274,-1.35958904109589,23.25,1.25,0,1.01981563899675,1.03278100251007,"POWERLESS",0,0
50002000,"Baganda","Uganda",9073122.2532472,1044.77081215385,6.63616346153846,0.774718322692308,319.493588461538,22.3466838461538,1176.55503846154,0.0769230769230769,0.440923076923077,101.755508846154,31.9807692307692,0.442307692307692,32.25,0.75,0,1.00835871793029,1.08286041081166,"JUNIOR PARTNER",1,0
50004000,"Basoga","Uganda",3353249.3609557,1567.8377,11.0202633333333,0.158502441,302.888866666667,23.62206,1077.82508333333,0,0.329666666666667,111.543433333333,33.4166666666667,0.916666666666667,33.75,0.75,0,1.07591815428582,1.11535870056877,"JUNIOR PARTNER",1,0
50007000,"Karamojong","Uganda",1659625.9822368,3988.636615,10.0977959,0.0044855848,229.90279,23.622388,1246.9204475,0,0.5208,77.7011245,34.2,2.85,34.25,3.75,0,0.982774732475509,0.985395835442219,"IRRELEVANT",1,0
50009111,NA,"Uganda",2276945.2749901,2381.8602962,15.23941,0.0125286646,281.15557,25.133398,828.29,0,0.7462,96.909795,31.45,3.15,31.25,3.75,0,1.00040823498939,0.996656979804067,NA,NA,NA
50009112,NA,"Uganda",906042.5039728,666.2404,16.67569,0.0033995,279.777775,25.61907,819.7928,0,0.84,104.7453,31.25,3.25,31.25,3.25,0,0.979909968282827,0.979909968282827,NA,NA,NA
50009120,"Langi/Acholi","Uganda",4403594.9700361,1813.36335035714,11.5990618571429,0.0217687057857143,279.285707142857,23.9336078571429,1049.41656607143,0,0.458285714285714,104.510925,32.6785714285714,2.75,33.25,3.75,0,1.00836773871713,1.00843934768243,"POWERLESS",1,0
50009200,NA,"Uganda",2517007.0962475,1184.25455,6.757544,0.1005245775,291.31945,22.435095,1231.573625,0.5,0.362,109.4333625,34,0.5,33.75,0.25,0,1.06892992795652,1.08311937865646,NA,NA,NA
50011030,"Banyarwanda","Uganda",1826464.965975,7560.8363875,2.080643,0.0952073695,301.541675,19.03574,1669.34075,0,0.845,108.1963,29.75,-1,29.75,-1.25,0,0.996294642418071,0.991209569776487,"DISCRIMINATED",1,0
50011090,"South-Westerners (Ankole, Banyoro, Toro)","Uganda",5714028.0509134,2643.29598475,7.49663106666667,0.0672777840833333,316.153549305833,22.3820108333333,1177.48473475,0,0.542166666666667,91.7903298583333,30.9583333333333,0.666666666666667,31.75,1.75,0,1.02471024538434,1.03000330208299,"SENIOR PARTNER",0,0
50101000,"Kalenjin-Masai-Turkana-Samburu","Kenya",7829432.7158349,2618.19025897436,14.2976368102564,0.067552124948718,173.038462948718,23.46492,1203.35087884615,0,0.431102564102564,62.82601,35.9166666666667,0.980769230769231,35.75,-1.75,0,1.04272035445116,1.02942284456032,"JUNIOR PARTNER",0,0
50102000,"Kamba","Kenya",2388999.1863236,1175.92669090909,11.537176,0.0480984473636364,158.611109090909,23.9377627272727,866.325934090909,0,0.533,60.0010518181818,38.1136363636364,-1.38636363636364,38.75,-1.25,0,1.07872065054835,1.05246299731524,"JUNIOR PARTNER",0,0
50103000,"Kikuyu-Meru-Emb","Kenya",13260811.5217406,2137.04086071429,1.14718125,1.54156301114286,235.771826785714,17.6898235714286,1851.26594285714,0.0714285714285714,0.765071428571429,90.7999485714286,36.9285714285714,-0.321428571428571,37.25,0.25,0,1.00249628856897,1.01974011414549,"SENIOR PARTNER",1,0
50104000,"Kisii","Kenya",2269231.5104027,972.003325,0.5884192,0.381334501,314.305575,19.64872,1699.44025,1,0.409,131.9965,34.75,-0.75,34.75,-0.75,0,1.05195344399867,1.05195344399867,"JUNIOR PARTNER",0,0
50107000,"Mijikenda","Kenya",1640467.4437044,488.5446024,23.72523,0.7383019654,182.438895,26.078524,163.081562,0,0.5602,88.2505915,39.55,-3.55,39.75,-3.25,0,1.00126729056305,1.00738437024344,"JUNIOR PARTNER",0,0
50108000,"Somali","Kenya",83455.4810201,4420.244525,8.97734,0.0033995,177.083325,22.9128166666667,1216.435525,0,0.307333333333333,61.1584716666667,37.0833333333333,1.58333333333333,37.25,1.25,0,0.985022807401989,0.987879722833732,"DISCRIMINATED",1,0
51001010,"Others Mainland (Christians and traditional religions)","United-Republic-of-Tanzania",879849.4219424,19.502056,22.54563,2.754744198,245.6155,26.0524,12.952564,1,0.5749472,103.014805,39.25,-6.25,39.25,-6.25,0,0.999982740311096,0.999982740311096,"SENIOR PARTNER",0,0
51004000,"Maasai","United-Republic-of-Tanzania",1501725.1787316,2239.71446914286,4.75857778095238,0.0234991114761905,187.500004761905,21.4722295238095,1268.73168928571,0,0.837428571428571,63.554394047619,36.5595238095238,-3.8452380952381,36.75,-5.25,0,1.03912053324055,1.04505033965953,"POWERLESS",0,0
51602000,"Tutsi","Burundi",10488382.1220875,4419.3808825,1.79853641,0.2291917306,264.008325,20.542132,1528.79649,0,0.5213,93.4090745,29.85,-3.4,29.75,-3.25,0,1.01451800677448,1.03609245327338,"JUNIOR PARTNER",0,0
51702000,"Tutsi","Rwanda",13481123.3531105,7119.16075,0.67900334372,0.5480932304,296.900005,19.313654,1640.12415,0.2,0.4794,88.51253,30,-2,30.25,-1.75,0,1.01274233548255,1.03056544157616,"DOMINANT",1,0
52201000,"Isaas (Somali)","Djibouti",101887.6403115,7591.08625,15.08689,0.107906366,28.0798625,26.86074,635.18965,1,0.026,16.78108,42.75,11.25,42.75,11.25,0,1.00834242260922,1.00834242260922,"SENIOR PARTNER",0,0
52202000,"Afar","Djibouti",378829.8638969,5534.04362916667,14.9744468333333,0.0868698993333333,24.4537033333333,27.9549133333333,443.155185333333,0.333333333333333,0.0155,15.8071333333333,42.5833333333333,11.9166666666667,42.75,12.25,0,1.00594230940861,1.0216633814089,"JUNIOR PARTNER",0,0
53001000,"Afar","Ethiopia",1574035.400364,3425.32996458333,14.05401225,0.0365752959583333,77.0798615625,27.5708733333333,539.94155375,0,0.0826666666666667,43.5904952083333,41.0416666666667,11.5625,40.25,9.25,0,1.03320857256165,1.04193198254047,"DISCRIMINATED",1,0
53002000,"Amhara","Ethiopia",23549366.172093,8461.65748576786,3.28362922146429,0.0606477513035714,170.688988303571,19.7401817857143,1854.20314196429,0,0.782875,98.5079947321429,38.375,11.375,35.75,10.25,0,1.03754139041495,1.04185124711265,"JUNIOR PARTNER",0,0
53003000,"Beni-Shugal-Gumez","Ethiopia",1603226.0521401,4209.42666833333,7.34593406666667,0.0230008946,189.6,23.9654273333333,995.874651666667,0,0.742733333333333,114.677652666667,35.1166666666667,10.3833333333333,34.75,8.25,0,1.00615830073462,1.00416689455304,"POWERLESS",0,0
53005000,"Harari","Ethiopia",835384.5242805,4837.07925,2.161705,0.678502086,128.66665,20.18894,1727.4935,0,0.59,62.14617,42.25,9.25,42.25,9.25,0,0.954409112873413,0.954409112873413,"POWERLESS",0,0
53007000,"Other Southern Nations","Ethiopia",22074247.2284117,4039.11003456098,2.32908256097561,0.0843459307560976,241.786584756098,20.0008721951219,1508.1338695122,0.170731707317073,0.868219512195122,111.102567926829,36.8475609756098,6.53048780487805,36.25,6.75,0,1.04023018412662,1.03489215577588,"JUNIOR PARTNER",0,0
53008000,"Somali (Ogaden)","Ethiopia",5572916.8742981,1390.5636022043,8.64623182795699,0.0146096823763441,67.4659502688172,25.6446176344086,730.55975188172,0,0.0970645161290323,32.4568652150538,43.244623655914,6.66397849462366,39.25,4.25,0,1.02226499504454,1.02466650491006,"DISCRIMINATED",1,0
53009000,"Tigry","Ethiopia",536878.6508778,15071.64875,5.9036705,0.0571318195,114.88888875,23.0133,1583.294025,0,0.4455,69.3039975,38.5,13.5,39.25,12.75,0,0.992826119014306,0.999716643025585,"SENIOR PARTNER",1,0
53010000,NA,"Ethiopia",4567581.0658575,9005.07558,6.01408508666667,0.173783225866667,110.003699666667,23.1059193333333,1504.07486666667,0,0.3432,63.4582833333333,38.3833333333333,13.75,36.75,13.75,0,0.999686504759987,1.00702963347632,NA,NA,NA
53011000,NA,"Ethiopia",817816.853438,12480.11354375,4.412514,0.10355160325,83.222223125,24.8020825,1007.50911075,0,0.06875,50.15533125,40,14,39.75,13.75,0,1.01775325691089,1.04486668468433,NA,NA,NA
53012000,"Anuak","Ethiopia",107407.2568536,942.7921215,15.8976516666667,0.00408555083333333,221.6620375,27.2116983333333,544.875445833333,0,0.943833333333333,109.311490833333,34.4166666666667,7.41666666666667,34.25,7.25,0,1.01634646139166,1.0151851043909,"DISCRIMINATED",1,0
53101000,"Christians","Eritrea",1960845.6764812,8906.69645,3.56250396,0.437999868,90.605551,21.108142,1645.82111,1,0.1078,52.199648,38.85,14.95,38.25,14.75,0,0.998476041583951,1.01445960748485,"SENIOR PARTNER",0,0
53102100,"Other Muslims","Eritrea",2326797.1302285,6193.2271952381,5.81909580952381,0.0529101159047619,39.6428566666667,26.337889047619,813.037597857143,0,0.0459047619047619,33.7308323809524,37.9404761904762,16.1309523809524,38.25,16.25,0,1.03064417702995,1.0449921854266,"JUNIOR PARTNER",0,0
53102200,"Kunama","Eritrea",310667.3011056,4102.44508333333,10.7592026666667,0.047967892,59.0185191666667,27.28061,901.948516666667,0,0.106333333333333,45.75508,37.25,14.9166666666667,37.25,14.75,0,1.03105504719175,1.04076552718824,"DISCRIMINATED",1,0
53102300,"Saho","Eritrea",317194.6470207,9084.82920833333,7.81692933333333,0.0033995,55.5173616666667,27.2066233333333,470.762781333333,0,0.0206666666666667,46.3568083333333,40.25,14.5833333333333,40.75,14.25,0,1.12944306916212,1.1152739803164,"DISCRIMINATED",1,0
