"wbcode","ethn_NAME","ID","country","rownumber","x","y","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code","urban","P_stat","P_opt","util_stat","util_opt","inflows_stat","outflows_stat","inflows_opt","outflows_opt","I_change","zeta","biomes7_9","distc","harbor25","river25","lake25","biomes1","biomes4","biomes5","biomes6","biomes8","biomes10","biomes11","biomes12","biomes13","biomes14","biomes2_3","years_in_power","polity","ethn_ID","group","region_n","region_s","region_w","region_e","region_c","mean_elev","mean_suit","cluster","split5pc","split10pc","island","lnkm2split","petroleum","city1400","malariasuit","capital","capdistance1","diamondd","borderdist1","seadist1","coastal","fneigh","lnpop60","ndis","etwar","ewar_hist","war","dis","pw","aut","sds","lakedum","riverdum","ex"
"AGO","AMBO",25146,"Angola",212,17.75,-17.25,2,17,4144.9968203,0.0033995,900,2942.32,1.40875119644,0.551920848916,0,860.101825,1162.89725,0.281,23.19022,49.197635,117.1111,8.554345,604.83635,0,0,24,0,26.9502504839846,27.5968251064033,0.0603946019904067,0.0594475435039935,10.8877273078775,10.3317191359746,11.0813548343,10.6828192412989,14.743558461101,0.984318822292038,1,0.50672702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21,"Ovimbundu-Ovambo",0,0,0,0,1,1.10793519020081,0.304095238447189,"Southwestern Bantu",1,1,0,3.66699814796448,0,0,0.838037073612213,0,0.949551820755005,0,0.0626648589968681,0.462165713310242,0,0.142857149243355,11.4001531600952,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","AMBO",24980,"Angola",194,17.25,-16.25,2,17,47754.1311821,0.0033995,900,2957.436,16.14713934033,3.166688868943,0,496.86565,1198.16675,0.507,22.72211,54.403605,116.555575,7.288439,522.7218,0,0,24,0,50.563758032909,46.9302280564794,0.0397021261189802,0.0417258204044481,10.6124696593293,0.540107138268928,11.9506776795823,0,-6.55509374425887,1.05097193735679,1,0.5120346325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21,"Ovimbundu-Ovambo",0,0,0,0,1,1.10793519020081,0.304095238447189,"Southwestern Bantu",1,1,0,3.66699814796448,0,0,0.838037073612213,0,0.949551820755005,0,0.0626648589968681,0.462165713310242,0,0.142857149243355,11.4001531600952,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","AMBO",24634,"Angola",147,16.25,-17.25,2,17,64607.4637017,0.097983271,900,2942.32,21.95800038803,34.037790595283,131.034852,634.8996,1109.00675,0.252,23.01426,42.582245,106.277775,8.055444,470.43347,86.655195,4980.74921,24,0,22.9867515449405,22.3016629357467,0.0671513775724012,0.0685196541858991,10.8312241790378,24.8881760787437,33.6052629167063,43.8498008174349,150.938911667385,1.02037600214564,1,0.3840726025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21,"Ovimbundu-Ovambo",0,0,0,0,1,1.10793519020081,0.304095238447189,"Southwestern Bantu",1,1,0,3.66699814796448,0,0,0.838037073612213,0,0.949551820755005,0,0.0626648589968681,0.462165713310242,0,0.142857149243355,11.4001531600952,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","AMBO",24979,"Angola",193,17.25,-16.75,2,17,23525.1779798,0.0033995,900,2949.988,7.97466904265,5.285911238664,0,181.510525,1170.85525,0.354,23.12003,48.35451,114.333325,8.189941,539.14482,0,0,24,0,46.9100224734995,39.2315253112206,0.0417378012700752,0.0470200621047181,7.00697922365433,2.56121436821865,10.2911230116875,2.94395016366478,17.71825,1.12655819602146,1,0.4892012475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21,"Ovimbundu-Ovambo",0,0,0,0,1,1.10793519020081,0.304095238447189,"Southwestern Bantu",1,1,0,3.66699814796448,0,0,0.838037073612213,0,0.949551820755005,0,0.0626648589968681,0.462165713310242,0,0.142857149243355,11.4001531600952,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","AMBO",24636,"Angola",149,16.25,-16.25,2,17,46459.689265,0.0033995,900,2957.436,15.70944874716,3.94338611562,0,1437.33755,1172.66375,0.212,22.33686,52.999665,109.888925,6.3164,427.8358,0,0,24,0,46.7985249263363,42.4484077211643,0.0418040685514207,0.0446134413584856,14.3157655169873,2.68876020092403,15.6027153486853,1.0623720281754,-7.09986092555236,1.06720333461345,1,0.425880125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21,"Ovimbundu-Ovambo",0,0,0,0,1,1.10793519020081,0.304095238447189,"Southwestern Bantu",1,1,0,3.66699814796448,0,0,0.838037073612213,0,0.949551820755005,0,0.0626648589968681,0.462165713310242,0,0.142857149243355,11.4001531600952,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",25506,"Angola",268,18.75,-8.25,2,17,7334.6739221,0.0033995,900,3046.271,2.4077548984,0.00074411015,0,3014.396525,1113.20875,0.111,21.74375,133.71965,247.7778,4.460824,567.42917,0,0,24,0,30.1107052199533,30.2192790653593,0.0560909388664412,0.0559565067706774,4.9654010070894,2.83094738000334,3.02078792349304,0.93040997556131,-21.1421661586999,0.99760331885184,1,0.5450255425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26192,"Angola",351,20.75,-8.75,2,17,30950.4410691,0.024371958,900,3042.405,10.17301807915,4.001626419423,32.922327,3544.897,895.994725,0.468,22.71234,117.42965,235.333325,7.32956,771.72085,19.6401025,785.6041,24,0,22.5609169231875,20.567264956137,0.0679937243099685,0.0723195362086639,32.4324338891817,17.6204607398859,32.3013789891867,11.2087085195026,-20.1426898337511,1.06362075239437,1,0.7207103525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26017,"Angola",332,20.25,-7.25,2,17,51487.934598,0.0033995,900,3053.325,16.86290669942,0.004583015962,0,2951.15325,770.540275,0.084,23.54615,124.55755,280.916675,9.907938,730.0078,0,0,24,0,51.8143337124707,53.9333789899262,0.0390607024312205,0.0380307515105302,10.9944336460099,0.256030153296268,10.2375158130799,0.402885424402867,-11.527293715584,0.973632043035993,1,0.710118575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26553,"Angola",391,21.75,-9.75,2,17,8539.0146357,0.0033995,900,3033.993,2.81444770496,3.708709529206,0,3512.7235,1049.48375,0.417,23.03526,117.95205,226.4722,7.685144,847.21663,0,0,24,0,30.4426338318689,29.475085700067,0.0556824725420883,0.0568944552108072,7.38565747804188,4.41769552864951,5.63927762640046,2.31127177629832,-6.82300735801649,1.02176596356785,1,0.80089994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",25669,"Angola",281,19.25,-11.75,2,17,27495.9869082,0.0033995,900,3014.466,9.12134583976,1.226393250606,0,3872.817875,1362.96325,0.103,20.57901,100.7642,215.0278,2.741846,569.84198,0,0,24,0,30.9635062060765,26.3438283009276,0.0550562430234758,0.0613179183488271,23.3353427184081,7.87639330260019,28.4074601044375,6.73797612732206,-8.25535113404142,1.11373233954016,1,0.54908417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26010,"Angola",325,20.25,-10.75,2,17,5354.9649152,0.0033995,900,3024.68,1.77042362009,0.000711345512,0,1545.32435,1215.28025,0.249,21.74279,107.6823,223.6389,4.361847,679.78112,0,0,24,0,24.9822582990674,23.5515496864293,0.063526100596776,0.0660734526945335,8.6354538488544,6.38172647593623,5.46777430750553,2.64187616139462,-45.7139660687037,1.0400992989311,1,0.6452955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",25325,"Angola",240,18.25,-12.75,2,17,27286.2814381,0.0033995,900,3003.355,9.08526678934,5.254701477817,0,3522.384,1438.30325,0.08,20.48157,106.86635,204.361125,2.779235,475.44015,0,0,24,0,41.4705935035473,40.3704156758157,0.0453119925597772,0.0461315287360498,11.7779478480839,4.56829922314057,10.7967604315413,3.11697180733431,-29.3980964300182,1.01808651815944,1,0.4658579475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",25323,"Angola",238,18.25,-13.75,2,17,3411.0285478,0.0033995,900,2991.349,1.14029775456,1.763663737668,0,1049.4812,1447.1565,0.307,20.0133,82.023425,167.05555,2.412788,500.8998,0,0,24,0,30.8331439682857,27.7133867076138,0.0552113187210574,0.059280736816269,7.32384127458175,8.09348179530803,6.73954093754185,7.02834971444452,-23.6612784912673,1.07370622889432,1,0.4959753175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26187,"Angola",346,20.75,-11.25,2,17,9346.156858,0.017078353,900,3019.686,3.09507573238,2.961622103384,21.9188,1250.66775,1143.7395,0.419,22.15465,107.38225,208.861125,5.788059,722.1934,13.0758525,523.0341,24,0,21.7393521576763,21.1599627452701,0.069696172564683,0.0709626886415554,5.56898614918373,9.15028819377211,4.1921744264036,7.20895541084975,-14.6521731534937,1.01817196024211,1,0.697433325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26011,"Angola",326,20.25,-10.25,2,17,46326.6147562,0.0033995,900,3029.449,15.29209264001,4.650564407145,0,2397.898,1142.5205,0.175,21.72276,112.32055,230.77775,4.025774,690.3135,0,0,24,0,28.900402981709,25.4863050213388,0.057646205890164,0.0626857380089199,34.1784786532745,1.58408410172687,42.0986539764616,0.682688066039328,0.43260836285761,1.08742174859449,1,0.6465411625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26013,"Angola",328,20.25,-9.25,2,17,36639.7611737,0.782189466,900,3038.312,12.05924907439,4.386687324856,1153.704507,2699.61805,998.82975,0.238,22.46555,109.87105,232.3611,5.640683,719.8099,703.20537,28128.21381,24,0,5.67597802076035,6.13145823112153,0.170613289920268,0.162055637947263,1.4311171547732,265.003275443656,1.96473194888332,318.728576768723,114.967744648609,0.94984182078076,1,0.6602427075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26014,"Angola",329,20.25,-8.75,2,17,21608.5855609,0.110484217,900,3042.405,7.10246846192,0.192194460034,162.83581,888.0369,967.7036,0.103,22.63301,113.83365,237.500025,7.088125,720.78595,97.141125,3885.64514,24,0,13.4387473086399,13.1957239177103,0.0960433873918698,0.0972190069151182,12.0046596562226,49.9010600846567,9.28245809458545,45.2509583288481,-12.9824350725376,1.01224050457999,1,0.67243856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",25671,"Angola",283,19.25,-10.75,2,17,7392.1020494,0.0033995,900,3024.68,2.44392863027,0.000981954203,0,2894.4055,1294.97425,0.327,21.2718,110.1958,225.027775,3.438664,582.3362,0,0,24,0,28.9856843544522,28.3971897958793,0.0575330796683698,0.0583252243695492,7.29328827564569,4.74084341861313,5.80529247557979,3.05227353268009,-24.9664975514224,1.01376850858229,1,0.5447496175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",25835,"Angola",301,19.75,-11.75,2,17,28689.8178349,0.616911316,900,3014.466,9.51737980621,0.118456094425,700.739373,2423.058725,1336.7125,0.101,21.20545,97.446695,215.638875,3.941828,619.59078,553.690425,22147.61658,24,0,6.91806482572338,8.19861663486893,0.149526066729577,0.133519984920715,1.37721154298746,308.733242794801,2.22813747029046,370.787809407628,219.55141508294,0.89295457200911,1,0.599075955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",25843,"Angola",309,19.75,-7.75,2,17,9800.5070209,0.0033995,900,3049.911,3.21337475779,3.459590379886,0,2706.444,961.95805,0.099,23.1117,124.3957,268.22225,8.375937,672.84587,0,0,24,0,38.8260114404341,39.5705170925601,0.047346891959266,0.0467511369704682,9.73913738709401,8.31708332697832,7.4716309445604,6.1864315551515,-17.9510174684521,0.987417231329348,1,0.653746905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26739,"Angola",403,22.25,-10.75,2,17,62265.4370451,0.056720203,900,3024.68,20.58579322279,6.37058505627,78.00564,1812.08475,1065.38025,0.382,22.93446,113.48945,201.527775,7.885577,876.17917,48.753525,1950.14099,24,0,27.9126779573803,27.8638998289935,0.0589982311298252,0.0590670653398518,4.53913977268992,4.44775055353129,2.86286642476711,2.51739575740222,-28.9844548693539,1.00116671650503,1,0.8457935475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
"AGO","CHOKWE",26371,"Angola",372,21.25,-8.75,2,17,49503.8986783,0.0033995,900,3042.405,16.27130466795,2.690576799596,0,3319.39875,947.421025,0.297,23.94022,121.8455,234.94445,10.14251,822.60082,0,0,24,0,38.9976655147594,33.7098474326277,0.0472078535366082,0.052023807767922,23.233983233982,3.77110920059364,29.3165864700524,3.03845587464916,26.5729735084801,1.10201595434919,1,0.7692741475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,152,"Lunda-Chokwe",0,0,0,0,1,1.08986306190491,0.231499999761581,"Central Bantu - Lunda",1,1,0,5.18838977813721,0,0,0.700895071029663,0,0.761657953262329,1,0.187563836574554,0.652998268604279,0,0.200000002980232,12.5938673019409,28,0,0,1,1,1,0,0.516397774219513,0,1,1
