"","ID","x","y","tribeid","tribename"
"1938",21541,2.25,30.25,146,"CHAAMBA"
"1939",21542,2.25,30.75,146,"CHAAMBA"
"1940",21543,2.25,31.25,146,"CHAAMBA"
"1941",21544,2.25,31.75,700,"SIDI"
"1942",21545,2.25,32.25,700,"SIDI"
"1943",21546,2.25,32.75,700,"SIDI"
"1944",21547,2.25,33.25,700,"SIDI"
"1945",21548,2.25,33.75,700,"SIDI"
"1946",21549,2.25,34.25,271,"HAMYAN"
"1947",21550,2.25,34.75,271,"HAMYAN"
"1948",21551,2.25,35.25,271,"HAMYAN"
"1949",21552,2.25,35.75,17,"ALGERIANS"
"1950",21553,2.25,36.25,17,"ALGERIANS"
"1951",21573,2.75,6.75,257,"GUN"
"1952",21574,2.75,7.25,216,"FON"
"1953",21575,2.75,7.75,196,"EGBA"
"1954",21576,2.75,8.25,196,"EGBA"
"1955",21577,2.75,8.75,196,"EGBA"
"1956",21578,2.75,9.25,75,"BARGU"
"1957",21579,2.75,9.75,75,"BARGU"
"1958",21580,2.75,10.25,75,"BARGU"
"1959",21581,2.75,10.75,75,"BARGU"
"1960",21582,2.75,11.25,75,"BARGU"
"1961",21583,2.75,11.75,75,"BARGU"
"1962",21584,2.75,12.25,75,"BARGU"
"1963",21585,2.75,12.75,828,"ZERMA"
"1964",21586,2.75,13.25,828,"ZERMA"
"1965",21587,2.75,13.75,828,"ZERMA"
"1966",21588,2.75,14.25,828,"ZERMA"
"1967",21589,2.75,14.75,43,"AULLIMINDEN"
"1968",21590,2.75,15.25,43,"AULLIMINDEN"
"1969",21591,2.75,15.75,43,"AULLIMINDEN"
"1970",21592,2.75,16.25,43,"AULLIMINDEN"
"1971",21593,2.75,16.75,43,"AULLIMINDEN"
"1972",21594,2.75,17.25,43,"AULLIMINDEN"
"1973",21595,2.75,17.75,43,"AULLIMINDEN"
"1974",21596,2.75,18.25,43,"AULLIMINDEN"
"1975",21597,2.75,18.75,43,"AULLIMINDEN"
"1976",21598,2.75,19.25,43,"AULLIMINDEN"
"1977",21599,2.75,19.75,292,"IFORA"
"1978",21600,2.75,20.25,292,"IFORA"
"1979",21601,2.75,20.75,292,"IFORA"
"1980",21602,2.75,21.25,292,"IFORA"
"1981",21603,2.75,21.75,292,"IFORA"
"1982",21604,2.75,22.25,12,"AHAGGAREN"
"1983",21605,2.75,22.75,12,"AHAGGAREN"
"1984",21606,2.75,23.25,12,"AHAGGAREN"
"1985",21607,2.75,23.75,12,"AHAGGAREN"
"1986",21608,2.75,24.25,12,"AHAGGAREN"
"1987",21609,2.75,24.75,12,"AHAGGAREN"
"1988",21610,2.75,25.25,12,"AHAGGAREN"
"1989",21611,2.75,25.75,12,"AHAGGAREN"
"1990",21612,2.75,26.25,12,"AHAGGAREN"
"1991",21613,2.75,26.75,12,"AHAGGAREN"
"1992",21614,2.75,27.25,12,"AHAGGAREN"
"1993",21615,2.75,27.75,775,"TUAT"
"1994",21616,2.75,28.25,775,"TUAT"
"1995",21617,2.75,28.75,775,"TUAT"
"1996",21618,2.75,29.25,775,"TUAT"
"1997",21619,2.75,29.75,146,"CHAAMBA"
"1998",21620,2.75,30.25,146,"CHAAMBA"
"1999",21621,2.75,30.75,146,"CHAAMBA"
"2000",21622,2.75,31.25,146,"CHAAMBA"
"2001",21623,2.75,31.75,146,"CHAAMBA"
"2002",21624,2.75,32.25,559,"MZAB"
"2003",21625,2.75,32.75,559,"MZAB"
"2004",21626,2.75,33.25,700,"SIDI"
"2005",21627,2.75,33.75,426,"LAGUAT"
"2006",21628,2.75,34.25,271,"HAMYAN"
"2007",21629,2.75,34.75,271,"HAMYAN"
"2008",21630,2.75,35.25,271,"HAMYAN"
"2009",21631,2.75,35.75,271,"HAMYAN"
"2010",21632,2.75,36.25,17,"ALGERIANS"
"2011",21653,3.25,6.75,196,"EGBA"
"2012",21654,3.25,7.25,196,"EGBA"
"2013",21655,3.25,7.75,822,"YORUBA"
"2014",21656,3.25,8.25,822,"YORUBA"
"2015",21657,3.25,8.75,822,"YORUBA"
"2016",21658,3.25,9.25,75,"BARGU"
"2017",21659,3.25,9.75,75,"BARGU"
"2018",21660,3.25,10.25,75,"BARGU"
"2019",21661,3.25,10.75,75,"BARGU"
"2020",21662,3.25,11.25,75,"BARGU"
"2021",21663,3.25,11.75,171,"DENDI"
"2022",21664,3.25,12.25,171,"DENDI"
"2023",21665,3.25,12.75,828,"ZERMA"
"2024",21666,3.25,13.25,828,"ZERMA"
"2025",21667,3.25,13.75,828,"ZERMA"
"2026",21668,3.25,14.25,828,"ZERMA"
"2027",21669,3.25,14.75,43,"AULLIMINDEN"
"2028",21670,3.25,15.25,43,"AULLIMINDEN"
"2029",21671,3.25,15.75,43,"AULLIMINDEN"
"2030",21672,3.25,16.25,43,"AULLIMINDEN"
"2031",21673,3.25,16.75,43,"AULLIMINDEN"
"2032",21674,3.25,17.25,43,"AULLIMINDEN"
"2033",21675,3.25,17.75,43,"AULLIMINDEN"
"2034",21676,3.25,18.25,43,"AULLIMINDEN"
"2035",21677,3.25,18.75,43,"AULLIMINDEN"
"2036",21678,3.25,19.25,43,"AULLIMINDEN"
"2037",21679,3.25,19.75,292,"IFORA"
"2038",21680,3.25,20.25,292,"IFORA"
"2039",21681,3.25,20.75,292,"IFORA"
"2040",21682,3.25,21.25,292,"IFORA"
"2041",21683,3.25,21.75,292,"IFORA"
"2042",21684,3.25,22.25,12,"AHAGGAREN"
"2043",21685,3.25,22.75,12,"AHAGGAREN"
"2044",21686,3.25,23.25,12,"AHAGGAREN"
"2045",21687,3.25,23.75,12,"AHAGGAREN"
"2046",21688,3.25,24.25,12,"AHAGGAREN"
"2047",21689,3.25,24.75,12,"AHAGGAREN"
"2048",21690,3.25,25.25,12,"AHAGGAREN"
"2049",21691,3.25,25.75,12,"AHAGGAREN"
"2050",21692,3.25,26.25,12,"AHAGGAREN"
"2051",21693,3.25,26.75,12,"AHAGGAREN"
"2052",21694,3.25,27.25,12,"AHAGGAREN"
"2053",21695,3.25,27.75,775,"TUAT"
"2054",21696,3.25,28.25,775,"TUAT"
"2055",21697,3.25,28.75,775,"TUAT"
"2056",21698,3.25,29.25,146,"CHAAMBA"
"2057",21699,3.25,29.75,146,"CHAAMBA"
"2058",21700,3.25,30.25,146,"CHAAMBA"
"2059",21701,3.25,30.75,146,"CHAAMBA"
"2060",21702,3.25,31.25,146,"CHAAMBA"
"2061",21703,3.25,31.75,146,"CHAAMBA"
"2062",21704,3.25,32.25,559,"MZAB"
"2063",21705,3.25,32.75,559,"MZAB"
"2064",21706,3.25,33.25,559,"MZAB"
"2065",21707,3.25,33.75,426,"LAGUAT"
"2066",21708,3.25,34.25,271,"HAMYAN"
"2067",21709,3.25,34.75,271,"HAMYAN"
"2068",21710,3.25,35.25,271,"HAMYAN"
"2069",21711,3.25,35.75,271,"HAMYAN"
"2070",21712,3.25,36.25,17,"ALGERIANS"
"2071",21713,3.25,36.75,17,"ALGERIANS"
"2072",21731,3.75,6.75,296,"IJEBU"
"2073",21732,3.75,7.25,196,"EGBA"
"2074",21733,3.75,7.75,822,"YORUBA"
"2075",21734,3.75,8.25,822,"YORUBA"
"2076",21735,3.75,8.75,822,"YORUBA"
"2077",21736,3.75,9.25,75,"BARGU"
"2078",21737,3.75,9.75,75,"BARGU"
"2079",21738,3.75,10.25,140,"BUSA"
"2080",21739,3.75,10.75,140,"BUSA"
"2081",21740,3.75,11.25,140,"BUSA"
"2082",21741,3.75,11.75,756,"TIENGA"
"2083",21742,3.75,12.25,756,"TIENGA"
"2084",21743,3.75,12.75,708,"SOKOTO"
"2085",21744,3.75,13.25,507,"MAURI"
"2086",21745,3.75,13.75,507,"MAURI"
"2087",21746,3.75,14.25,419,"KURFEI"
"2088",21747,3.75,14.75,43,"AULLIMINDEN"
"2089",21748,3.75,15.25,43,"AULLIMINDEN"
"2090",21749,3.75,15.75,43,"AULLIMINDEN"
"2091",21750,3.75,16.25,43,"AULLIMINDEN"
"2092",21751,3.75,16.75,43,"AULLIMINDEN"
"2093",21752,3.75,17.25,43,"AULLIMINDEN"
"2094",21753,3.75,17.75,43,"AULLIMINDEN"
"2095",21754,3.75,18.25,43,"AULLIMINDEN"
"2096",21755,3.75,18.75,43,"AULLIMINDEN"
"2097",21756,3.75,19.25,43,"AULLIMINDEN"
"2098",21757,3.75,19.75,292,"IFORA"
"2099",21758,3.75,20.25,292,"IFORA"
"2100",21759,3.75,20.75,292,"IFORA"
"2101",21760,3.75,21.25,292,"IFORA"
"2102",21761,3.75,21.75,12,"AHAGGAREN"
"2103",21762,3.75,22.25,12,"AHAGGAREN"
"2104",21763,3.75,22.75,12,"AHAGGAREN"
"2105",21764,3.75,23.25,12,"AHAGGAREN"
"2106",21765,3.75,23.75,12,"AHAGGAREN"
"2107",21766,3.75,24.25,12,"AHAGGAREN"
"2108",21767,3.75,24.75,12,"AHAGGAREN"
"2109",21768,3.75,25.25,12,"AHAGGAREN"
"2110",21769,3.75,25.75,12,"AHAGGAREN"
"2111",21770,3.75,26.25,12,"AHAGGAREN"
"2112",21771,3.75,26.75,12,"AHAGGAREN"
"2113",21772,3.75,27.25,12,"AHAGGAREN"
"2114",21773,3.75,27.75,12,"AHAGGAREN"
"2115",21774,3.75,28.25,775,"TUAT"
"2116",21775,3.75,28.75,775,"TUAT"
"2117",21776,3.75,29.25,146,"CHAAMBA"
"2118",21777,3.75,29.75,146,"CHAAMBA"
"2119",21778,3.75,30.25,146,"CHAAMBA"
"2120",21779,3.75,30.75,146,"CHAAMBA"
"2121",21780,3.75,31.25,146,"CHAAMBA"
"2122",21781,3.75,31.75,146,"CHAAMBA"
"2123",21782,3.75,32.25,559,"MZAB"
"2124",21783,3.75,32.75,559,"MZAB"
"2125",21784,3.75,33.25,559,"MZAB"
"2126",21785,3.75,33.75,561,"NAIL"
"2127",21786,3.75,34.25,561,"NAIL"
"2128",21787,3.75,34.75,271,"HAMYAN"
"2129",21788,3.75,35.25,271,"HAMYAN"
"2130",21789,3.75,35.75,17,"ALGERIANS"
"2131",21790,3.75,36.25,17,"ALGERIANS"
"2132",21791,3.75,36.75,324,"KABYLE"
"2133",21808,4.25,6.75,296,"IJEBU"
"2134",21809,4.25,7.25,822,"YORUBA"
"2135",21810,4.25,7.75,822,"YORUBA"
"2136",21811,4.25,8.25,822,"YORUBA"
"2137",21812,4.25,8.75,822,"YORUBA"
"2138",21813,4.25,9.25,822,"YORUBA"
"2139",21814,4.25,9.75,140,"BUSA"
"2140",21815,4.25,10.25,140,"BUSA"
"2141",21816,4.25,10.75,140,"BUSA"
"2142",21817,4.25,11.25,140,"BUSA"
"2143",21818,4.25,11.75,708,"SOKOTO"
"2144",21819,4.25,12.25,708,"SOKOTO"
"2145",21820,4.25,12.75,708,"SOKOTO"
"2146",21821,4.25,13.25,708,"SOKOTO"
"2147",21822,4.25,13.75,419,"KURFEI"
"2148",21823,4.25,14.25,43,"AULLIMINDEN"
"2149",21824,4.25,14.75,43,"AULLIMINDEN"
"2150",21825,4.25,15.25,43,"AULLIMINDEN"
"2151",21826,4.25,15.75,43,"AULLIMINDEN"
"2152",21827,4.25,16.25,43,"AULLIMINDEN"
"2153",21828,4.25,16.75,43,"AULLIMINDEN"
"2154",21829,4.25,17.25,43,"AULLIMINDEN"
"2155",21830,4.25,17.75,43,"AULLIMINDEN"
"2156",21831,4.25,18.25,43,"AULLIMINDEN"
"2157",21832,4.25,18.75,43,"AULLIMINDEN"
"2158",21833,4.25,19.25,43,"AULLIMINDEN"
"2159",21834,4.25,19.75,292,"IFORA"
"2160",21835,4.25,20.25,292,"IFORA"
"2161",21836,4.25,20.75,12,"AHAGGAREN"
"2162",21837,4.25,21.25,12,"AHAGGAREN"
"2163",21838,4.25,21.75,12,"AHAGGAREN"
"2164",21839,4.25,22.25,12,"AHAGGAREN"
"2165",21840,4.25,22.75,12,"AHAGGAREN"
"2166",21841,4.25,23.25,12,"AHAGGAREN"
"2167",21842,4.25,23.75,12,"AHAGGAREN"
"2168",21843,4.25,24.25,12,"AHAGGAREN"
"2169",21844,4.25,24.75,12,"AHAGGAREN"
"2170",21845,4.25,25.25,12,"AHAGGAREN"
"2171",21846,4.25,25.75,12,"AHAGGAREN"
"2172",21847,4.25,26.25,12,"AHAGGAREN"
"2173",21848,4.25,26.75,12,"AHAGGAREN"
"2174",21849,4.25,27.25,12,"AHAGGAREN"
"2175",21850,4.25,27.75,12,"AHAGGAREN"
"2176",21851,4.25,28.25,50,"AZJER"
"2177",21852,4.25,28.75,146,"CHAAMBA"
"2178",21853,4.25,29.25,146,"CHAAMBA"
"2179",21854,4.25,29.75,146,"CHAAMBA"
"2180",21855,4.25,30.25,146,"CHAAMBA"
"2181",21856,4.25,30.75,146,"CHAAMBA"
"2182",21857,4.25,31.25,146,"CHAAMBA"
"2183",21858,4.25,31.75,146,"CHAAMBA"
"2184",21859,4.25,32.25,559,"MZAB"
"2185",21860,4.25,32.75,559,"MZAB"
"2186",21861,4.25,33.25,561,"NAIL"
"2187",21862,4.25,33.75,561,"NAIL"
"2188",21863,4.25,34.25,561,"NAIL"
"2189",21864,4.25,34.75,561,"NAIL"
"2190",21865,4.25,35.25,271,"HAMYAN"
"2191",21866,4.25,35.75,17,"ALGERIANS"
"2192",21867,4.25,36.25,324,"KABYLE"
"2193",21868,4.25,36.75,324,"KABYLE"
"2194",21886,4.75,6.25,199,"EKITI"
"2195",21887,4.75,6.75,199,"EKITI"
"2196",21888,4.75,7.25,291,"IFE"
"2197",21889,4.75,7.75,291,"IFE"
"2198",21890,4.75,8.25,822,"YORUBA"
"2199",21891,4.75,8.75,822,"YORUBA"
"2200",21892,4.75,9.25,822,"YORUBA"
"2201",21893,4.75,9.75,140,"BUSA"
"2202",21894,4.75,10.25,140,"BUSA"
"2203",21895,4.75,10.75,140,"BUSA"
"2204",21896,4.75,11.25,649,"RESHE"
"2205",21897,4.75,11.75,274,"HAUSA"
"2206",21898,4.75,12.25,274,"HAUSA"
"2207",21899,4.75,12.75,708,"SOKOTO"
"2208",21900,4.75,13.25,708,"SOKOTO"
"2209",21901,4.75,13.75,7,"ADARAWA"
"2210",21902,4.75,14.25,7,"ADARAWA"
"2211",21903,4.75,14.75,7,"ADARAWA"
"2212",21904,4.75,15.25,43,"AULLIMINDEN"
"2213",21905,4.75,15.75,43,"AULLIMINDEN"
"2214",21906,4.75,16.25,43,"AULLIMINDEN"
"2215",21907,4.75,16.75,43,"AULLIMINDEN"
"2216",21908,4.75,17.25,43,"AULLIMINDEN"
"2217",21909,4.75,17.75,43,"AULLIMINDEN"
"2218",21910,4.75,18.25,43,"AULLIMINDEN"
"2219",21911,4.75,18.75,43,"AULLIMINDEN"
"2220",21912,4.75,19.25,43,"AULLIMINDEN"
"2221",21913,4.75,19.75,12,"AHAGGAREN"
"2222",21914,4.75,20.25,12,"AHAGGAREN"
"2223",21915,4.75,20.75,12,"AHAGGAREN"
"2224",21916,4.75,21.25,12,"AHAGGAREN"
"2225",21917,4.75,21.75,12,"AHAGGAREN"
"2226",21918,4.75,22.25,12,"AHAGGAREN"
"2227",21919,4.75,22.75,12,"AHAGGAREN"
"2228",21920,4.75,23.25,12,"AHAGGAREN"
"2229",21921,4.75,23.75,12,"AHAGGAREN"
"2230",21922,4.75,24.25,12,"AHAGGAREN"
"2231",21923,4.75,24.75,12,"AHAGGAREN"
"2232",21924,4.75,25.25,12,"AHAGGAREN"
"2233",21925,4.75,25.75,12,"AHAGGAREN"
"2234",21926,4.75,26.25,12,"AHAGGAREN"
"2235",21927,4.75,26.75,12,"AHAGGAREN"
"2236",21928,4.75,27.25,12,"AHAGGAREN"
"2237",21929,4.75,27.75,50,"AZJER"
"2238",21930,4.75,28.25,50,"AZJER"
"2239",21931,4.75,28.75,50,"AZJER"
"2240",21932,4.75,29.25,146,"CHAAMBA"
"2241",21933,4.75,29.75,146,"CHAAMBA"
"2242",21934,4.75,30.25,146,"CHAAMBA"
"2243",21935,4.75,30.75,146,"CHAAMBA"
"2244",21936,4.75,31.25,146,"CHAAMBA"
"2245",21937,4.75,31.75,146,"CHAAMBA"
"2246",21938,4.75,32.25,559,"MZAB"
"2247",21939,4.75,32.75,559,"MZAB"
"2248",21940,4.75,33.25,561,"NAIL"
"2249",21941,4.75,33.75,561,"NAIL"
"2250",21942,4.75,34.25,561,"NAIL"
"2251",21943,4.75,34.75,561,"NAIL"
"2252",21944,4.75,35.25,271,"HAMYAN"
"2253",21945,4.75,35.75,17,"ALGERIANS"
"2254",21946,4.75,36.25,17,"ALGERIANS"
"2255",21947,4.75,36.75,324,"KABYLE"
"2256",21968,5.25,6.25,195,"EDO"
"2257",21969,5.25,6.75,199,"EKITI"
"2258",21970,5.25,7.25,199,"EKITI"
"2259",21971,5.25,7.75,199,"EKITI"
"2260",21972,5.25,8.25,822,"YORUBA"
"2261",21973,5.25,8.75,822,"YORUBA"
"2262",21974,5.25,9.25,610,"NUPE"
"2263",21975,5.25,9.75,610,"NUPE"
"2264",21976,5.25,10.25,333,"KAMBERI"
"2265",21977,5.25,10.75,333,"KAMBERI"
"2266",21978,5.25,11.25,58,"BAKAKARI"
"2267",21979,5.25,11.75,58,"BAKAKARI"
"2268",21980,5.25,12.25,274,"HAUSA"
"2269",21981,5.25,12.75,274,"HAUSA"
"2270",21982,5.25,13.25,274,"HAUSA"
"2271",21983,5.25,13.75,708,"SOKOTO"
"2272",21984,5.25,14.25,7,"ADARAWA"
"2273",21985,5.25,14.75,7,"ADARAWA"
"2274",21986,5.25,15.25,43,"AULLIMINDEN"
"2275",21987,5.25,15.75,43,"AULLIMINDEN"
"2276",21988,5.25,16.25,43,"AULLIMINDEN"
"2277",21989,5.25,16.75,43,"AULLIMINDEN"
"2278",21990,5.25,17.25,43,"AULLIMINDEN"
"2279",21991,5.25,17.75,43,"AULLIMINDEN"
"2280",21992,5.25,18.25,43,"AULLIMINDEN"
"2281",21993,5.25,18.75,43,"AULLIMINDEN"
"2282",21994,5.25,19.25,43,"AULLIMINDEN"
"2283",21995,5.25,19.75,12,"AHAGGAREN"
"2284",21996,5.25,20.25,12,"AHAGGAREN"
"2285",21997,5.25,20.75,12,"AHAGGAREN"
"2286",21998,5.25,21.25,12,"AHAGGAREN"
"2287",21999,5.25,21.75,12,"AHAGGAREN"
"2288",22000,5.25,22.25,12,"AHAGGAREN"
"2289",22001,5.25,22.75,12,"AHAGGAREN"
"2290",22002,5.25,23.25,12,"AHAGGAREN"
"2291",22003,5.25,23.75,12,"AHAGGAREN"
"2292",22004,5.25,24.25,12,"AHAGGAREN"
"2293",22005,5.25,24.75,12,"AHAGGAREN"
"2294",22006,5.25,25.25,12,"AHAGGAREN"
"2295",22007,5.25,25.75,12,"AHAGGAREN"
"2296",22008,5.25,26.25,12,"AHAGGAREN"
"2297",22009,5.25,26.75,12,"AHAGGAREN"
"2298",22010,5.25,27.25,12,"AHAGGAREN"
"2299",22011,5.25,27.75,50,"AZJER"
"2300",22012,5.25,28.25,50,"AZJER"
"2301",22013,5.25,28.75,50,"AZJER"
"2302",22014,5.25,29.25,146,"CHAAMBA"
"2303",22015,5.25,29.75,146,"CHAAMBA"
"2304",22016,5.25,30.25,146,"CHAAMBA"
"2305",22017,5.25,30.75,146,"CHAAMBA"
"2306",22018,5.25,31.25,146,"CHAAMBA"
"2307",22019,5.25,31.75,146,"CHAAMBA"
"2308",22020,5.25,32.25,146,"CHAAMBA"
"2309",22021,5.25,32.75,146,"CHAAMBA"
"2310",22022,5.25,33.25,561,"NAIL"
"2311",22023,5.25,33.75,561,"NAIL"
"2312",22024,5.25,34.25,830,"ZIBAN"
"2313",22025,5.25,34.75,830,"ZIBAN"
"2314",22026,5.25,35.25,271,"HAMYAN"
"2315",22027,5.25,35.75,690,"SHAWIA"
"2316",22028,5.25,36.25,17,"ALGERIANS"
"2317",22054,5.75,5.75,304,"ISOKO"
"2318",22055,5.75,6.25,195,"EDO"
"2319",22056,5.75,6.75,199,"EKITI"
"2320",22057,5.75,7.25,199,"EKITI"
"2321",22058,5.75,7.75,199,"EKITI"
"2322",22059,5.75,8.25,137,"BUNU"
"2323",22060,5.75,8.75,610,"NUPE"
"2324",22061,5.75,9.25,610,"NUPE"
"2325",22062,5.75,9.75,333,"KAMBERI"
"2326",22063,5.75,10.25,333,"KAMBERI"
"2327",22064,5.75,10.75,333,"KAMBERI"
"2328",22065,5.75,11.25,58,"BAKAKARI"
"2329",22066,5.75,11.75,274,"HAUSA"
"2330",22067,5.75,12.25,274,"HAUSA"
"2331",22068,5.75,12.75,274,"HAUSA"
"2332",22069,5.75,13.25,274,"HAUSA"
"2333",22070,5.75,13.75,274,"HAUSA"
"2334",22071,5.75,14.25,7,"ADARAWA"
"2335",22072,5.75,14.75,7,"ADARAWA"
"2336",22073,5.75,15.25,43,"AULLIMINDEN"
"2337",22074,5.75,15.75,43,"AULLIMINDEN"
"2338",22075,5.75,16.25,43,"AULLIMINDEN"
"2339",22076,5.75,16.75,43,"AULLIMINDEN"
"2340",22077,5.75,17.25,43,"AULLIMINDEN"
"2341",22078,5.75,17.75,43,"AULLIMINDEN"
"2342",22079,5.75,18.25,43,"AULLIMINDEN"
"2343",22080,5.75,18.75,43,"AULLIMINDEN"
"2344",22081,5.75,19.25,43,"AULLIMINDEN"
"2345",22082,5.75,19.75,12,"AHAGGAREN"
"2346",22083,5.75,20.25,12,"AHAGGAREN"
"2347",22084,5.75,20.75,12,"AHAGGAREN"
"2348",22085,5.75,21.25,12,"AHAGGAREN"
"2349",22086,5.75,21.75,12,"AHAGGAREN"
"2350",22087,5.75,22.25,12,"AHAGGAREN"
"2351",22088,5.75,22.75,12,"AHAGGAREN"
"2352",22089,5.75,23.25,12,"AHAGGAREN"
"2353",22090,5.75,23.75,12,"AHAGGAREN"
"2354",22091,5.75,24.25,12,"AHAGGAREN"
"2355",22092,5.75,24.75,12,"AHAGGAREN"
"2356",22093,5.75,25.25,12,"AHAGGAREN"
"2357",22094,5.75,25.75,50,"AZJER"
"2358",22095,5.75,26.25,50,"AZJER"
"2359",22096,5.75,26.75,50,"AZJER"
"2360",22097,5.75,27.25,50,"AZJER"
"2361",22098,5.75,27.75,50,"AZJER"
"2362",22099,5.75,28.25,50,"AZJER"
"2363",22100,5.75,28.75,50,"AZJER"
"2364",22101,5.75,29.25,50,"AZJER"
"2365",22102,5.75,29.75,146,"CHAAMBA"
"2366",22103,5.75,30.25,146,"CHAAMBA"
"2367",22104,5.75,30.75,146,"CHAAMBA"
"2368",22105,5.75,31.25,146,"CHAAMBA"
"2369",22106,5.75,31.75,146,"CHAAMBA"
"2370",22107,5.75,32.25,146,"CHAAMBA"
"2371",22108,5.75,32.75,146,"CHAAMBA"
"2372",22109,5.75,33.25,656,"RUARHA"
"2373",22110,5.75,33.75,656,"RUARHA"
"2374",22111,5.75,34.25,830,"ZIBAN"
"2375",22112,5.75,34.75,830,"ZIBAN"
"2376",22113,5.75,35.25,690,"SHAWIA"
"2377",22114,5.75,35.75,690,"SHAWIA"
"2378",22115,5.75,36.25,17,"ALGERIANS"
"2379",22116,5.75,36.75,17,"ALGERIANS"
"2380",22145,6.25,5.75,304,"ISOKO"
"2381",22146,6.25,6.25,195,"EDO"
"2382",22147,6.25,6.75,408,"KUKURUKU"
"2383",22148,6.25,7.25,408,"KUKURUKU"
"2384",22149,6.25,7.75,137,"BUNU"
"2385",22150,6.25,8.25,137,"BUNU"
"2386",22151,6.25,8.75,610,"NUPE"
"2387",22152,6.25,9.25,610,"NUPE"
"2388",22153,6.25,9.75,232,"GBARI"
"2389",22154,6.25,10.25,335,"KAMUKU"
"2390",22155,6.25,10.75,335,"KAMUKU"
"2391",22156,6.25,11.25,274,"HAUSA"
"2392",22157,6.25,11.75,274,"HAUSA"
"2393",22158,6.25,12.25,274,"HAUSA"
"2394",22159,6.25,12.75,274,"HAUSA"
"2395",22160,6.25,13.25,274,"HAUSA"
"2396",22161,6.25,13.75,274,"HAUSA"
"2397",22162,6.25,14.25,742,"TAZARAWA"
"2398",22163,6.25,14.75,37,"ASBEN"
"2399",22164,6.25,15.25,37,"ASBEN"
"2400",22165,6.25,15.75,37,"ASBEN"
"2401",22166,6.25,16.25,37,"ASBEN"
"2402",22167,6.25,16.75,37,"ASBEN"
"2403",22168,6.25,17.25,37,"ASBEN"
"2404",22169,6.25,17.75,37,"ASBEN"
"2405",22170,6.25,18.25,37,"ASBEN"
"2406",22171,6.25,18.75,37,"ASBEN"
"2407",22172,6.25,19.25,37,"ASBEN"
"2408",22173,6.25,19.75,12,"AHAGGAREN"
"2409",22174,6.25,20.25,12,"AHAGGAREN"
"2410",22175,6.25,20.75,12,"AHAGGAREN"
"2411",22176,6.25,21.25,12,"AHAGGAREN"
"2412",22177,6.25,21.75,12,"AHAGGAREN"
"2413",22178,6.25,22.25,12,"AHAGGAREN"
"2414",22179,6.25,22.75,12,"AHAGGAREN"
"2415",22180,6.25,23.25,12,"AHAGGAREN"
"2416",22181,6.25,23.75,12,"AHAGGAREN"
"2417",22182,6.25,24.25,12,"AHAGGAREN"
"2418",22183,6.25,24.75,12,"AHAGGAREN"
"2419",22184,6.25,25.25,12,"AHAGGAREN"
"2420",22185,6.25,25.75,50,"AZJER"
"2421",22186,6.25,26.25,50,"AZJER"
"2422",22187,6.25,26.75,50,"AZJER"
"2423",22188,6.25,27.25,50,"AZJER"
"2424",22189,6.25,27.75,50,"AZJER"
"2425",22190,6.25,28.25,50,"AZJER"
"2426",22191,6.25,28.75,50,"AZJER"
"2427",22192,6.25,29.25,50,"AZJER"
"2428",22195,6.25,30.75,146,"CHAAMBA"
"2429",22196,6.25,31.25,146,"CHAAMBA"
"2430",22197,6.25,31.75,146,"CHAAMBA"
"2431",22198,6.25,32.25,146,"CHAAMBA"
"2432",22199,6.25,32.75,146,"CHAAMBA"
"2433",22200,6.25,33.25,146,"CHAAMBA"
"2434",22201,6.25,33.75,720,"SUAFA"
"2435",22202,6.25,34.25,720,"SUAFA"
"2436",22203,6.25,34.75,830,"ZIBAN"
"2437",22204,6.25,35.25,690,"SHAWIA"
"2438",22205,6.25,35.75,690,"SHAWIA"
"2439",22206,6.25,36.25,17,"ALGERIANS"
"2440",22207,6.25,36.75,17,"ALGERIANS"
"2441",22236,6.75,5.25,288,"IBO"
"2442",22237,6.75,5.75,288,"IBO"
"2443",22238,6.75,6.25,288,"IBO"
"2444",22239,6.75,6.75,195,"EDO"
"2445",22240,6.75,7.25,408,"KUKURUKU"
"2446",22241,6.75,7.75,294,"IGBIRA"
"2447",22242,6.75,8.25,294,"IGBIRA"
"2448",22243,6.75,8.75,610,"NUPE"
"2449",22244,6.75,9.25,232,"GBARI"
"2450",22245,6.75,9.75,232,"GBARI"
"2451",22246,6.75,10.25,232,"GBARI"
"2452",22247,6.75,10.75,335,"KAMUKU"
"2453",22248,6.75,11.25,274,"HAUSA"
"2454",22249,6.75,11.75,274,"HAUSA"
"2455",22250,6.75,12.25,274,"HAUSA"
"2456",22251,6.75,12.75,274,"HAUSA"
"2457",22252,6.75,13.25,274,"HAUSA"
"2458",22253,6.75,13.75,274,"HAUSA"
"2459",22254,6.75,14.25,742,"TAZARAWA"
"2460",22255,6.75,14.75,37,"ASBEN"
"2461",22256,6.75,15.25,37,"ASBEN"
"2462",22257,6.75,15.75,37,"ASBEN"
"2463",22258,6.75,16.25,37,"ASBEN"
"2464",22259,6.75,16.75,37,"ASBEN"
"2465",22260,6.75,17.25,37,"ASBEN"
"2466",22261,6.75,17.75,37,"ASBEN"
"2467",22262,6.75,18.25,37,"ASBEN"
"2468",22263,6.75,18.75,37,"ASBEN"
"2469",22264,6.75,19.25,37,"ASBEN"
"2470",22265,6.75,19.75,37,"ASBEN"
