"","ID","x","y","tribeid","tribename"
"4595",25368,18.25,8.75,670,"SALA"
"4596",25369,18.25,9.25,670,"SALA"
"4597",25370,18.25,9.75,127,"BUA"
"4598",25371,18.25,10.25,127,"BUA"
"4599",25372,18.25,10.75,625,"OKORO"
"4600",25373,18.25,11.25,625,"OKORO"
"4601",25374,18.25,11.75,353,"KENGA"
"4602",25375,18.25,12.25,353,"KENGA"
"4603",25376,18.25,12.75,445,"LISI"
"4604",25377,18.25,13.25,445,"LISI"
"4605",25378,18.25,13.75,445,"LISI"
"4606",25379,18.25,14.25,402,"KREDA"
"4607",25380,18.25,14.75,402,"KREDA"
"4608",25381,18.25,15.25,402,"KREDA"
"4609",25382,18.25,15.75,402,"KREDA"
"4610",25383,18.25,16.25,134,"BULGEDA"
"4611",25384,18.25,16.75,134,"BULGEDA"
"4612",25385,18.25,17.25,134,"BULGEDA"
"4613",25386,18.25,17.75,134,"BULGEDA"
"4614",25387,18.25,18.25,134,"BULGEDA"
"4615",25388,18.25,18.75,743,"TEDA"
"4616",25389,18.25,19.25,743,"TEDA"
"4617",25390,18.25,19.75,743,"TEDA"
"4618",25391,18.25,20.25,743,"TEDA"
"4619",25392,18.25,20.75,743,"TEDA"
"4620",25393,18.25,21.25,743,"TEDA"
"4621",25394,18.25,21.75,743,"TEDA"
"4622",25395,18.25,22.25,743,"TEDA"
"4623",25396,18.25,22.75,743,"TEDA"
"4624",25397,18.25,23.25,743,"TEDA"
"4625",25398,18.25,23.75,743,"TEDA"
"4626",25399,18.25,24.25,743,"TEDA"
"4627",25400,18.25,24.75,743,"TEDA"
"4628",25401,18.25,25.25,NA,NA
"4629",25402,18.25,25.75,NA,NA
"4630",25403,18.25,26.25,NA,NA
"4631",25404,18.25,26.75,NA,NA
"4632",25405,18.25,27.25,NA,NA
"4633",25406,18.25,27.75,NA,NA
"4634",25407,18.25,28.25,319,"JOFRA"
"4635",25408,18.25,28.75,676,"SANUSI"
"4636",25409,18.25,29.25,676,"SANUSI"
"4637",25410,18.25,29.75,704,"SIRTICANS"
"4638",25411,18.25,30.25,704,"SIRTICANS"
"4639",25455,18.75,-33.75,145,"CAPE HOTTENTOT"
"4640",25456,18.75,-33.25,145,"CAPE HOTTENTOT"
"4641",25457,18.75,-32.75,145,"CAPE HOTTENTOT"
"4642",25458,18.75,-32.25,145,"CAPE HOTTENTOT"
"4643",25459,18.75,-31.75,145,"CAPE HOTTENTOT"
"4644",25460,18.75,-31.25,145,"CAPE HOTTENTOT"
"4645",25461,18.75,-30.75,808,"XAM"
"4646",25462,18.75,-30.25,808,"XAM"
"4647",25463,18.75,-29.75,564,"NAMA"
"4648",25464,18.75,-29.25,564,"NAMA"
"4649",25465,18.75,-28.75,564,"NAMA"
"4650",25466,18.75,-28.25,564,"NAMA"
"4651",25467,18.75,-27.75,564,"NAMA"
"4652",25468,18.75,-27.25,564,"NAMA"
"4653",25469,18.75,-26.75,564,"NAMA"
"4654",25470,18.75,-26.25,564,"NAMA"
"4655",25471,18.75,-25.75,564,"NAMA"
"4656",25472,18.75,-25.25,564,"NAMA"
"4657",25473,18.75,-24.75,564,"NAMA"
"4658",25474,18.75,-24.25,564,"NAMA"
"4659",25475,18.75,-23.75,564,"NAMA"
"4660",25476,18.75,-23.25,564,"NAMA"
"4661",25477,18.75,-22.75,280,"HERERO"
"4662",25478,18.75,-22.25,280,"HERERO"
"4663",25479,18.75,-21.75,278,"HEIKUM"
"4664",25480,18.75,-21.25,278,"HEIKUM"
"4665",25481,18.75,-20.75,278,"HEIKUM"
"4666",25482,18.75,-20.25,278,"HEIKUM"
"4667",25483,18.75,-19.75,278,"HEIKUM"
"4668",25484,18.75,-19.25,278,"HEIKUM"
"4669",25485,18.75,-18.75,278,"HEIKUM"
"4670",25486,18.75,-18.25,278,"HEIKUM"
"4671",25487,18.75,-17.75,421,"KWANGARE"
"4672",25488,18.75,-17.25,421,"KWANGARE"
"4673",25489,18.75,-16.75,421,"KWANGARE"
"4674",25490,18.75,-16.25,421,"KWANGARE"
"4675",25491,18.75,-15.75,525,"MBWELA"
"4676",25492,18.75,-15.25,525,"MBWELA"
"4677",25493,18.75,-14.75,525,"MBWELA"
"4678",25494,18.75,-14.25,525,"MBWELA"
"4679",25495,18.75,-13.75,457,"LUCHAZI"
"4680",25496,18.75,-13.25,152,"CHOKWE"
"4681",25497,18.75,-12.75,152,"CHOKWE"
"4682",25498,18.75,-12.25,152,"CHOKWE"
"4683",25499,18.75,-11.75,152,"CHOKWE"
"4684",25500,18.75,-11.25,714,"SONGO"
"4685",25501,18.75,-10.75,714,"SONGO"
"4686",25502,18.75,-10.25,512,"MBANGALA"
"4687",25503,18.75,-9.75,512,"MBANGALA"
"4688",25504,18.75,-9.25,512,"MBANGALA"
"4689",25505,18.75,-8.75,512,"MBANGALA"
"4690",25506,18.75,-8.25,152,"CHOKWE"
"4691",25507,18.75,-7.75,152,"CHOKWE"
"4692",25508,18.75,-7.25,469,"LUWA"
"4693",25509,18.75,-6.75,469,"LUWA"
"4694",25510,18.75,-6.25,424,"KWESE"
"4695",25511,18.75,-5.75,424,"KWESE"
"4696",25512,18.75,-5.25,511,"MBALA"
"4697",25513,18.75,-4.75,511,"MBALA"
"4698",25514,18.75,-4.25,816,"YANZI"
"4699",25515,18.75,-3.75,193,"DZING"
"4700",25516,18.75,-3.25,669,"SAKATA"
"4701",25517,18.75,-2.75,669,"SAKATA"
"4702",25518,18.75,-2.25,201,"EKONDA"
"4703",25519,18.75,-1.75,201,"EKONDA"
"4704",25520,18.75,-1.25,201,"EKONDA"
"4705",25521,18.75,-0.75,201,"EKONDA"
"4706",25522,18.75,-0.25,602,"NKUNDO"
"4707",25523,18.75,0.25,583,"NGALA"
"4708",25524,18.75,0.75,583,"NGALA"
"4709",25525,18.75,1.25,583,"NGALA"
"4710",25526,18.75,1.75,583,"NGALA"
"4711",25527,18.75,2.25,583,"NGALA"
"4712",25528,18.75,2.75,144,"BWAKA"
"4713",25529,18.75,3.25,144,"BWAKA"
"4714",25530,18.75,3.75,144,"BWAKA"
"4715",25531,18.75,4.25,144,"BWAKA"
"4716",25532,18.75,4.75,64,"BANDA"
"4717",25533,18.75,5.25,490,"MANDJA"
"4718",25534,18.75,5.75,64,"BANDA"
"4719",25535,18.75,6.25,490,"MANDJA"
"4720",25536,18.75,6.75,490,"MANDJA"
"4721",25537,18.75,7.25,64,"BANDA"
"4722",25538,18.75,7.75,580,"NDUKA"
"4723",25539,18.75,8.25,580,"NDUKA"
"4724",25540,18.75,8.75,580,"NDUKA"
"4725",25541,18.75,9.25,670,"SALA"
"4726",25542,18.75,9.75,127,"BUA"
"4727",25543,18.75,10.25,127,"BUA"
"4728",25544,18.75,10.75,208,"FANYAN"
"4729",25545,18.75,11.25,279,"HEMAT"
"4730",25546,18.75,11.75,353,"KENGA"
"4731",25547,18.75,12.25,353,"KENGA"
"4732",25548,18.75,12.75,445,"LISI"
"4733",25549,18.75,13.25,445,"LISI"
"4734",25550,18.75,13.75,471,"MABA"
"4735",25551,18.75,14.25,471,"MABA"
"4736",25552,18.75,14.75,402,"KREDA"
"4737",25553,18.75,15.25,402,"KREDA"
"4738",25554,18.75,15.75,134,"BULGEDA"
"4739",25555,18.75,16.25,134,"BULGEDA"
"4740",25556,18.75,16.75,134,"BULGEDA"
"4741",25557,18.75,17.25,134,"BULGEDA"
"4742",25558,18.75,17.75,134,"BULGEDA"
"4743",25559,18.75,18.25,134,"BULGEDA"
"4744",25560,18.75,18.75,134,"BULGEDA"
"4745",25561,18.75,19.25,743,"TEDA"
"4746",25562,18.75,19.75,743,"TEDA"
"4747",25563,18.75,20.25,743,"TEDA"
"4748",25564,18.75,20.75,743,"TEDA"
"4749",25565,18.75,21.25,743,"TEDA"
"4750",25566,18.75,21.75,743,"TEDA"
"4751",25567,18.75,22.25,743,"TEDA"
"4752",25568,18.75,22.75,743,"TEDA"
"4753",25569,18.75,23.25,743,"TEDA"
"4754",25570,18.75,23.75,743,"TEDA"
"4755",25571,18.75,24.25,743,"TEDA"
"4756",25572,18.75,24.75,NA,NA
"4757",25573,18.75,25.25,NA,NA
"4758",25574,18.75,25.75,NA,NA
"4759",25575,18.75,26.25,NA,NA
"4760",25576,18.75,26.75,NA,NA
"4761",25577,18.75,27.25,NA,NA
"4762",25578,18.75,27.75,NA,NA
"4763",25579,18.75,28.25,NA,NA
"4764",25580,18.75,28.75,676,"SANUSI"
"4765",25581,18.75,29.25,676,"SANUSI"
"4766",25582,18.75,29.75,676,"SANUSI"
"4767",25583,18.75,30.25,676,"SANUSI"
"4768",25624,19.25,-34.25,145,"CAPE HOTTENTOT"
"4769",25625,19.25,-33.75,145,"CAPE HOTTENTOT"
"4770",25626,19.25,-33.25,145,"CAPE HOTTENTOT"
"4771",25627,19.25,-32.75,145,"CAPE HOTTENTOT"
"4772",25628,19.25,-32.25,145,"CAPE HOTTENTOT"
"4773",25629,19.25,-31.75,145,"CAPE HOTTENTOT"
"4774",25630,19.25,-31.25,808,"XAM"
"4775",25631,19.25,-30.75,808,"XAM"
"4776",25632,19.25,-30.25,808,"XAM"
"4777",25633,19.25,-29.75,808,"XAM"
"4778",25634,19.25,-29.25,808,"XAM"
"4779",25635,19.25,-28.75,564,"NAMA"
"4780",25636,19.25,-28.25,564,"NAMA"
"4781",25637,19.25,-27.75,564,"NAMA"
"4782",25638,19.25,-27.25,564,"NAMA"
"4783",25639,19.25,-26.75,564,"NAMA"
"4784",25640,19.25,-26.25,564,"NAMA"
"4785",25641,19.25,-25.75,611,"NUSAN"
"4786",25642,19.25,-25.25,611,"NUSAN"
"4787",25643,19.25,-24.75,611,"NUSAN"
"4788",25644,19.25,-24.25,611,"NUSAN"
"4789",25645,19.25,-23.75,611,"NUSAN"
"4790",25646,19.25,-23.25,611,"NUSAN"
"4791",25647,19.25,-22.75,611,"NUSAN"
"4792",25648,19.25,-22.25,278,"HEIKUM"
"4793",25649,19.25,-21.75,278,"HEIKUM"
"4794",25650,19.25,-21.25,415,"KUNG"
"4795",25651,19.25,-20.75,415,"KUNG"
"4796",25652,19.25,-20.25,415,"KUNG"
"4797",25653,19.25,-19.75,415,"KUNG"
"4798",25654,19.25,-19.25,415,"KUNG"
"4799",25655,19.25,-18.75,415,"KUNG"
"4800",25656,19.25,-18.25,415,"KUNG"
"4801",25657,19.25,-17.75,421,"KWANGARE"
"4802",25658,19.25,-17.25,421,"KWANGARE"
"4803",25659,19.25,-16.75,421,"KWANGARE"
"4804",25660,19.25,-16.25,421,"KWANGARE"
"4805",25661,19.25,-15.75,525,"MBWELA"
"4806",25662,19.25,-15.25,525,"MBWELA"
"4807",25663,19.25,-14.75,525,"MBWELA"
"4808",25664,19.25,-14.25,525,"MBWELA"
"4809",25665,19.25,-13.75,457,"LUCHAZI"
"4810",25666,19.25,-13.25,457,"LUCHAZI"
"4811",25667,19.25,-12.75,457,"LUCHAZI"
"4812",25668,19.25,-12.25,152,"CHOKWE"
"4813",25669,19.25,-11.75,152,"CHOKWE"
"4814",25670,19.25,-11.25,152,"CHOKWE"
"4815",25671,19.25,-10.75,152,"CHOKWE"
"4816",25672,19.25,-10.25,152,"CHOKWE"
"4817",25673,19.25,-9.75,152,"CHOKWE"
"4818",25674,19.25,-9.25,152,"CHOKWE"
"4819",25675,19.25,-8.75,152,"CHOKWE"
"4820",25676,19.25,-8.25,152,"CHOKWE"
"4821",25677,19.25,-7.75,152,"CHOKWE"
"4822",25678,19.25,-7.25,152,"CHOKWE"
"4823",25679,19.25,-6.75,469,"LUWA"
"4824",25680,19.25,-6.25,634,"PENDE"
"4825",25681,19.25,-5.75,634,"PENDE"
"4826",25682,19.25,-5.25,136,"BUNDA"
"4827",25683,19.25,-4.75,136,"BUNDA"
"4828",25684,19.25,-4.25,193,"DZING"
"4829",25685,19.25,-3.75,201,"EKONDA"
"4830",25686,19.25,-3.25,201,"EKONDA"
"4831",25687,19.25,-2.75,201,"EKONDA"
"4832",25688,19.25,-2.25,201,"EKONDA"
"4833",25689,19.25,-1.75,201,"EKONDA"
"4834",25690,19.25,-1.25,201,"EKONDA"
"4835",25691,19.25,-0.75,602,"NKUNDO"
"4836",25692,19.25,-0.25,602,"NKUNDO"
"4837",25693,19.25,0.25,602,"NKUNDO"
"4838",25694,19.25,0.75,583,"NGALA"
"4839",25695,19.25,1.25,583,"NGALA"
"4840",25696,19.25,1.75,583,"NGALA"
"4841",25697,19.25,2.25,583,"NGALA"
"4842",25698,19.25,2.75,144,"BWAKA"
"4843",25699,19.25,3.25,144,"BWAKA"
"4844",25700,19.25,3.75,144,"BWAKA"
"4845",25701,19.25,4.25,144,"BWAKA"
"4846",25702,19.25,4.75,242,"GOBU"
"4847",25703,19.25,5.25,64,"BANDA"
"4848",25704,19.25,5.75,64,"BANDA"
"4849",25705,19.25,6.25,490,"MANDJA"
"4850",25706,19.25,6.75,490,"MANDJA"
"4851",25707,19.25,7.25,64,"BANDA"
"4852",25708,19.25,7.75,580,"NDUKA"
"4853",25709,19.25,8.25,580,"NDUKA"
"4854",25710,19.25,8.75,580,"NDUKA"
"4855",25711,19.25,9.25,580,"NDUKA"
"4856",25712,19.25,9.75,254,"GULA"
"4857",25713,19.25,10.25,254,"GULA"
"4858",25714,19.25,10.75,208,"FANYAN"
"4859",25715,19.25,11.25,279,"HEMAT"
"4860",25716,19.25,11.75,279,"HEMAT"
"4861",25717,19.25,12.25,551,"MUBI"
"4862",25718,19.25,12.75,551,"MUBI"
"4863",25719,19.25,13.25,471,"MABA"
"4864",25720,19.25,13.75,471,"MABA"
"4865",25721,19.25,14.25,471,"MABA"
"4866",25722,19.25,14.75,478,"MAHAMID"
"4867",25723,19.25,15.25,478,"MAHAMID"
"4868",25724,19.25,15.75,134,"BULGEDA"
"4869",25725,19.25,16.25,134,"BULGEDA"
"4870",25726,19.25,16.75,134,"BULGEDA"
"4871",25727,19.25,17.25,134,"BULGEDA"
"4872",25728,19.25,17.75,134,"BULGEDA"
"4873",25729,19.25,18.25,134,"BULGEDA"
"4874",25730,19.25,18.75,134,"BULGEDA"
"4875",25731,19.25,19.25,103,"BIDEYAT"
"4876",25732,19.25,19.75,743,"TEDA"
"4877",25733,19.25,20.25,743,"TEDA"
"4878",25734,19.25,20.75,743,"TEDA"
"4879",25735,19.25,21.25,743,"TEDA"
"4880",25736,19.25,21.75,743,"TEDA"
"4881",25737,19.25,22.25,743,"TEDA"
"4882",25738,19.25,22.75,743,"TEDA"
"4883",25739,19.25,23.25,743,"TEDA"
"4884",25740,19.25,23.75,743,"TEDA"
"4885",25741,19.25,24.25,743,"TEDA"
"4886",25742,19.25,24.75,NA,NA
"4887",25743,19.25,25.25,NA,NA
"4888",25744,19.25,25.75,NA,NA
"4889",25745,19.25,26.25,NA,NA
"4890",25746,19.25,26.75,NA,NA
"4891",25747,19.25,27.25,NA,NA
"4892",25748,19.25,27.75,NA,NA
"4893",25749,19.25,28.25,NA,NA
"4894",25750,19.25,28.75,676,"SANUSI"
"4895",25751,19.25,29.25,676,"SANUSI"
"4896",25752,19.25,29.75,676,"SANUSI"
"4897",25753,19.25,30.25,676,"SANUSI"
"4898",25790,19.75,-34.25,145,"CAPE HOTTENTOT"
"4899",25791,19.75,-33.75,145,"CAPE HOTTENTOT"
"4900",25792,19.75,-33.25,145,"CAPE HOTTENTOT"
"4901",25793,19.75,-32.75,145,"CAPE HOTTENTOT"
"4902",25794,19.75,-32.25,808,"XAM"
"4903",25795,19.75,-31.75,808,"XAM"
"4904",25796,19.75,-31.25,808,"XAM"
"4905",25797,19.75,-30.75,808,"XAM"
"4906",25798,19.75,-30.25,808,"XAM"
"4907",25799,19.75,-29.75,808,"XAM"
"4908",25800,19.75,-29.25,808,"XAM"
"4909",25801,19.75,-28.75,564,"NAMA"
"4910",25802,19.75,-28.25,564,"NAMA"
"4911",25803,19.75,-27.75,564,"NAMA"
"4912",25804,19.75,-27.25,564,"NAMA"
"4913",25805,19.75,-26.75,611,"NUSAN"
"4914",25806,19.75,-26.25,611,"NUSAN"
"4915",25807,19.75,-25.75,611,"NUSAN"
"4916",25808,19.75,-25.25,611,"NUSAN"
"4917",25809,19.75,-24.75,611,"NUSAN"
"4918",25810,19.75,-24.25,611,"NUSAN"
"4919",25811,19.75,-23.75,611,"NUSAN"
"4920",25812,19.75,-23.25,611,"NUSAN"
"4921",25813,19.75,-22.75,568,"NARON"
"4922",25814,19.75,-22.25,415,"KUNG"
"4923",25815,19.75,-21.75,415,"KUNG"
"4924",25816,19.75,-21.25,415,"KUNG"
"4925",25817,19.75,-20.75,415,"KUNG"
"4926",25818,19.75,-20.25,415,"KUNG"
"4927",25819,19.75,-19.75,415,"KUNG"
"4928",25820,19.75,-19.25,415,"KUNG"
"4929",25821,19.75,-18.75,415,"KUNG"
"4930",25822,19.75,-18.25,415,"KUNG"
"4931",25823,19.75,-17.75,421,"KWANGARE"
"4932",25824,19.75,-17.25,421,"KWANGARE"
"4933",25825,19.75,-16.75,421,"KWANGARE"
"4934",25826,19.75,-16.25,525,"MBWELA"
"4935",25827,19.75,-15.75,525,"MBWELA"
"4936",25828,19.75,-15.25,525,"MBWELA"
"4937",25829,19.75,-14.75,525,"MBWELA"
"4938",25830,19.75,-14.25,522,"MBUNDA"
"4939",25831,19.75,-13.75,522,"MBUNDA"
"4940",25832,19.75,-13.25,457,"LUCHAZI"
"4941",25833,19.75,-12.75,457,"LUCHAZI"
"4942",25834,19.75,-12.25,468,"LUVALE"
"4943",25835,19.75,-11.75,152,"CHOKWE"
"4944",25836,19.75,-11.25,152,"CHOKWE"
"4945",25837,19.75,-10.75,152,"CHOKWE"
"4946",25838,19.75,-10.25,152,"CHOKWE"
"4947",25839,19.75,-9.75,152,"CHOKWE"
"4948",25840,19.75,-9.25,152,"CHOKWE"
"4949",25841,19.75,-8.75,152,"CHOKWE"
"4950",25842,19.75,-8.25,152,"CHOKWE"
"4951",25843,19.75,-7.75,152,"CHOKWE"
"4952",25844,19.75,-7.25,152,"CHOKWE"
"4953",25845,19.75,-6.75,152,"CHOKWE"
"4954",25846,19.75,-6.25,634,"PENDE"
"4955",25847,19.75,-5.75,634,"PENDE"
"4956",25848,19.75,-5.25,136,"BUNDA"
"4957",25849,19.75,-4.75,193,"DZING"
"4958",25850,19.75,-4.25,193,"DZING"
"4959",25851,19.75,-3.75,201,"EKONDA"
"4960",25852,19.75,-3.25,201,"EKONDA"
"4961",25853,19.75,-2.75,201,"EKONDA"
"4962",25854,19.75,-2.25,420,"KUTSHU"
"4963",25855,19.75,-1.75,201,"EKONDA"
"4964",25856,19.75,-1.25,602,"NKUNDO"
"4965",25857,19.75,-0.75,602,"NKUNDO"
"4966",25858,19.75,-0.25,602,"NKUNDO"
"4967",25859,19.75,0.25,602,"NKUNDO"
"4968",25860,19.75,0.75,545,"MONGO"
"4969",25861,19.75,1.25,545,"MONGO"
"4970",25862,19.75,1.75,583,"NGALA"
"4971",25863,19.75,2.25,583,"NGALA"
"4972",25864,19.75,2.75,144,"BWAKA"
"4973",25865,19.75,3.25,144,"BWAKA"
"4974",25866,19.75,3.75,144,"BWAKA"
"4975",25867,19.75,4.25,144,"BWAKA"
"4976",25868,19.75,4.75,242,"GOBU"
"4977",25869,19.75,5.25,70,"BANZIRI"
"4978",25870,19.75,5.75,64,"BANDA"
"4979",25871,19.75,6.25,64,"BANDA"
"4980",25872,19.75,6.75,64,"BANDA"
"4981",25873,19.75,7.25,64,"BANDA"
"4982",25874,19.75,7.75,64,"BANDA"
"4983",25875,19.75,8.25,580,"NDUKA"
"4984",25876,19.75,8.75,580,"NDUKA"
"4985",25877,19.75,9.25,254,"GULA"
"4986",25878,19.75,9.75,254,"GULA"
"4987",25879,19.75,10.25,254,"GULA"
"4988",25880,19.75,10.75,279,"HEMAT"
"4989",25881,19.75,11.25,279,"HEMAT"
"4990",25882,19.75,11.75,279,"HEMAT"
"4991",25883,19.75,12.25,551,"MUBI"
"4992",25884,19.75,12.75,551,"MUBI"
"4993",25885,19.75,13.25,471,"MABA"
"4994",25886,19.75,13.75,471,"MABA"
"4995",25887,19.75,14.25,471,"MABA"
"4996",25888,19.75,14.75,537,"MIMI"
"4997",25889,19.75,15.25,478,"MAHAMID"
"4998",25890,19.75,15.75,478,"MAHAMID"
"4999",25891,19.75,16.25,134,"BULGEDA"
"5000",25892,19.75,16.75,134,"BULGEDA"
"5001",25893,19.75,17.25,134,"BULGEDA"
"5002",25894,19.75,17.75,134,"BULGEDA"
"5003",25895,19.75,18.25,134,"BULGEDA"
"5004",25896,19.75,18.75,103,"BIDEYAT"
"5005",25897,19.75,19.25,103,"BIDEYAT"
"5006",25898,19.75,19.75,743,"TEDA"
"5007",25899,19.75,20.25,743,"TEDA"
"5008",25900,19.75,20.75,743,"TEDA"
"5009",25901,19.75,21.25,743,"TEDA"
"5010",25902,19.75,21.75,743,"TEDA"
"5011",25903,19.75,22.25,743,"TEDA"
"5012",25904,19.75,22.75,743,"TEDA"
"5013",25905,19.75,23.25,743,"TEDA"
"5014",25906,19.75,23.75,743,"TEDA"
"5015",25907,19.75,24.25,743,"TEDA"
"5016",25908,19.75,24.75,NA,NA
"5017",25909,19.75,25.25,NA,NA
"5018",25910,19.75,25.75,NA,NA
"5019",25911,19.75,26.25,NA,NA
"5020",25912,19.75,26.75,NA,NA
"5021",25913,19.75,27.25,NA,NA
"5022",25914,19.75,27.75,NA,NA
"5023",25915,19.75,28.25,NA,NA
"5024",25916,19.75,28.75,676,"SANUSI"
"5025",25917,19.75,29.25,676,"SANUSI"
"5026",25918,19.75,29.75,676,"SANUSI"
"5027",25919,19.75,30.25,676,"SANUSI"
"5028",25963,20.25,-34.25,145,"CAPE HOTTENTOT"
"5029",25964,20.25,-33.75,145,"CAPE HOTTENTOT"
"5030",25965,20.25,-33.25,145,"CAPE HOTTENTOT"
"5031",25966,20.25,-32.75,808,"XAM"
"5032",25967,20.25,-32.25,808,"XAM"
"5033",25968,20.25,-31.75,808,"XAM"
"5034",25969,20.25,-31.25,808,"XAM"
"5035",25970,20.25,-30.75,808,"XAM"
"5036",25971,20.25,-30.25,808,"XAM"
"5037",25972,20.25,-29.75,808,"XAM"
"5038",25973,20.25,-29.25,808,"XAM"
"5039",25974,20.25,-28.75,808,"XAM"
"5040",25975,20.25,-28.25,808,"XAM"
"5041",25976,20.25,-27.75,611,"NUSAN"
"5042",25977,20.25,-27.25,611,"NUSAN"
"5043",25978,20.25,-26.75,611,"NUSAN"
"5044",25979,20.25,-26.25,611,"NUSAN"
"5045",25980,20.25,-25.75,611,"NUSAN"
"5046",25981,20.25,-25.25,611,"NUSAN"
"5047",25982,20.25,-24.75,611,"NUSAN"
"5048",25983,20.25,-24.25,611,"NUSAN"
"5049",25984,20.25,-23.75,611,"NUSAN"
"5050",25985,20.25,-23.25,611,"NUSAN"
"5051",25986,20.25,-22.75,568,"NARON"
"5052",25987,20.25,-22.25,568,"NARON"
"5053",25988,20.25,-21.75,415,"KUNG"
"5054",25989,20.25,-21.25,415,"KUNG"
"5055",25990,20.25,-20.75,415,"KUNG"
"5056",25991,20.25,-20.25,415,"KUNG"
"5057",25992,20.25,-19.75,415,"KUNG"
"5058",25993,20.25,-19.25,415,"KUNG"
"5059",25994,20.25,-18.75,415,"KUNG"
"5060",25995,20.25,-18.25,415,"KUNG"
"5061",25996,20.25,-17.75,421,"KWANGARE"
"5062",25997,20.25,-17.25,421,"KWANGARE"
"5063",25998,20.25,-16.75,520,"MBUKUSHU"
"5064",25999,20.25,-16.25,525,"MBWELA"
"5065",26000,20.25,-15.75,525,"MBWELA"
"5066",26001,20.25,-15.25,525,"MBWELA"
"5067",26002,20.25,-14.75,522,"MBUNDA"
"5068",26003,20.25,-14.25,522,"MBUNDA"
"5069",26004,20.25,-13.75,522,"MBUNDA"
"5070",26005,20.25,-13.25,457,"LUCHAZI"
"5071",26006,20.25,-12.75,457,"LUCHAZI"
"5072",26007,20.25,-12.25,468,"LUVALE"
"5073",26008,20.25,-11.75,468,"LUVALE"
"5074",26009,20.25,-11.25,152,"CHOKWE"
"5075",26010,20.25,-10.75,152,"CHOKWE"
"5076",26011,20.25,-10.25,152,"CHOKWE"
"5077",26012,20.25,-9.75,152,"CHOKWE"
"5078",26013,20.25,-9.25,152,"CHOKWE"
"5079",26014,20.25,-8.75,152,"CHOKWE"
"5080",26015,20.25,-8.25,152,"CHOKWE"
"5081",26016,20.25,-7.75,152,"CHOKWE"
"5082",26017,20.25,-7.25,152,"CHOKWE"
"5083",26018,20.25,-6.75,152,"CHOKWE"
"5084",26019,20.25,-6.25,634,"PENDE"
"5085",26020,20.25,-5.75,434,"LELE"
"5086",26021,20.25,-5.25,434,"LELE"
"5087",26022,20.25,-4.75,434,"LELE"
"5088",26023,20.25,-4.25,434,"LELE"
"5089",26024,20.25,-3.75,420,"KUTSHU"
"5090",26025,20.25,-3.25,420,"KUTSHU"
"5091",26026,20.25,-2.75,420,"KUTSHU"
"5092",26027,20.25,-2.25,420,"KUTSHU"
"5093",26028,20.25,-1.75,516,"MBOLE"
"5094",26029,20.25,-1.25,516,"MBOLE"
"5095",26030,20.25,-0.75,516,"MBOLE"
"5096",26031,20.25,-0.25,516,"MBOLE"
"5097",26032,20.25,0.25,602,"NKUNDO"
"5098",26033,20.25,0.75,545,"MONGO"
"5099",26034,20.25,1.25,577,"NDOKO"
"5100",26035,20.25,1.75,577,"NDOKO"
"5101",26036,20.25,2.25,577,"NDOKO"
"5102",26037,20.25,2.75,144,"BWAKA"
"5103",26038,20.25,3.25,144,"BWAKA"
"5104",26039,20.25,3.75,144,"BWAKA"
"5105",26040,20.25,4.25,144,"BWAKA"
"5106",26041,20.25,4.75,242,"GOBU"
"5107",26042,20.25,5.25,64,"BANDA"
"5108",26043,20.25,5.75,64,"BANDA"
"5109",26044,20.25,6.25,64,"BANDA"
"5110",26045,20.25,6.75,64,"BANDA"
"5111",26046,20.25,7.25,64,"BANDA"
"5112",26047,20.25,7.75,64,"BANDA"
"5113",26048,20.25,8.25,580,"NDUKA"
"5114",26049,20.25,8.75,580,"NDUKA"
"5115",26050,20.25,9.25,254,"GULA"
"5116",26051,20.25,9.75,254,"GULA"
"5117",26052,20.25,10.25,660,"RUNGA"
"5118",26053,20.25,10.75,660,"RUNGA"
"5119",26054,20.25,11.25,279,"HEMAT"
"5120",26055,20.25,11.75,279,"HEMAT"
"5121",26056,20.25,12.25,279,"HEMAT"
"5122",26057,20.25,12.75,279,"HEMAT"
"5123",26058,20.25,13.25,471,"MABA"
"5124",26059,20.25,13.75,471,"MABA"
"5125",26060,20.25,14.25,471,"MABA"
"5126",26061,20.25,14.75,537,"MIMI"
"5127",26062,20.25,15.25,478,"MAHAMID"
"5128",26063,20.25,15.75,478,"MAHAMID"
"5129",26064,20.25,16.25,103,"BIDEYAT"
"5130",26065,20.25,16.75,103,"BIDEYAT"
"5131",26066,20.25,17.25,103,"BIDEYAT"
"5132",26067,20.25,17.75,103,"BIDEYAT"
"5133",26068,20.25,18.25,103,"BIDEYAT"
"5134",26069,20.25,18.75,103,"BIDEYAT"
"5135",26070,20.25,19.25,103,"BIDEYAT"
"5136",26071,20.25,19.75,103,"BIDEYAT"
"5137",26072,20.25,20.25,103,"BIDEYAT"
"5138",26073,20.25,20.75,743,"TEDA"
"5139",26074,20.25,21.25,743,"TEDA"
"5140",26075,20.25,21.75,743,"TEDA"
"5141",26076,20.25,22.25,743,"TEDA"
"5142",26077,20.25,22.75,743,"TEDA"
"5143",26078,20.25,23.25,743,"TEDA"
"5144",26079,20.25,23.75,743,"TEDA"
"5145",26080,20.25,24.25,743,"TEDA"
"5146",26081,20.25,24.75,406,"KUFRA"
"5147",26082,20.25,25.25,NA,NA
