79.629,69.028,32.021,92.568,35.927,62.266
90.513,66.371,53.829,49.933,92.831,68.761
14.603,17.503,17.759,49.864,88.132,40.32
91.883,14.508,60.971,35.003,56.312,37.871
64.63,51.036,27.59,90.73,63.523,97.875
11.8,96.214,66.037,37.639,59.271,8.3221
28.73,35.064,69.799,13.248,21.823,78.478
55.416,59.262,74.252,76.089,31.18,88.688
96.56,23.836,46.055,40.059,48.316,80.098
98.278,76.727,18.803,28.483,27.767,19.405
20.741,28.268,25.986,42.271,85.915,28.081
98.639,52.11,92.344,14.871,22.081,35.188
87.732,70.533,15.717,13.753,23.279,64.072
48.572,85.886,76.837,77.018,17.841,14.451
70.385,92.585,54.801,81.412,23.693,61.902
18.001,56.061,99.859,58.643,44.929,15.556
45.564,21.456,21.204,20.854,35.442,67.44
93.313,20.318,46.077,26.968,93.918,50.957
81.062,28.863,18.011,37.641,45.06,78.444
98.136,86.185,98.057,84.188,24.382,37.014
64.586,26.252,7.9755,7.2637,90.625,90.296
14.574,82.819,77.398,14.257,99.034,68.256
84.471,27.442,83.17,21.147,45.586,35.504
94.115,94.357,87.645,66.408,17.997,71.397
69.618,38.7,20.783,74.708,30.756,26.411
77.632,26.243,42.723,66.987,44.118,20.328
76.085,29.807,30.55,47.868,61.759,75.341
42.322,63.934,82.154,57.225,30.554,52.56
63.951,48.247,43.071,29.809,60.805,48.433
19.471,36.585,83.782,65.983,71.896,85.643
70.736,84.273,21.014,21.419,24.302,61.401
15.097,60.049,28.992,70.092,17.319,62.716
30.42,56.549,19.85,22.706,32.146,84.975
18.73,92.709,21.572,39.953,35.355,81.439
19.339,32.203,88.706,64.693,44.995,59.192
41.474,78.289,60.918,80.639,53.974,26.671
67.501,74.73,53.021,9.3858,9.7235,24.608
32.205,38.89,15.497,85.509,26.915,77.569
81.547,57.502,74.841,78.174,72.495,9.9932
12.688,14.105,63.122,50.179,13.026,49.829
44.518,11.382,36.287,44.891,88.296,18.96
39.888,53.796,52.923,46.512,74.648,90.018
77.407,77.57,41.628,32.227,50.317,71.667
77.493,88.609,8.2815,51.11,56.189,47.584
19.365,13.721,24.453,51.867,24.191,44.738
49.399,56.428,14.407,82.696,46.338,9.6996
45.114,46.801,19.866,80.608,85.829,57.341
65.248,7.9286,24.916,65.23,55.578,8.4754
71.496,34.357,41.673,38.877,52.713,8.9184
76.548,18.849,11.922,82.549,25.062,44.953
29.208,78.329,82.995,54.754,50.165,13.603
