895.46,293.8,844.02,746.46,102.34
892.33,211.74,829.52,541.87,40.233
869.11,193.72,816.24,749.95,61.037
858.78,345.32,820.12,875.75,99.465
858.39,476.59,833.12,993.66,97.927
763.54,250.24,671.3,101.22,188.68
836.76,22.98,758,590.4,183.31
814.4,207.3,756.36,762.28,53.77
836.26,386.93,799.9,930.56,99.386
852.89,521.67,832.84,1029.6,102.75
866.77,617.86,858.64,1100.9,121.89
345.1,595.1,307.12,807.63,75.477
359.71,556.12,301.73,754.6,60.953
438.72,432.61,347.24,527.14,83.521
530.05,234.54,414.08,520.77,31.756
614.96,220.09,512.5,575.37,67.202
694.2,245.21,625.18,834.14,88.131
784.16,471.5,758.57,996.27,48.775
851.64,627.87,843.93,1109.5,58.306
858.78,689.44,860.14,1151.5,75.055
859.87,721.14,864.98,1173.3,125.25
321.03,618.44,301.65,844.06,52.327
321.89,591.77,289.57,807.79,63.623
344.14,526.8,228.63,776.24,78.97
375.2,469.55,239.23,771.78,63.744
448.14,440.74,298.04,836.87,81.193
543.71,475.84,513.74,939.66,79.643
675.76,568.75,674.69,1058.7,79.603
770.77,680.35,785.1,1141.3,69.292
828.69,741.49,844.42,1185.7,98.759
843.8,756.88,859.4,1197.6,101.92
286.56,667.03,302.79,915.82,19.636
269,660.08,278.88,916.25,34.39
205.93,660.89,217.38,936.23,88.725
273.76,705.27,40.347,1015.5,179.42
255.88,643.21,276.87,1013.4,69.39
426.94,637.26,450.34,1051.5,45.91
567.14,681.96,609.32,1117.3,78.261
693.71,750.83,739.19,1185,94.433
765.71,809.74,812.48,1234.2,97.479
264.39,713.74,314.59,980.59,42.71
230.97,723.27,298.51,998.41,35.385
168.91,756.11,242.25,1048.3,75.929
27.09,851.83,347.78,1159.2,194.37
211,768.22,294.98,1120.8,37.902
357.21,753.24,456.68,1134.5,56.512
508.78,779.31,596.44,1181.5,63.956
633.85,832.38,716.06,1238.3,76.911
724.9,905.08,805.1,1304.9,82.955
784.17,980.09,869.12,1370.9,43.749
227.12,786.73,347.15,1080.3,53.621
164.42,816.27,364.87,1121.9,44.91
165.04,832.41,386.13,1155.2,55.841
202.81,836.82,438.1,1177.5,56.075
353.1,835.4,502.34,1197.4,35.503
477.75,854.93,603.64,1233.2,58.209
613.83,911.28,723.89,1295.9,67.287
729.27,981.59,829.67,1366.7,71.965
801.13,1056.1,902.37,1433.5,72.021
875.95,1142.3,980.98,1511.3,58.686
965.54,1249.1,1075.5,1606.1,63.522
1007.7,1291.5,1117.3,1643.3,41.091
266.04,858.02,444.6,1171.4,46.005
252.14,855.7,440.99,1172.4,49.678
256.04,864.02,462.65,1191.3,35.865
303.31,876.13,504.43,1215,43.599
376.98,890.94,561.65,1241.9,46.159
