867.54,327.04,788.61,618.93,26.079
899.59,291.18,844.48,732.36,37.81
943.46,273.86,923.92,891.27,38.203
980.25,311.66,995.56,1031.9,26.38
1000.9,362.31,1036.1,1106.4,37.657
1199.8,847.33,1288.9,1419.4,23.761
1211.1,863.77,1299.8,1429.7,52.95
811.63,416.18,697.19,443.91,9.8633
819.51,337.77,722.26,518.32,15.637
874.01,208.4,810.99,693.26,21.347
917.9,187.43,899.95,887.8,29.961
963.3,214.24,983.36,1036.8,14.148
978.29,344.28,1020.6,1105.8,22.058
1005.8,456.46,1069.2,1177.2,18.321
1052.6,588.12,1133.6,1259.7,38.271
1099.7,684.54,1187.3,1318.2,27.033
1158.5,783.47,1248,1379.7,55.625
1191.9,838.03,1281.7,1413,31.9
1199.9,850.31,1289.5,1420.5,44.904
727.46,489.23,571.3,238.4,16.52
717.7,378.84,581.51,307.5,19.41
764.07,217.92,690.65,642.07,16.316
917.97,22.61,904.68,973.62,140.39
898.32,200.95,939.1,1037,34.985
948.54,360.07,1010.4,1122.7,16.118
994.7,487.58,1070.6,1194.5,25.134
1047.7,598.64,1133.2,1263.1,34.373
1098.5,693.36,1188.2,1321.4,32.024
1148.7,776.78,1239.9,1373.5,50.355
1183.5,831.04,1274.5,1407.2,54.518
1194.9,848.15,1285.6,1417.8,38.934
562.25,568.02,331.63,24.77,117
529.6,454.35,368.62,287.29,31.583
545.41,259.49,435.72,621.6,38.455
649.16,231.27,720.65,888.93,15.734
789.34,237.82,881.88,1038.5,25.341
884.64,406.96,979.96,1129.1,48.441
967.32,529.9,1063.8,1207.6,47.435
1041,635.8,1136.8,1277.2,30.16
1101.3,722.27,1196,1334.2,38.476
1151,794.09,1244.7,1380.9,47.874
1184.6,840.8,1277,1411.2,57.05
1201.4,864.01,1293.1,1426.1,33.045
224.84,631.04,54.4,370.97,129.61
227.08,553.94,403.52,732.64,32.26
475.51,457.32,634.56,907.97,21.831
660.93,442.43,819.47,1040.7,48.119
822.48,494,958.4,1142.2,38.27
937.57,587.55,1056.9,1220,48.47
1035.9,682.83,1142.8,1294,38.034
1117,773.55,1217.1,1360,16.443
1154.9,815.37,1251.5,1390.2,27.775
1187.8,854.14,1281.8,1417.4,52.853
1211.1,883.71,1303.6,1437.3,33.14
11.526,1010,538.29,1031.9,176.92
186.83,754.26,426.86,888.63,20.023
377.49,639.41,642.2,980.92,55.532
589.2,595.36,803.68,1069.6,49.814
790.66,602.52,956.58,1165.5,48.198
930.56,665.06,1066.6,1245.7,62.719
1039,732.37,1155.3,1314.1,64.813
1111.9,789,1216.6,1363.5,37.577
1156.7,830.31,1255.6,1396.3,49.828
1189,863.48,1284.3,1421.2,69.527
1213.1,891.03,1306.4,1440.8,66.142
125.4,913.3,600.06,1035.6,5.2082
147.54,858.82,611.16,1029.9,19.237
355.41,779.99,678.53,1049.5,19.277
585.36,684.98,826.67,1110.1,40.496
779.16,668.33,960.48,1183.4,72.866
930.25,699.9,1072.9,1257.7,70.476
1039.5,754.32,1159.7,1322,62.202
1114.5,802.9,1221.1,1369.6,59.589
1160,839.92,1259.8,1401.2,55.127
1189.2,867.72,1285.3,1422.8,41.105
274.94,904.65,685.85,1078,21.287
