199.06,47.037,214.34,210.05,17.674
198.51,46.634,213.81,209.56,18.008
198.76,44.289,214.07,209.73,19.27
200.21,36.851,215.51,210.94,24.37
197.39,47.779,212.7,208.61,17.543
197.7,45.115,213.03,208.84,18.862
198.76,39.169,214.1,209.63,22.968
202.9,26.888,218.18,213.21,34.964
223.44,8.0302,238.03,232.62,71.364
194.92,50.465,210.28,206.53,15.74
195.07,48.261,210.45,206.6,16.819
196,42.778,211.42,207.25,20.586
199.08,31.558,214.51,209.64,31.384
197.5,31.93,213.17,207.33,35.323
193.14,35.123,209.27,201.7,36.344
191.15,54.161,206.58,203.37,12.525
191.16,52.945,206.62,203.31,12.779
191.21,49.433,206.72,203.17,15.545
190.53,47.479,206.22,201.93,19.616
188.17,48.537,204.24,198.44,26.638
181.68,56.288,198.39,190.34,26.747
171.77,68.678,189.65,175.91,23.83
187.66,57.621,203.16,200.54,8.9277
187.61,57.194,203.12,200.44,9.7373
186.23,57.712,201.8,199.09,5.8745
181.3,62.533,197.1,194.4,13.828
177.7,66.432,193.89,189.94,18.469
171.78,73.292,188.81,181.75,21.018
158.9,90.622,177.42,163.44,18.979
141.59,121.05,164.02,127.47,19.444
122.77,176.24,153.15,67.645,27.439
134.9,202.92,166.03,20.971,52.686
184.68,61.266,200.2,198.17,6.6226
183.42,62.539,198.95,197.15,6.5497
180.11,66.298,195.69,194.37,7.8186
175.31,72.737,190.96,190.26,10.692
169.56,79.788,185.51,184.69,13.394
160.19,92.394,176.77,174.98,15.13
145.86,113.15,164.07,156.81,15.151
129.55,142.88,151.68,126.87,17.229
115.51,177.19,143.93,88.115,22.215
93.862,205.7,136.91,91.566,22.27
183.32,63.006,198.86,197.09,5.4776
181.54,65.077,197.09,195.71,4.6088
175.34,73.243,190.85,191.09,6.7731
168.21,83.138,183.6,185.81,8.5676
160.43,93.963,175.79,180.16,9.6408
150.18,109.14,165.47,172.33,7.8191
136.24,129.91,151.8,160.65,12.737
119.84,157.37,136.69,145.87,14.027
100.24,188.65,122.29,139.07,12.741
76.468,221.14,111.76,153.61,12.882
44.268,266.94,119.97,195.48,14.036
6.8921,349.35,187.28,293.28,88.193
161.14,92.712,176.14,181.87,3.5325
153.17,104.43,167.71,177.2,6.4903
143.38,119.55,157.11,172.25,9.481
129.6,141.21,141.75,166.91,11.224
111.73,170.86,120.37,165.18,11.896
92.023,204.11,98.284,170.83,10.347
70.35,238.9,85.805,188.55,3.7351
42.299,270.8,90.909,214.79,19.288
34.162,285.2,94.215,228.3,27.838
149.51,110.1,163.54,175.97,6.6253
140.64,123.8,153.57,172.53,8.6729
126.31,147.06,136.51,169.94,11.163
109.05,176.29,114.1,171.11,11.465
90.72,215.68,80.532,185.34,10.911
77.438,247.51,51.922,202.88,14.932
68.04,267.61,46.069,217.76,17.757
62.408,275.49,42.83,224.39,24.317
88.808,264.97,32.148,219.49,19.877
95.826,276.23,9.5233,229.67,36.157
86.857,274.96,25.47,227.3,23.548
97.4,275.29,26.914,229.16,12.162
95.82,275.42,25.985,229.03,19.344
96.335,276.63,24.721,230.09,22.309
100.9,277.67,33.308,231.68,5.3212
100.78,277.78,32.961,231.75,12.608
100.78,277.89,33.15,231.84,15.014
104.34,279.37,39.046,233.64,8.0113
104.01,279.26,38.451,233.49,8.663
103.76,279.17,38.036,233.37,10.182
107.25,280.74,44.05,235.22,4.3414
107.16,280.7,43.846,235.18,7.5408
107.17,280.71,43.851,235.18,7.7055
109.37,281.7,47.784,236.35,7.994
109.61,281.81,48.16,236.48,7.9143
110.46,282.21,49.676,236.94,4.9241
110.22,282.09,49.328,236.8,8.6094
110.81,282.36,50.34,237.12,9.0554
113.44,283.58,54.859,238.53,14.131
