"V1","V2"
0.00138865647224126,0
0.00144420014837881,0
0.000578122958459188,0
0,0.0283169290135965
0.000835225836903664,0
0.00162750750012896,0
0.00185455032638895,0
0.0108797432128964,0
0.0094177616555898,0
0.00350538639209093,0
0.000939859264945841,0
0.000847449500292261,0
0.00136605702541072,0
0.00372582406602388,0
0.00212926728804116,0
0.00134035487133921,0
0.00287601229456936,0
0.0111718443216573,0
0.00551119549085676,0
0.00854677744456821,0
0.000363472818244135,0
0.000845101670779727,0
0.000715393714549336,0
0.000814321647088814,0
0.00213129663348674,0
0.0137396475579434,0
0.00337803665096912,0
0.00091786473976309,0
0.00210357958498813,0
0.00424038342136763,0
0.00216967368016924,0
0.00219939193998444,0
0.00982725163762625,0
0.000958554574885318,0
0.011939185226156,0
0.0126063297534327,0
0.000781646539584538,0
0.000501294844186064,0
0.014730350845823,0
0.00241313653942379,0
0.00722613634816227,0
0.00658901625373285,0
0.00322287448414557,0
0.000907957193298965,0
0.00088458467718844,0
0.00200892542128011,0
0.00116954794639055,0
0.0310501016831818,0
0.00198270102322313,0
0.000293482341871437,0
0,0.00822365601051486
0,0.0505847934747324
0.000750800382239665,0
0.000818691405294339,0
0.00654620449095284,0
0.00475827890058012,0
0.00294538219648931,0
0.00443209818879931,0
0.00177295142134317,0
0.011615158086921,0
0.000553786926945752,0
0.000546964325518333,0
0.00045702396948903,0
0.0201522738908417,0
0,0.0471737878713233
0,0.000223872925218807
0.0290060540288265,0
0.00127475946860772,0
0.00268117190921601,0
0.0063750945638882,0
0.0083765101441756,0
0.00941447044651224,0
0.0081701865919613,0
0.0325493280722461,0
0.0288662677232221,0
0.0146615259472514,0
0.000555747708429904,0
0.0469383560453284,0
0.00489423097409983,0
0,0.0463627511957446
0,0.0501568101936556
0.00102500710758605,0
0,0.0518211391686476
0.0100687888399828,0
0.00226204378357806,0
0.00634115139624051,0
0.00716775177828203,0
0.0072739190401193,0
0.00311490070315408,0
0.000836355253034708,0
0.000597586662535022,0
0.0313316128908505,0
0.029636473960894,0
0.000414092483632091,0
0,0.0131979624946956
0,9.90125618556006e-05
0,0.000157459204767579
0.00468891595982976,0
0.018373172848813,0
0.0029144952711481,0
0.00626323431123268,0
0.00853236497424341,0
0.00951504027174122,0
0.00251593259794793,0
0.00530613086830974,0
0.00124450892163901,0
0.00224178057552203,0
0.00856266828855447,0
0.0235276640118054,0
0.00798427399588484,0
0.00394570873440387,0
0.0103812696008546,0
0,0.0121537989224718
0,0.0113231940107223
0.00104267698111422,0
0.0199707049451836,0
0.0035293709971524,0
0.00446312196996534,0
0.012266522842521,0
0.0117180179510808,0
0.00201473263166444,0
0.0128508239431925,0
0.00153310103618501,0
0.000862516132818402,0
0.00544377989704787,0
0.00454213121226045,0
0.000500229843388978,0
0.000885289677892164,0
0.000849368693450775,0
0.0040806996713545,0
0,0.022224839136103
0.000311355386268429,0
0.00428799259607588,0
0.00154522261932034,0
0.000927978950785365,0
0.0196415098541353,0
0.0142553736592557,0
0.00132315965260415,0
0.00325068514705589,0
0.00942297098086606,0
0.00491495430164208,0
0.00139359868618515,0
0.0175251015658814,0
0.000804471072543577,0
0.0269663016900124,0
0.000512107022803813,0
0.00134303235702529,0
0.00206203879832217,0
0.0013882781720038,0
0.00364007017839658,0
0.00887935501702149,0
0.00108725601637609,0
0.00399982255171978,0
0.0020047876386799,0
0.00181100853620938,0
0.00147719779217358,0
0.0320740928570823,0
0.0508143630829326,0
0.00178886292497245,0
0.0038125868328977,0
0.00183382468517269,0
0.000949669563406962,0
0.00079191572192659,0
0.00119270828097868,0
0.00547095295117098,0
0.00197483372741779,0
0.000771089327488639,0
0.00139667738545674,0
0.00198233085949587,0
0.0029922395097683,0
0.00153352869904679,0
0.00317657450281985,0
0.0244335842087597,0
0.00126356563213706,0
0.00449194640530539,0
0.00326161925784877,0
0.011070134288023,0
0.000750340282675464,0
0.0443477996949421,0
0.007328871578356,0
0.000983446946646746,0
0.0783643270698425,0
0.0102114286980069,0
0.00105528928665889,0
0.0128789446669005,0
0.0195691755110447,0
0.0110998003587844,0
0.0211344619378458,0
0.00170974192262559,0
0.00134554725925786,0
0.00352140668418012,0
0.00165919260678876,0
0.00209197019285756,0
0.00519575904179613,0
0.00313479790634863,0
0.000836975121088567,0
0.000762113810124643,0
0.00680604292402741,0
0.00141317337977432,0
0.000744547407084776,0
0.00783263782826839,0
0.000647261658643517,0
0.000637226029547929,0
0.00107050014067755,0
0.00119495115513866,0
0.00137840217963576,0
0.0142444169209728,0
0.00151607081772556,0
0.00187527532783454,0
0.0027699897452018,0
0.00635440350785988,0
0.00577142988176686,0
0.00368559597643136,0
0.005691493554168,0
0.0166743879565323,0
0.036034465885212,0
0.0174292749610771,0
0.0108638740074907,0
0.00338346343396031,0
0.000738545719074466,0
0.0114454573252391,0
0.00426584810073362,0
0.00249480375493519,0
0.0199698534778054,0
0,0.0743382506004157
0.0185208070641541,0
0.0143858686606893,0
0.00154922363833242,0
0.00460044521118556,0
0.00843610268700852,0
0.00706483530472603,0
0.00756780832148382,0
0.00394578588774784,0
0.00700790911928164,0
0.00128973085310928,0
0.00165255001798826,0
0.000561073474096323,0
0.000667442458665104,0
0.00160096220857828,0
0.00521569956711928,0
0.00219368152994114,0
0.049504337560454,0
0,0.0689728704087831
0.00207694234395408,0
0.0017032533550948,0
0.00458763573295641,0
0.00711271370576717,0
0.0133006023195354,0
0.0390571435106077,0
0.0116525975690478,0
0.00334181714607515,0
0.000618500906204428,0
0.0635577142256253,0
0.0157801529200088,0
0.000905229353141917,0
0.00179046845549965,0
0.00447439659402296,0
0.0192854225249579,0
0.0577631332843294,0
0.00189684036803204,0
0.00103845929639828,0
0.00243820858241286,0
0.00281959251628369,0
0.0258701173800258,0
0.0463655972138573,0
0.0102677758217326,0
0.00461316199347781,0
0.00216082960511325,0
0.0197233133972772,0
0.00557647482796787,0
0.000653432070643835,0
0.017944908401575,0
0,0.00638794291738968
0.0174534700309479,0
0.00214410147271487,0
0.0110438720469585,0
0.00745185077156762,0
0.0017654764451602,0
0.0063545724211995,0
0.0451127196402674,0
0.00869737619310998,0
0.0310090307641434,0
0.00115113498871279,0
0.0596057321513791,0
0.0501004702492027,0
0.000942276424502988,0
0.0297741057400508,0
0.00269110109187114,0
0.00331624768247399,0
0.000719785510963698,0
0.00149797288384963,0
0.00248443114654907,0
0.00219187147806314,0
0.00427665863060525,0
0.00134614105238288,0
0.0152417139849377,0
0,0.280444841896831
0,0.0537999491801183
0.000474995268967573,0
0.00320115926137508,0
0.0179495243128957,0
0,0.0176219790780164
0.00426378141692521,0
