"V1","V2","V3","V4","V5","V6"
0,0,0,0,0,0.501888510818529
0,0,0,0,0,0.0251713340842471
0,0.0788881528607482,0,0,0,0
0,0,0.0429067678788292,0,0,0
0,0,0,0,0,0.0256209298097642
0,0,0,0,0,0.035654243502831
0,0,0,0,0,0.0300641093925178
0,0,0,0,0,0.0265420053657977
0,0,0,0,0,0.0254170235880297
0,0,0,0,0,0.0247405178877456
0,0,0,0,0,0.026243885572258
0,0,0,0.0133151130860374,0,0
0,0,0,0,0,0.0463476933027475
0,0,0,0,0,0.108987947058507
0,0,0,0,0,0.00415815850575569
0,0,0,0,0,0.0913346857966399
0.216380418147095,0,0,0,0,0
0,0,0,0,0,0.0146435487070606
0,0,0,0,0,0.021424820981129
0,0,0,0,0,0.0249466960681531
0,0,0,0,0,0.0241695131132103
0,0,0,0,0,0.766112966692038
0,0,0,0,0,0.0221791821400033
0,0,0,0,0,0.0227849573931414
0,0,0,0,0,0.0249937962222323
0,0,0,0,0,0.00145663425035752
0,0,0,0,0,0.00133663065324761
0,0,0,0,0,0.0771614068006796
0,0,0,0,0,0.00507944193292131
0,0,0,0,0,0.0341372168630314
0,0,0,0,0,0.0116835198865294
0,0,0,0,0,0.0146435487095461
0,0,0,0,0,0.020733961159583
0,0,0,0,0,0.021218682890646
0,0,0,0,0,0.0155100990327256
0,0,0,0,0,0.207878937994383
0,0,0,0,0,0.0230464374336854
0,0,0,0,0,0.02269768329057
0,0,0,0,0,0.0230362322823574
0,0,0,0,0,0.00161513468198991
0,0,0,0,0,0.00105849086463437
0,0,0,0,0,0.0404798376479431
0,0,0,0,0,0.00318728026678948
0,0,0,0,0,0.0945624987493915
0,0,0,0,0,0.00957862160836395
0,0,0,0,0,0.013835896442471
0,0,0,0,0,0.0163257744086528
0,0,0,0,0,0.0206714899303501
0,0,0,0,0,0.0155101403949368
0,0,0,0,0,0.0155440880476711
0,0,0,0,0,0.0231293020308149
0,0,0,0,0,0.0272541194631001
0,0,0,0,0,0.0215786146052219
0,0,0,0,0,0.00298385461750891
0,0,0,0,0,0.00110188749153646
0,0,0,0,0,0.0175492252439244
0,0,0,0,0,0.0171269347562575
0,0,0,0,0,0.00440788446690602
0,0,0,0,0,0.00750842381537283
0,0,0,0,0,0.00869171383846732
0,0,0,0,0,0.00916760583177471
0,0,0,0,0,0.0166628636529856
0,0,0,0,0,0.869717117400298
0,0,0,0,0,0.0166958645582272
0,0,0,0,0,0.0157903104405397
0,0,0,0,0,0.0196360404997116
0,0,0,0,0,0.0838099480401649
0,0,0,0,0,0.0354295614057461
0,0,0,0,0,0.00336674163634013
0,0,0,0,0,0.00228503061714468
0,0,0,0,0.00497503029818287,0
0,0,0,0,0,0.0262760713628908
0,0,0,0,0,0.00259312600032165
0,0,0,0,0,0.0272419769936828
0,0,0,0,0,0.005391487140687
0,0,0,0,0,0.00869054135246695
0,0,0,0,0,0.00870976693816166
0,0,0,0,0,0.0183370631063417
0,0,0,0,0,0.0167871779567804
0,0,0,0,0,0.0205405767133501
0,0,0,0,0,0.0165712059769909
0,0,0,0,0,0.0216360504885322
0,0,0,0,0,0.0902945793865383
0,0,0,0,0,0.214129462859159
0,0,0,0,0,0.129874582528393
0,0,0,0,0,0.0246658871075098
0,0,0,0,0,0.0025016914468172
0,0,0,0,0,0.0010739414643361
0,0,0,0,0,0.0103860201158435
0,0,0,0,0,0.0539318565713978
0,0,0,0,0,0.0075728527759831
0,0,0,0,0,0.00269936973348982
0,0,0,0,0,0.00292492521529168
0,0,0,0,0,0.0253964029609829
0,0,0,0,0,0.00759277560975026
0,0,0,0,0,0.00912212495607814
0,0,0,0,0,0.0297452479958231
0,0,0,0,0,0.00930972775958471
0,0,0,0,0,0.0118694124594346
0,0,0,0,0,0.141872967667837
0,0,0,0,0,0.0216366330187961
0,0,0,0,0,0.112615787651521
0,0,0,0,0,0.865168202557437
0,0,0,0,0,0.0549331381092329
0,0,0,0,0,0.0265611563690883
0,0,0,0,0,0.0216431650116776
0,0,0,0,0,0.0200615221398491
0,0,0,0,0,0.00118460579791647
0,0,0,0,0,0.00785095854973681
0,0,0,0,0,0.00130580013631855
0,0,0,0,0,0.00274378225851568
0,0,0,0,0,0.00168802742578305
0,0,0,0,0,0.00247692264021444
0,0,0,0,0,0.00387586767010511
0,0,0,0,0,0.00596089476227754
0,0,0,0,0,0.0126997451112911
0,0,0,0,0,0.0489689996658142
0,0,0,0,0,0.0203877050246664
0,0,0,0,0,0.0151829860043807
0,0,0,0,0,0.0075235336278517
0,0,0,0,0,0.0184806429115856
0,0,0,0,0,0.108052091146144
0,0,0,0,0,0.135578606885342
0,0,0,0,0,0.233610586190969
0,0,0,0,0,1.26302666741349
0,0,0,0,0,0.212779796875634
0,0,0,0,0,0.0299335674662372
0,0,0,0,0,0.0253917391065429
0,0,0,0,0,0.0263855051239616
0,0,0,0,0,0.0476857460585291
0,0,0,0,0,1.85636653497399
0,0,0,0,0,0.022244300495428
0,0,0,0,0,0.0262007686555909
0,0,0,0,0,0.0109662842969814
0,0,0,0,0,0.00119158747392929
0,0,0,0,0,0.0016987384771124
0,0,0,0,0,0.00206404799704616
0,0,0,0,0,0.00277798508083136
0,0,0,0,0,0.00411279415994063
0,0,0,0,0,0.00443651318822266
0,0,0,0,0,0.00762585501435376
0,0,0,0,0,0.0408978632711308
0,0,0,0,0,0.024768031826491
0,0,0,0,0,0.439015687597551
0,0,0,0,0,0.0517251812323761
0,0,0,0,0,0.0658953602159338
0,0,0,0,0,0.135244401440634
0,0,0,0,0,0.135578606885342
0,0,0,0,0,0.288232151482693
0,0,0,0,0,0.118229320018697
0,0,0,0,0,0.069017253530905
0,0,0,0,0,0.0552317963665532
0,0,0,0,0,0.0255626852732823
0,0,0,0,0,0.0256150614342156
0,0,0,0,0,0.0255019576774065
0,0,0,0,0,0.0177018711377462
0,0,0,0,0,0.0232161843048734
0,0,0,0,0,0.108564591632902
0,0,0,0,0,0.006031178726946
0,0,0,0,0,0.00133335232473154
0,0,0,0,0,0.00162526046773674
0,0,0,0,0,0.00348588986004501
0,0,0,0,0,0.0172335448154138
0,0,0,0,0,0.00479043746730523
0,0,0,0,0,0.00389286798539491
0,0,0,0,0,0.00610564665754365
0,0,0,0,0,0.0153265880849123
0,0,0,0,0,0.0195906494901696
0,0,0,0,0,0.028130042533405
0,0,0,0,0,0.0573205749855708
0,0,0,0,0,0.0920979831161515
0,0,0,0,0,0.118197004846465
0,0,0,0,0,0.135244401440634
0,0,0,0,0,0.135578606774739
0,0,0,0,0,0.135922096624531
0,0,0,0,0,0.136274998498452
0,0,0,0,0,0.136637444682225
0,0,0,0,0,0.13700957283905
0,0,0,0,0,0.137373419582093
0,0,0,0,0,0.0951432836348886
0,0,0,0,0,0.0927580642061876
0,0,0,0,0,0.0158851059304232
0,0,0,0,0,0.294659996732904
0,0,0,0,0,0.00105066138946728
0,0,0,0,0,0.00221419609899377
0,0,0,0,0,0.00201706432547247
0,0,0,0,0,0.00268627530350327
0,0,0,0,0,0.029699810812474
0,0,0,0,0,0.0055317438551907
0,0,0,0,0,0.00766510666186192
0,0,0,0,0,0.00778801438138002
0,0,0,0,0,0.0833654170674589
0,0,0,0,0,0.00796212214071387
0,0,0,0,0,0.0214633389750794
0,0,0,0,0,0.814701807141776
0,0,0,0,0,0.110804414443171
0,0,0,0,0,0.116323612865705
0,0,0,0,0,0.135143468713063
0,0,0,0,0,0.135578606995945
0,0,0,0,0,0.135922096624531
0,0,0,0,0,0.136274998498452
0,0,0,0,0,0.136637444682225
0,0,0,0,0,0.13700957283905
0,0,0,0,0,0.137373608113835
0,0,0,0,0,0.0951432835412942
0,0,0,0,0,0.093180550267804
0,0,0,0,0,0.11886575892334
0,0,0,0,0,0.012685360598211
0,0,0,0,0,0.00109859388468337
0,0,0,0,0,0.00248109687024028
0,0,0,0,0,0.00290598070241817
0,0,0,0,0,0.00289471654324403
0,0,0,0,0,0.00262129874283813
0,0,0,0,0,0.00392536518816102
0,0,0,0,0,0.0339326234430972
0,0,0,0,0,0.0284793431260383
0,0,0,0,0,0.0273513160715814
0,0,0,0,0,0.0760316700533118
0,0,0,0,0,0.0730321101069295
0,0,0,0,0,0.0576549429203473
0,0,0,0,0,0.105452037716206
0,0,0,0,0,0.115819630057707
0,0,0,0,0,0.131343508573495
0,0,0,0,0,0.135578606885342
0,0,0,0,0,0.135922096624531
0,0,0,0,0,0.136274998498452
0,0,0,0,0,0.136637444569513
0,0,0,0,0,0.13700957283905
0,0,0,0,0,0.137373796874591
0,0,0,0,0,0.0951432836348886
0,0,0,0,0,0.0948612341735521
0,0,0,0,0,0.516473188727024
0,0,0,0,0,0.0214731039958898
0,0,0,0,0,0.00174787976256743
0,0,0,0,0,0.0010598015295605
0,0,0,0,0,0.00228057842209795
0,0,0,0,0,0.0124699642461464
0,0,0,0,0,0.00475586112429504
0,0,0,0,0,0.00806088981021182
0,0,0,0,0,0.0639692714237702
0,0,0,0,0,0.0375105335823568
0,0,0,0,0,0.0378435516846358
0,0,0,0,0,0.105695125888599
0,0,0,0,0,0.0734957283872901
0,0,0,0,0,0.0576549429342118
0,0,0,0,0,0.100687762213644
0,0,0,0,0,0.115819630057707
0,0,0,0,0,0.119967231914201
0,0,0,0,0,0.135404739472809
0,0,0,0,0,0.135922096624531
0,0,0,0,0,0.136274998498452
0,0,0,0,0,0.136637444569513
0,0,0,0,0,0.13700957283905
0,0,0,0,0,0.137373985521784
0,0,0,0,0,0.0951432836348886
0,0,0,0,0,0.094976530320629
0,0,0,0,0,0.0320724047061878
0,0,0,0,0,0.0483524067103015
0,0,0,0,0,0.00150827397901004
0,0,0,0,0,0.0297657775881665
0,0,0,0,0,0.00207359723189607
0,0,0,0,0,0.00364779687402888
0,0,0,0,0,0.0261164811248433
0,0,0,0,0,0.00796694304495001
0,0,0,0,0,0.0533029499591511
0,0,0,0,0,0.105257680637898
0,0,0,0,0,0.105473041152935
0,0,0,0,0,0.105695125888599
0,0,0,0,0,0.0734914159639427
0,0,0,0,0,0.0576549428926183
0,0,0,0,0,0.0964151928232059
0,0,0,0,0,0.115819630057707
0,0,0,0,0,0.116098659927586
0,0,0,0,0,0.126554620564474
0,0,0,0,0,0.135922096624531
0,0,0,0,0,0.136274998498452
0,0,0,0,0,0.136637444569513
0,0,0,0,0,0.137009572725591
0,0,0,0,0,0.137374174169607
0,0,0,0,0,0.0951432836816858
0,0,0,0,0,0.0946798399469265
0,0,0,0,0,0.410972987143074
0,0,0,0,0,0.0425213986206228
0,0,0,0,0,0.0037594130717718
0,0,0,0,0,0.00110685022896185
0,0,0,0,0,0.00325495560051198
0,0,0,0,0,0.00342443641697125
0,0,0,0,0,0.0090640705344921
0,0,0,0,0,0.0112276609549791
0,0,0,0,0,0.105028234158201
0,0,0,0,0,0.105257680697709
0,0,0,0,0,0.105473041092828
0,0,0,0,0,0.105695125828184
0,0,0,0,0,0.073487104105072
0,0,0,0,0,0.0576549429480763
0,0,0,0,0,0.0925583486578899
0,0,0,0,0,0.115819630057707
0,0,0,0,0,0.116098660003473
0,0,0,0,0,0.117163402443055
0,0,0,0,0,0.133146244839284
0,0,0,0,0,0.136274998498452
0,0,0,0,0,0.136637444569513
0,0,0,0,0,0.13700957283905
0,0,0,0,0,0.137374362703864
0,0,0,0,0,0.0951432835412942
0,0,0,0,0,0.0946166085535368
0,0,0,0,0,0.0320724047328825
0,0,0,0,0,0.0437852978031362
0,0,0,0,0,0.317201813187184
0,0,0,0,0,0.00240571973012815
0,0,0,0,0,0.00175976454607089
0,0,0,0,0,0.00157152831247137
0,0,0,0,0,0.0029471177002663
0,0,0,0,0,0.00613256334560153
0,0,0,0,0,0.00894028315349306
0,0,0,0,0,0.0575833665413826
0,0,0,0,0,0.0804169706327205
0,0,0,0,0,0.105451388450199
0,0,0,0,0,0.105695125949015
0,0,0,0,0,0.0734827941099989
0,0,0,0,0,0.0576549428926183
0,0,0,0,0,0.089056467505773
0,0,0,0,0,0.115819630057707
0,0,0,0,0,0.116098660003473
0,0,0,0,0,0.116385554228177
0,0,0,0,0,0.121331013115463
0,0,0,0,0,0.136231103372755
0,0,0,0,0,0.136637444682225
0,0,0,0,0,0.13700957283905
0,0,0,0,0,0.137374551581333
0,0,0,0,0,0.0951432836348886
0,0,0,0,0,0.0945407201370415
0,0,0,0,0,0.040089883776376
0,0,0,0,0,0.0301161624283167
0,0,0,0,0,0.00855091817683877
0,0,0,0,0,0.00744167702471762
0,0,0,0,0,0.00220095369534045
0,0,0,0,0,0.00215579911302681
0,0,0,0,0,0.00241489986321057
0,0,0,0,0,0.00958093500462889
0,0,0,0,0,0.00540837890740931
0,0,0,0,0,0.0235614762428431
0,0,0,0,0,0.0513009126308999
0,0,0,0,0,0.0514028375624267
0,0,0,0,0,0.0578081945913975
0,0,0,0,0,0.080733620132629
0,0,0,0,0,0.0734691876495553
0,0,0,0,0,0.0576549429342118
0,0,0,0,0,0.0858603332270799
0,0,0,0,0,0.115819630057707
0,0,0,0,0,0.116098659927586
0,0,0,0,0,0.116385554228177
0,0,0,0,0,0.116680417855845
0,0,0,0,0,0.128184221144267
0,0,0,0,0,0.136637444682225
0,0,0,0,0,0.13700957283905
0,0,0,0,0,0.137374740231043
0,0,0,0,0,0.0951432835880914
0,0,0,0,0,0.0954209067659945
0,0,0,0,0,0.0957056289315461
0,0,0,0,0,0.0737083546504499
0,0,0,0,0,0.32960747540857
0,0,0,0,0,7.00310639012001
0,0,0,0,0,0.00249809715142492
0,0,0,0,0,0.00259216027311725
0,0,0,0,0,0.00206525185550892
0,0,0,0,0,0.00274892881704266
0,0,0,0,0,0.00507013916269889
0,0,0,0,0,0.0512021988286785
0,0,0,0,0,0.0513009126622234
0,0,0,0,0,0.0514028375729183
0,0,0,0,0,0.0515080093019872
0,0,0,0,0,0.0516164649820317
0,0,0,0,0,0.0540667715479662
0,0,0,0,0,0.0556162841404012
0,0,0,0,0,0.0827439421002739
0,0,0,0,0,0.434468272269048
0,0,0,0,0,0.116098660003473
0,0,0,0,0,0.116385554228177
0,0,0,0,0,0.116680417855845
0,0,0,0,0,0.118106969673046
0,0,0,0,0,0.134481522543772
0,0,0,0,0,0.137009572725591
0,0,0,0,0,0.137374928767187
0,0,0,0,0,0.0951432835412942
0,0,0,0,0,0.095420906718865
0,0,0,0,0,0.0957056287891308
0,0,0,0,0,0.0205174568803275
0,0,0,0,0,0.166376805187069
0,0,0,0,0,0.324530208564556
0,0,0,0,0,0.00229904056580023
0,0,0,0,0,0.0130584335504584
0,0,0,0,0,0.00200170357673925
0,0,0,0,0,0.00207647673797521
0,0,0,0,0,0.0230849269275152
0,0,0,0,0,0.0505979633057761
0,0,0,0,0,0.0513009126622234
0,0,0,0,0,0.0514028375519351
0,0,0,0,0,0.051508009312531
0,0,0,0,0,0.0516164649820317
0,0,0,0,0,0.0517282428217711
0,0,0,0,0,0.0518433823916524
0,0,0,0,0,0.055348887280662
0,0,0,0,0,0.0729370789356125
0,0,0,0,0,0.107602716629375
0,0,0,0,0,0.116385554228177
0,0,0,0,0,0.116680417855845
0,0,0,0,0,0.116983361662338
0,0,0,0,0,0.122815410948102
0,0,0,0,0,0.137009572271754
0,0,0,0,0,0.137375118445916
0,0,0,0,0,0.095143283494497
0,0,0,0,0,0.0954209067659945
0,0,0,0,0,0.0489877539738078
0,0,0,0,0,0.0128196067258355
0,0,0,0,0,0.0123544337711478
0,0,0,0,0,0.033440962099143
0,0,0,0,0,0.00392135779896233
0,0,0,0,0,0.00394996075440581
0,0,0,0,0,0.00224881316646851
0,0,0,0,0,0.00458571856347891
0,0,0,0,0,0.0156304760118928
0,0,0,0,0,0.0512021988286785
0,0,0,0,0,0.0513009126308999
0,0,0,0,0,0.0514028375519351
0,0,0,0,0,0.0515080093019872
0,0,0,0,0,0.0516164650032273
0,0,0,0,0,0.0517282428217711
0,0,0,0,0,0.0518433823916524
0,0,0,0,0,0.0519619252420494
0,0,0,0,0,0.0520839141997916
0,0,0,0,0,0.0536684426607331
0,0,0,0,0,0.0673733111847998
0,0,0,0,0,0.0987401930339489
0,0,0,0,0,0.116983361662338
0,0,0,0,0,0.117294498358794
0,0,0,0,0,0.129625369790962
0,0,0,0,0,0.118730471880396
0,0,0,0,0,0.0951432835880914
0,0,0,0,0,0.0954209067659945
0,0,0,0,0,0.0167577507621538
0,0,0,0,0,0.012316039875025
0,0,0,0,0,0.01235443375766
0,0,0,0,0,0.0286429796866461
0,0,0,0,0,0.00242245277081637
0,0,0,0,0,0.00185901917612776
0,0,0,0,0,0.0146945628162765
0,0,0,0,0,0.0214087155357111
0,0,0,0,0,0.0512021988286785
0,0,0,0,0,0.0513009126308999
0,0,0,0,0,0.0514028375414435
0,0,0,0,0,0.0515080093230748
0,0,0,0,0,0.0516164650138251
0,0,0,0,0,0.0517282428217711
0,0,0,0,0,0.0519166297053101
0,0,0,0,0,0.0522630724245076
0,0,0,0,0,0.0526173659342068
0,0,0,0,0,0.0529784501725674
0,0,0,0,0,0.0533440139897182
0,0,0,0,0,0.0536770532647444
0,0,0,0,0,0.0578836716117788
0,0,0,0,0,0.0542584707801832
0,0,0,0,0,0.0514749208338711
0,0,0,0,0,0.0505483757389289
0,0,0,0,0,0.0951432835880914
0,0,0,0,0,0.0300307086613593
0,0,0,0,0,0.0123131010121873
0,0,0,0,0,0.0123160399044094
0,0,0,0,0,0.00922979124391661
0,0,0,0,0,0.00421126854499184
0,0,0,0,0,0.00715425311968466
0,0,0,0,0,0.0102207889690779
0,0,0,0,0,0.0173020066000262
0,0,0,0,0,0.0380745212117238
0,0,0,0,0,0.0522439543655892
0,0,0,0,0,0.0525680606426283
0,0,0,0,0,0.0529051584854675
0,0,0,0,0,0.0532495260777974
0,0,0,0,0,0.0536022446013212
0,0,0,0,0,0.0538763815643703
0,0,0,0,0,0.0540019566894542
0,0,0,0,0,0.0541287349561971
0,0,0,0,0,0.0537166582617776
0,0,0,0,0,0.0517414130052924
0,0,0,0,0,0.0501783921898477
0,0,0,0,0,0.0501375893966636
0,0,0,0,0,0.0502709387444313
0,0,0,0,0,0.0504078501330526
0,0,0,0,0,0.0505483757389289
0,0,0,0,0,0.0912838197265606
0,0,0,0,0,0.0141441327926381
0,0,0,0,0,0.0122785861707328
0,0,0,0,0,0.0123160398760045
0,0,0,0,0,0.00282694931018724
