"V1","V2","V3"
0,0,0.00386771315106375
0,0,0.0712461385631408
0,0,0.00690987788265351
0,0,0.00349724175084087
0,0,0.0214682320601712
0,0,0.0287583262384739
0,0,0.0714325900606499
0,0,0.00217232859068853
0,0,0.00149266059384052
0,0,0.00588801998852989
0,0,0.00106647001104733
0,0,0.00138375556073999
0,0,0.0154669100828872
0,0,0.0443402190686325
0,0,0.0421067796293783
0,0,0.0106190611941894
0,0,0.0023208435609182
0,0,0.00126368542896628
0,0,0.00330526580452187
0,0,0.00333667933177325
0,0,0.00224947894403923
0,0,0.00156260929436326
0,0,0.00178154209215324
0,0,0.00126667597357248
0,0,0.00090689563495453
0,0,0.0106504561653583
0,0,0.00911475710085364
0,0,0.0136157799620584
0,0,0.0241662889473526
0,0,0.000939993358721832
0,0,0.00056800727223644
0,0,0.00151521181149469
0,0,0.00333171643105051
0,0,0.00338975434332094
0,0,0.00211231941261031
0,0,0.00138465764914737
0,0,0.00138607383477885
0,0,0.00138756761480545
0,0,0.00921100709671899
0,0,0.00431960840095551
0,0,0.00938237314787919
0,0,0.00387406665128984
0,0,0.0219435100124561
0,0,0.00189519306751962
0,0,0.0117690246384006
0,0,0.00300561208508382
0,0,0.00333171643196462
0,0,0.00610602259067875
0,0,0.00408540577837065
0,0,0.00434224923905004
0,0,0.0101512033211628
0,0,0.0101792370508235
0,0,0.0101989604205145
0,0,0.0102192238102466
0,0,0.010240132623049
0,0,0.0102616943467281
0,0,0.0102830451517009
0,0,0.0134076649199011
0,0,0.00747594746807562
0,0,0.00347796180687164
0,0,0.0217547651320751
0,0,0.00138836846263401
0,0,0.00418340990610075
0,0,0.00985992490446145
0,0,0.0142136236891338
0,0,0.1896461384302
0,0,0.00164879217190032
0,0,0.000855280859157612
0,0,0.00571149897500792
0,0,0.0515074362016641
0,0,0.00333171643182819
0,0,0.0101061928191756
0,0,0.0101233281743452
0,0,0.010141076158064
0,0,0.0101594428088477
0,0,0.0101784344644218
0,0,0.0101980576589462
0,0,0.010218319253354
0,0,0.0102392262130675
0,0,0.010260786029806
0,0,0.0102830062199251
0,0,0.0144456578144373
0,0,0.0103287803384727
0,0,0.0103382143084698
0,0,0.0103482216061131
0,0,0.0103588054193686
0,0,0.00250243667772245
0,0,0.0168941122965717
0,0,0.0164411451698854
0,0,0.00955958953972099
0,0,0.00910890033559695
0,0,0.00568914580753763
0,0,0.0124219019601685
0,0,0.191812848819429
0,0,0.0011921180707789
0,0,0.0024849404264634
0,0,0.0101061928308902
0,0,0.0101233281859053
0,0,0.0101410761702844
0,0,0.0101594428221448
0,0,0.0101784344794233
0,0,0.0101980576742245
0,0,0.0102183192693285
0,0,0.0102392262293301
0,0,0.0102607860434275
0,0,0.010283006233829
0,0,0.0122726569274297
0,0,0.0253920056627149
0,0,0.0254516174161108
0,0,0.025513540018879
0,0,0.0131557139674682
0,0,0.0103199167024739
0,0,0.263497189035051
0,0,0.0196211492170376
0,0,0.0103482216210878
0,0,0.0103588054337371
0,0,0.00271271584923922
0,0,0.00112516691757867
0,0,0.00480379129101853
0,0,0.00573450196111766
0,0,0.0148986173064629
0,0,0.000991932412261539
0,0,0.00128926174646961
0,0,0.000814204986289853
0,0,0.0408491526868579
0,0,0.00218178856160649
