"V1","V2","V3"
0,0,0.00513258827542773
0,0,0.0055020448997584
0,0,0.00358624785418591
0,0,0.513898383132716
0,0,0.000967842940465914
0,0,0.402010622709712
0,0,0.372730305560977
0,0,7.33161926042486
0,0,0.00513760744013714
0,0,0.00626541167706637
0,0,0.169180870062406
0,0,0.00273082372977196
0,0,0.00134442681517981
0,0,0.00222734758833465
0,0,0.0139152308966068
0,0,0.00146740470132316
0,0,0.0320098886105661
0,0,0.0364249114150423
0,0,0.0429906160787899
0,0,0.00415177009527553
0,0,0.00572587713335719
0,0,0.00702823142563741
0,0,0.0771048993048263
0,0,0.449636896904917
0,0,0.0693827958854178
0,0,0.00248721250958076
0,0,0.00174609471366467
0,0,0.621775393688906
0.0837329157493716,0,0
0,0,0.00545802191388334
0,0,0.00348262940409842
0,0,0.10158413460529
0,0,0.00224658560430323
0,0,0.00312669485292727
0,0,0.00262081266137325
0,0,0.00188308600261283
0,0,0.0374293667119511
0,0.0886051104503505,0
0,0,0.00131945633891621
0,0,0.0801402508586555
0,0,0.017023455561663
0,0,0.00668974089540632
0,0,0.179328347576372
0,0,0.00794123217777091
0,0,0.288420153720576
0,0,0.00995638234570403
0,0,0.0639112626779194
0,0,0.602536737471874
0,0,0.175891471534366
0,0,0.0270853719106001
0,0,0.00310156936398166
0,0,0.00349346341025688
0,0,0.00313135851623796
0,0,0.00219257106161774
0,0,0.0725519512903186
0,0,0.00255004167761801
0,0,0.0971194525919152
0,0,0.00581075808256492
0,0,0.00127544694867065
0,0,0.000916932765018499
0,0,0.0267492904808257
0,0,0.0011150803996221
0,0,0.054475273925227
0,0,0.00268018323155833
0,0,0.0288086994299051
0,0,0.000900973952984478
0,0,0.0473693047289845
0,0,0.0434124519153161
0,0,0.00160656232802897
0,0,0.335443706394054
0,0,0.0320836971660077
0,0,0.0061148041831482
0,0,0.00961358481664455
0,0,0.00304423939509789
0,0,0.00376454151818367
0,0,0.00151689592209904
0,0,0.0634012045635611
0,0,0.0577429869467569
0,0,0.0506167270478628
0,0,0.00335512161189714
0,0,0.00167580039729592
0,0,0.00135071914582856
0,0,0.0268291830048699
0,0,0.00570850153008131
0,0,0.0208091052999565
0,0,0.024198281021925
0,0,0.0261930035217865
0,0,0.0267088164239775
0,0,0.000972173236636144
0,0,0.0132259997281339
0,0,0.0257428974057139
0,0,0.0217954435662726
0,0,0.056258444489101
0,0,0.119328831954207
0,0,0.0108477328157891
0,0,0.019258658717739
0,0,0.00514020747267914
0,0,0.0168068130700915
0,0,0.0018531138091198
0,0,0.0162502588232378
0,0,0.0139916896767872
0,0,0.00309627544770939
0,0,0.00144602641060361
0,0,0.00135892931560879
0,0,0.00113118592753014
0,0,0.10808357099929
0,0,0.00110119594809404
0,0,0.0150364176212884
0,0,0.000822381172839337
0,0,0.0604211579873483
0,0,0.00998357981239837
0,0,0.0166693443822596
0,0,0.135407077156007
0,0,0.0147777587020394
0,0,0.00183516699571425
0,0,0.0864782487004518
0,0,0.0456595593815512
0,0,0.0210503216045149
0,0,0.0175534989615091
0,0,0.100040134411953
0,0,0.00338942743624476
0,0,0.0121644831990766
0,0,0.0352635581883385
0,0,0.300793567033227
0,0,0.00152352487227977
0,0,0.0224778390115243
0,0,0.0368579479900951
0,0,0.00259283806132552
0,0,0.0347075611296125
0,0,0.00210090719521313
0,0,0.00511331486096344
0,0,0.015964642251303
0,0,0.243296231167003
0,0,0.0289163820263684
0,0,0.000877322122659009
0,0,0.00106854066937034
0,0,0.0054220699701591
0,0,0.00864831497021675
0,0,0.0161380920720646
0,0,0.0785790033053772
0,0,0.00212353601327174
0,0,0.001566535703668
0,0,0.00485131119068652
0,0,0.0207295055323551
0,0,0.00157107026291728
0,0,0.00160940380798411
0,0,0.037861390372246
0,0,0.0015713857004564
0,0,0.00165464238292628
0,0,0.00351656065065073
0,0,0.0182813953373903
0,0,0.0359493984959347
0,0,0.0328257394339084
0,0,0.00239894816043912
0,0,0.00126138603229475
0,0,0.0387989794305698
0,0,0.0113596322016084
0,0,0.00273284981640189
0,0,0.00627800783107514
0,0,0.016200260383129
0,0,0.0179099187470424
0,0,0.145410220303435
0,0,0.0233931722482588
0,0,0.00295853196254719
0,0,0.00238784179343998
0,0,0.00286721420803202
0,0,0.00768746715620373
0,0,0.027940031886262
0,0,0.00365974670464194
0,0,0.00186849751516205
0,0,0.00173300716454046
0,0,0.00151910876565744
0,0,0.00242911578886972
0,0,0.00401853357589112
0,0,0.0576734830786402
0,0,0.00476315474395408
0,0,0.0248491349231715
0,0,0.0146398287943029
0,0,0.000744854654289783
0,0,0.130794536712595
0,0,0.00855494791629239
0,0,0.0647669204936484
0,0,0.00185311309595454
0,0,0.00315780606466591
0,0,0.00146779611636263
0,0,0.00672904522546063
0,0,0.00424293559153353
0,0,0.00402087725598502
0,0,0.00404358016070729
0,0,0.00275659359297004
0,0,0.00175715160758915
0,0,0.00260105082985828
0,0,0.00266430851343457
0,0,0.00162311724233387
0,0,0.00203727009177806
0,0,0.00307723865853575
0,0,0.00345254211629987
0,0,0.0034006495848722
0,0,0.00490744505979629
0,0,0.00490025322439428
0,0,0.000703257347931398
0,0,0.0270019665044843
0,0,0.00937676357650676
0,0,0.00166944223445117
0,0,0.00279649519364733
0,0,0.00312509165027029
0,0,0.00287243859781541
0,0,0.00364900520831378
