ID,x,y,abroad,pop,P_stat,P_opt,util_stat,util_opt,c_stat,c_opt
19050,-16.75,14.25,1,569041.2501167,1.88284883177978,1.88284883177978,2.44053029709575e-09,2.44053029709575e-09,1.97992069309547e-07,1.97992069309547e-07
19062,-16.25,12.75,1,268017.074312,6.75991375420269,6.75991375420269,2.96025913438253e-09,2.96025913438253e-09,1.22869992145977e-07,1.22869992145977e-07
19063,-16.25,13.25,0,187382.5927094,15.6058512921856,15.6058512921856,0.0353041349419383,0.0353041349419383,1104.822194507,1104.822194507
19064,-16.25,13.75,1,432794.3023486,6.72865404666601,6.72865404666601,2.14818915473078e-09,2.14818915473078e-09,1.25494886884371e-07,1.25494886884371e-07
19065,-16.25,14.25,1,524667.4211299,2.57167374353347,2.57167374353347,2.35406157385026e-09,2.35406157385026e-09,1.73383430891154e-07,1.73383430891154e-07
19083,-15.75,12.25,1,213332.0610905,7.84030970623745,7.84030970623745,3.38203607886057e-09,3.38203607886057e-09,1.18298767811247e-07,1.18298767811247e-07
19084,-15.75,12.75,1,210578.9788783,8.97554998715804,8.97554998715804,3.33622615754512e-09,3.33622615754512e-09,1.1451912769483e-07,1.1451912769483e-07
19085,-15.75,13.25,1,171977.9135069,9.13768010976293,9.13768010976293,3.82062339483922e-09,3.82062339483922e-09,1.13513676013894e-07,1.13513676013894e-07
19086,-15.75,13.75,1,500970.2204402,8.33331166758363,8.33331166758363,1.83275063263265e-09,1.83275063263265e-09,1.15778804834024e-07,1.15778804834024e-07
19087,-15.75,14.25,1,345116.9044571,5.80742223131619,5.80742223131619,2.61662267377137e-09,2.61662267377137e-09,1.32646078666977e-07,1.32646078666977e-07
19088,-15.75,14.75,1,855589.6803989,1.33603612050768,1.33603612050768,2.04792830843007e-09,2.04792830843007e-09,2.31716028725701e-07,2.31716028725701e-07
19115,-15.25,12.75,1,218995.9269988,8.0579519571462,8.0579519571462,3.30109235971737e-09,3.30109235971737e-09,1.17308844469263e-07,1.17308844469263e-07
19116,-15.25,13.25,1,147621.3155289,9.20741514933336,9.20741514933336,4.24610483010324e-09,4.24610483010324e-09,1.13301026027907e-07,1.13301026027907e-07
19117,-15.25,13.75,0,248138.4254651,15.3143547318259,15.3143547318259,0.0368920411919925,0.0368920411919925,1557.94829601887,1557.94829601887
19118,-15.25,14.25,1,140879.6194592,6.88539952308105,6.88539952308105,4.64286159205681e-09,4.64286159205681e-09,1.22844129112227e-07,1.22844129112227e-07
19119,-15.25,14.75,1,110885.2658148,5.1658906839415,5.1658906839415,5.86634882700504e-09,5.86634882700504e-09,1.3505088357191e-07,1.3505088357191e-07
19146,-14.75,12.75,1,175692.0974178,5.12256064675984,5.12256064675984,4.19078935962189e-09,4.19078935962189e-09,1.32343146795634e-07,1.32343146795634e-07
19147,-14.75,13.25,1,145412.0794907,8.81537465429238,8.81537465429238,4.32585064825576e-09,4.32585064825576e-09,1.14611783234717e-07,1.14611783234717e-07
19148,-14.75,13.75,1,141886.7346802,8.7347592701144,8.7347592701144,4.37810010899915e-09,4.37810010899915e-09,1.13767807417895e-07,1.13767807417895e-07
19149,-14.75,14.25,1,113507.0373116,8.82500115227217,8.82500115227217,5.10635134007734e-09,5.10635134007734e-09,1.13387368214685e-07,1.13387368214685e-07
19150,-14.75,14.75,1,44757.3528082,7.43340620398995,7.43340620398995,1.02151259222326e-08,1.02151259222326e-08,1.20391638281136e-07,1.20391638281136e-07
19179,-14.25,13.25,1,256033.1551323,6.02438785089355,6.02438785089355,3.11571785341883e-09,3.11571785341883e-09,1.26279956509086e-07,1.26279956509086e-07
19180,-14.25,13.75,1,77860.0357857,8.11521121752145,8.11521121752145,6.75260861922005e-09,6.75260861922005e-09,1.15938901208857e-07,1.15938901208857e-07
19181,-14.25,14.25,1,67000.9333794,8.42617395991178,8.42617395991178,7.46764559226009e-09,7.46764559226009e-09,1.1519703982584e-07,1.1519703982584e-07
