ID,x,y,abroad,pop,P_stat,P_opt,util_stat,util_opt,c_stat,c_opt
21169,0.25,9.75,1,157086.4861679,95.9702198416486,93.9542280344202,1.97576129599345e-05,1.97576129599345e-05,1.09027235569928e-07,1.09027235569928e-07
21170,0.25,10.25,1,178174.6012955,81.5437951210625,80.0111089872716,1.8786751266293e-05,1.8786751266293e-05,1.09027235569928e-07,1.09027235569928e-07
21171,0.25,10.75,1,515064.6091995,81.6033421540554,80.0478752715974,1.22869847627676e-05,1.22869847627676e-05,1.09027235569928e-07,1.09027235569928e-07
21172,0.25,11.25,1,275601.5966053,145.358137845487,142.281705842571,1.57789213704942e-05,1.57789213704942e-05,1.09027235569928e-07,1.09027235569928e-07
21173,0.25,11.75,1,180327.3871174,242.092706629399,237.145352162023,1.86967158478916e-05,1.86967158478916e-05,1.09027235569928e-07,1.09027235569928e-07
21247,0.75,6.25,1,415722.1042938,22.5193878162015,21.8085331014661,1.33865528493539e-05,1.33865528493539e-05,1.09027235569928e-07,1.09027235569928e-07
21248,0.75,6.75,1,464439.9759293,58.5787736786867,56.6207653475759,1.28061376642911e-05,1.28061376642911e-05,1.09027235569928e-07,1.09027235569928e-07
21249,0.75,7.25,1,348199.3380432,169.480729289148,163.357317507625,1.43700681312645e-05,1.43700681312645e-05,1.09027235569928e-07,1.09027235569928e-07
21250,0.75,7.75,1,199576.9214535,303.042751514551,291.200426912211,1.79533656456816e-05,1.79533656456816e-05,1.09027235569928e-07,1.09027235569928e-07
21251,0.75,8.25,1,181404.1016331,294.136550417336,282.239719116053,1.86522472056204e-05,1.86522472056204e-05,1.09027235569928e-07,1.09027235569928e-07
21252,0.75,8.75,1,89068.2618294,238.949592566914,229.376162258378,2.479138631316e-05,2.479138631316e-05,1.09027235569928e-07,1.09027235569928e-07
21253,0.75,9.25,1,125720.5842724,150.573460432951,145.351566851656,2.15986918004847e-05,2.15986918004847e-05,1.09027235569928e-07,1.09027235569928e-07
21254,0.75,9.75,1,191562.4264889,195.728645975016,191.758464492199,1.82501261957609e-05,1.82501261957609e-05,1.09027235569928e-07,1.09027235569928e-07
21255,0.75,10.25,1,187467.3221397,276.393711891843,271.901427701007,1.84085581342725e-05,1.84085581342725e-05,1.09027235569928e-07,1.09027235569928e-07
21256,0.75,10.75,1,232251.0028267,336.621345696997,329.934305919339,1.6896897303596e-05,1.6896897303596e-05,1.09027235569928e-07,1.09027235569928e-07
21257,0.75,11.25,1,75609.0870725,263.227931754308,257.783215617428,2.64703940200678e-05,2.64703940200678e-05,1.09027235569928e-07,1.09027235569928e-07
21258,0.75,11.75,1,79007.4798393,330.939707534084,322.95643012749,2.600894402939e-05,2.600894402939e-05,1.09027235569928e-07,1.09027235569928e-07
21259,0.75,12.25,1,82311.2386532,302.998250434662,298.171885458898,2.55862329026774e-05,2.55862329026774e-05,1.09027235569928e-07,1.09027235569928e-07
21331,1.25,6.25,1,2496633.9864509,31.6745032353607,31.7347919120274,6.53503702369991e-06,6.53503702369991e-06,1.09027235569928e-07,1.09027235569928e-07
21332,1.25,6.75,1,391243.8006744,207.074934217332,200.376845690829,1.37154801524874e-05,1.37154801524874e-05,1.09027235569928e-07,1.09027235569928e-07
21333,1.25,7.25,1,287548.728351,316.94593533556,305.302623479011,1.55133440107332e-05,1.55133440107332e-05,1.09027235569928e-07,1.09027235569928e-07
21334,1.25,7.75,1,238221.1512066,293.847454128453,282.359950568445,1.67262227457254e-05,1.67262227457254e-05,1.09027235569928e-07,1.09027235569928e-07
21335,1.25,8.25,1,196094.679184,537.978221664508,514.782974108616,1.80802187145074e-05,1.80802187145074e-05,1.09027235569928e-07,1.09027235569928e-07
21336,1.25,8.75,1,176834.9366093,344.449182394234,329.026994782243,1.88435522074706e-05,1.88435522074706e-05,1.09027235569928e-07,1.09027235569928e-07
21337,1.25,9.25,1,270997.6052551,232.274995472219,223.301961243164,1.58856073017696e-05,1.58856073017696e-05,1.09027235569928e-07,1.09027235569928e-07
21338,1.25,9.75,1,378113.5606079,179.481188684927,174.924146470019,1.39040430067539e-05,1.39040430067539e-05,1.09027235569928e-07,1.09027235569928e-07
21339,1.25,10.25,0,225540.9314451,779.181914086979,765.770076887027,0.0949592622000034,0.0960648065716525,250.685197313659,258.045412457226
21340,1.25,10.75,0,130927.2515049,935.953033187566,924.392013307314,0.0840350642655503,0.084734274928488,107.211502815687,109.455562259288
21341,1.25,11.25,0,46092.298439,786.712801863157,757.337153545273,0.0943522864698842,0.0967766085475256,50.4161211101199,53.7173219418454
21342,1.25,11.75,1,89890.9998159,447.33678024637,442.34356668535,2.47003734393521e-05,2.47003734393521e-05,1.09027235569928e-07,1.09027235569928e-07
21343,1.25,12.25,1,64663.9253659,285.96206167367,283.256412432034,2.81789740983125e-05,2.81789740983125e-05,1.09027235569928e-07,1.09027235569928e-07
21413,1.75,6.25,0,531671.6826375,399.968994011654,403.540238293838,0.148119540730777,0.147244362643283,1795.70260735753,1769.29484661101
21414,1.75,6.75,0,981271.3895056,675.235511991593,667.205058323102,0.104470351873782,0.105306946593787,1384.62373370096,1412.51048079244
21415,1.75,7.25,0,519975.8733444,923.594971772478,856.973185914111,0.0847830170923471,0.0891220330374033,435.3267481298,493.180500313181
21416,1.75,7.75,0,206737.9735336,986.372288393832,919.798057215277,0.0811464139793502,0.085016178997641,155.114921330298,174.274642768712
21417,1.75,8.25,0,151989.1340446,1053.9119653955,983.118106484471,0.0776414582710455,0.0813253817798205,102.119044213367,114.666830617023
21418,1.75,8.75,0,111809.1036797,1046.44011979907,991.357850225676,0.0780106061951973,0.0808741272937598,76.0188488779341,83.1880942988987
