rownumber,P_stat,P_opt,util_stat,util_opt,inflows_stat,outflows_stat,inflows_opt,outflows_opt
23,49.613209257685,42.8699272646916,0.0402076274462702,0.0443205182214332,20.3649002012675,7.62544912555698,27.0817261703746,10.1028628469027
24,53.4063738068673,47.4632776053309,0.0382805292425074,0.0414128237410925,16.6852793605801,9.51244851453762,18.076702415726,8.73071239923897
25,61.8700448870171,55.1062064885714,0.0347045464864387,0.037489212473736,13.3086528750418,0.193023656971908,18.2385014789056,1.68768949558084
26,46.955253864527,48.9544603188417,0.0417109933075153,0.0405675222237411,8.01784607512796,0.0032321916726948,7.07285763015598,0
27,40.9393928213611,38.1340736117812,0.0457031074181747,0.0479179092290115,24.7760544623873,5.71770959090569,26.7987697352365,5.06519467486556
28,25.9165868260726,24.3543339914352,0.0619899744728468,0.0646133843270638,5.61687235884784,45.8629409518337,3.9495904473293,38.6944847458893
29,40.7501800563678,37.7377529996323,0.04584447174969,0.0482528129191295,22.0671947686855,15.7224137265765,21.4975495699714,13.9330549477763
30,55.3043428740375,51.4333711250158,0.0373996183109913,0.0392533446293817,15.3911058168561,3.47795146637086,16.0730995002178,2.41155323942431
31,57.3603782823001,53.0202082492469,0.0365004867810443,0.0384661783966749,12.6029292468548,4.34836052620821,12.7945332500291,2.84669174533657
32,34.2932243691116,36.6360454768835,0.051432122474854,0.0492153904116916,2.04318925470883,40.5360525333759,4.76203549629702,51.7485163871486
33,44.2993231620394,40.2779512383505,0.0433619296345334,0.0462021032539312,23.1025536005932,10.1931938393033,24.9158677828266,9.61700872267691
34,27.8935837058767,27.493724401091,0.0590251524602908,0.0595960685345644,6.87706344166382,57.70883197855,13.2272564313341,65.1813560412615
35,45.135632490061,42.5512510899381,0.042824631944604,0.0445415273458224,15.3938108459005,12.9931221304579,11.6261615256754,8.76548129700182
36,56.9385212290488,54.1315811497002,0.0366805527642235,0.0379378619952344,13.1000041797047,3.01673774489825,13.2378793982432,2.09773997382144
37,58.0395172858974,55.0633705772617,0.0362151926418071,0.0375086528194383,10.3647804618152,4.00983111503351,10.2420807476821,2.27359500327898
38,62.8456433614987,56.9068696546562,0.0343444482062523,0.0366941526412842,12.1232768676487,0.127925973200174,16.5255328776489,1.49350005579908
39,48.5969642989957,48.4012974630294,0.0407662315416128,0.0408760252211385,20.114191623885,4.0367095986371,18.9730428247155,3.43501603177334
40,45.0570978672265,39.4699953936825,0.0428743797863047,0.0468304801297023,27.2761951017546,12.6910475256329,29.0111285353861,9.46805967686453
41,43.9858425891729,34.9327021154501,0.0435677083828174,0.0508025143533929,25.0214508974452,14.2605612085457,41.324090567586,23.4286142822151
42,44.626586688812,36.2149423119432,0.0431496768015366,0.0495961687559445,28.2477777480782,21.7076184796129,42.9037515810085,32.2061053203466
43,49.5368728420173,44.9227965900856,0.0402489235317114,0.0429597888160358,11.9257950976167,11.5630034166573,17.7769622541075,16.8570329722508
44,56.7925171454455,52.2823042022283,0.0367433922448705,0.0388272692841302,6.62315945447908,6.02191753892989,6.8356479276502,5.72288678030526
45,60.2758289582734,58.733346815101,0.035313806500258,0.0359294162748222,4.58101177833535,2.34444340982882,4.59277668703946,2.12767802983934
46,63.1347877308925,63.4936926932644,0.0342395076540265,0.0341103574440425,4.75589369495241,0.170805070351712,4.50486844565097,0
47,34.19046424378,34.6158800699739,0.0515351244385224,0.0511120236245174,5.00588828808011,2.36128874860979,3.37252951386881,1.37003586516385
48,29.7663649554281,28.3589081105327,0.0565226861424437,0.0583777013746471,3.32830863129676,26.5559086137476,3.2465374003784,20.1679607928927
49,32.2583258023181,30.1328978794304,0.0535729356244246,0.0560633951065814,12.1390912284089,51.5952887782854,12.9723301827105,46.941339194411
50,48.5141144720573,39.6967415487374,0.0408126306109927,0.0466519807448323,61.8584978224715,10.3933897685416,96.7568904003163,19.2416646386895
51,14.6111116995901,14.9793004415854,0.0908345676994151,0.0893399365810171,7.8172350570603,271.464259974128,15.3408478679538,398.29780682884
52,46.4606420599155,37.7374119216577,0.0420065024476822,0.0482531036641501,39.9097186306057,18.9971688244033,54.6009117537828,22.1088560059791
53,58.2475317052431,52.2389896031654,0.0361289197645719,0.0388487290569634,15.8477847198765,5.09424124056198,17.7805254466639,4.33860051121566
54,58.6110616995936,54.8342214435997,0.0359793739256689,0.037613077875839,5.52789284743719,4.13863501357454,6.7232957209793,4.83778808623968
