rownumber,P_stat,P_opt,util_stat,util_opt,inflows_stat,outflows_stat,inflows_opt,outflows_opt
1,1.0626891019334,1.12765418468568,0.224143703496679,0.131401148717045,8.38161583048518,31.7713161698671,39.2383939222043,138.870049733056
2,1.1984361384356,1.19480291971277,0.0759711177151273,0.0780757398056406,13.1967646423361,21.3508029166193,64.0466387967978,97.1687577026243
3,2.02948673827056,1.80421285357989,0.000663294849736427,0.00191246119790651,7.16373987969021,0.373781135696504,27.8452162476603,0.552212565630826
4,0.961651276447526,0.960261326787017,0.550838229038178,0.558055814581483,11.9859996301151,20.1138877020014,26.9493331603048,41.9138115724148
5,1.58515946299498,1.45300050104881,0.00613092447116219,0.0134211802293526,24.9098286939572,21.0533504098466,45.4454211154345,32.0985999078719
6,1.56655663555038,1.52073074728728,0.006818167723223,0.00890659372955417,17.300413440994,13.1932348712098,41.9696472518749,16.5837703476793
7,1.89557852819541,1.74448796252899,0.00122604541893541,0.00258923096172622,12.9279015827502,2.06003128605164,29.9046071113507,1.56023520232055
8,2.04324443483743,1.98348543918276,0.000624165360138692,0.000815307495586286,12.8788389147873,2.2767134217879,16.7532065908798,1.62399351282235
9,1.59592882056307,1.58560668652413,0.00576847382365122,0.0061153788627856,30.6945793062247,19.0578800583853,70.0789997825652,33.9446862130591
10,1.2989253567161,1.35293361899331,0.0368065262328539,0.0255090442307862,7.03953799260314,28.3848661143652,15.1827268537313,79.2126074917349
11,1.20127534717669,1.2059865209423,0.0743702950726597,0.0717960416176975,8.86835557819849,19.0920635665951,16.9460048066147,42.4563428929932
12,1.2113464036708,1.21618687092814,0.0689870217589022,0.0665548621101245,12.0987488551302,23.5913563582897,17.973422819947,45.2756321860295
13,1.44197091898022,1.39772137783888,0.0143738817795855,0.0190281740851894,20.7860319214145,38.3926524450423,26.1493657791197,34.3116790510689
14,1.0865885790988,1.08753319514815,0.183483223533717,0.182053858288282,16.7899138311456,41.9308582289745,27.3787493125819,78.6013309927612
15,1.40762536567759,1.40025470823305,0.0178566023019155,0.0187205761409084,13.0811063828927,23.5998293612839,15.3179430702795,18.5669316592314
16,1.72225697570542,1.69817829899022,0.00290603615222622,0.0032986254421672,18.2475264737672,19.5003299685318,11.2626420320995,11.0593072417609
17,1.59439108962415,1.59427898469034,0.00581873873383025,0.00582242217661338,10.2553377562814,26.1663374580813,8.97852572729009,25.1266628113714
18,1.77336248861014,1.76564037380685,0.00223359755423842,0.00232307015761322,12.1478183424275,10.1511599473358,6.56355443513475,4.36246389371661
19,1.7184777391613,1.64090575093517,0.0029640627142114,0.00449189763904249,9.77042649437998,9.09194270700404,13.0034458623294,10.4498192319457
20,1.54163787947021,1.50654137093219,0.00787664422936977,0.0096906525918139,10.4744662059993,16.0687608801652,30.86477125982,28.5858129797486
21,1.7182141026393,1.62669207136473,0.00296815838227757,0.00485774189658757,17.3165550989406,11.2557595710544,24.6724132481552,12.0876041139062
22,1.66334420046003,1.6357171482251,0.00397505763873385,0.00462177420999672,21.2164018656303,14.4605002560817,21.0791334232292,12.8750693490037
23,1.45834184855559,1.44993029361687,0.012985196876703,0.0136791298248748,11.1414579391672,14.4370974261322,14.3562515018603,15.9046050309064
24,1.73367956766065,1.64137178618501,0.00273818702079051,0.00448043219252999,12.540612954207,6.88105391987298,25.7694562460845,13.8631459021514
25,1.4693219837435,1.46632037688539,0.012137515473899,0.0123629683217263,10.605912541967,28.2433365606931,12.4216571040593,30.3122110533471
26,1.53807351945449,1.52051236371678,0.00804245665576868,0.00891811323070729,5.11591293334679,12.3895956196647,4.12438195108137,9.19107641405202
27,1.76010077897687,1.79794900553918,0.00238970762141583,0.00197326883190398,5.96779279711971,1.4821318044407,3.93801347434028,0.944389291739568
28,1.45840048451856,1.45598490317774,0.0129804989258775,0.0131756102065754,4.61817387018218,5.8825518620679,8.13297474728912,11.035018194414
29,1.75950095822559,1.7524061233277,0.00239704957331443,0.00248582027898646,6.24600620260787,1.59556138102891,6.29186465046552,1.45885804096767
30,1.63907532830262,1.6161979578286,0.00453724641018183,0.00514910326794748,5.9931145047699,7.54710125954231,4.278157070836,3.77511852544442
31,1.50190386031207,1.49461181121191,0.00996330402949902,0.0104094287125234,7.04826470472231,12.112609342426,7.53311630816273,9.99226801318858
