rownumber,P_stat,P_opt,util_stat,util_opt,inflows_stat,outflows_stat,inflows_opt,outflows_opt
214,7.75556442732303,8.76300670259414,0.138557823980528,0.127723623713146,3.53988584930904,5.72518416221414,4.39826457591358,6.74472723586563
215,6.63310304023998,7.17883562320382,0.153778456803411,0.145882765643502,2.96949742537032,4.1240089438456,3.58215787972582,4.97173148382623
216,5.84557324594225,6.13465236528991,0.167297168182714,0.161999381308871,3.5386376731884,3.27007211600814,3.8862508844163,3.87546218779792
217,4.93394876268192,5.09168090485897,0.187316875105413,0.183428103203268,3.00123020224562,3.81454415569506,3.25444715197671,4.18368471513635
218,4.28270497013256,4.36915952052448,0.205854906416843,0.203130307828874,2.20663287634464,3.20209181049644,2.39560016660972,3.45755126881051
219,3.89875366272724,3.94369590796741,0.219157395400034,0.217489209292349,1.647818258898,2.30152408896817,1.77127023037731,2.47044925715614
220,3.65562859146194,3.67643789527191,0.228769760385621,0.227905691806881,1.33865185391325,1.75232015982045,1.43254508404684,1.87148565006379
221,3.4756760092905,3.48220640768332,0.236599489597208,0.236303590564202,0.848734456568425,1.51328853826839,0.92431466958093,1.59464734325979
222,3.38579692161828,3.38407999603737,0.240768346581666,0.240849776174857,0.386588669817851,1.02211893764041,0.442340742415612,1.07825429106042
223,3.36110188185876,3.35589189131373,0.241946239399804,0.24219658748872,0.195308395423465,0.813789993165908,0.215917937774005,0.825786616536658
224,3.38639526590557,3.38052383026728,0.240739984740402,0.241018655649511,0.359058408819148,1.01565148958222,0.379439346522333,1.02749376965801
225,3.49296786426204,3.48730917206645,0.235817990450098,0.236073022000699,0.896786924962808,1.68214396178884,0.915784211415208,1.69357926700367
226,3.72689892712001,3.72333324403029,0.225843840765604,0.225988005332502,1.55343043702217,1.16500661886121,1.56816472937366,1.17410094795638
227,3.82386627804374,3.82128187680322,0.222009485277503,0.222109573320012,0.784534464367343,0.515258034283886,0.788494259397506,0.51485669186263
228,57.2378231481361,51.398250709997,0.0365525703740104,0.0392712237956188,7.83535658684179,0.598258357703006,10.9465094580454,1.46539697333296
229,46.2294249062473,43.4471567257155,0.0421464500472999,0.0439270886471594,9.84518698978,6.52501770012654,10.691029799141,6.62095415074138
230,35.5962830764846,33.8503646326183,0.0501691673324642,0.0518797363158685,7.56679847134205,6.93484484882423,9.84591705492525,8.88374435166005
231,25.7092470001334,26.6402703922216,0.062322819072229,0.0608621899614113,8.40250812570254,7.5849148296132,10.2186446232095,9.6527257118208
232,17.1327049472602,19.9532783580851,0.081687581286287,0.0737956031578777,6.61872398604359,9.13270206164794,8.12822376472737,10.765866404034
233,12.2831310648355,14.8126606975523,0.101976617735269,0.09000872523215,5.38368801725124,7.84487125119303,6.61653035811408,9.24160110706897
234,9.32442739274486,10.9615107812745,0.122543951375162,0.110016979508461,4.18346658321754,6.59888622998419,5.25349195073112,7.81828434858345
235,7.54597635953604,8.45437318214337,0.141111703283652,0.130813445555242,3.09122193844468,5.23832245611187,3.88009424788453,6.18391678686603
236,6.53816785260872,7.03438707584434,0.155263468420096,0.147873091571999,2.63916880106836,3.74521734151481,3.15402862347109,4.4853457197147
237,5.81577464688921,6.0819587314993,0.167868140985807,0.162933735663297,3.37121045514727,3.0716931215329,3.65887511988733,3.60260218251952
238,4.93478049672911,5.08018435958403,0.187295826928489,0.183704732917426,3.00569924527383,3.69274178324026,3.21153853166958,4.01100792804535
239,4.2773238332645,4.35692150782278,0.206027522337948,0.203510507314166,2.1741570312221,3.16398596177533,2.3476083963781,3.40015669322422
240,3.90286215130139,3.9454976187327,0.219003565779948,0.217422993313719,1.51366535081184,2.1704038193258,1.62203477052152,2.31784245669122
241,3.67972808647252,3.70116922048648,0.227769818526,0.226889309276367,1.26157909094135,1.68043266478172,1.34349629512428,1.7860177871182
242,3.52486780460908,3.53360160960956,0.234393072288851,0.234006688868119,1.04263186949443,1.42825665723643,1.10358949181378,1.50084642941231
243,3.41469333993065,3.41590606690144,0.239408108757861,0.239351441732689,0.518261085733672,1.18597622701437,0.555791500427417,1.22809536586583
244,3.38519887152304,3.382704604557,0.240796702826732,0.240915057327992,0.248068089068378,0.894647112476506,0.270453264351898,0.91196596112282
245,3.41798987574185,3.4140726735397,0.239254149979091,0.239437123579577,0.478374178296399,1.1707141243827,0.485837936930013,1.17338980172049
246,3.54395637576268,3.53954450950308,0.233550651267826,0.233744683823541,1.04307203021122,1.88424380053415,1.04902686216358,1.88235920679002
247,3.82137020407712,3.81737138994861,0.222106150741609,0.222261232364074,1.79140336933726,1.54378031161891,1.8009350890323,1.54645595189924
248,4.05088382299364,4.04866858625618,0.213635523317814,0.213713443602501,1.66660077985127,1.69842954953426,1.68397205147946,1.7122496149481
249,52.4682869388824,49.3054729103017,0.0387354617678365,0.0403747557863131,4.92401705757326,1.23886583394043,5.33545332310433,0.877030186608726
250,42.3900637650124,41.958222435118,0.0446543680554045,0.0449602385556818,7.05576115681069,8.62316374766584,7.99436148149965,9.43616827543284
