"","ID","x","y","country","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code"
"1",19360,-11.75,7.25,"Sierra-Leone",2,11,198897.2951375,0.00711485,767,3053.325,65.14120758411,25.241038438625,7.319441,108.245885,52.633403,0.536,26.65609,288.046925,268.42015,24.56346,87.59851,4.108705,197.21784,694
"2",19361,-11.75,7.75,"Sierra-Leone",2,11,520191.6203594,0.138336542,900,3049.911,170.55958172528,623.822985852274,136.513831,504.944725,92.95445,0.442,26.43686,257.48805,262.83335,23.64206,76.39603,122.973125,4918.92487,694
"3",19403,-11.25,6.75,"Liberia",2,11,78338.4447346,0.0033995,520,3056.512,25.63001048668,13.219673671894,0,231.004055,123.065625,0.356,26.19375,311.7644,277.988875,22.5034,165.16725,0,0,430
"4",19404,-11.25,7.25,"Sierra-Leone",2,11,174254.9340382,0.0033995,900,3053.325,57.07054398546,21.612486025166,0,425.489978,121.17723,0.37,26.28349,285.2502,274.6389,22.91109,135.5639,0,0,694
"5",19405,-11.25,7.75,"Sierra-Leone",2,11,415544.4456177,0.092509336,900,3049.911,136.24803641367,499.706049904687,140.233241,784.15875,162.486925,0.351,26.21571,235.59305,271.833325,22.66499,124.57725,80.9637,3238.54797,694
"6",19406,-11.25,8.25,"Sierra-Leone",2,11,264003.31213,0.0033995,900,3046.271,86.6644174209,33.4056882235,0,1237.42685,270.810525,0.462,25.94888,217.8346,268.722225,21.67751,136.6131,0,0,694
"7",19407,-11.25,8.75,"Sierra-Leone",2,11,144125.3706474,0.006784555,900,3042.405,47.37219198713,19.503372079903,6.389035,2146.166075,392.89445,0.619,25.51795,217.77425,262.722225,19.98596,165.8229,3.811435,152.4574,694
"8",19447,-10.75,6.75,"Liberia",2,11,185116.6436787,0.02957918,896,3056.512,60.56466317167,45.032021487134,38.922583,252.505703,122.554565,0.291,25.89792,272.81205,284.000025,21.13142,209.88307,24.326615,973.06458,430
"9",19448,-10.75,7.25,"Liberia",2,11,61746.8012109,0.0033995,900,3053.325,20.22280490316,10.056697204125,0,1848.92605,214.1075,0.332,25.77965,242.4777,281.4722,20.64315,184.65335,0,0,430
"10",19449,-10.75,7.75,"Sierra-Leone",2,11,155428.0413995,0.0033995,900,3049.911,50.96149321121,45.122545603845,0,1416.60915,270.4911,0.569,25.61555,209.9844,278.5,19.95932,173.82365,0,0,694
"11",19450,-10.75,8.25,"Sierra-Leone",2,11,318668.113065,0.0033995,900,3046.271,104.60924200754,34.691544584754,0,922.139475,278.136125,0.409,26.00529,208.45435,274.6667,21.78385,179.93342,0,0,694
"12",19451,-10.75,8.75,"Sierra-Leone",2,11,200980.6790924,0.078801036,900,3042.405,66.05981495763,265.067473096898,105.875171,1161.560125,484.263625,0.656,25.16779,209.60985,268.72225,18.33483,201.39478,68.6263,2745.05188,694
"13",19452,-10.75,9.25,"Sierra-Leone",2,11,78990.9125366,0.0033995,900,3038.312,25.99829008085,3.558743374111,0,2688.969975,589.8653,0.391,24.89087,192.8026,254.249975,17.40816,227.58093,0,0,694
