"","ID","x","y","country","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code"
"1",29030,28.25,-2.75,"Democratic-Republic-of-the-Congo",2,17,276947.4017067,0.0033995,900,3073.829,90.0985081857,105.1528641905,0,2123.776275,1230.26425,0.374,21.85048,218.8693,291.166675,5.156927,1087.42075,0,0,180
"2",29031,28.25,-2.25,"Democratic-Republic-of-the-Congo",2,17,286393.0647593,0.0033995,900,3074.969,93.13689280023,67.447362123994,0,2129.824675,1229.09125,0.358,22.09968,178.2136,302.888875,5.913252,1097.30475,0,0,180
"3",29032,28.25,-1.75,"Democratic-Republic-of-the-Congo",2,17,83571.8903151,0.0033995,900,3075.881,27.17006390433,30.392456402946,0,3438.406,1064.3205,0.369,22.40144,145.69565,305.58335,6.913415,1109.1895,0,0,180
"4",29033,28.25,-1.25,"Democratic-Republic-of-the-Congo",2,17,54610.8094988,0.0033995,900,3076.565,17.75057625911,0.000834877371,0,2905.23425,1101.508875,0.374,22.11907,134.0635,309.666675,5.967029,1123.009,0,0,180
"5",29216,28.75,-3.25,"Democratic-Republic-of-the-Congo",2,17,274367.0463409,0.0033995,900,3072.461,89.29879120136,57.841046959086,0,5536.68325,2400.43775,0.333,14.98381,96.01316,288.527775,0,1028.371,0,0,180
"6",29217,28.75,-2.75,"Democratic-Republic-of-the-Congo",2,17,1329400.5057678,0.226668522,900,3073.829,432.49007433495,1087.38333293099,289.728219,7308.838,1890.0895,0.465,18.08702,107.0369,298.41665,0,1036.50075,203.236775,9535.74104,180
"7",29218,28.75,-2.25,"Democratic-Republic-of-the-Congo",2,17,787094.5351866,0.528777277,755,3074.969,255.96827705636,746.339767466265,610.6735,5792.69375,1981.25775,0.409,17.17869,126.0583,312.361125,0,1046.79,352.5725,14102.90039,180
"8",29219,28.75,-1.75,"Democratic-Republic-of-the-Congo",2,17,529153.3868271,0.0033995,866,3075.881,172.03309965925,63.448269270377,0,6953.81925,1869.71075,0.475,17.99247,137.4842,318.33335,0.004095,1059.17275,0,0,180
"9",29220,28.75,-1.25,"Democratic-Republic-of-the-Congo",2,17,525040.1656351,0.0033995,900,3076.565,170.65788961449,84.552063628409,0,5069.21475,1647.89625,0.657,19.7101,124.1989,316.91665,0.6381992,1073.57525,0,0,180
"10",29221,28.75,-0.75,"Democratic-Republic-of-the-Congo",2,17,78903.7246037,0.0033995,900,3077.022,25.64288951394,22.883624516242,0,1298.504125,1574.32625,0.312,19.90833,115.5477,318.30555,0.8534139,1089.916,0,0,180
"11",29400,29.25,-3.75,"Burundi",2,14,492036.6930447,0.045129636,493,3070.865,160.22738758534,238.531262029163,30.827824,2830.365875,1238.296,0.581,20.98253,90.98371,259.250025,2.282659,971.12025,17.7984525,711.9381,108
