"","ID","x","y","country","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code","abroad"
"1",20989,-0.75,10.25,"Ghana",2,11,137189.1437683,0.036449215,900,3029.449,45.28517615382,12.6174517734,54.351282,154.276061,161.25055,0.408,28.44744,88.17399,181.416675,28.7542,533.9631,30.509625,1464.46198,288,1
"2",20990,-0.75,10.75,"Ghana",2,11,417856.9193024,0.40316171,900,3024.68,138.14913801093,66.245901307424,500.383749,645.5504,195.451675,0.501,28.44118,86.37605,170.722225,28.52612,567.3615,362.080675,14483.22742,288,1
"3",20991,-0.75,11.25,"Burkina-Faso",2,11,255246.4390054,0.044480081,900,3019.685,84.52749164599,26.465757234154,46.525555,261.497225,231.42165,0.682,28.40289,81.049135,162.30555,33.00033,603.6395,39.2671725,1570.68686,854,1
"4",21072,-0.25,6.25,"Ghana",2,11,686928.2124858,1.875147867,864,3059.473,224.52503859484,222.457973519683,1397.650401,1327.128675,274.1733,0.547,26.10048,102.92912,287.694425,20.87299,280.90735,1679.550325,67182.01309,288,1
"5",21073,-0.25,6.75,"Ghana",2,11,181335.7989575,0.0033995,636,3056.512,59.3276831655,21.877052207662,0,1347.04775,144.019448,0.349,27.10304,126.0848,286,25.54353,318.89637,0,0,288,1
"6",21074,-0.25,7.25,"Ghana",2,11,110778.206661,0.031963277,880,3053.325,36.28116788071,19.041541365664,44.375008,1200.68985,149.683875,0.336,27.35369,122.0857,271.027775,27.07206,356.7826,26.4723,1058.89198,288,1
"7",21075,-0.25,7.75,"Ghana",2,11,66800.5640227,0.052634643,695,3049.911,21.90246019507,16.857556007823,52.830625,329.464775,93.727497,0.325,27.72099,118.18845,251.30555,29.16921,380.6611,30.501775,1220.07103,288,1
"8",21076,-0.25,8.25,"Ghana",2,11,166333.6969696,0.045394966,752,3046.271,54.60239429963,21.73739454855,66.789309,189.02785,120.32387,0.306,27.80144,113.9583,230.777775,29.59743,395.00205,38.560825,1542.43301,288,1
"9",21077,-0.25,8.75,"Ghana",2,11,146506.5923691,0.003738065,900,3042.405,48.15486954109,18.151845673392,1.792944,481.291077,154.256675,0.331,27.70833,106.1903,215.527775,29.37354,413.85348,1.0695963,42.78385,288,1
"10",21078,-0.25,9.25,"Ghana",2,11,149924.977211,0.124031869,900,3038.312,49.34482869899,13.067644926882,189.372082,244.488575,163.691125,0.335,27.66795,100.39355,205.583325,25.82866,438.34148,109.334025,4373.3609,288,1
"11",21079,-0.25,9.75,"Ghana",2,11,132745.8348274,0.035782398,900,3033.993,43.75284318107,8.892742602619,39.483308,440.6982,186.4561,0.337,27.7016,96.97215,194.8889,25.87753,467.59303,30.6743825,1226.97531,288,1
"12",21080,-0.25,10.25,"Ghana",2,11,186536.8958836,0.0033995,900,3029.449,61.57452373592,22.456034364056,0,137.7755,179.1564,0.605,28.17805,93.2369,183.916675,27.73041,500.7855,0,0,288,1
"13",21081,-0.25,10.75,"Ghana",2,11,415125.4888954,0.094785112,900,3024.68,137.24609024785,43.201055206781,53.054426,849.090495,239.697225,0.522,28.28846,88.77136,171.027775,28.0382,537.19995,84.5417125,3381.66847,288,1
"14",21082,-0.25,11.25,"Burkina-Faso",2,11,313639.4104843,0.271478015,900,3019.685,103.86492658964,52.686471772607,227.599754,94.74786,216.6436,0.678,28.33686,83.811935,162.749975,32.75128,576.2363,243.565325,9742.61322,854,1
"15",21083,-0.25,11.75,"Burkina-Faso",2,11,301569.639925,0.120118239,900,3014.466,100.0408055489,31.267448749083,188.498038,284.954972,243.6725,0.258,28.40817,80.21858,154.19445,32.80782,617.4075,105.81175,5078.96411,854,1
"16",21161,0.25,5.75,"Ghana",2,11,314811.3212431,12.540117661,628,3062.206,102.80540845436,318.904279918154,1775.616186,1813.8179,78.96502,0.916,27.60096,84.9967167,220.92593333,0,296.0536,2229.4925,71009.90857,288,1
"17",21162,0.25,6.25,"Ghana",2,11,314802.3212691,1.06269545,831,3059.473,102.89430838328,57.465451823967,662.38734,1500.87467,93.9789,0.755,27.27147,103.0065725,263.05555,25.84165,319.17145,831.8580975,33274.32468,288,1
"18",21163,0.25,6.75,"Ghana",2,11,438150.484331,1.69594032,513,3056.512,143.34981433691,91.410094346595,777.484839,729.783425,152.293328,0.634,27.00849,110.2191,278.66665,25.21199,327.1424,957.177785,38287.11174,288,1
"19",21164,0.25,7.25,"Ghana",2,11,263435.2574964,0.274243227,571,3053.325,86.27815064898,79.503811635754,281.284966,1680.94285,151.183628,0.45,27.09615,119.3928,264.138875,26.17265,326.66418,206.4921,8505.28284,288,1
"20",21165,0.25,7.75,"Ghana",2,11,170692.3399485,0.038953816,538,3049.911,55.96632657252,20.976253314027,49.812612,250.721,131.75861,0.438,27.17949,121.69635,246.777775,26.99627,334.54105,28.759325,1150.373,288,1
"21",21166,0.25,8.25,"Ghana",2,11,159692.2903125,0.036977787,793,3046.271,52.42221847477,16.037011096102,22.739765,434.561175,153.880278,0.342,27.25817,115.13835,232.527775,27.60096,350.28185,27.2835938,1091.34374,288,1
"22",21167,0.25,8.75,"Ghana",2,11,233892.0809917,0.070591983,852,3042.405,76.87737776658,20.238054026028,60.754722,429.5238,132.113325,0.405,27.67468,106.5568,217.972225,29.41188,372.904,57.696005,2618.3623,288,1
"23",21168,0.25,9.25,"Ghana",2,11,192228.8918419,0.054487921,900,3038.312,63.26832203272,6.355621113156,71.494386,646.99455,142.68195,0.566,27.75705,103.4904,209.19445,26.31888,401.25785,47.5093525,1900.37407,288,1
"24",21169,0.25,9.75,"Ghana",2,11,157086.4861679,0.052120869,900,3033.993,51.77548812816,11.467020895378,77.27393,316.716558,139.43305,0.51,28.04311,100.925265,201.05555,27.29272,434.23433,44.614125,1784.56497,288,1
"25",21170,0.25,10.25,"Ghana",2,11,178174.6012955,0.132897147,900,3029.449,58.81418882115,25.008862494949,107.605428,116.770032,152.06695,0.733,28.30914,91.82988,185.944425,28.15379,470.87502,118.842545,5232.63338,288,1
"26",21171,0.25,10.75,"Togo",2,11,515064.6091995,0.155248036,900,3024.68,170.28731246006,77.1928110438,188.627645,733.300275,248.4578,0.426,28.08974,87.222635,171.916675,27.27555,510.4025,138.19345,5527.73788,768,0
"27",21172,0.25,11.25,"Burkina-Faso",2,11,275601.5966053,0.047510871,900,3019.685,91.26831208869,72.240926138817,70.087654,231.243075,249.86305,0.272,28.10176,87.576835,163.416675,31.81519,552.2077,40.465125,1618.60504,854,1
"28",21173,0.25,11.75,"Burkina-Faso",2,11,180327.3871174,0.0033995,900,3014.466,59.82066720721,16.022162586597,0,141.97706,279.1636,0.356,28.18125,79.95536,153.305575,31.83005,595.82133,0,0,854,1
"29",21247,0.75,6.25,"Ghana",2,11,415722.1042938,0.713338648,896,3059.473,135.88031444148,67.581289693702,654.01706,43.25428,67.451945,0.73,27.04503,103.8972525,241.472225,24.99539,283.57452,634.70665,25388.26668,288,1
"30",21248,0.75,6.75,"Togo",2,11,464439.9759293,0.267448426,900,3056.512,151.95095452595,84.910698327343,251.118306,588.762195,177.750575,0.641,25.70914,105.7661,274.08335,19.89564,275.13383,239.1738,9566.95221,768,0
