"","ID","x","y","country","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code"
"1",25642,19.25,-25.25,"Namibia",2,18,336.99223,0.0033995,900,2790.043,0.12078387192,0.010496135467,0,671.337675,1080.22975,0.009,20.71795,15.48206,29.5277775,0,424.6538,0,0,516
"2",25643,19.25,-24.75,"Namibia",2,18,392.3811695,0.0033995,900,2801.169,0.14007763114,0.015241927983,0,571.028275,1123.15325,0.011,20.74006,17.13634,32.8888875,0,455.04645,0,0,516
"3",25644,19.25,-24.25,"Namibia",2,18,4724.4052925,0.062282283,900,2812.084,1.68003711817,38.78220550037,82.938807,356.109875,1176.438,0.012,20.60208,17.233825,39.77778,0,467.0126,53.759375,2150.37506,516
"4",25645,19.25,-23.75,"Namibia",2,18,2778.840079,0.032470695,900,2822.786,0.98443167476,2.779331717307,49.361625,77.464767,1237.54475,0.016,20.36442,18.89711,43.444445,0,450.72845,26.928975,1615.73845,516
"5",25646,19.25,-23.25,"Namibia",2,18,1733.0536586,0.0033995,900,2833.275,0.61167848857,0.302845146902,0,155.968668,1334.7725,0.022,20.36154,21.33701,52.4444475,0,440.15907,0,0,516
"6",25647,19.25,-22.75,"Namibia",2,18,2065.8061087,0.019083322,900,2843.551,0.7264880862,0.36123580073,13.287266,1525.382825,1423.13925,0.038,20.26683,25.19009,58.5,0,435.67133,16.4101,819.66618,516
"7",25648,19.25,-22.25,"Namibia",2,18,3205.4487403,0.04383379,900,2853.613,1.12329489393,9.438472433023,46.679062,509.90315,1495.29825,0.054,20.41891,29.01209,60.444445,0,437.40418,37.92063,1516.82524,516
"8",25649,19.25,-21.75,"Namibia",2,18,3883.9435173,0.011592846,900,2863.46,1.35638144475,5.263688869821,8.937945,479.060975,1468.96,0.051,20.84535,30.52658,61.444445,0,445.23875,8.90379,510.73559,516
"9",25804,19.75,-27.25,"Namibia",2,18,222.1403226,0.0033995,900,2743.437,0.08097153741,0.015498729772,0,1142.77755,881.69805,0.012,20.85272,11.925375,27.0833325,0,402.48757,0,0,516
"10",25805,19.75,-26.75,"Namibia",2,18,2365.4487111,0.080786049,900,2755.403,0.85847665127,23.770897235699,66.543026,681.28525,963.8953,0.006,20.65609,13.406195,27.055555,0,407.66978,71.9425575,2877.70233,516
"11",25806,19.75,-26.25,"Namibia",2,18,275.8779649,0.0033995,900,2767.159,0.09969718098,0.019202248644,0,2796.221975,991.856775,0.008,20.65721,14.134685,26.61111,0,419.56268,0,0,516
"12",25807,19.75,-25.75,"Namibia",2,18,254.1608866,0.0033995,900,2778.706,0.09146734459,0.019746869014,0,1167.165975,1010.805975,0.009,20.51538,14.13168,27.22222,0,437.56895,0,0,516
"13",25808,19.75,-25.25,"Namibia",2,18,220.1066665,0.0033995,900,2790.043,0.07889005456,0.007627879575,0,645.8519,1054.53175,0.01,20.63686,15.228375,31.5,0,460.92543,0,0,516
"14",25809,19.75,-24.75,"Namibia",2,18,394.8331298,0.0033995,900,2801.169,0.14095296571,0.0207655859,0,863.321925,1099.3645,0.012,20.75673,17.00961,35.083335,0,488.82168,0,0,516
"15",25810,19.75,-24.25,"Namibia",2,18,500.7166746,0.0033995,900,2812.084,0.1780589401,0.047809640012,0,303.600975,1164.98675,0.014,20.6476,17.92714,39.7777775,0,509.07153,0,0,516
"16",25811,19.75,-23.75,"Namibia",2,18,3123.3316115,0.012055917,900,2822.786,1.10647121882,3.869437269753,14.818838,74.717583,1226.8845,0.019,20.41795,18.738625,42.944445,0,495.33688,8.55566,342.22641,516
"17",25812,19.75,-23.25,"Namibia",2,18,3899.2845742,0.061621152,900,2833.275,1.37624619007,0.323514012866,65.649066,143.97569,1293.644,0.026,20.43157,20.414865,52.6666675,0,485.55195,53.92928,2469.60181,516
"18",25813,19.75,-22.75,"Namibia",2,18,903.6190231,0.01904612,900,2843.551,0.31777834909,0.057028414225,25.715486,759.3224,1293.75425,0.037,20.40961,24.25713,56.194445,0,481.29562,14.8468425,593.87371,516
"19",25814,19.75,-22.25,"Namibia",2,18,1755.975815,0.028331679,900,2853.613,0.61535180457,0.407191075462,24.018687,1074.57815,1393.00025,0.05,20.54167,27.706905,58.6944475,0,482.6708,23.968735,958.74939,516
"20",25815,19.75,-21.75,"Namibia",2,18,1642.6708077,0.011216367,900,2863.46,0.57366647931,0.467677628963,13.895407,721.69165,1373.463,0.053,20.95881,28.544595,60.1944425,0,489.58823,7.8000675,374.40324,516
"21",25816,19.75,-21.25,"Namibia",2,18,2201.0783606,0.008267252,900,2873.091,0.76610115948,0.746926770326,8.912895,1366.004575,1322.73175,0.058,21.23061,28.814605,61.0833325,5.630432,501.77865,5.1458625,205.8345,516
"22",25976,20.25,-27.75,"South-Africa",2,18,304.9274293,0.01216514,900,2731.264,0.11164334652,0.061944994114,14.989102,1189.2502,827.82165,0.008,21.05112,10.981345,28.0833325,0,447.76912,8.6539625,346.15849,710
"23",25977,20.25,-27.25,"South-Africa",2,18,301.5237197,0.007328714,900,2743.437,0.10990728232,0.06223487935,7.662329,1590.475575,852.534725,0.004,20.97756,12.278865,27.583335,0,445.89038,4.3011825,206.45675,710
"24",25978,20.25,-26.75,"South-Africa",2,18,4938.3025159,0.053173518,900,2755.403,1.79222546101,22.102421719473,54.260559,1297.602425,873.431675,0.009,20.96186,13.74797,27.444445,0,450.35598,46.326385,1853.05538,710
"25",25979,20.25,-26.25,"South-Africa",2,18,330.5703565,0.0033995,900,2767.159,0.11946199715,0.046272318494,0,1699.0248,952.145,0.009,20.75,14.0756,28.2777775,0,460.93295,0,0,710
"26",25980,20.25,-25.75,"South-Africa",2,18,107.4540228,0.0033995,900,2778.706,0.03867052189,0.011976539716,0,594.457475,988.604,0.011,20.5351,14.02102,28.4999975,0,477.16893,0,0,710
"27",25981,20.25,-25.25,"South-Africa",2,18,95.0623539,0.0033995,900,2790.043,0.03407199974,0.007013510328,0,327.434127,1028.14825,0.012,20.74583,15.03213,32.8333325,0,498.46753,0,0,710
"28",25982,20.25,-24.75,"Botswana",2,18,18.9632626,0.0033995,900,2801.169,0.00676976651,0.009774116514,0,417.53015,1074.35775,0.014,20.71378,17.402325,39.0833325,6.062992,524.17107,0,0,72
"29",25983,20.25,-24.25,"Botswana",2,18,685.018348,0.0033995,900,2812.084,0.24359812081,0.196517190285,0,1064.5547,1155.84,0.017,20.71587,19.15533,42.88889,5.732888,547.86852,0,0,72
"30",25984,20.25,-23.75,"Botswana",2,18,1432.8476471,0.0033995,900,2822.786,0.50760049834,0.000441121502,0,81.46268,1216.22475,0.021,20.73846,19.71554,47.5833325,6.458915,540.00942,0,0,72
"31",25985,20.25,-23.25,"Botswana",2,18,1997.2766105,0.029580397,900,2833.275,0.70493555251,0.121373486391,43.338493,127.22924,1254.03525,0.028,20.65032,20.60379,52.5,5.953168,530.90733,24.32769,1167.72913,72
"32",25986,20.25,-22.75,"Botswana",2,18,2348.3570979,0.008902166,900,2843.551,0.82585362033,0.000688999135,9.902633,96.254198,1248.86275,0.039,20.64631,23.650865,55.055555,5.626085,526.87307,5.7172875,228.6915,72
"33",25987,20.25,-22.25,"Botswana",2,18,2359.6483766,0.053354439,900,2853.613,0.82689856793,0.01223838407,70.179167,194.0591,1267.2465,0.047,20.85128,26.157395,56.75,5.61683,527.98343,46.489235,1859.56934,72
"34",25988,20.25,-21.75,"Namibia",2,18,1921.0294792,0.0033995,900,2863.46,0.67087709407,0.263116268769,0,351.601075,1296.6325,0.051,21.20609,27.583555,56.8333325,5.839488,534.16827,0,0,516
"35",25989,20.25,-21.25,"Namibia",2,18,652.9729228,0.0033995,900,2873.091,0.22727192372,0.116483929539,0,1760.371,1226.01875,0.057,21.50096,29.207505,59.5833325,6.046822,545.21833,0,0,516
"36",25990,20.25,-20.75,"Namibia",2,18,230.7538047,0.0033995,900,2882.506,0.08005318006,0.018878267204,0,1033.546625,1167.58575,0.067,21.73942,29.609235,61.6666675,6.225348,560.81123,0,0,516
"37",25991,20.25,-20.25,"Namibia",2,18,259.1457492,0.0033995,900,2891.705,0.08961693113,0.013457374059,0,1259.830225,1166.6665,0.08,21.74103,30.333445,71.694445,6.045035,580.54797,0,0,516
"38",25992,20.25,-19.75,"Namibia",2,18,910.7113923,0.0033995,900,2900.687,0.31396404002,2.658117957931,0,709.218625,1178.03225,0.086,22.28862,33.769255,86.3333325,6.796088,603.9915,0,0,516
"39",25993,20.25,-19.25,"Namibia",2,18,483.5245723,0.0033995,900,2909.451,0.16619100098,0.032499588629,0,461.68755,1170.57975,0.09,22.84663,40.340015,102.8611125,7.611931,630.6994,0,0,516
"40",25994,20.25,-18.75,"Namibia",2,18,520.6881502,0.0033995,900,2917.997,0.17844027201,0.057230737908,0,342.7629,1142.3875,0.121,22.77212,45.976425,111.527775,7.399846,660.2485,0,0,516
"41",25995,20.25,-18.25,"Namibia",2,18,4620.3189901,0.0033995,900,2926.324,1.57888156262,1.591285166189,0,882.979525,1099.09425,0.152,22.78878,47.912835,116.5,7.339153,692.24963,0,0,516
"42",26154,20.75,-27.75,"South-Africa",2,18,191.1835988,0.0061258,900,2731.264,0.06999821832,0.005190475573,5.574705,1288.95165,882.59415,0.004,20.66186,13.39268,29.8888875,0,491.15775,3.2185575,128.7423,710
"43",26155,20.75,-27.25,"South-Africa",2,18,202.4213767,0.0033995,900,2743.437,0.07378385827,0.020100094478,0,1341.273875,875.825025,0.007,20.76763,13.92575,29.3888875,0,489.28028,0,0,710
"44",26156,20.75,-26.75,"Botswana",2,18,2041.0133043,0.077267787,900,2755.403,0.74073145547,4.58411299907,106.611092,801.2947,894.011925,0.01,20.75192,14.507355,30.527775,6.760062,493.18605,68.01125,2720.45004,72
"45",26157,20.75,-26.25,"Botswana",2,18,233.28544,0.0033995,900,2767.159,0.08430503227,0.175979052209,0,1094.35705,923.9772,0.01,20.82917,14.42267,31.8888875,0,502.696,0,0,72
"46",26158,20.75,-25.75,"Botswana",2,18,50.1537537,0.0033995,900,2778.706,0.01804931804,0.013473318385,0,292.861975,966.6125,0.011,20.87484,14.35694,35.555555,6.694239,517.45865,0,0,72
"47",26159,20.75,-25.25,"Botswana",2,18,11.5238046,0.0033995,900,2790.043,0.00413033186,0.007183235528,0,1456.889825,1013.148925,0.013,20.76026,16.127475,37.916665,6.293315,537.00068,0,0,72
"48",26160,20.75,-24.75,"Botswana",2,18,12.4816784,0.007669381,900,2801.169,0.00445588136,0.029247241642,7.980913,287.76825,1063.927,0.017,20.60256,19.695535,43.88889,5.774566,560.7845,4.6077825,184.31129,72
"49",26161,20.75,-24.25,"Botswana",2,18,1236.8124194,0.0033995,900,2812.084,0.4398206005,0.133305329569,0,431.64355,1132.93275,0.019,20.77837,21.743055,46.9444425,5.704171,587.2763,0,0,72
"50",26162,20.75,-23.75,"Botswana",2,18,1428.8718534,0.013237885,900,2822.786,0.50619203396,0.014323264294,16.661351,59.473588,1207.88275,0.024,20.88798,22.18487,50.416665,6.620454,584.7191,9.619435,384.77741,72
"51",26163,20.75,-23.25,"Botswana",2,18,1994.3061555,0.0033995,900,2833.275,0.70388713522,0.122156763498,0,56.989255,1236.95425,0.033,20.85769,22.9497,52.5833325,6.222182,576.22155,0,0,72
"52",26164,20.75,-22.75,"Botswana",2,18,2348.3570995,0.0033995,900,2843.551,0.82585362092,0.000688999768,0,50.753415,1234.2165,0.037,20.99952,25.65882,53.2222225,6.131824,572.40215,0,0,72
"53",26165,20.75,-22.25,"Botswana",2,18,2373.7144728,0.022390157,900,2853.613,0.83182779165,0.040089095771,30.928323,167.798965,1196.8555,0.043,21.29439,29.094705,53.9166675,6.382555,573.31848,17.856475,714.25903,72
"54",26166,20.75,-21.75,"Namibia",2,18,3305.9534564,0.01150983,900,2863.46,1.1545311886,5.212657629075,11.337446,299.12415,1240.40225,0.051,21.53221,31.445645,55.944445,6.346546,578.91305,8.8290702,353.1628,516
"55",26167,20.75,-21.25,"Namibia",2,18,446.6778087,0.0033995,900,2873.091,0.15546942503,0.049262464163,0,1423.569575,1176.60775,0.059,21.83558,33.039115,56.7777775,6.586503,589.01897,0,0,516
"56",26168,20.75,-20.75,"Namibia",2,18,797.6345605,0.0033995,900,2882.506,0.27671562419,0.584736199694,0,1662.106175,1070.44625,0.074,22.25817,33.853155,59.88889,7.039047,603.3774,0,0,516
"57",26169,20.75,-20.25,"Namibia",2,18,2431.3706682,0.0033995,900,2891.705,0.84080861217,3.967888477993,0,513.62555,1105.44425,0.086,22.28926,34.3354,70.555555,6.85683,621.66308,0,0,516
"58",26170,20.75,-19.75,"Namibia",2,18,1769.1666671,0.0033995,900,2900.687,0.60991299654,9.883921593572,0,784.7216,1160.77125,0.097,22.61939,39.85886,87.666665,7.40039,643.5123,0,0,516
"59",26171,20.75,-19.25,"Namibia",2,18,349.8259279,0.0033995,900,2909.451,0.12023777995,0.059698080296,0,428.689375,1120.79225,0.115,22.94471,46.122445,103.138895,7.762986,668.54855,0,0,516
"60",26172,20.75,-18.75,"Namibia",2,18,85.6855022,0.0033995,900,2917.997,0.02936449449,0.025060121947,0,483.5245,1088.7795,0.136,22.79135,47.422255,111.1389,7.430122,696.40255,0,0,516
"61",26173,20.75,-18.25,"Namibia",2,18,15977.3664486,0.013064594,900,2926.324,5.4598761165,20.795355066726,16.391215,757.9496,1073.97225,0.169,22.7766,48.02282,116.6111,7.339021,726.7264,9.4634725,378.53889,516
"62",26174,20.75,-17.75,"Angola",2,17,6165.8051808,0.014646448,900,2934.432,2.10119209937,10.074644582028,13.492561,618.533525,1069.2985,0.504,22.49022,47.822485,122.222225,7.438833,759.20192,11.6520275,466.08109,24
