"","ID","x","y","country","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code","abroad"
"1",19050,-16.75,14.25,"Senegal",2,11,569041.2501167,0.859414796,688,2985.011,190.6329017709,105.645572664463,669.476909,257.309208,11.109499,0.447,26.48061,71.78994,108.159725,13.17992,89.67552,611.7787,24471.14815,686,1
"2",19062,-16.25,12.75,"Senegal",2,11,268017.074312,0.321927358,864,3003.355,89.23922391989,63.992859533211,187.390861,1433.880975,20.876113,0.461,26.53814,115.8988,147.416675,13.04578,42.87856,264.0377775,10561.51131,686,1
"3",19063,-16.25,13.25,"Gambia",2,11,187382.5927094,0.092120301,757,2997.464,62.51371788558,29.648782885757,121.310856,1020.44925,24.757012,0.519,26.75753,103.59542,138.3611,13.45156,41.97168,78.17892,3688.89446,270,0
"4",19064,-16.25,13.75,"Senegal",2,11,432794.3023486,0.17757112,900,2991.349,144.68199783716,51.394957879339,121.976654,1018.33005,27.164445,0.365,27.1391,80.81145,128.972225,18.05799,43.21066,159.813995,6392.55974,686,1
"5",19065,-16.25,14.25,"Senegal",2,11,524667.4211299,1.014474461,900,2985.011,175.76735066948,66.384929523671,1051.056786,358.339575,13.260832,0.252,27.40897,65.872825,114.527775,15.14535,86.68936,913.026875,36521.07529,686,1
"6",19083,-15.75,12.25,"Guinea-Bissau",2,11,213332.0610905,0.0033995,900,3009.023,70.89745703882,28.324626031569,0,1340.546,23.72861,0.594,26.66907,129.4049,160.33335,13.45325,38.98958,0,0,624,1
"7",19084,-15.75,12.75,"Senegal",2,11,210578.9788783,0.049963976,900,3003.355,70.11458018927,29.480557561767,27.478973,665.297992,28.014167,0.522,26.88974,112.6724,151.944425,13.84633,64.86166,44.2026775,1768.10707,686,1
"8",19085,-15.75,13.25,"Senegal",2,11,171977.9135069,0.230862702,849,2997.464,57.37447973193,21.780835876176,142.101657,1131.46605,30.172933,0.485,27.30016,96.72741,141.353175,17.91753,86.1178,199.9970075,8795.6977,686,1
"9",19086,-15.75,13.75,"Senegal",2,11,500970.2204402,0.246096676,897,2991.349,167.47302808027,52.278256591035,130.778368,964.33815,28.067777,0.364,27.72083,80.27428,130.833325,15.58492,82.98973,220.5976435,8823.90601,686,1
"10",19087,-15.75,14.25,"Senegal",2,11,345116.9044571,0.213217345,900,2985.011,115.61663927415,44.987568136288,130.357781,527.641775,25.755557,0.176,27.96859,62.22323,119.138875,19.99545,108.57363,191.8956025,7675.82401,686,1
"11",19088,-15.75,14.75,"Senegal",2,11,855589.6803989,2.334611165,900,2978.45,287.26004367223,172.241967746985,3335.60988,360.793975,40.300832,0.013,27.89696,52.885095,99.52777,20.11218,144.41768,2101.1500745,84239.13382,686,1
"12",19115,-15.25,12.75,"Senegal",2,11,218995.9269988,0.0033995,900,3003.355,72.91709536476,22.176396905808,0,1368.648975,40.210833,0.554,27.18862,115.24225,155.555575,19.8047,94.54227,0,0,686,1
"13",19116,-15.25,13.25,"Senegal",2,11,147621.3155289,0.021315198,900,2997.464,49.24874365027,17.107947730227,12.551026,845.969425,34.157502,0.518,27.54663,94.64832,145.305575,18.12888,126.39793,18.41879,776.09505,686,1
"14",19117,-15.25,13.75,"Gambia",2,11,248138.4254651,0.079878113,900,2991.349,82.95202349392,26.552650081193,78.732596,576.1443,26.904445,0.483,28.03285,74.31944,133.27775,19.51553,129.19565,70.360535,2814.42131,270,0
"15",19118,-15.25,14.25,"Senegal",2,11,140879.6194592,0.01565194,900,2985.011,47.19568335753,20.737535060161,20.424487,390.8498,34.491112,0.17,28.2141,60.088625,122.1389,20.18556,144.31935,11.7920825,471.68331,686,1
"16",19119,-15.25,14.75,"Senegal",2,11,110885.2658148,0.0033995,900,2978.45,37.22918477197,64.248216756101,0,482.807,46.822775,0.023,28.3774,54.806835,103.0277725,20.82072,174.31565,0,0,686,1
"17",19146,-14.75,12.75,"Senegal",2,11,175692.0974178,0.226986058,900,3003.355,58.49861044366,15.802032768152,349.861762,751.5677,44.214445,0.489,27.45417,106.4228,161.5,20.45789,118.94763,201.992775,8079.7113,686,1
"18",19147,-14.75,13.25,"Senegal",2,11,145412.0794907,0.024997387,900,2997.464,48.51170849435,24.211826219682,33.86589,1012.211625,36.668332,0.489,27.90112,90.059455,147.8889,21.61837,159.16255,20.2029925,808.11974,686,1
"19",19148,-14.75,13.75,"Senegal",2,11,141886.7346802,0.080932411,900,2991.349,47.43236250736,23.078466278153,59.328652,578.39955,26.733055,0.412,28.23365,75.882655,136.0278,19.76943,176.81782,72.074275,2882.97092,686,1
"20",19149,-14.75,14.25,"Senegal",2,11,113507.0373116,0.00964893,900,2985.011,38.02567193447,6.5050891964,11.066722,515.874925,35.678055,0.16,28.4867,67.561485,123.333325,20.47751,186.04593,6.389375,255.57501,686,1
"21",19150,-14.75,14.75,"Senegal",2,11,44757.3528082,0.0033995,900,2978.45,15.02706193973,11.327868571156,0,529.06255,37.615555,0.015,28.71683,56.24711,103.277785,21.23662,208.86763,0,0,686,1
