0,64.564,0,0,67.726,46.676,39.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.564,0,44.765,0,0,52.461,37.799,47.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44.765,0,38.171,0,0,37.035,40.103,35.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,38.171,0,0,0,0,59.097,34.41,51.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.726,0,0,0,0,50.931,0,0,0,0,37.9,37.129,65.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.676,52.461,0,0,50.931,0,29.087,0,0,0,0,47.321,45.147,34.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.61,37.799,37.035,0,0,29.087,0,30.931,0,0,0,0,41.65,29.482,48.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47.73,40.103,59.097,0,0,30.931,0,36.53,0,0,0,0,52.926,46.875,54.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35.763,34.41,0,0,0,36.53,0,32.353,0,0,0,0,40.434,27.46,31.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,51.82,0,0,0,0,32.353,0,0,0,0,0,0,41.64,34.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,37.9,0,0,0,0,0,0,38.51,0,0,0,0,0,27.83,31.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,37.129,47.321,0,0,0,0,38.51,0,56.389,0,0,0,0,36.379,28.15,47.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,65.512,45.147,41.65,0,0,0,0,56.389,0,43.711,0,0,0,0,40.218,54.218,55.648,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34.458,29.482,52.926,0,0,0,0,43.711,0,120,0,0,0,0,52.471,120,98.679,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,48.246,46.875,40.434,0,0,0,0,120,0,55.55,0,0,0,0,120,59.99,41.574,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54.477,27.46,41.64,0,0,0,0,55.55,0,35.47,0,0,0,0,43.136,38.845,29.513,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,31.355,34.421,0,0,0,0,0,35.47,0,0,0,0,0,0,42.932,27.916,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27.83,36.379,0,0,0,0,0,0,28.87,0,0,0,0,0,33.318,43.226,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,31.677,28.15,40.218,0,0,0,0,28.87,0,37.325,0,0,0,0,47.819,36.719,32.863,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,47.968,54.218,52.471,0,0,0,0,37.325,0,120,0,0,0,0,44.627,38.017,42.096,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,55.648,120,120,0,0,0,0,120,0,120,0,0,0,0,44.648,35.584,39.102,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,98.679,59.99,43.136,0,0,0,0,120,0,30.205,0,0,0,0,37.663,44.029,42.043,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.574,38.845,42.932,0,0,0,0,30.205,0,29.073,0,0,0,0,43.239,42.096,36.559,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.513,27.916,0,0,0,0,0,29.073,0,0,0,0,0,0,35.365,32.547,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.318,47.819,0,0,0,0,0,0,43.173,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.226,36.719,44.627,0,0,0,0,43.173,0,35.014,0,0,0,0,43.196,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.863,38.017,44.648,0,0,0,0,35.014,0,41.667,0,0,0,40.448,37.187,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.096,35.584,37.663,0,0,0,0,41.667,0,30.803,0,0,43.226,29.784,20.095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.102,44.029,43.239,0,0,0,0,30.803,0,36.292,0,0,41.505,16.838
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.043,42.096,35.365,0,0,0,0,36.292,0,24.349,0,0,26.761
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.559,32.547,0,0,0,0,0,24.349,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.196,40.448,43.226,0,0,0,0,39.823,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.187,29.784,41.505,0,0,39.823,0,17.268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.095,16.838,26.761,0,0,17.268,0
