"from","to","dist","dur","share_unnamed"
1,2,73.9991,122.565,0.868430832266879
1,3,81.4907,132.775,1
1,4,119.822,176.39,0.818407304167849
2,3,135.8896,139.361666666667,0.411902317691948
2,4,83.6066,90.6833333333333,0.975239993014905
2,5,125.0998,126.721666666667,0.983452411594583
3,4,150.8174,155.675,0.965896507962609
3,6,182.3026,388.861666666667,0.887365354435233
3,7,203.5503,330.373333333333,1
4,5,132.4584,135.365,1
4,6,171.7854,426.841666666667,0.880469539047242
4,7,110.3614,244.261666666667,1
4,8,199.8396,169.686666666667,1
5,7,256.6465,387.523333333333,1
5,8,79.7269,83.78,1
6,7,104.4699,440.985,0.68731280493233
6,9,61.1126,269.278333333333,0.465471932138381
6,10,89.2539,290.523333333333,0.63400590898549
7,8,310.201,414.035,1
7,9,82.3602,210.766666666667,1
7,10,110.5016,232.011666666667,1
7,11,174.0773,295.898333333333,1
8,10,159.0962,184.216666666667,1
8,11,95.5205,120.37,1
8,12,74.3107,62.875,1
9,10,53.8805,40.425,1
9,13,48.1842,94.8716666666667,0.808767586122451
9,14,113.0151,232.708333333333,1
10,11,63.5757,63.8866666666667,1
10,13,102.0647,135.296666666667,0.909720010934241
10,14,132.1785,247.163333333333,1
10,15,92.0005,119.705,1
11,12,92.6586,113.383333333333,1
11,14,195.7542,311.01,1
11,15,71.498,120.593333333333,1
11,16,112.7112,100.755,1
12,15,123.5444,178.958333333333,1
12,16,96.3667,76.3116666666667,0.849303596889379
13,14,161.1694,327.468333333333,0.977707306721996
13,17,55.4932,332.973333333333,1
13,18,187.7876,306.803333333333,0.939826165305909
14,15,224.179,366.736666666667,1
14,17,135.168,461.905,1
14,18,82.9003,317.275,0.907033017934775
14,19,383.5948,476.318333333333,0.98995242116097
15,16,102.6655,127.725,1
15,18,250.7973,346.251666666667,0.969270004102915
15,19,220.8681,257.145,0.982549774028131
15,20,190.4263,259.7,0.979760159305643
16,19,118.2026,129.42,0.967393272229206
16,20,87.7608,131.975,0.95608289805927
16,21,97.2602,102.655,0.282517412055497
17,18,75.4603,376.398333333333,0.897866825337297
17,22,109.6098,556.38,1
17,23,102.094,302.041666666667,1
18,19,410.2131,455.74,0.971816599713661
18,22,98.2843,442.355,0.921584627453215
18,23,90.7686,188.016666666667,0.915091782841203
18,24,92.4101,534.188333333333,0.601480790519651
19,20,72.7985,134.378333333333,1
19,23,477.8129,412.006666666667,0.993244008271857
19,24,474.5925,520.236666666667,0.780011694242956
19,25,261.6721,289.468333333333,0.661076721180163
20,21,110.566,175.975,0.477366459852034
20,24,444.1507,522.683333333333,0.764933891822327
20,25,231.2303,291.915,0.616457171523653
20,26,155.7762,191.215,0.430678479332222
21,25,140.7124,189.911666666667,0.928762547748068
21,26,65.2583,89.2116666666667,0.846395017951739
21,27,133.586,172.951666666667,0.818225440129115
22,23,91.9601,343.275,1
22,28,138.89,825.95,1
22,29,192.2507,686.596666666667,1
23,24,314.4186,511.903333333333,1
23,28,152.9958,701.555,1
23,29,100.2906,343.321666666667,1
23,30,88.8574,274.918333333333,1
24,25,252.6851,360.615,1
24,29,284.279,589.566666666667,1
24,30,272.8458,520.996666666667,1
24,31,83.4531,124.428333333333,1
25,26,86.9786,117.906666666667,1
25,30,278.9947,513.068333333333,1
25,31,169.2284,236.05,1
25,32,60.2787,92.455,1
26,27,96.9456,126.76,0.85292251832215
26,31,233.5392,250.06,1
26,32,109.6526,116.416666666667,1
26,33,106.7771,100.97,0.950393014245537
27,32,105.4233,145.623333333333,0.961476258094748
27,33,98.0969,127.998333333333,0.973958402355222
27,34,102.938,120.455,0.94013866612783
28,29,79.0532,466.83,1
28,37,63.2463,306.838333333333,1
28,38,122.0301,725.085,1
29,30,58.7177,352.435,1
29,37,142.2995,773.626666666667,1
29,38,167.027,490.153333333333,1
29,39,90.9209,359.301666666667,1
30,31,189.3926,396.666666666667,1
30,38,155.5937,421.673333333333,1
30,39,79.4876,290.821666666667,1
30,40,142.6813,339.083333333333,1
31,32,147.9959,170.118333333333,0.730984439433795
31,39,118.2551,155.228333333333,0.663327839560408
31,40,52.3743,80.2983333333333,0.239834728416937
31,41,104.6579,145.706666666667,0.619587245683317
32,33,74.3473,97.4933333333333,1
32,40,120.7439,130.735,1
32,41,100.7192,126.92,1
32,42,133.8307,185.635,1
33,34,70.2816,73.115,0.486951795417584
33,41,150.9031,188.116666666667,1
33,42,82.3585,118.236666666667,1
33,43,118.2737,170.221666666667,1
34,42,147.6259,183.906666666667,0.611053344975374
34,43,70.9713,117.571666666667,0.949097733872706
34,44,113.0685,123.116666666667,0.888007025817048
35,36,79.2724,77.9716666666667,1
35,44,131.0358,163.753333333333,0.894901923674235
35,45,74.7342,109.186666666667,0.704309405867729
35,46,119.4167,143.281666666667,1
36,45,122.6822,183.986666666667,0.922691248356525
36,46,65.2497,88.8416666666667,1
36,47,106.5563,107.911666666667,1
37,38,185.2764,1031.86833333333,1
37,49,70.7382,424.571666666667,1
37,50,107.9583,647.771666666667,1
38,39,84.2926,180.138333333333,1
38,49,240.0871,1130.54166666667,1
38,50,308.5468,1541.585,1
38,51,348.6742,1782.335,1
39,40,71.5438,97.6716666666667,1
39,50,339.2531,1539.09666666667,1
39,51,379.3805,1779.84666666667,1
39,52,548.5964,2003.01833333333,0.99195000185929
40,41,77.4059,106.375,1
40,51,442.5742,1828.16166666667,1
