"from","to","dist","dur","share_unnamed"
1,2,185.2764,1031.86833333333,1
1,7,204.6637,1228.075,1
1,8,70.7382,424.571666666667,1
1,9,107.9583,647.771666666667,1
2,3,84.2926,180.138333333333,1
2,8,240.0871,1130.54166666667,1
2,9,308.5468,1541.585,1
2,10,348.6742,1782.335,1
3,4,71.5438,97.6716666666667,1
3,9,339.2531,1539.09666666667,1
3,10,379.3805,1779.84666666667,1
3,11,548.5964,2003.01833333333,0.99195000185929
4,5,77.4059,106.375,1
4,10,442.5742,1828.16166666667,1
4,11,611.7901,2051.33333333333,0.992781511175156
4,12,170.3659,388.996666666667,1
5,6,129.7222,185.598333333333,1
5,11,683.5329,2134.825,0.993539156119749
5,12,102.453,340.01,1
5,13,117.3652,151.201666666667,1
6,12,115.7126,359.006666666667,1
6,13,129.986,169.488333333333,1
6,14,189.8964,246.07,0.96607725694353
7,8,159.7854,958.881666666667,1
7,15,32.3425,194.22,1
7,16,105.6648,634.148333333333,1
8,9,91.3068,547.971666666667,1
8,15,127.4429,764.661666666667,1
8,16,54.1206,324.731666666667,1
8,17,90.9517,401.918333333333,1
9,10,64.5399,387.288333333333,1
9,16,76.6155,459.958333333333,1
9,17,56.5518,264.613333333333,1
9,18,114.7464,365.04,0.987201330238971
10,11,300.6773,1081.50333333333,0.98531249282869
10,17,110.9566,591.27,1
10,18,169.1512,691.696666666667,0.991317816625382
10,19,222.7347,718.29,0.980172815539211
11,12,776.4471,2417.23666666667,0.994317708362177
11,18,155.4532,523.775,0.980854675783243
11,19,77.9426,363.09,1
11,20,109.3817,410.328333333333,1
12,13,103.3309,324.49,1
12,19,698.5254,2054.34666666667,0.993677824743381
12,20,776.5139,2171.32666666667,0.994312786931438
12,21,114.7105,365.931666666667,1
13,14,177.6376,226.423333333333,0.799845190345507
13,20,791.426,1982.38833333333,0.994419945768777
13,21,50.4402,102.781666666667,1
13,22,106.4244,147.598333333333,1
14,21,144.7543,226.185,0.754376559973085
14,22,99.071,137.966666666667,0.641115605086862
14,23,110.3805,155.353333333333,0.941640054176236
15,26,198.0374,804.633333333333,1
16,17,69.7609,274.883333333333,1
16,25,161.3515,506.176666666667,1
16,26,124.7151,364.705,1
16,27,136.0445,374.388333333333,0.685551649973612
17,18,62.1425,131.853333333333,0.808870622539917
17,26,113.1586,162.325,1
17,27,66.2837,99.505,0.354607543030941
17,28,83.227,116.051666666667,0.874937370159479
18,19,77.5429,160.848333333333,0.961823713067218
18,27,81.3635,160.483333333333,0.328351586764122
18,28,51.8002,126.318333333333,0.940368956104417
18,29,92.4617,118.251666666667,0.967983500195216
19,20,77.9885,116.98,1
19,28,101.6541,149.045,1
19,29,134.2185,136.543333333333,1
19,30,194.6935,219.861666666667,1
20,21,802.7848,2023.76,0.994504130434972
20,29,146.0524,211.685,1
20,30,85.5774,128.408333333333,1
20,31,919.39,2329.58166666667,0.995201165990494
21,22,73.5412,147.435,1
21,30,800.2109,1947.64666666667,0.994481205582028
21,31,134.1622,408.44,1
21,32,112.0492,152.906666666667,0.982225665154236
22,23,132.6129,170.143333333333,1
22,31,93.0304,341.53,1
22,32,63.111,76.2666666666667,0.968442902188208
22,33,182.8079,235.465,0.989105509605707
23,32,147.5481,182.585,0.987423092928277
23,33,133.1923,177.043333333333,1
24,34,20.9113,50.2116666666667,1
25,26,36.6364,141.541666666667,1
25,37,62.3622,180.225,1
26,27,91.3076,137.108333333333,0.479904191984019
26,36,92.1059,138.16,1
26,37,57.9991,87.115,1
26,38,63.4816,95.37,0.690261430083678
27,28,102.5012,144.913333333333,0.481103672730324
27,37,87.2237,130.856666666667,0.175991158366361
27,38,27.826,41.7383333333333,0
27,39,109.9361,154.041666666667,0.591194339257078
28,29,116.4953,106.468333333333,1
28,38,130.4544,186.791666666667,0.378803813740566
28,39,51.3835,100.386666666667,1
28,40,142.5681,122.763333333333,1
29,30,60.475,83.3183333333333,1
29,39,169.9616,163.818333333333,0.925561552324374
29,40,26.0728,16.295,1
29,41,61.4666,48.9266666666667,1
30,31,916.826,2253.38,0.995187745548228
30,40,69.5328,89.0366666666667,1
30,41,104.9265,121.668333333333,1
30,42,186.0701,227.76,1
31,32,84.1344,320.021666666667,0.97632835082915
31,41,917.8077,2219.15,0.99518831720541
31,42,998.9513,2325.24166666667,0.995579164311697
31,43,154.5108,456.03,0.987110277799531
32,33,119.697,159.198333333333,1
32,42,976.8353,2069.69166666667,0.844058492960176
32,43,70.3764,136.008333333333,1
32,44,243.5792,268.66,1
33,43,135.1758,243.761666666667,1
33,44,113.2832,140.013333333333,1
34,35,35.0935,84.3366666666667,1
34,45,52.7819,126.695,1
34,46,61.554,148.061666666667,1
35,45,83.1762,199.716666666667,1
35,46,91.8901,221.051666666667,1
36,37,57.9274,87.1133333333333,1
36,47,41.6075,62.4066666666667,1
36,48,106.8536,165.731666666667,0.667577571160514
37,38,59.3977,89.1733333333333,0.258437616271337
37,47,88.6004,132.988333333333,1
37,48,56.3287,89.82,0.369405595026328
37,49,68.8109,103.228333333333,0.223083842821413
38,48,85.0253,132.823333333333,0.0641869283305753
39,49,235.3318,342.085,0.276178262427034
39,51,280.955,233.288333333333,0.955042234551608
40,41,35.3938,32.6316666666667,1
40,52,88.5662,55.3616666666667,1
41,42,81.1436,106.091666666667,1
41,51,94.3061,69.4716666666667,1
41,52,97.9299,71.735,1
41,53,311.0867,527.655,1
42,43,1047.2245,2205.54333333333,0.993885170382743
42,52,179.0735,177.826666666667,1
42,53,392.2303,633.746666666667,1
42,54,1089.3314,2220.77666666667,0.99412153287392
43,44,185.5335,280.68,1
43,53,1232.4433,2578.39,0.876400662586155
43,54,54.4376,163.261666666667,1
43,55,92.935,191.86,1
44,54,143.2252,190.481666666667,1
44,55,116.148,148.093333333333,1
