"from","to","dist","dur","share_unnamed"
1,2,59.3803,123.161666666667,0.548693758704486
1,4,213.247,342.261666666667,0.114035836377534
1,5,123.6117,211.93,0.196727332445068
1,6,93.3446,166.526666666667,0.260516129999882
2,3,61.0108,119.553333333333,0.1691566588921
2,5,80.7591,128.67,0.102327660501838
2,6,50.4921,83.2666666666667,0.163667187540229
2,7,2156.6951,2766.48166666667,0.286760443165059
3,6,94.9752,162.976666666667,0.0216530209991661
3,8,2173.0162,2785.78333333333,0.281996194966241
4,5,89.6353,130.4,0
4,9,72.6818,119.473333333333,0.155601111692028
4,10,44.0039,83.2733333333333,0.432852542615541
4,11,69.5817,109.233333333333,0.0590139950389326
5,6,30.2671,45.4033333333333,0
5,10,133.6392,213.605,0.142527042963442
5,11,30.7945,46.95,0.174397459294811
5,12,1697.24,2347.59,0.33621542357818
6,11,61.0615,92.3533333333333,0.0879520222987568
6,12,1724.1869,2374.55833333333,0.313661010822955
6,13,1730.2969,2349.09,0.31608460095757
7,12,647.5432,710.96,0.17894278266797
7,14,407.9356,434.09,0.0175098716562124
8,14,407.9356,434.09,0.0175098716562124
8,15,376.2008,456.305,0.111501091970033
9,10,66.7724,127.803333333333,0.454627279194279
9,17,793.67,1323.705,0.169353110316238
9,18,57.5477,144.963333333333,0.171916215737178
9,19,56.9196,141.193333333333,0.173813284328624
10,11,113.5856,192.465,0.203841860235805
10,18,104.5335,224.848333333333,0.195757340948117
10,20,1458.2226,2097.60833333333,0.306416091314447
11,12,1677.1864,2326.47666666667,0.343437495658653
11,19,179.3964,322.005,0.03782905463596
11,20,1533.7137,2198.535,0.282416510824901
11,21,1621.1549,2240.91,0.32112123763613
12,13,24.6967,59.105,1
12,20,287.4611,431.028333333333,0.991826717363399
12,21,64.9021,103.455,1
12,22,160.8349,204.228333333333,0.705685768449509
13,14,245.7175,251.52,0.486774050058258
13,21,71.0121,78.035,1
13,22,166.9449,178.808333333333,0.716457515948366
13,23,214.6392,234.12,0.592628190643559
14,15,101.3425,145.223333333333,0.343428472753287
14,22,78.7727,72.7116666666667,0
14,23,46.263,53.93,0.164111709141214
14,24,213.083,291.851666666667,0.0882716649044434
15,16,113.4233,183.751666666667,0.42758410308993
15,23,147.6055,199.2,0.287225941598343
15,24,181.3482,314.063333333333,0.295635688691699
15,25,176.4149,350.745,0.511502146360653
16,24,92.319,167.076666666667,0.319643843629155
16,25,87.3857,203.758333333333,0.75679201516953
16,26,139.8943,349.293333333333,1
17,18,831.4117,1420.43666666667,0.154953131506256
17,29,440.5543,819.113333333333,0.166282794198127
17,30,50.1501,141.71,1
