"from","to","dist","dur","share_unnamed"
1,2,69.7479,74.4116666666667,0.991475024373459
1,3,65.8943,86.2566666666667,1
1,4,120.3805,127.008333333333,1
2,3,97.3848,98.8066666666667,0.616861152869852
2,4,96.1971,102.483333333333,1
2,5,212.1989,177.866666666667,0.478800805469957
3,4,130.1483,140.298333333333,0.904293025725269
3,7,617.0381,667.385,0.586749181290426
3,8,205.3988,247.011666666667,0.937449488507236
4,5,131.5704,132.405,0.24437696900141
4,7,588.0986,585.928333333333,0.258515789951585
4,8,112.6313,179.206666666667,0.903828687052356
4,9,207.8669,250.045,0.192801351634797
5,6,98.252,122.26,1
5,8,216.1757,250.418333333333,1
5,9,112.0602,180.458333333333,1
5,10,148.2681,133.226666666667,1
6,9,118.1963,213.101666666667,1
6,10,109.1199,107.725,0.554474890029325
6,11,101.2478,109.94,0.519834505046036
7,8,433.5079,537.465,0.355780910977842
7,12,222.6183,311.083333333333,0.601979981870305
7,13,187.2433,252.571666666667,0.477703352961974
7,14,260.8762,314.115,0.292364347533428
8,9,113.8934,261.865,0.843628202888142
8,13,282.194,377.42,0.58284670019678
8,14,199.2611,263.895,0.725460350534876
8,15,116.6523,166.885,0.708545823785729
9,10,87.8255,154.543333333333,1
9,14,157.1885,251.5,0.558945469929416
9,15,74.5797,154.49,0.348046918996616
9,16,129.5094,228.048333333333,1
10,11,76.5502,74.185,1
10,15,128.5916,103.716666666667,0.621885099804342
10,16,76.7321,127.546666666667,1
10,17,137.6463,120.16,0.914588934957111
11,16,85.8936,141.426666666667,1
11,17,90.883,88.225,0.870641231738864
11,18,121.1016,100.425,1
12,13,117.625,184.803333333333,0.408502096916389
12,21,190.0673,209.793333333333,0.432759029799351
12,22,94.9856,134.63,0.421828759486954
12,23,112.801,138.665,0.302829493684015
13,14,109.9217,154.16,0.426745583447126
13,22,133.6121,178.608333333333,0.901601652546179
13,23,157.8955,174.801666666667,0.660420759566143
13,24,252.3642,287.19,0.546316828073735
14,15,93.2895,109.263333333333,0.791831878185648
14,23,212.1559,203.063333333333,0.381775271651905
14,24,183.1052,240.575,0.331944512711286
14,25,129.6549,130.336666666667,0.132473203866572
15,16,170.1114,176.876666666667,0.714295875700203
15,24,168.2579,201.02,0.32945059869474
15,25,68.3461,57.88,0.172525092909607
15,26,161.3533,172.426666666667,0.504300810705452
16,17,75.7294,108.678333333333,0.75091510276089
16,25,234.858,227.343333333333,0.518794130408217
16,26,327.8652,341.89,0.583843909021146
16,27,140.7922,210.848333333333,1
17,18,65.8813,63.2783333333333,0.854573300769718
17,26,399.3246,351.288333333333,0.634322553631807
17,27,74.8645,125.24,1
17,28,102.5199,87.45,0.906546039797113
18,27,92.0905,120.393333333333,1
18,28,80.9302,63.2366666666667,1
18,29,113.6429,84.505,1
19,20,65.3407,64.07,0.038903717126206
19,30,63.3672,88.615,0.819738256166824
19,31,143.0257,119.89,0.0900684282614943
20,30,128.708,152.731666666667,0.433660352378755
20,31,82.8079,68.0066666666667,0.185522378326679
20,32,441.6097,417.118333333333,0.440268055766904
21,22,167.1123,159.688333333333,0.747725930407277
21,34,127.7323,133.995,0.666987650725502
21,35,81.5501,88.535,0.781363848726121
21,36,117.0018,148.013333333333,1
22,23,81.1266,78.2816666666667,0.199534061003495
22,35,152.6765,151.345,0.309786673827754
22,36,120.548,157.631666666667,0.751837230388151
22,37,199.7885,189.163333333333,0.702429819534157
23,24,94.4686,112.388333333333,0.355602814056734
23,36,131.4266,156.573333333333,0.97890990103982
23,37,126.5802,117.62,0.978102403142358
23,38,108.039,78.9666666666667,0.0366154814465147
24,25,183.5495,214.775,0.389795880564033
24,37,144.2483,158.611666666667,0.691224355814739
24,38,93.8647,107.691666666667,0.352172171404342
24,39,116.9581,152.98,0.531854570140931
25,26,100.2974,132.11,0.766413918592188
25,38,176.253,181.428333333333,0.329190418075865
25,39,106.9427,108.111666666667,0.323786779075878
25,40,163.5448,165.905,0.276437468968672
26,27,452.6708,433.535,0.698186762571492
26,39,108.4021,149.025,0.699123909961154
26,40,146.9262,204.835,0.678243469501654
26,41,172.8432,232.223333333333,1
27,28,90.7914,110.273333333333,1
27,40,358.3382,427.861666666667,0.998575088722076
27,41,406.9895,437.995,1
27,42,101.3985,132.08,1
28,29,77.6757,82.915,1
28,41,364.1629,368.178333333333,1
28,42,58.572,62.2633333333333,1
28,43,119.3373,121.333333333333,0.55342126895782
29,42,121.7138,121.341666666667,0.380273543569869
29,43,75.8921,82.01,0.708326690129803
30,31,91.6875,115.695,0.868179557541042
30,44,210.2872,238.801666666667,0.476689001222139
30,45,118.8521,145.295,0.851808847818167
31,32,386.2426,380.553333333333,0.535096835462046
31,44,179.3958,162.55,0.101441059378202
31,45,87.9607,69.0433333333333,0.218230166164928
31,46,294.2733,264.618333333333,0.389800851996237
32,33,224.2898,354.773333333333,0.68186069986241
32,45,300.5622,323.478333333333,0.665951895513211
32,46,77.5523,152.683333333333,1
32,47,181.4359,290.551666666667,0.872329566530108
33,34,133.1259,161.183333333333,0.613736610429217
33,46,181.8365,254.728333333333,0.60758483582779
33,47,65.2259,97.8916666666667,0.261161593784064
33,48,134.2921,200.961666666667,0.515915679328866
34,35,101.4652,108.808333333333,0.402206865013818
34,47,102.9672,156.631666666667,0.866484537293951
34,48,80.0909,121.281666666667,0.629643780200023
34,49,161.6748,154.416666666667,0.311566181000379
35,36,100.437,129.841666666667,0.771552543830915
35,48,160.8364,146.078333333333,0.0646769014974222
35,49,79.1856,83.4183333333333,0.360398405267618
35,50,107.3258,132.146666666667,0.731614392811421
36,37,147.9806,171.1,1
36,49,160.654,175.365,0.573761267219449
36,50,188.7942,224.093333333333,0.752987775584326
36,51,333.8031,316.68,0.4074034019436
37,38,90.8309,84.1266666666667,0.820900353403574
37,50,293.782,291.978333333333,0.84126154767821
37,51,185.1685,165.305,0.420940699449043
37,52,201.5785,227.116666666667,0.63216153293974
38,39,95.8649,90.225,0.373032786628738
38,51,109.0725,106.98,0.243340897109721
38,52,118.6168,153.083333333333,0.512322011178836
38,53,109.9497,100.803333333333,0.266293102585814
39,40,113.5087,139.805,0.50065369496232
39,52,115.2554,174.905,0.948626223696437
39,53,77.8636,103.768333333333,1
39,54,118.5311,125.303333333333,0.953281577708523
40,41,86.1891,137.665,0.968577233083998
40,53,159.484,190.093333333333,0.758886460226154
40,54,102.0549,154.966666666667,0.865025721424722
40,55,124.9683,192.806666666667,0.99919899622464
41,42,318.5527,350.846666666667,1
41,54,203.8782,218.235,1
41,55,174.0176,202.536666666667,1
41,56,250.572,299.606666666667,1
42,43,100.711,117.26,1
42,55,147.7499,156.131666666667,1
42,56,97.044,121.138333333333,1
42,57,108.1705,94.2216666666667,1
43,56,126.7056,152.85,1
43,57,137.25,125.725,1
44,45,95.951,105.533333333333,0.094686871423956
44,58,178.2404,168.121666666667,0.0806331894266455
44,59,140.4263,136.838333333333,0.0530348616536053
45,46,214.7551,209.143333333333,0.486929076954096
45,58,124.2557,99.2166666666667,0.122865894388833
45,59,86.4416,67.9333333333333,0.0965066628722017
45,60,141.6318,106.836666666667,0.222035274514234
46,47,138.9827,190.561666666667,0.833331654466099
46,59,223.5343,217.378333333333,0.463362893300939
46,60,89.2916,126.64,1
46,61,129.7563,144.293333333333,1
47,48,118.1736,176.868333333333,0.626306552394105
47,60,153.5649,183.103333333333,0.849158140407177
47,61,108.978,155.645,0.365031474242508
47,62,135.5601,204.303333333333,0.489542637946297
48,49,76.1006,76.61,0.118655938775859
48,61,108.8696,110.546666666667,0.987151613350638
48,62,82.9858,91.7683333333333,0.983144124483798
48,63,151.6335,137.455,0.43333761998503
49,50,109.9261,137.103333333333,0.801297417082931
49,62,157.5853,164.651666666667,0.565507696466612
49,63,92.0913,86.58,0.795266219501734
49,64,114.8455,134.296666666667,0.835829875789648
50,51,148.5746,195.185,1
50,63,169.5317,174.078333333333,1
50,64,88.1156,119.025,1
50,65,134.1694,171.446666666667,1
51,52,156.6973,184.018333333333,1
51,64,131.9754,113.688333333333,1
51,65,72.2834,67.495,1
51,66,148.8232,185.95,0.65248431867279
52,53,63.5689,121.478333333333,0.999935502951133
52,65,112.1674,182.148333333333,1
52,66,188.7072,300.603333333333,0.725932846300675
52,67,132.3667,169.693333333333,0.926815319586149
53,54,84.7375,82.74,0.440304610580651
53,66,206.2865,238.071666666667,0.8202135477666
53,67,90.995,84.0716666666667,0.882695752513874
53,68,140.5362,220.573333333333,0.924047273262884
54,55,91.4988,87.3516666666667,1
54,67,122.4469,138.681666666667,1
54,68,86.6588,187.948333333333,1
54,69,139.4775,156.965,1
55,56,79.7703,104.85,1
55,68,163.3074,258.14,1
55,69,189.5686,198.483333333333,1
55,70,305.4954,322.336666666667,0.7925228988718
56,57,134.1561,129.788333333333,1
56,69,266.3926,296.133333333333,1
56,70,293.6788,292.868333333333,0.835175312339642
56,71,187.8271,176.691666666667,0.833538397813734
57,70,159.5227,163.08,0.696560236605973
57,71,53.671,46.9033333333333,0.417450764845075
57,72,92.4332,105.623333333333,1
58,59,72.4993,66.55,0.595791959370642
58,74,141.6003,144.408333333333,0.849818821005323
58,75,124.3417,142.201666666667,0.828973707131236
59,60,148.8675,114.676666666667,0.210904999412229
59,74,106.2738,113.831666666667,0.858792101157576
59,75,89.0152,111.625,0.831414185442486
59,76,228.6251,204.035,0.482122479115373
60,61,77.8447,104.59,1
60,75,151.8974,126.633333333333,1
60,76,95.9259,113.741666666667,0.990313356455347
60,77,200.4636,193.946666666667,0.862228853517546
61,62,83.7708,118.453333333333,1
61,76,126.6848,172.255,0.992665266341924
61,77,103.5987,129.468333333333,1
61,78,131.4026,145.44,0.610651074901809
62,63,114.4193,137.868333333333,0.578565991167559
62,77,134.5605,161.956666666667,0.699644694609034
62,78,127.0921,111.885,0.265140213388726
62,79,125.9372,139.951666666667,0.559115271921675
63,64,123.2209,110.91,0.662378155618334
63,78,143.4397,111.78,0.51120435974141
63,79,72.0394,77.5083333333333,0.747802935342237
63,80,119.6413,111.743333333333,0.652276974821383
64,65,66.2962,57.5066666666667,0.332890874590097
64,79,112.5236,107.93,0.566607745746007
64,80,77.6449,84.32,0.98730377061785
64,81,111.1501,129.95,1
65,66,77.9897,122.065,0.336855588807767
65,80,128.3644,111.976666666667,0.629966228980754
65,81,92.2685,134.393333333333,0.848504094029924
65,82,102.809,183.541666666667,0.76427962116194
66,67,117.6125,157.65,0.775419938713945
66,81,106.6389,155.34,0.675833115307829
66,82,89.2393,168.921666666667,0.776192525257958
66,83,106.6235,166.66,0.79542764533864
67,68,112.8979,201.383333333333,1
67,82,189.7585,294.123333333333,0.755553377347195
67,83,59.0621,89.0666666666667,0.922095425146456
67,84,139.5268,169.19,0.596429930615431
68,69,158.6204,278.836666666667,1
68,83,169.639,286.936666666667,0.972876488161906
68,84,162.2324,286.828333333333,0.652912521119407
68,85,232.0129,398.335,0.478246458816065
69,70,117.8609,128.931666666667,0.462219903106201
69,84,129.9125,192.35,1
69,85,109.8674,190.066666666667,0.582115349958222
69,86,199.164,356.241666666667,0.7685982406459
70,71,105.8517,116.141666666667,0.837711628627599
70,85,225.7952,313.938333333333,0.617054577357967
70,86,315.0918,480.113333333333,0.725025444973638
70,87,139.3852,164.723333333333,1
71,72,101.2344,116.403333333333,0.691301573378219
71,86,396.006,536.293333333333,0.737928718251744
71,87,67.8906,80.365,0.747437060691581
71,88,137.5914,174.661666666667,0.875379656446801
72,73,95.2287,117.856666666667,1
72,87,169.155,196.805,0.713654509973391
72,88,238.8558,291.101666666667,0.797213213997734
72,89,206.8077,228.688333333333,1
73,88,247.9747,259.448333333333,1
