"from","to","dist","dur","share_unnamed"
1,2,133.5613,169.086666666667,1
1,12,161.9008,247.248333333333,0.771309009826993
1,13,175.4891,196.193333333333,0.973099784431302
1,14,144.2395,159.34,1
2,13,284.5908,319.665,1
2,14,97.9257,132.168333333333,1
3,4,643.1574,1114.565,0.848166070726399
3,15,78.9811,321.486666666667,0.858216712605927
3,16,621.2514,1031.155,0.863123644670626
4,5,73.2781,131.675,0.619691804656774
4,15,691.8389,1034.23666666667,0.792131695379994
4,16,112.1674,168.026666666667,0.383152324115563
4,17,100.8055,157.728333333333,0.428234003337123
5,6,102.9044,120.446666666667,0.141037563954929
5,16,85.5045,80.175,0.0284511008764441
5,17,74.1427,69.8766666666667,0.0353885620412556
5,18,126.4111,149.313333333333,0.196367094054957
6,7,105.4047,144.775,0.186124351073196
6,17,155.039,169.668333333333,0.0309535020220719
6,18,53.5851,104.946666666667,0.549235609832566
6,19,109.5075,204.701666666667,0.429719946378151
7,8,100.9872,109.915,0.16739514038385
7,18,109.6477,154.458333333333,0.237911967145686
7,19,164.0539,188.773333333333,0.140359881502432
7,20,194.4749,195.365,0.273587350559198
8,9,96.0254,83.4633333333333,0.355283752753175
8,19,86.9871,110.056666666667,0.0913618226150774
8,20,117.5527,123.716666666667,0.324740031713409
8,21,98.0267,96.6583333333333,0.420331562050825
9,20,121.555,119.046666666667,0.523177985274156
9,21,102.029,91.9883333333333,0.652996057007266
9,22,164.7711,221.211666666667,0.877237573822108
10,11,95.3756,118.976666666667,0.21513304269235
10,26,636.1692,733.63,0.564959536701798
10,27,101.0221,119.415,0.973394930416216
10,28,120.9026,170.923333333333,0.355690742540477
11,12,107.8074,191.126666666667,0.586035678375179
11,27,152.1453,192.476666666667,0.393611895996787
11,28,133.3892,180.686666666667,0.407757593750023
11,29,109.9164,124.898333333333,0.145070253392578
12,13,106.1636,191.496666666667,1
12,28,209.2671,295.16,0.409644985145792
12,29,159.5749,227.358333333333,0.335951120162933
12,30,184.7417,242.931666666667,0.944498784520458
13,14,216.9349,233.553333333333,1
13,29,185.3277,195.053333333333,0.457286201684907
13,30,95.62,92.4916666666667,0.892769295126543
13,31,161.2403,171.148333333333,0.780272053574696
14,30,153.1218,181.535,0.933037664762519
14,31,148.4475,189.35,0.960872362282962
15,16,670.0382,950.55,0.804371721548372
15,32,55.387,156.063333333333,1
15,33,139.8062,284.126666666667,1
16,17,79.1606,74.255,0
16,32,614.807,794.696666666667,0.731078696241259
16,33,560.594,810.865,0.707300879549036
16,34,140.6708,136.29,0.00599556268647273
17,18,178.7727,198.418333333333,0.138852296799232
17,33,481.4334,736.61,0.8235999730804
17,34,61.5102,62.035,0.0137115470279726
17,35,121.2429,209.678333333333,0.299547437416954
18,19,55.9224,99.755,0.315198712503912
18,34,240.056,260.565,0.107714494832245
18,35,299.7887,408.208333333333,0.204584497209033
18,36,88.4381,237.496666666667,0.279639159229244
19,20,85.1279,126.706666666667,0.0931575818945162
19,35,355.7111,507.96,0.221974580488093
19,36,54.5133,184.811666666667,0.595973085417844
19,37,171.742,251.275,0.27018376401812
20,21,57.4498,86.7666666666667,0.0114203854140738
20,36,83.4257,229.29,0.2943712721275
20,37,143.2789,171.85,0.736773523526493
20,38,127.9515,128.483333333333,0.280034231720613
21,22,226.3292,275.243333333333,0.913629388682773
21,37,108.0079,140.523333333333,0.652742389452633
21,38,72.5603,79.9866666666667,0.00823315228851038
21,39,160.9924,177.481666666667,0.0430523428435131
22,23,128.3471,280.128333333333,1
22,38,155.1719,250.063333333333,0.405921554196921
22,39,79.3716,171.73,0.872961017591913
22,40,112.0398,261.56,0.64334281210784
23,24,82.2942,276.246666666667,0.95297244159073
23,39,161.3522,372.565,0.780847735574724
23,40,143.5051,395.295,0.897434307212775
23,41,169.7252,361.255,1
24,40,203.5004,537.581666666667,0.848838134961897
24,41,99.34,208.758333333333,0.988927913154734
24,42,102.2354,154.116666666667,0.989241495607197
25,26,144.4353,174.83,0.398173854885991
25,45,109.7031,136.305,0.482207918996056
25,46,103.2201,152.373333333333,0.741597090491977
25,47,209.4685,395.566666666667,0.585021136829643
26,27,555.0498,644.478333333333,0.448874876137285
26,46,227.2083,286.936666666667,0.527424394267287
26,47,65.0331,220.736666666667,1
26,48,450.4749,625.653333333333,0.346591708751873
27,28,152.9589,145.636666666667,1
27,47,620.0075,864.83,0.557954450880925
27,48,96.9824,126.178333333333,1
27,49,137.0633,150.286666666667,1
28,29,159.0488,193.733333333333,0.241717007610243
28,48,129.726,170.801666666667,1
28,49,87.2727,144.55,1
28,50,157.8063,223.636666666667,1
29,30,90.9452,105.558333333333,0.381494150879705
29,49,186.587,266.953333333333,0.65605677569004
29,50,103.9516,138.416666666667,0.382641905119214
29,51,140.9212,167.271666666667,0.600840184074112
30,31,97.4249,119.051666666667,0.57781164998717
30,50,90.9333,139.77,1
30,51,97.8865,91.5416666666667,0.941741770579426
30,52,139.3804,171.965,0.959085381384053
31,51,104.5584,128.806666666667,0.502207378842829
31,52,146.0523,209.23,0.643631767524373
32,33,162.7597,245.461666666667,1
32,53,183.7629,285.896666666667,0.916517969622813
32,54,108.8093,162.281666666667,0.655848351197922
32,55,216.3282,323.63,0.647596867905741
33,34,421.4883,684.796666666667,0.989898177482032
33,54,110.0363,157.381666666667,1
33,55,139.9795,202.486666666667,1
33,56,332.8624,504.726666666667,0.987208528208653
34,35,61.4195,157.881666666667,0.605042372536409
34,55,311.9762,528.078333333333,0.922243797928305
34,56,88.7476,180.215,0.726661904096561
34,57,153.7745,468.828333333333,0.842248877414656
35,36,373.4684,642.121666666667,0.699332285675805
35,56,99.0242,281.008333333333,1
35,57,164.0512,569.621666666667,1
35,58,119.0981,254.373333333333,1
36,37,166.3451,350.02,0.892388774902297
36,57,387.2977,697.763333333333,0.92796364551798
36,58,254.3112,387.391666666667,0.763420078793257
36,59,145.8138,275.63,0.822359505560524
37,38,103.6981,115.546666666667,0.27960327103705
37,58,206.2695,231.42,0.485954775647769
37,59,97.772,119.658333333333,0.383643578938755
37,60,83.0977,107.61,0.73944253504313
38,39,88.432,97.495,0.071622263434051
38,59,107.9311,99.22,0.0788955567106113
38,60,86.7933,84.6283333333333,0.400067055944475
38,61,133.4471,173.201666666667,0.62127839421014
