0,30.69,0,44.003,21.34,26.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.69,0,42.495,0,32.955,24.654,56.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42.495,0,0,0,30.559,53.148,77.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.003,0,0,0,30.72,0,0,0,49.795,33.858,35.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.34,32.955,0,30.72,0,21.892,0,0,0,36.224,25.074,43.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.383,24.654,30.559,0,21.892,0,24.839,0,0,0,23.173,30.434,37.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.933,53.148,0,0,24.839,0,84.765,0,0,0,61.487,66.133,47.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77.136,0,0,0,84.765,0,0,0,0,0,77.92,55.821,34.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49.795,0,0,0,0,0,42.6,0,0,0,0,0,34.471,52.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33.858,36.224,0,0,0,42.6,0,32.893,0,0,0,0,37.417,47.936,46.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,35.498,25.074,23.173,0,0,0,32.893,0,32.174,0,0,0,0,41.132,39.637,39.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,43.463,30.434,61.487,0,0,0,32.174,0,60.475,0,0,0,0,112.76,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,37.369,66.133,77.92,0,0,0,60.475,0,56.955,0,0,0,0,43.21,43.467,58.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,47.386,55.821,0,0,0,0,56.955,0,30.411,0,0,0,0,49.486,35.248,42.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,34.613,0,0,0,0,0,30.411,0,0,0,0,0,0,30.475,21.149,27.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,34.471,37.417,0,0,0,0,0,0,35.608,0,0,0,0,0,0,32.182,32.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,52.284,47.936,41.132,0,0,0,0,35.608,0,57.758,0,0,0,0,0,68.475,34.252,43.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,46.488,39.637,112.76,0,0,0,0,57.758,0,7.5923,0,0,0,0,0,45.194,7.5923,7.5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39.246,120,43.21,0,0,0,0,7.5923,0,120,0,0,0,0,0,7.5923,7.5923,18.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,120,43.467,49.486,0,0,0,0,120,0,40.987,0,0,0,0,0,100.06,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,58.977,35.248,30.475,0,0,0,0,40.987,0,44.095,0,0,0,0,0,22.982,58.506,70.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,42.762,21.149,0,0,0,0,0,44.095,0,33.429,0,0,0,0,0,66.757,50.303,62.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.709,0,0,0,0,0,0,33.429,0,0,0,0,0,0,0,39.689,37.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.182,68.475,0,0,0,0,0,0,0,32.744,0,0,0,0,0,0,51.48,49.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.757,34.252,45.194,0,0,0,0,0,32.744,0,40.422,0,0,0,0,0,33.749,39.219,33.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
