0,14.202,0,0,16.559,16.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.202,0,4,0,15.481,15.565,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,81.15,0,4,8.6147,17.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,81.15,0,0,0,45.168,81.15,41.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.559,15.481,0,0,0,14.893,0,0,0,0,4,14.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.472,15.565,4,0,14.893,0,4,0,0,0,19.179,8.8984,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,8.6147,45.168,0,4,0,10.173,0,0,0,4,4,26.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17.773,81.15,0,0,10.173,0,35.469,0,0,0,8.7256,63.626,37.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,41.69,0,0,0,35.469,0,25.23,0,0,0,31.149,13.79,24.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25.23,0,0,0,0,0,22.395,21.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,19.179,0,0,0,0,0,5.2053,0,0,0,0,9.1206,13.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14.538,8.8984,4,0,0,0,5.2053,0,4,0,0,0,19.721,4,11.334,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,4,8.7256,0,0,0,4,0,28.476,0,0,0,30.432,4,20.449,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26.593,63.626,31.149,0,0,0,28.476,0,31.568,0,0,0,4.3132,81.15,44.662,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,37.432,13.79,22.395,0,0,0,31.568,0,18.779,0,0,0,32.355,17.993,22.05,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,24.694,21.879,0,0,0,0,18.779,0,0,0,0,0,32.013,24.485,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9.1206,19.721,0,0,0,0,0,19.184,0,0,0,0,58.628,15.817,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13.611,4,30.432,0,0,0,19.184,0,8.5347,0,0,0,21.821,6.2829,14.57,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11.334,4,4.3132,0,0,0,8.5347,0,10.295,0,0,0,9.6541,11.746,16.391,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20.449,81.15,32.355,0,0,0,10.295,0,45.81,0,0,0,22.301,23.915,49.58,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44.662,17.993,32.013,0,0,0,45.81,0,24.003,0,0,0,40.831,38.709,34.428,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.05,24.485,0,0,0,0,24.003,0,0,0,0,0,34.542,27.373,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.628,21.821,0,0,0,0,0,18.534,0,0,0,0,12.748,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.817,6.2829,9.6541,0,0,0,18.534,0,11.728,0,0,0,4,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.57,11.746,22.301,0,0,0,11.728,0,27.819,0,0,21.77,4,11.423,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.391,23.915,40.831,0,0,0,27.819,0,46.974,0,0,8.3187,9.8215,31.32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.58,38.709,34.542,0,0,0,46.974,0,33.445,0,0,16.354,17.015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.428,27.373,0,0,0,0,33.445,0,0,0,0,15.533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.748,4,21.77,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8.3187,0,0,4,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.423,9.8215,16.354,0,0,4,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.32,17.015,15.533,0,0,4,0
