0,4,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,8.934,0,0,0,4,4,15.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.934,0,25.539,0,0,0,8.5995,28.15,16.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25.539,0,13.817,0,0,0,21.281,14.435,15.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13.817,0,0,0,0,0,17.102,4,31.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,4,0,0,0,0,0,5.0563,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,0,0,0,4,0,4,0,0,0,0,4,4,7.5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,8.5995,0,0,0,4,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15.864,28.15,21.281,0,0,0,4,0,9.2553,0,0,0,0,29.665,30.845,16.188,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.251,14.435,17.102,0,0,0,9.2553,0,4,0,0,0,0,22.363,7.449,12.585,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15.012,4,0,0,0,0,4,0,4,0,0,0,0,6.7647,4,12.181,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31.401,0,0,0,0,0,4,0,0,0,0,0,0,24.097,14.75,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.0563,4,0,0,0,0,0,0,4,0,0,0,0,0,10.661,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,4,4,0,0,0,0,4,0,9.0754,0,0,0,0,14.962,4,11.787,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7.5528,4,29.665,0,0,0,0,9.0754,0,13.879,0,0,0,0,26.313,90.078,61.968,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,30.845,22.363,0,0,0,0,13.879,0,4,0,0,0,0,33.129,54.714,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16.188,7.449,6.7647,0,0,0,0,4,0,11.763,0,0,0,0,8.5773,12.163,18.967,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12.585,4,24.097,0,0,0,0,11.763,0,26.252,0,0,0,0,32.501,21.623,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12.181,14.75,0,0,0,0,0,26.252,0,0,0,0,0,0,27.143,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10.661,14.962,0,0,0,0,0,0,4,0,0,0,0,4,25.179,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,4,26.313,0,0,0,0,4,0,23.436,0,0,0,13.504,13.099,17.479,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11.787,90.078,33.129,0,0,0,0,23.436,0,90.078,0,0,0,27.034,25.547,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.968,54.714,8.5773,0,0,0,0,90.078,0,54.752,0,0,0,29.478,26.15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12.163,32.501,0,0,0,0,54.752,0,4,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.967,21.623,27.143,0,0,0,0,4,0,0,0,0,36.717,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.504,0,0,0,0,0,22.89,0,0,20.458
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.179,13.099,27.034,0,0,0,22.89,0,16.862,0,12.301
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.479,25.547,29.478,0,0,0,16.862,0,0,11.674
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.15,4,36.717,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.458,12.301,11.674,0,0
