0,21.064,0,0,27.476,19.949,17.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.064,0,23.162,0,0,31.597,26.04,26.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.162,0,0,0,0,24.931,22.674,18.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9.0202,0,0,0,0,56.079,6.5588,22.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.476,0,0,9.0202,0,49.323,0,0,0,0,17.964,50.551,5.0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.949,31.597,0,0,49.323,0,27.338,0,0,0,0,55.756,13.798,32.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.695,26.04,24.931,0,0,27.338,0,23.494,0,0,0,0,24.489,21.99,30.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.953,22.674,0,0,0,23.494,0,15.414,0,0,0,0,22.893,27.144,40.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18.253,0,0,0,0,15.414,0,0,0,0,0,0,23.087,20.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56.079,0,0,0,0,0,0,63.813,0,0,0,0,0,13.434,118.91,16.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6.5588,17.964,0,0,0,0,63.813,0,24.649,0,0,0,0,0,95.393,4,6.6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.244,50.551,55.756,0,0,0,0,24.649,0,72.314,0,0,0,0,0,65.811,52.713,87.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5.0737,13.798,24.489,0,0,0,0,72.314,0,87.532,0,0,0,0,0,16.337,17.756,8.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,32.007,21.99,22.893,0,0,0,0,87.532,0,26.499,0,0,0,0,0,9.3638,4,29.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,30.62,27.144,23.087,0,0,0,0,26.499,0,31.087,0,0,0,0,0,26.925,19.98,23.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40.587,20.608,0,0,0,0,0,31.087,0,0,0,0,0,0,0,30.447,32.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13.434,0,0,0,0,0,0,0,101.52,0,0,0,0,0,0,34.703,5.7474,35.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,118.91,95.393,0,0,0,0,0,101.52,0,118.91,0,0,0,0,0,0,106.8,118.91,71.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16.966,4,65.811,0,0,0,0,0,118.91,0,20.056,0,0,0,0,0,0,73.866,4,10.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,6.6386,52.713,16.337,0,0,0,0,0,20.056,0,30.661,0,0,0,0,0,0,6.2324,4.8966,10.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,87.876,17.756,9.3638,0,0,0,0,0,30.661,0,4.4236,0,0,0,0,0,0,7.1159,4.1437,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8.342,4,26.925,0,0,0,0,0,4.4236,0,21.852,0,0,0,0,0,0,5.5447,4,26.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.041,19.98,30.447,0,0,0,0,0,21.852,0,23.917,0,0,0,0,0,0,24.105,25.724,37.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.703,32.015,0,0,0,0,0,0,23.917,0,0,0,0,0,0,0,0,32.466,27.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.703,0,0,0,0,0,0,0,0,26.501,0,0,0,0,0,0,0,27.094,19.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7474,106.8,0,0,0,0,0,0,26.501,0,47.087,0,0,0,0,0,0,37.152,16.671,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.34,118.91,73.866,0,0,0,0,0,0,47.087,0,76.798,0,0,0,0,0,0,32.139,82.478,102.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.938,4,6.2324,0,0,0,0,0,0,76.798,0,11.421,0,0,0,0,0,0,15.06,6.8602,55.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.689,4.8966,7.1159,0,0,0,0,0,0,11.421,0,4,0,0,0,0,0,0,4,40.419,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.649,4.1437,5.5447,0,0,0,0,0,0,4,0,5.6356,0,0,0,0,0,0,4,4,17.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,24.105,0,0,0,0,0,0,5.6356,0,24.163,0,0,0,0,0,0,4,23.252,29.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.697,25.724,32.466,0,0,0,0,0,0,24.163,0,26.832,0,0,0,0,0,0,28.601,36.025,22.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.19,27.908,0,0,0,0,0,0,0,26.832,0,0,0,0,0,0,0,0,45.328,27.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.094,37.152,0,0,0,0,0,0,0,0,22.019,0,0,0,0,0,0,0,42.68,22.45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.532,16.671,32.139,0,0,0,0,0,0,22.019,0,16.591,0,0,0,0,0,0,34.59,21.177,12.333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82.478,15.06,0,0,0,0,0,0,16.591,0,5.9388,0,0,0,0,0,0,33.892,13.928,30.726,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.73,6.8602,4,0,0,0,0,0,0,5.9388,0,39.47,0,0,0,0,0,0,16.756,30.657,35.315,0,0,0,0,0,0,0,0,0
