0,28.968,0,0,0,0,0,0,0,0,25.782,23.428,22.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.968,0,25.186,0,0,0,0,0,0,0,0,32.112,32.839,32.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25.186,0,0,0,0,0,0,0,0,0,0,26.191,25.285,26.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25.078,0,0,0,0,0,0,0,0,0,0,33.848,25.597,33.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25.078,0,15.555,0,0,0,0,0,0,0,0,0,0,26.652,30.505,31.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15.555,0,4,0,0,0,0,0,0,0,0,0,0,13.074,13.44,17.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,15.764,0,0,0,0,0,0,0,0,0,0,19.987,17.195,17.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15.764,0,12.596,0,0,0,0,0,0,0,0,0,0,22.104,23.155,26.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12.596,0,18.234,0,0,0,0,0,0,0,0,0,0,19.699,14.93,23.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,18.234,0,22.74,0,0,0,0,0,0,0,0,0,0,29.184,29.817,28.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.782,0,0,0,0,0,0,0,0,22.74,0,23.031,0,0,0,0,0,0,0,0,0,0,27.207,24.025,29.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.428,32.112,0,0,0,0,0,0,0,0,23.031,0,25.77,0,0,0,0,0,0,0,0,0,0,24.795,22.44,28.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.424,32.839,26.191,0,0,0,0,0,0,0,0,25.77,0,23.923,0,0,0,0,0,0,0,0,0,0,27.341,22.065,26.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32.577,25.285,0,0,0,0,0,0,0,0,0,23.923,0,32,0,0,0,0,0,0,0,0,0,0,32.917,22.789,19.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26.636,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,35.03,17.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33.848,0,0,0,0,0,0,0,0,0,0,0,0,31.705,0,0,0,0,0,0,0,0,0,0,0,28.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25.597,26.652,0,0,0,0,0,0,0,0,0,0,31.705,0,30.605,0,0,0,0,0,0,0,0,0,0,24.604,30.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33.84,30.505,13.074,0,0,0,0,0,0,0,0,0,0,30.605,0,23.795,0,0,0,0,0,0,0,0,0,31.19,31.179,30.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31.083,13.44,19.987,0,0,0,0,0,0,0,0,0,0,23.795,0,21.693,0,0,0,0,0,0,0,0,0,28.796,24.706,26.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,17.024,17.195,22.104,0,0,0,0,0,0,0,0,0,0,21.693,0,22.319,0,0,0,0,0,0,0,0,0,24.979,27.426,36.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,17.969,23.155,19.699,0,0,0,0,0,0,0,0,0,0,22.319,0,26.794,0,0,0,0,0,0,0,0,0,32.984,39.895,37.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
