28.649,187.12
33.887,187.23
44.116,187.44
25.216,186.91
27.791,187.05
32.016,187.2
40.454,187.42
48.578,187.72
60.58,188.08
29.478,186.74
28.597,186.77
16.239,186.9
35.127,187.11
45.951,187.42
52.973,187.78
62.469,188.13
37.784,186.68
32.846,186.6
36.012,186.61
49.781,186.89
63.148,187.39
71.688,188.13
61.422,187.56
57.561,187.1
48.788,186.6
41.37,186.33
43.454,185.96
57.086,186.11
68.113,186.7
62.645,187.97
60.616,187.51
57.92,187.01
48.136,186.33
41.962,185.52
43.597,185.11
34.48,184.61
78.56,185.27
59.031,188.63
62.521,188.48
66.174,188.12
63.191,187.52
59.336,186.75
47.703,185.79
14.853,184.91
42.05,184.07
73.711,183.8
96.031,178.39
33.585,188.47
65.039,188.51
71.409,188.29
71.321,187.58
66.556,186.56
55.628,185.42
40.171,184.23
67.269,183.44
95.187,179.23
103.3,182.98
58.799,188.32
58.138,188.16
73.882,187.99
72.15,187.15
75.837,186.43
71.51,184.95
73.638,183.46
77.576,181.18
87.447,179.75
95.207,179.29
33.378,187.47
66.192,187.39
70.435,187.07
69.208,186.37
76.768,185.63
82.49,184.4
85.131,182.11
80.099,178.54
71.121,174.26
58.768,169.4
73.009,186.61
70.917,186.54
76.223,186.2
74.786,185.66
45.54,184.8
85.08,183.43
84.11,179.45
70.736,174.01
56.331,166.95
20.751,159.22
12.359,155.02
91.604,185.97
77.139,185.51
77.291,185.42
79.672,185.42
81.551,185.19
86.615,184.47
85.299,181.89
85.051,177.63
70.468,169.06
20.676,158.97
25.243,147.89
38.403,142.65
113.52,181.8
42.775,182.74
77.002,183.35
77.476,183.75
81.367,184.28
87.53,184.41
89.107,183.31
90.139,180.18
87.36,172.2
73.842,160.28
63.725,144.01
57.126,127.13
51.673,119.44
69.177,178.93
59.724,178.76
64.209,180.87
76.762,182.83
82.956,183.31
89.172,182.32
95.261,176.37
92.542,167.48
87.562,154.28
80.641,135.47
67.65,92.583
56.625,77.757
74.787,166.38
13.633,171.18
62.727,177.43
76.12,181.81
49.852,182.76
90.235,181.46
98.164,176.13
97.268,167.02
93.587,153.06
84.814,130.8
56.825,87.385
40.368,24.14
28.059,56.604
135.2,151.68
90.683,150.84
79.153,159.04
74.482,175.98
86.151,182.4
87.008,183.8
92.981,182.97
100.56,178.23
102.1,169.84
97.614,153.46
83.707,127.93
51.394,90.137
26.875,72.321
7.0468,56.904
5.207,65.528
130.41,97.632
122.24,160.29
111.75,177.69
104.09,186.05
95.954,186.39
96.261,184.1
101.12,180.75
104.26,174.24
102,154.52
83.342,123.02
60.175,107.1
15.001,88.024
4.5605,79.312
12.204,75.846
30.509,75.93
10.855,76.412
160.66,163.66
147.04,171.97
137.88,187.9
121.39,192.04
104.62,191.27
100.88,189.41
103.01,184.59
106.18,179.12
101.15,125.73
60.557,111.97
30.528,97.677
22.121,88.839
174.92,185.14
162.69,186.89
142.78,193.7
125.4,196.07
108.8,194.55
104.1,192.72
103.26,190.09
87.155,124.36
65.955,114.06
46.144,102.28
42.792,97.398
146.66,197.32
136.23,199.52
123.23,198.69
111.2,196.89
105.95,195.17
122.65,204.18
128.93,203.89
123.05,201.98
110.78,198.46
111.66,207.39
113.62,206.75
111.54,208.67
107.24,208.18
