2.6905,38.07
22.143,28.059
14.393,30.593
11.787,33.074
5.3999,37.985
5.1569,38.154
33.322,12.046
30.362,23.425
33.274,12.991
40.329,11.643
20.805,25.36
14.858,31.222
12.095,33.699
8.1431,36.473
3.1839,38.162
6.0704,38.434
36.989,14.431
31.63,25.969
24.725,23.998
23.513,24.659
20.85,26.953
14.872,32.631
11.797,35.746
9.2423,37.815
5.6334,38.851
7.0017,39.161
40.8,21.357
33.915,30.508
17.439,31.607
22.282,32.549
18.989,33.39
13.023,35.754
10.627,38.247
9.9478,39.877
10.249,40.751
9.5922,41.004
47.735,32.443
34.716,36.66
27.809,38.983
23.477,39.476
19.784,39.849
13.361,40.471
4.1516,41.556
10.409,42.576
11.504,43.374
11.53,43.624
66.032,31.978
51.34,48.109
30.665,46.634
31.786,46.481
25.87,45.763
21.18,45.216
14.336,44.99
11.973,45.385
10.663,46.17
11.841,46.533
11.238,46.661
77.195,53.24
59.049,56.573
45.159,56.32
30.652,53.251
28.418,51.196
22.392,49.724
16.42,48.867
15.202,48.779
15.419,49.15
8.4466,49.408
10.134,50.567
108.06,57.965
95.371,70.798
83.769,68.55
66.173,67.941
50.268,61.782
40.481,58.121
30.843,55.274
22.754,53.245
16.551,52.047
13.445,51.458
12.005,51.264
12.208,51.708
9.1793,52.898
6.7282,54.274
5.3499,56.025
4.7794,56.718
102.55,53.368
94.825,73.006
77.564,71.856
63.941,65.903
51.347,59.666
40.586,58.984
32.297,57.787
23.599,55.907
15.765,54.589
12.019,53.899
7.231,53.484
8.2293,53.689
7.0619,54.454
5.734,55.446
5.0762,56.282
5.6953,56.957
4.4256,57.36
83.589,70.976
66.838,61.812
60.451,44.094
47.674,54.356
39.395,58.296
28.306,58.242
21.566,57.644
14.851,56.447
10.267,55.814
7.4378,55.444
6.0971,55.357
5.6675,55.754
4.9555,56.39
4.5773,56.962
4.2937,57.421
4.0822,57.806
3.7274,58.239
3.4953,58.8
3.5142,59.042
3.6408,59.132
3.7283,59.166
66.97,73.065
60.754,61.635
56.004,35.588
44.403,53.725
34.544,57.733
24.906,58.818
13.733,58.602
14.964,58.129
9.563,57.518
3.9909,57.128
5.2375,56.934
4.8402,57.055
4.4126,57.357
4.0869,57.683
3.8595,57.997
3.6753,58.302
3.5304,58.624
3.4667,58.894
3.4991,59.08
3.6357,59.167
3.6851,59.193
57.583,73.403
53.947,65.424
48.326,60.606
40.227,57.691
27.122,59.732
19.506,60.187
14.559,60.021
10.515,59.542
7.9188,59.023
6.1049,58.592
4.8653,58.334
4.471,58.253
4.0917,58.295
3.8196,58.418
3.6292,58.579
3.5005,58.758
3.4268,58.939
3.4166,59.092
3.4778,59.195
3.6408,59.242
3.6825,59.252
56.555,76.951
43.069,73.18
41.035,67.632
31.87,64.534
22.72,62.98
16.519,62.328
12.334,61.682
9.191,61.022
7.3172,60.405
6.0783,59.891
4.9729,59.512
4.3347,59.274
3.958,59.153
3.6822,59.119
3.5146,59.137
3.4169,59.191
3.3764,59.26
3.3851,59.325
3.4612,59.37
3.6462,59.386
3.7052,59.387
56.526,78.307
46.637,74.763
30.072,73.162
28.151,68.731
19.715,66.2
14.182,64.588
10.605,63.43
8.3007,62.489
6.8971,61.7
5.9473,61.052
4.9552,60.546
4.299,60.173
3.9103,59.915
3.6457,59.748
3.4723,59.651
3.3844,59.601
3.358,59.582
3.3761,59.58
3.4653,59.58
3.6685,59.581
3.7472,59.581
62.471,74.079
48.676,76.954
36.328,74.708
25.957,71.589
18.019,68.714
12.894,66.619
9.715,65.074
7.7602,63.863
6.6357,62.884
5.8472,62.092
4.9348,61.459
4.2832,60.964
3.8991,60.588
3.6559,60.31
3.4759,60.111
3.386,59.975
3.3613,59.884
3.3866,59.827
3.4932,59.794
3.7272,59.78
3.8242,59.776
66.706,79.856
49.828,78.869
36.864,76.777
26.087,73.489
17.215,70.63
12.307,68.337
9.333,66.53
7.5499,65.088
6.5405,63.937
5.8173,63.007
4.9356,62.256
4.2778,61.655
3.9032,61.177
3.68,60.803
3.5251,60.518
3.4149,60.306
3.3854,60.154
3.4182,60.05
3.5442,59.987
3.8217,59.96
4.0513,59.974
57.435,84.708
44.596,81.41
36.286,78.23
24.311,74.866
16.684,71.999
12.146,69.652
9.3712,67.715
7.6148,66.143
6.5959,64.861
5.88,63.814
4.9519,62.958
4.2676,62.258
3.905,61.689
3.7379,61.23
3.5934,60.866
3.4775,60.585
3.4292,60.38
3.4667,60.236
3.6133,60.144
3.9463,60.099
4.2808,60.097
4.9117,60.117
5.5725,60.14
57.398,86.126
46.462,82.352
35.804,79.372
23.068,75.734
16.227,72.877
12.012,70.558
9.4488,68.598
7.8909,66.958
6.8698,65.593
6.0726,64.465
5.1521,63.538
3.9011,62.774
4.0583,62.138
3.8576,61.605
3.6838,61.166
3.561,60.82
3.49,60.562
3.5293,60.377
3.6978,60.258
4.068,60.191
4.5017,60.159
5.0517,60.148
7.0495,60.148
57.071,85.828
45.72,81.593
30.17,79.115
23.56,76.275
15.989,73.343
11.941,71.142
9.4942,69.205
8.0137,67.534
7.0634,66.118
6.3453,64.941
5.6352,63.973
4.9844,63.182
4.422,62.511
4.0896,61.911
3.8128,61.391
3.6281,60.98
3.5582,60.681
3.5962,60.469
3.8093,60.328
4.2174,60.248
4.5851,60.204
5.5429,60.175
55.202,82.35
41.294,78.987
31.441,77.342
22.237,75.493
15.841,73.476
11.927,71.499
9.5192,69.595
8.0582,67.881
7.1669,66.436
6.542,65.233
6.0376,64.246
5.5935,63.457
5.1662,62.849
4.5724,62.191
3.9258,61.488
3.6509,61.043
3.585,60.727
3.6218,60.503
4.0116,60.339
4.5101,60.27
4.7907,60.243
56.845,75.907
43.258,73.354
30.111,75.357
21.379,74.649
15.968,73.587
12.214,71.93
9.4453,69.747
8.0306,68.011
7.1882,66.553
6.6263,65.34
6.197,64.35
5.835,63.569
5.5316,63.032
4.7594,60.276
5.9777,60.264
64.698,59.185
44.747,71.141
29.471,73.903
20.723,74.227
15.826,73.653
5.2238,60.27
5.9755,60.27
