9.2601,42.543
1.5176,49.566
1.772,49.515
2.0307,49.378
2.3184,49.152
2.6244,48.837
2.9238,48.433
3.1912,47.944
3.4086,47.377
3.5722,46.742
3.6914,46.052
3.777,45.327
3.8143,44.595
3.7326,43.899
2.9989,43.279
1.7258,42.808
4.2464,42.59
5.2993,42.489
4.7296,42.435
3.6892,42.412
1.5627,49.618
1.7664,49.566
2.0233,49.428
2.3175,49.201
2.6358,48.883
2.9488,48.477
3.2257,47.984
3.4433,47.412
3.598,46.77
3.7066,46.071
3.7943,45.334
3.8718,44.583
3.9096,43.864
3.9989,43.224
2.2467,42.789
4.35,42.554
4.9083,42.399
5.1582,42.386
2.6167,42.397
1.5457,49.757
1.7389,49.705
1.9964,49.564
2.3115,49.333
2.6669,49.012
3.0232,48.599
3.3307,48.096
3.5495,47.508
3.6695,46.847
3.7332,46.126
3.8122,45.356
3.9623,44.555
4.2554,43.764
4.7278,43.063
10.179,42.769
4.8711,42.371
4.9736,42.229
5.8205,42.256
10.584,42.499
1.4751,49.992
1.6624,49.937
1.9342,49.792
2.2884,49.556
2.7147,49.231
3.1657,48.809
3.5528,48.289
3.7722,47.674
3.7841,46.98
3.7299,46.23
3.7612,45.415
3.9843,44.531
4.4274,43.608
5.2461,42.88
5.8206,42.336
5.144,41.868
4.5906,41.697
5.1133,41.78
10.988,42.381
1.3353,50.331
1.5181,50.269
1.8181,50.112
2.2311,49.871
2.7502,49.544
3.405,49.121
3.9945,48.581
4.3191,47.921
4.042,47.165
3.5975,46.376
3.4394,45.582
3.8356,44.53
4.5075,43.42
4.8042,42.596
4.6347,41.696
4.0853,41
3.0889,40.74
3.6439,41.063
1.8423,41.266
1.0976,50.805
1.2816,50.7
1.6355,50.518
2.1364,50.271
2.7381,49.95
3.5416,49.54
5.0573,49.023
5.5,48.282
5.1394,47.429
3.0155,46.606
2.3943,45.687
4.1418,44.504
4.6378,43.189
4.7447,42.151
4.0533,40.796
3.3158,39.636
2.6128,39.156
0.75961,39.396
0.78547,51.255
0.91716,51.21
1.4497,50.992
2.0351,50.744
2.6738,50.449
3.3897,50.058
4.7832,49.567
12.42,49.032
4.8622,47.935
3.936,46.798
4.0654,45.811
4.2432,44.34
7.1101,42.894
4.1753,41.468
3.6782,39.617
3.0981,37.843
2.1232,36.954
2.4239,36.137
0.30073,51.593
0.83392,51.561
1.367,51.44
1.9813,51.296
2.5805,51.034
3.2562,50.701
2.9108,50.197
2.8905,49.66
3.9007,48.775
4.1507,47.297
4.5803,45.994
6.9431,44.568
2.8478,42.412
3.6304,40.511
3.3739,38.454
3.2621,35.822
2.6306,34.46
1.2594,33.622
0.76034,51.906
0.95099,51.906
1.4967,51.851
2.0852,51.735
2.572,51.554
2.8997,51.353
4.6177,50.995
0.82408,50.48
2.8806,49.68
4.0223,48.449
4.7917,46.781
4.4083,45.135
2.8653,42.532
2.1491,40.215
3.4915,37.317
4.2559,34.11
3.4545,31.208
2.0973,30.237
0.96782,52.292
1.207,52.356
1.8521,52.436
2.4754,52.391
2.772,52.276
2.6935,52.146
2.348,51.905
2.4729,51.62
2.9318,51.004
4.1772,50.032
4.8058,48.431
4.6107,46.24
4.0703,43.41
3.8274,39.69
3.8866,35.783
4.2314,31.969
8.1654,29.306
3.6137,24.253
1.0241,52.885
1.2524,52.905
1.8936,52.94
3.7839,53.001
3.4476,53.006
2.3664,52.938
1.4615,52.966
2.7681,52.884
3.7589,52.692
4.9022,52.208
5.7324,51.329
5.7592,48.88
5.5479,45.798
5.185,40.554
3.8849,34.409
4.7427,29.311
2.6643,27.073
5.0086,27.178
28.567,7.162
0.85219,53.588
1.0007,53.62
1.386,53.586
2.1947,53.594
3.2492,53.602
1.3581,53.712
2.5205,53.873
2.8091,54.122
4.6606,54.429
5.8036,54.282
7.3986,54.196
7.4204,52.982
6.1918,48.812
6.9067,43.958
7.1676,35.913
2.7928,21.934
4.5769,21.871
7.0514,30.848
7.8171,33.888
2.0018,54.209
0.20884,54.218
1.0268,54.219
1.9404,54.244
2.3979,54.358
2.6792,54.458
2.929,54.733
4.1047,55.302
5.2034,55.559
7.2184,56.441
6.4561,54.961
5.4141,49.949
5.156,45.201
3.7812,38.5
6.3864,31.03
25.844,7.4394
32.879,7.0645
30.322,8.0396
7.0665,32.509
1.2136,54.578
0.82412,54.62
1.1743,54.749
2.0592,54.831
2.6206,54.972
3.2068,55.213
3.6196,55.554
4.4507,55.992
7.2118,57.73
7.0149,57.077
5.8144,52.91
4.5306,46.847
2.0868,41.966
5.7205,35.934
6.1834,24.432
3.048,18.972
3.5997,19.016
6.6995,29.227
25.373,6.4959
1.5567,54.966
1.4161,54.988
2.5934,55.169
1.8594,55.354
3.6102,55.549
3.4982,55.759
4.2291,56.158
3.8549,56.388
5.2653,56.721
5.4111,54.702
5.1809,51.135
3.7904,45.271
4.4598,39.761
3.9474,35.886
3.9557,29.211
0.91253,24.323
4.4428,26.43
4.1497,23.302
3.8854,22.929
2.3646,55.272
2.6285,55.351
2.8152,55.454
8.3641,55.768
2.925,55.908
4.1936,56.189
3.6778,56.37
6.2894,57.203
3.8539,55.229
5.5057,53.253
3.2684,49.486
5.5626,45.097
1.8362,38.999
0.65365,35.962
3.7787,29.092
2.963,27.196
4.3087,26.553
3.0538,55.465
2.6966,55.504
4.4301,55.609
7.5871,55.757
3.1953,55.932
9.4631,56.677
8.3997,56.201
5.7416,55.607
3.939,54.199
5.0202,51.938
2.1367,49.283
0.4259,43.568
1.0057,36.179
3.3517,33.651
6.3745,30.772
1.7639,29.406
5.2241,28.96
4.1053,55.583
4.2165,55.605
4.6082,55.666
4.5422,55.759
4.9069,55.881
4.8298,55.931
3.6712,55.767
6.2405,55.279
12.411,53.891
1.8192,51.177
1.0914,47.443
6.5237,38.07
1.58,35.687
5.762,33.877
2.5746,31.928
2.9307,30.749
4.3,30.376
5.5024,55.656
5.4573,55.672
4.8946,55.706
4.06,55.751
3.0582,55.777
3.0209,55.773
4.4502,55.628
2.5667,55.185
0.73148,40.738
2.1866,37.57
2.0029,35.515
4.3734,33.699
3.3299,32.625
5.531,31.589
2.1676,30.829
7.265,55.703
6.8899,55.71
6.7635,55.728
3.2451,55.744
2.2486,55.752
1.0771,55.744
0.66263,33.552
0.52749,32.94
8.1509,55.724
9.7903,55.73
5.7286,55.735
1.8398,55.743
1.5256,55.746
8.5251,55.735
8.3487,55.735
1.9696,55.735
