0,0,0,44.453,41.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23.659,0,0,38.634,29.139,40.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.659,0,47.93,0,0,26.297,42.548,56.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.453,0,47.93,0,34.337,0,0,45.242,32.662,30.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.212,0,0,34.337,0,0,0,0,44.673,27.63,42.644,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38.634,0,0,0,0,38.662,0,0,0,0,34.671,0,0,0,0,0,0,0,0,0,0,0,0
0,29.139,26.297,0,0,38.662,0,31.565,0,0,0,24.679,31.63,0,0,0,0,0,0,0,0,0,0,0
0,40.98,42.548,45.242,0,0,31.565,0,53.88,0,0,28.826,32.169,49.963,0,0,0,0,0,0,0,0,0,0
0,0,56.927,32.662,44.673,0,0,53.88,0,28.542,0,0,29.882,46.972,36.528,0,0,0,0,0,0,0,0,0
0,0,0,30.916,27.63,0,0,0,28.542,0,27.086,0,0,26.642,31.192,28.687,0,0,0,0,0,0,0,0
0,0,0,0,42.644,0,0,0,0,27.086,0,0,0,0,43.434,31.066,0,0,0,0,0,0,0,0
0,0,0,0,0,34.671,24.679,28.826,0,0,0,0,22.446,0,0,0,24.654,28.824,0,0,0,0,0,0
0,0,0,0,0,0,31.63,32.169,29.882,0,0,22.446,0,30.077,0,0,20.985,19.732,28.705,0,0,0,0,0
0,0,0,0,0,0,0,49.963,46.972,26.642,0,0,30.077,0,30.578,0,0,39.255,33.052,34.129,0,0,0,0
0,0,0,0,0,0,0,0,36.528,31.192,43.434,0,0,30.578,0,39.591,0,0,38.999,44.021,30.403,0,0,0
0,0,0,0,0,0,0,0,0,28.687,31.066,0,0,0,39.591,0,0,0,0,31.432,18.318,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24.654,20.985,0,0,0,0,27.764,0,0,0,44.778,0,0
0,0,0,0,0,0,0,0,0,0,0,28.824,19.732,39.255,0,0,27.764,0,26.913,0,0,32.493,27.739,0
0,0,0,0,0,0,0,0,0,0,0,0,28.705,33.052,38.999,0,0,26.913,0,29.625,0,32.308,21.953,27.599
0,0,0,0,0,0,0,0,0,0,0,0,0,34.129,44.021,31.432,0,0,29.625,0,18.811,0,37.397,33.827
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.403,18.318,0,0,0,18.811,0,0,0,27.56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.778,32.493,32.308,0,0,0,20.482,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.739,21.953,37.397,0,20.482,0,25.009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.599,33.827,27.56,0,25.009,0
