ID,x,y,abroad,pop,P_stat,P_opt,util_stat,util_opt,c_stat,c_opt
19277,-13.25,26.75,1,14555.4669511,6.77031547161271,6.68022441598621,5.26722513042636e-05,5.24138004064707e-05,1.17230559303015e-07,1.15797787140089e-07
19278,-13.25,27.25,1,247908.3470557,4.66412886822083,4.64885221340437,1.75512295996013e-05,1.74267693439095e-05,1.27973488831033e-07,1.25716808868063e-07
19316,-12.75,26.75,1,2042.1399934,19.2381699157836,18.8567338431193,0.000112242104098002,0.000112242104098002,1.09027235569928e-07,1.09027235569928e-07
19317,-12.75,27.25,1,1580.2686715,42.7102319009553,42.1706656910103,0.000124364844596629,0.000124364844596629,1.09027235569928e-07,1.09027235569928e-07
19318,-12.75,27.75,0,8789.9404576,173.645027215731,173.244249004324,0.35177263255758,0.352314943987735,258.048326423568,259.044029277681
19357,-12.25,26.75,1,1067.5322831,37.3580544653467,36.2235370429116,0.000145491491729786,0.000145491491729786,1.09027235569928e-07,1.09027235569928e-07
19358,-12.25,27.25,1,894.6975088,71.8491264900633,69.983235318446,0.000156141918946588,0.000156141918946588,1.09027235569928e-07,1.09027235569928e-07
19359,-12.25,27.75,0,1406.6867364,179.904447482425,176.044958541042,0.343565080385923,0.348568299458068,38.9295984608374,40.3624112428357
19399,-11.75,26.75,1,50570.3369629,10.7248095365849,10.2788821991792,3.10907833652606e-05,3.10907833652606e-05,1.09027235569928e-07,1.09027235569928e-07
19400,-11.75,27.25,1,1171.8329608,82.1863623854656,78.8544771529819,0.000140166335679902,0.000140166335679902,1.09027235569928e-07,1.09027235569928e-07
19401,-11.75,27.75,0,1496.4929224,213.248133455007,205.571601117261,0.306746858518622,0.314336541412674,31.1949984045383,33.1605583521121
19402,-11.75,28.25,0,629.9338256,198.406412729902,190.247521201068,0.321859609047139,0.33099716810047,14.8088426708941,15.8823812157399
19443,-11.25,26.75,1,2531.4182756,64.3135747206834,61.0894185510562,0.000103001711050262,0.000103001711050262,1.09027235569928e-07,1.09027235569928e-07
19444,-11.25,27.25,1,2548.0468707,99.3695899818896,94.4159589415726,0.000102732306469818,0.000102732306469818,1.09027235569928e-07,1.09027235569928e-07
19445,-11.25,27.75,0,1394.7537562,226.300151662325,213.625889817066,0.294835915458897,0.306385136585205,26.3334945916856,28.988568065156
19446,-11.25,28.25,0,83659.004523,352.528325745303,353.857544248669,0.219402179300503,0.218852398130133,754.527419248018,749.809534393616
19487,-10.75,26.75,1,1193.4490867,116.306151489024,109.817046783505,0.000139145269119003,0.000139145269119003,1.09027235569928e-07,1.09027235569928e-07
19488,-10.75,27.25,1,1684.8194825,155.774798634255,146.57983239643,0.000121218429588688,0.000121218429588688,1.09027235569928e-07,1.09027235569928e-07
19489,-10.75,27.75,0,992.9908198,257.083732895301,241.266573001006,0.270803257702011,0.282513265938133,15.1579313583667,16.8500944336067
19490,-10.75,28.25,0,1355.5553872,296.733704650904,277.662043098308,0.246107980610946,0.257252303790561,16.2926414786027,18.2001698267485
