"ID","x","y","country","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code"
"19085","-15.75"," 13.25","Senegal","2","11","  171977.9135069","  0.230862702","849","2997.464","  57.37447973193","  21.780835876176","   142.101657"," 1131.466050","  30.172933","0.4850000","27.300160"," 96.7274100","141.35317500","17.917529999999999","  86.11780","   199.9970075","   8795.69770","686"
"19086","-15.75"," 13.75","Senegal","2","11","  500970.2204402","  0.246096676","897","2991.349"," 167.47302808027","  52.278256591035","   130.778368","  964.338150","  28.067777","0.3640000","27.720830"," 80.2742800","130.83332500","15.584920000000000","  82.98973","   220.5976435","   8823.90601","686"
"19087","-15.75"," 14.25","Senegal","2","11","  345116.9044571","  0.213217345","900","2985.011"," 115.61663927415","  44.987568136288","   130.357781","  527.641775","  25.755557","0.1760000","27.968590"," 62.2232300","119.13887500","19.995450000000002"," 108.57363","   191.8956025","   7675.82401","686"
"19088","-15.75"," 14.75","Senegal","2","11","  855589.6803989","  2.334611165","900","2978.450"," 287.26004367223"," 172.241967746985","  3335.609880","  360.793975","  40.300832","0.0130000","27.896960"," 52.8850950"," 99.52777000","20.112179999999999"," 144.41768","  2101.1500745","  84239.13382","686"
"19089","-15.75"," 15.25","Senegal","2","11","  122297.8506985","  0.015681125","900","2971.667","  41.15462799734","  27.441923425903","    20.469974","   19.249637","  53.261668","0.0230000","27.574360"," 45.8380650"," 79.08333500","19.661030000000000"," 117.60614","    11.8183450","    472.73380","686"
"19090","-15.75"," 15.75","Senegal","2","11","  178707.1654657","  0.070793401","893","2964.662","  60.27910043387","  18.988377051225","    85.632932","   82.482647","  22.790833","0.0030000","27.305130"," 39.0780450"," 64.33333250","15.293509999999999","  82.81458","    60.5856725","   2423.42693","686"
"19091","-15.75"," 16.25","Senegal","2","11","  154574.3967685","  0.232791193","854","2957.436","  52.26635891307","   9.000238057588","   233.329261","  100.531300","  18.431387","0.0090000","27.216990"," 30.4384050"," 43.19444500","15.308650000000000","  74.06778","   201.2210250","   8298.41310","686"
"19092","-15.75"," 16.75","Mauritania","2","11","   75391.0707090","  0.317769641","890","2949.988","  25.55639688433","  25.183340356858","   338.139644","   73.758718","  32.517780","0.0040000","27.083170"," 22.1157300"," 36.38888750"," 8.029510000000000","  98.20658","   281.1920000","  11247.68005","478"
"19093","-15.75"," 17.25","Mauritania","2","11","   12455.6515299","  0.003399500","900","2942.320","   4.23327537227","   2.691409757930","     0.000000","   53.248470","  25.941945","0.0030000","26.817470"," 19.2507900"," 29.22222250"," 0.000000000000000"," 139.11515","     0.0000000","      0.00000","478"
"19094","-15.75"," 17.75","Mauritania","2","11","   65212.6395495","  0.237917000","900","2934.432","  22.22325859848"," 194.623786542254","   273.754198","   25.494716","  13.424167","0.0030000","26.555930"," 15.0111500"," 18.88889000"," 0.000000000000000"," 186.02120","   212.5955250","   8503.82080","478"
"19095","-15.75"," 18.25","Mauritania","2","11","  840911.7728781","  3.375209612","900","2926.324"," 287.36113173617","1498.144102533310","  5254.528916","   24.758670","  10.881389","0.0010000","26.467630"," 11.6494000"," 17.08333250"," 0.000000000000000"," 235.33238","  3036.1600878"," 121446.39882","478"
"19096","-15.75"," 18.75","Mauritania","2","11","    2062.0621052","  0.003399500","900","2917.997","   0.70667043761","   0.000489754824","     0.000000","    2.250441","  10.501389","0.0010000","26.482370"," 11.0244000"," 14.91666750"," 0.000000000000000"," 264.91762","     0.0000000","      0.00000","478"
"19097","-15.75"," 19.25","Mauritania","2","11","    1197.2931685","  0.003399500","900","2909.451","   0.41151858981","   0.031481798008","     0.000000","   39.497595","  26.739442","0.0010000","26.178050"," 10.3236105"," 14.72222250"," 0.000000000000000"," 222.77600","     0.0000000","      0.00000","478"
"19098","-15.75"," 19.75","Mauritania","2","11","     963.3362086","  0.003399500","900","2900.687","   0.33210623089","   0.089702141312","     0.000000","   56.734610","  51.196115","0.0020000","25.762660","  8.6006760"," 12.52777750"," 0.000000000000000"," 180.81230","     0.0000000","      0.00000","478"
"19099","-15.75"," 20.25","Mauritania","2","11","    1007.8915177","  0.003399500","900","2891.705","   0.34854573157","   0.178224726464","     0.000000","   46.267162","  59.274165","0.0020000","25.167150","  6.4415540","  8.27777700"," 0.000000000000000"," 145.88435","     0.0000000","      0.00000","478"
"19100","-15.75"," 20.75","Mauritania","2","11","    1167.6280741","  0.119443762","900","2882.506","   0.40507388640","   0.136336903143","   182.219933","  213.026983"," 100.940568","0.0030000","24.694550","  4.9015390","  6.08333325"," 0.000000000000000"," 124.03485","   105.2047250","   4208.18909","478"
"19101","-15.75"," 21.25","Mauritania","2","11","    1139.5449684","  0.003399500","900","2873.091","   0.39662682492","   0.108525155609","     0.000000","  334.239300"," 243.696675","0.0030000","24.166830","  3.9974850","  8.27777800"," 0.000000000000000"," 122.36430","     0.0000000","      0.00000","478"
"19102","-15.75"," 21.75","Western-Sahara","2","15","    1096.5118627","  0.003399500","900","2863.460","   0.38293253696","   0.007500051435","     0.000000","  339.410345"," 289.983350","0.0030000","23.512020","  3.5364115","  6.33333325"," 0.000000000000000"," 141.50663","     0.0000000","      0.00000","732"
"19103","-15.75"," 22.25","Western-Sahara","2","15","     960.7438536","  0.003399500","900","2853.613","   0.33667631354","   0.033075010744","     0.000000","  113.285495"," 268.516400","0.0030000","23.215710","  3.4088215","  6.50000000"," 0.000000000000000"," 151.96525","     0.0000000","      0.00000","732"
"19104","-15.75"," 22.75","Western-Sahara","2","15","     855.1340740","  0.003399500","900","2843.551","   0.30072750498","   0.000250894649","     0.000000","  186.775952"," 186.309450","0.0030000","22.982210","  3.4992495","  8.00000000"," 0.000000000000000"," 102.05437","     0.0000000","      0.00000","732"
"19105","-15.75"," 23.25","Western-Sahara","2","15","    1474.6589803","  0.003399500","891","2833.275","   0.52047850438","   0.307648044248","     0.000000","  345.460127"," 115.028662","0.0020000","23.316510","  3.6712840","  7.77777775"," 0.000000000000000","  51.68923","     0.0000000","      0.00000","732"
"19106","-15.75"," 23.75","Western-Sahara","2","15","  108352.9211234","  1.883386256","573","2822.786","  38.38509758517"," 215.197429864931","   964.146331","  724.267950","  85.516105","0.0020000","23.191510","  3.9765015","  7.53472225"," 0.000000000000000","  21.49117","   653.8986750","  26155.94727","732"
"19112","-15.25"," 11.25","Guinea-Bissau","2","11","   79550.0243472","  0.003399500","597","3019.685","  26.34381127762","  10.585467452678","     0.000000","  557.732675","  10.173432","0.4730000","26.684140","210.9871500","185.41270000","13.745469999999999","  46.95932","     0.0000000","      0.00000","624"
"19113","-15.25"," 11.75","Guinea-Bissau","2","11","   62120.9086562","  0.003399500","623","3014.466","  20.60759745225","  10.410270319676","     0.000000","  884.394000","  14.818497","0.6020000","26.775000","198.1590500","179.35120000","13.826180000000001","  28.78046","     0.0000000","      0.00000","624"
"19114","-15.25"," 12.25","Guinea-Bissau","2","11","  151740.1501789","  0.003399500","900","3009.023","  50.42838251025","  10.829159949931","     0.000000"," 1703.347150","  31.897778","0.5550000","26.925800","155.9216500","165.91667500","20.989120000000000","  53.06844","     0.0000000","      0.00000","624"
"19115","-15.25"," 12.75","Senegal","2","11","  218995.9269988","  0.003399500","900","3003.355","  72.91709536476","  22.176396905808","     0.000000"," 1368.648975","  40.210833","0.5540000","27.188620","115.2422500","155.55557500","19.804700000000000","  94.54227","     0.0000000","      0.00000","686"
"19116","-15.25"," 13.25","Senegal","2","11","  147621.3155289","  0.021315198","900","2997.464","  49.24874365027","  17.107947730227","    12.551026","  845.969425","  34.157502","0.5180000","27.546630"," 94.6483200","145.30557500","18.128879999999999"," 126.39793","    18.4187900","    776.09505","686"
"19117","-15.25"," 13.75","Gambia","2","11","  248138.4254651","  0.079878113","900","2991.349","  82.95202349392","  26.552650081193","    78.732596","  576.144300","  26.904445","0.4830000","28.032850"," 74.3194400","133.27775000","19.515529999999998"," 129.19565","    70.3605350","   2814.42131","270"
"19118","-15.25"," 14.25","Senegal","2","11","  140879.6194592","  0.015651940","900","2985.011","  47.19568335753","  20.737535060161","    20.424487","  390.849800","  34.491112","0.1700000","28.214100"," 60.0886250","122.13890000","20.185559999999999"," 144.31935","    11.7920825","    471.68331","686"
"19119","-15.25"," 14.75","Senegal","2","11","  110885.2658148","  0.003399500","900","2978.450","  37.22918477197","  64.248216756101","     0.000000","  482.807000","  46.822775","0.0230000","28.377400"," 54.8068350","103.02777250","20.820720000000001"," 174.31565","     0.0000000","      0.00000","686"
"19120","-15.25"," 15.25","Senegal","2","11","   52904.2085924","  0.134228130","900","2971.667","  17.80287234551","   0.010091710802","   129.873472","   87.746905","  36.930555","0.0280000","28.401440"," 44.8398300"," 81.83333250","21.101170000000000"," 155.72338","   119.2755250","   4771.02097","686"
"19121","-15.25"," 15.75","Senegal","2","11","   55738.1962948","  0.003399500","900","2964.662","  18.80085962810","   4.425482659938","     0.000000","  141.475055","  31.288055","0.0110000","28.174360"," 40.1446700"," 64.49999750","20.694980000000001"," 128.58032","     0.0000000","      0.00000","686"
"19122","-15.25"," 16.25","Senegal","2","11","   99282.6805534","  0.004672834","900","2957.436","  33.57052865250","   6.902509838263","     3.203187","   31.258937","  32.736387","0.0050000","28.091030"," 33.8732000"," 41.91666500","20.644749999999998"," 120.15547","     1.9108893","     76.43557","686"
"19123","-15.25"," 16.75","Mauritania","2","11","   63337.0342984","  0.206572857","858","2949.988","  21.47026658176","   8.933612112433","   168.199882","   17.501552","  18.317777","0.0090000","28.066990"," 23.3637050"," 37.63888750","16.910409999999999"," 133.89295","   166.6159250","   6664.63715","478"
"19124","-15.25"," 17.25","Mauritania","2","11","   24168.7888846","  0.006604682","900","2942.320","   8.21419405619","   5.676596510837","     6.321210","   16.499247","  27.343052","0.0020000","27.836860"," 19.9879500"," 29.69444500"," 0.000000000000000"," 164.29438","     3.6495525","    145.98210","478"
"19125","-15.25"," 17.75","Mauritania","2","11","    6809.7495181","  0.018288471","900","2934.432","   2.32063639161","   0.890081548139","    23.744463","   16.245973","  27.942777","0.0010000","27.727240"," 15.8423400"," 21.61111000"," 0.000000000000000"," 204.02920","    14.1649675","    566.59870","478"
"19126","-15.25"," 18.25","Mauritania","2","11","    2847.1182427","  0.003399500","900","2926.324","   0.97293336448","   0.363353252739","     0.000000","   16.506275","  22.801665","0.0020000","27.766350"," 12.8707200"," 17.08333250"," 0.000000000000000"," 248.63825","     0.0000000","      0.00000","478"
"19127","-15.25"," 18.75","Mauritania","2","11","    2062.0621047","  0.003399500","900","2917.997","   0.70667043745","   0.000489754932","     0.000000","   73.759020","  33.545277","0.0010000","27.760420"," 11.4393400"," 15.13888750"," 0.000000000000000"," 284.78143","     0.0000000","      0.00000","478"
"19128","-15.25"," 19.25","Mauritania","2","11","    1254.6890452","  0.003399500","900","2909.451","   0.43124598061","   0.042762759041","     0.000000","   51.747595","  53.115277","0.0020000","27.372440","  9.9655040"," 13.83333250"," 0.000000000000000"," 254.66785","     0.0000000","      0.00000","478"
"19129","-15.25"," 19.75","Mauritania","2","11","    1213.9443015","  0.003399500","900","2900.687","   0.41850234934","   0.000304952929","     0.000000","   56.484143","  80.302220","0.0010000","26.905930","  8.5213960"," 13.05555500"," 0.000000000000000"," 217.45165","     0.0000000","      0.00000","478"
"19130","-15.25"," 20.25","Mauritania","2","11","    1899.4717308","  0.003399500","900","2891.705","   0.65686907007","   0.000650813731","     0.000000","  382.153175"," 149.558600","0.0020000","26.224360","  7.7318690"," 11.47222275"," 0.000000000000000"," 187.80375","     0.0000000","      0.00000","478"
"19131","-15.25"," 20.75","Mauritania","2","11","    1893.5410520","  0.045463230","900","2882.506","   0.65690783738","   0.000501945441","    66.895699","  284.289350"," 225.425250","0.0030000","25.698720","  6.9100975","  6.94444450"," 0.000000000000000"," 169.69313","    38.6222500","   1544.88998","478"
"19132","-15.25"," 21.25","Mauritania","2","11","    1078.7826039","  0.003399500","900","2873.091","   0.37547804678","   0.166980569054","     0.000000","  159.739425"," 265.885575","0.0030000","25.230290","  5.7798425","  6.88888900"," 0.000000000000000"," 166.85745","     0.0000000","      0.00000","478"
"19133","-15.25"," 21.75","Western-Sahara","2","15","    1102.5399090","  0.003399500","900","2863.460","   0.38503769894","   0.000307765108","     0.000000","  226.173225"," 292.015825","0.0030000","24.568110","  4.4892270","  7.33333325"," 0.000000000000000"," 179.96918","     0.0000000","      0.00000","732"
"19134","-15.25"," 22.25","Western-Sahara","2","15","    1079.4653907","  0.003399500","900","2853.613","   0.37828025334","   0.041228610190","     0.000000","  692.474900"," 370.987775","0.0040000","23.657850","  3.6690695","  6.83333325"," 0.000000000000000"," 168.14583","     0.0000000","      0.00000","732"
"19135","-15.25"," 22.75","Western-Sahara","2","15","     998.9046360","  0.003399500","900","2843.551","   0.35128771971","   0.050875629482","     0.000000","  132.012522"," 272.793900","0.0040000","23.707850","  3.6960215","  8.02777775"," 0.000000000000000"," 120.84042","     0.0000000","      0.00000","732"
"19136","-15.25"," 23.25","Western-Sahara","2","15","    2019.1682987","  0.003399500","900","2833.275","   0.71266218847","   0.341474977173","     0.000000","  163.725640"," 180.563900","0.0030000","23.567790","  3.8715845","  7.38888900"," 0.000000000000000","  80.16952","     0.0000000","      0.00000","732"
"19137","-15.25"," 23.75","Western-Sahara","2","15","    3440.8680623","  0.003399500","900","2822.786","   1.21896165770","   0.018964124583","     0.000000","  174.184900"," 143.196925","0.0020000","23.369230","  4.1110740","  7.11111100"," 0.000000000000000","  61.23401","     0.0000000","      0.00000","732"
"19138","-15.25"," 24.25","Western-Sahara","2","15","    2896.6905147","  0.003399500","669","2812.084","   1.03008681161","   0.152468281026","     0.000000","  175.824890","  59.006685","0.0020000","23.178210","  4.5067195","  7.84722225"," 0.000000000000000","  80.50550","     0.0000000","      0.00000","732"
"19142","-14.75"," 10.75","Guinea","2","11","  129131.3156813","  0.172929588","407","3024.680","  42.69255605811","  81.646748372966","   145.487630","  735.070575","  23.612777","0.4140000","26.747440","243.1279500","195.13335000","14.117950000000000","  24.02973","    83.9973250","   3359.89288","324"
"19143","-14.75"," 11.25","Guinea","2","11","   52993.7786827","  0.003399500","873","3019.685","  17.54943654588","   7.792599501749","     0.000000"," 2594.173750","  38.252263","0.8610000","26.667950","222.5592000","189.13890000","21.026840000000000","  52.94922","     0.0000000","      0.00000","324"
"19144","-14.75"," 11.75","Guinea-Bissau","2","11","   71346.6976279","  0.003399500","896","3014.466","  23.66810235182","   8.352376514263","     0.000000","  935.107850","  40.136308","0.6010000","26.778370","180.6200500","182.63887500","20.756480000000000","  73.47209","     0.0000000","      0.00000","624"
"19145","-14.75"," 12.25","Guinea-Bissau","2","11","  162080.0394135","  0.008732967","900","3009.023","  53.86467731303","  35.581919953084","     9.638880"," 1696.620600","  32.601667","0.5490000","27.085260","135.8967000","173.52775000","14.444500000000000","  90.60385","     5.5650100","    222.60040","624"
"19146","-14.75"," 12.75","Senegal","2","11","  175692.0974178","  0.226986058","900","3003.355","  58.49861044366","  15.802032768152","   349.861762","  751.567700","  44.214445","0.4890000","27.454170","106.4228000","161.50000000","20.457889999999999"," 118.94763","   201.9927750","   8079.71130","686"
"19147","-14.75"," 13.25","Senegal","2","11","  145412.0794907","  0.024997387","900","2997.464","  48.51170849435","  24.211826219682","    33.865890"," 1012.211625","  36.668332","0.4890000","27.901120"," 90.0594550","147.88890000","21.618369999999999"," 159.16255","    20.2029925","    808.11974","686"
"19148","-14.75"," 13.75","Senegal","2","11","  141886.7346802","  0.080932411","900","2991.349","  47.43236250736","  23.078466278153","    59.328652","  578.399550","  26.733055","0.4120000","28.233650"," 75.8826550","136.02780000","19.769430000000000"," 176.81782","    72.0742750","   2882.97092","686"
"19149","-14.75"," 14.25","Senegal","2","11","  113507.0373116","  0.009648930","900","2985.011","  38.02567193447","   6.505089196400","    11.066722","  515.874925","  35.678055","0.1600000","28.486700"," 67.5614850","123.33332500","20.477509999999999"," 186.04593","     6.3893750","    255.57501","686"
"19150","-14.75"," 14.75","Senegal","2","11","   44757.3528082","  0.003399500","900","2978.450","  15.02706193973","  11.327868571156","     0.000000","  529.062550","  37.615555","0.0150000","28.716830"," 56.2471100","103.27778500","21.236619999999998"," 208.86763","     0.0000000","      0.00000","686"
"19151","-14.75"," 15.25","Senegal","2","11","   38555.5870855","  0.003399500","900","2971.667","  12.97439680796","   5.388448609375","     0.000000","  483.489200","  36.065555","0.0160000","28.833010"," 43.6314600"," 84.94444500","21.650110000000002"," 198.20433","     0.0000000","      0.00000","686"
"19152","-14.75"," 15.75","Senegal","2","11","   48091.6559527","  0.003399500","900","2964.662","  16.22163135792","   6.423657807762","     0.000000","  309.690750","  43.113055","0.0070000","28.720350"," 38.3871650"," 61.02777750","21.365140000000000"," 175.51315","     0.0000000","      0.00000","686"
"19153","-14.75"," 16.25","Senegal","2","11","   87951.5478230","  0.003399500","900","2957.436","  29.73912408250","   0.017936521433","     0.000000","   74.270885","  48.190557","0.0050000","28.614420"," 30.4938450"," 40.19444500","21.226820000000000"," 167.25878","     0.0000000","      0.00000","686"
"19154","-14.75"," 16.75","Mauritania","2","11","   60077.4308590","  0.102406767","875","2949.988","  20.36531186497","   9.075998645699","    92.686336","   14.001240","  25.501387","0.0130000","28.675160"," 22.2822100"," 36.44444500","11.841760000000001"," 175.41993","    85.2903000","   3411.61194","478"
"19155","-14.75"," 17.25","Mauritania","2","11","   18211.2183471","  0.003399500","900","2942.320","   6.18940743024","   2.066656646064","     0.000000","   36.998425","  42.490835","0.0070000","28.536060"," 18.7078450"," 32.61111000"," 8.963796000000000"," 197.93568","     0.0000000","      0.00000","478"
"19156","-14.75"," 17.75","Mauritania","2","11","    7911.6954162","  0.056268472","900","2934.432","   2.69615912500","   0.783326806060","    86.127575","   68.982460","  47.095278","0.0010000","28.620510"," 15.3757100"," 26.99999750"," 0.000000000000000"," 230.61785","    48.3469750","   2320.65472","478"
"19157","-14.75"," 18.25","Mauritania","2","11","    3781.3714376","  0.003399500","900","2926.324","   1.29219165538","   0.272884070723","     0.000000","  795.770650","  36.031942","0.0010000","28.845670"," 14.1463200"," 19.69444250"," 0.000000000000000"," 269.77585","     0.0000000","      0.00000","478"
"19158","-14.75"," 18.75","Mauritania","2","11","    2236.1470535","  0.003399500","900","2917.997","   0.76632949750","   0.166216141544","     0.000000","  352.307650","  31.536388","0.0020000","28.893590"," 11.9780800"," 14.86111250"," 0.000000000000000"," 310.29368","     0.0000000","      0.00000","478"
"19159","-14.75"," 19.25","Mauritania","2","11","    1765.3627088","  0.003399500","900","2909.451","   0.60676832672","   0.078270344913","     0.000000","   48.749770","  70.335000","0.0020000","28.465390","  9.3930945"," 13.52777500"," 0.000000000000000"," 290.45295","     0.0000000","      0.00000","478"
"19160","-14.75"," 19.75","Mauritania","2","11","    1260.1093952","  0.003399500","900","2900.687","   0.43441757719","   0.047527790921","     0.000000","   83.480040"," 109.307230","0.0020000","27.969710","  8.1466965"," 12.86111000"," 0.000000000000000"," 257.17720","     0.0000000","      0.00000","478"
"19161","-14.75"," 20.25","Mauritania","2","11","    1899.4644944","  0.003399500","900","2891.705","   0.65686656762","   0.000661366629","     0.000000","   93.031278"," 190.188050","0.0020000","27.345990","  7.9089715"," 11.52778000"," 0.000000000000000"," 231.30795","     0.0000000","      0.00000","478"
"19162","-14.75"," 20.75","Mauritania","2","11","    1893.5410507","  0.003399500","900","2882.506","   0.65690783692","   0.000501946019","     0.000000","  105.019813"," 293.732800","0.0020000","26.726280","  7.8066065","  8.91666625"," 0.000000000000000"," 215.49325","     0.0000000","      0.00000","478"
"19163","-14.75"," 21.25","Mauritania","2","11","    1073.2655323","  0.003399500","900","2873.091","   0.37355779034","   0.210770961644","     0.000000","   57.997048"," 298.038625","0.0030000","26.040700","  7.7196320","  6.91666675"," 0.000000000000000"," 211.95470","     0.0000000","      0.00000","478"
"19164","-14.75"," 21.75","Western-Sahara","2","15","     848.9721196","  0.003399500","900","2863.460","   0.29648475192","   0.114302540831","     0.000000","  118.964982"," 295.892775","0.0030000","25.527890","  7.5231605","  8.97222250"," 0.000000000000000"," 220.52773","     0.0000000","      0.00000","732"
