0,0,0,48.898,45.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26.025,0,0,42.497,32.053,45.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26.025,0,52.723,0,0,28.927,46.803,62.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.898,0,52.723,0,37.771,0,0,49.766,35.928,34.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.333,0,0,37.771,0,0,0,0,49.141,30.393,46.908,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42.497,0,0,0,0,42.528,0,0,0,0,38.138,0,0,0,0,0,0,0,0,0,0,0,0
0,32.053,28.927,0,0,42.528,0,34.722,0,0,0,27.147,34.793,0,0,0,0,0,0,0,0,0,0,0
0,45.078,46.803,49.766,0,0,34.722,0,59.268,0,0,31.708,35.386,54.959,0,0,0,0,0,0,0,0,0,0
0,0,62.62,35.928,49.141,0,0,59.268,0,31.396,0,0,32.87,51.669,40.181,0,0,0,0,0,0,0,0,0
0,0,0,34.008,30.393,0,0,0,31.396,0,29.795,0,0,29.306,34.312,31.555,0,0,0,0,0,0,0,0
0,0,0,0,46.908,0,0,0,0,29.795,0,0,0,0,47.778,34.173,0,0,0,0,0,0,0,0
0,0,0,0,0,38.138,27.147,31.708,0,0,0,0,24.691,0,0,0,27.119,31.707,0,0,0,0,0,0
0,0,0,0,0,0,34.793,35.386,32.87,0,0,24.691,0,33.085,0,0,23.083,21.705,31.576,0,0,0,0,0
0,0,0,0,0,0,0,54.959,51.669,29.306,0,0,33.085,0,33.636,0,0,43.181,36.358,37.542,0,0,0,0
0,0,0,0,0,0,0,0,40.181,34.312,47.778,0,0,33.636,0,43.55,0,0,42.899,48.423,33.444,0,0,0
0,0,0,0,0,0,0,0,0,31.555,34.173,0,0,0,43.55,0,0,0,0,34.575,20.15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,27.119,23.083,0,0,0,0,30.541,0,0,0,49.256,0,0
0,0,0,0,0,0,0,0,0,0,0,31.707,21.705,43.181,0,0,30.541,0,29.604,0,0,35.742,30.513,0
0,0,0,0,0,0,0,0,0,0,0,0,31.576,36.358,42.899,0,0,29.604,0,32.587,0,35.539,24.148,30.359
0,0,0,0,0,0,0,0,0,0,0,0,0,37.542,48.423,34.575,0,0,32.587,0,20.692,0,41.136,37.209
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.444,20.15,0,0,0,20.692,0,0,0,30.316
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.256,35.742,35.539,0,0,0,22.53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.513,24.148,41.136,0,22.53,0,27.509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.359,37.209,30.316,0,27.509,0
