"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37"
0,0,0,0,0,0,0.190569951973212,0.1843116177007,0,0,0,0.190819055231848,0,0.180310764144449,0,0,0,0.19245779799829,0.194320062261984,0.19021651333081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.184131144999413,0.176712322732376,0.181316258254806,0,0,0,0.180310764144449,0,0.165668667163914,0,0,0,0.19806345081738,0.173386029830397,0.17865290400549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.197820344789768,0.151555996167256,0.183159818239168,0,0,0,0.165668667163914,0,0.173268583008105,0,0,0,0.183951507705372,0.158514105088271,0.185813293954642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.173469111412473,0.155266651202353,0.167907677822979,0,0,0,0.173268583008105,0,0.167292829983836,0,0,0,0.174148829234042,0.172860306831676,0.194910301147053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.174284075293586,0.164737784107735,0,0,0,0,0.167292829983836,0,0,0,0,0,0.171960619954327,0.157143569873079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.174360011221991,0.19245779799829,0,0,0,0,0,0.154740064705009,0,0,0,0,0.189523349990865,0.180826412666541,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.177215499014341,0.194320062261984,0.19806345081738,0,0,0,0.154740064705009,0,0.20476356603102,0,0,0,0.199531944635506,0.185223530349191,0.195203187446462,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.19021651333081,0.173386029830397,0.183951507705372,0,0,0,0.20476356603102,0,0.158015693170656,0,0,0,0.222216262944284,0.203107445038262,0.182548131733488,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.17865290400549,0.158514105088271,0.174148829234042,0,0,0,0.158015693170656,0,0.160842260757006,0,0,0,0.191285009702817,0.160734912608779,0.173966870126898,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185813293954642,0.172860306831676,0.171960619954327,0,0,0,0.160842260757006,0,0.171716773378628,0,0,0,0.190201386544122,0.15321414291361,0.179091659879555,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194910301147053,0.157143569873079,0,0,0,0,0.171716773378628,0,0,0,0,0,0.174230481183915,0.165828820949189,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189523349990865,0.199531944635506,0,0,0,0,0,0.188682566422752,0,0,0,0,0.21409438590431,0.229857736277511,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180826412666541,0.185223530349191,0.222216262944284,0,0,0,0.188682566422752,0,0.18874143659263,0,0,0,0.206444773508413,0.186509860972342,0.197745197397298,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195203187446462,0.203107445038262,0.191285009702817,0,0,0,0.18874143659263,0,0.170951025126847,0,0,0,0.186203966961861,0.151743906581375,0.1897512450506,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182548131733488,0.160734912608779,0.190201386544122,0,0,0,0.170951025126847,0,0.171334827899657,0,0,0,0.168916896793347,0.173785438589238,0.194439738365084,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173966870126898,0.15321414291361,0.174230481183915,0,0,0,0.171334827899657,0,0.159854840722243,0,0,0,0.175562560139571,0.195524925198941,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179091659879555,0.165828820949189,0,0,0,0,0.159854840722243,0,0,0,0,0,0.203144890778468,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21409438590431,0.206444773508413,0,0,0,0,0,0.190627468465012,0,0,0,0.197969084102192,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229857736277511,0.186509860972342,0.186203966961861,0,0,0,0.190627468465012,0,0.165805311811678,0,0,0.191758993654085,0.189192496060262,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197745197397298,0.151743906581375,0.168916896793347,0,0,0,0.165805311811678,0,0.171476517335981,0,0.202780315138725,0.166513159867835,0.193083398507917
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1897512450506,0.173785438589238,0.175562560139571,0,0,0,0.171476517335981,0,0.185949703798094,0,0.183712886305166,0.180145998332169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194439738365084,0.195524925198941,0.203144890778468,0,0,0,0.185949703798094,0,0,0,0.18664068523059
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197969084102192,0.191758993654085,0.202780315138725,0,0,0,0.185731575859054,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189192496060262,0.166513159867835,0.183712886305166,0,0.185731575859054,0,0.166414487175223
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193083398507917,0.180145998332169,0.18664068523059,0,0.166414487175223,0
