"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,0.135881895157297,0,0,0.137587553707963,0.116491108594552,0.126224583291638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.135881895157297,0,0.133535841657958,0,0,0.12788323601551,0.113878084140191,0.137140198582186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.133535841657958,0,0.117577432439856,0,0,0.128302052154341,0.143867452273235,0.133384265117381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.117577432439856,0,0,0,0,0.133634127827439,0.117418991995813,0.124694612598496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.137587553707963,0,0,0,0,0.12582440845393,0,0,0,0,0.125581765622979,0.114423148474302,0.130824648104438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.116491108594552,0.12788323601551,0,0,0.12582440845393,0,0.113396263945365,0,0,0,0,0.128953758465447,0.12405769522149,0.122328491268341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126224583291638,0.113878084140191,0.128302052154341,0,0,0.113396263945365,0,0.126818159125876,0,0,0,0,0.126816082836575,0.120559572497499,0.130438678406268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.137140198582186,0.143867452273235,0.133634127827439,0,0,0.126818159125876,0,0.119268454232149,0,0,0,0,0.137284670039136,0.118447163569834,0.12936851489367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.133384265117381,0.117418991995813,0,0,0,0.119268454232149,0,0.127728348562555,0,0,0,0,0.120599641708481,0.123185487408604,0.137543454183858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.124694612598496,0,0,0,0,0.127728348562555,0,0,0,0,0,0,0.119151474337243,0.126214664196797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.125581765622979,0,0,0,0,0,0,0.107682847258488,0,0,0,0,0,0.118041268529514,0.120268390636259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.114423148474302,0.128953758465447,0,0,0,0,0.107682847258488,0,0.117383332315031,0,0,0,0,0.120910799478297,0.114273614538632,0.127103739048751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.130824648104438,0.12405769522149,0.126816082836575,0,0,0,0,0.117383332315031,0,0.120109259829175,0,0,0,0,0.122602862444525,0.118916076586482,0.130704694747573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.122328491268341,0.120559572497499,0.137284670039136,0,0,0,0,0.120109259829175,0,0.122740761019985,0,0,0,0,0.122557519951572,0.123535407988556,0.128633386759728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.130438678406268,0.118447163569834,0.120599641708481,0,0,0,0,0.122740761019985,0,0.112745389899186,0,0,0,0,0.127417731663929,0.118839541937856,0.117747908829803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.12936851489367,0.123185487408604,0.119151474337243,0,0,0,0,0.112745389899186,0,0.116132446776471,0,0,0,0,0.126239683066234,0.109262865090802,0.119818728334883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.137543454183858,0.126214664196797,0,0,0,0,0,0.116132446776471,0,0,0,0,0,0,0.119279603450851,0.12463194231161,0.132855964303955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.118041268529514,0.120910799478297,0,0,0,0,0,0,0.11164472286547,0,0,0,0,0,0,0.111911108702035,0.11746086483095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.120268390636259,0.114273614538632,0.122602862444525,0,0,0,0,0.11164472286547,0,0.113988462335499,0,0,0,0,0,0.119048351036598,0.109911710152658,0.117006766769453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.127103739048751,0.118916076586482,0.122557519951572,0,0,0,0,0.113988462335499,0,0.108900897336573,0,0,0,0,0,0.120061360349014,0.114460365890978,0.122582315732326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.130704694747573,0.123535407988556,0.127417731663929,0,0,0,0,0.108900897336573,0,0.116024082054519,0,0,0,0,0,0.131565673136319,0.110687078494706,0.12122272369896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.128633386759728,0.118839541937856,0.126239683066234,0,0,0,0,0.116024082054519,0,0.111423640433454,0,0,0,0,0,0.12300548349225,0.115895587342092,0.122753212806352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117747908829803,0.109262865090802,0.119279603450851,0,0,0,0,0.111423640433454,0,0.11880490770748,0,0,0,0,0,0.123511691392838,0.118642141816773,0.125577634129621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119818728334883,0.12463194231161,0,0,0,0,0,0.11880490770748,0,0.111334530455477,0,0,0,0,0,0.12110455535319,0.112725190896052,0.124089348078344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132855964303955,0,0,0,0,0,0,0.111334530455477,0,0,0,0,0,0,0,0.121218660112334,0.111905266275659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111911108702035,0.119048351036598,0,0,0,0,0,0,0,0.118770644528829,0,0,0,0,0,0,0.116121838426786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11746086483095,0.109911710152658,0.120061360349014,0,0,0,0,0,0.118770644528829,0,0.109563202711175,0,0,0,0,0,0.120496988810599,0.122636412244268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117006766769453,0.114460365890978,0.131565673136319,0,0,0,0,0,0.109563202711175,0,0.111357881661207,0,0,0,0,0.120862830880551,0.121074508408415,0.118351087680321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122582315732326,0.110687078494706,0.12300548349225,0,0,0,0,0,0.111357881661207,0,0.119071127331029,0,0,0,0,0.130680697324504,0.113011959879623,0.121109172034068,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12122272369896,0.115895587342092,0.123511691392838,0,0,0,0,0,0.119071127331029,0,0.115428390819922,0,0,0,0,0.121927884782724,0.116454766731746,0.13051979875953,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122753212806352,0.118642141816773,0.12110455535319,0,0,0,0,0,0.115428390819922,0,0.11115929446052,0,0,0,0,0.127305422953897,0.118674227140009,0.125643430089425,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125577634129621,0.112725190896052,0.121218660112334,0,0,0,0,0,0.11115929446052,0,0.115772121956183,0,0,0,0,0.117982961411049,0.107772782514784,0.117437398476395,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124089348078344,0.111905266275659,0,0,0,0,0,0,0.115772121956183,0,0,0,0,0,0,0.117027760107795,0.111274051126469,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116121838426786,0.120496988810599,0.120862830880551,0,0,0,0,0,0,0.117950907554566,0,0,0,0,0,0.10958890887237,0.117460659217308,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122636412244268,0.121074508408415,0.130680697324504,0,0,0,0,0.117950907554566,0,0.116582188548015,0,0,0,0,0.12562643208257,0.117469438653539,0.124556485953585,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118351087680321,0.113011959879623,0.121927884782724,0,0,0,0,0.116582188548015,0,0.111121750231808,0,0,0,0,0.122643114831913,0.122363280567853,0.142568004225361,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121109172034068,0.116454766731746,0.127305422953897,0,0,0,0,0.111121750231808,0,0.139006459102449,0,0,0,0,0.135485168773174,0.149288765420434,0.14395202292031,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13051979875953,0.118674227140009,0.117982961411049,0,0,0,0,0.139006459102449,0,0.110855905565063,0,0,0,0,0.137119051822995,0.123799080923208,0.123381258695726,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125643430089425,0.107772782514784,0.117027760107795,0,0,0,0,0.110855905565063,0,0.108827233898735,0,0,0,0,0.12547335320965,0.110104074035502,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117437398476395,0.111274051126469,0,0,0,0,0,0.108827233898735,0,0,0,0,0,0,0.124221542137179,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10958890887237,0.12562643208257,0,0,0,0,0,0,0.110356423191828,0,0,0,0,0.125139212831731,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117460659217308,0.117469438653539,0.122643114831913,0,0,0,0,0.110356423191828,0,0.120462601336906,0,0,0,0.108433711737909,0.121010152330306,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124556485953585,0.122363280567853,0.135485168773174,0,0,0,0,0.120462601336906,0,0.141664305009463,0,0,0.130868933652292,0.138348693154255,0.139918004991453,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142568004225361,0.149288765420434,0.137119051822995,0,0,0,0,0.141664305009463,0,0.120646122179029,0,0,0.117027266682376,0.108773511799736,0.120349332026056
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14395202292031,0.123799080923208,0.12547335320965,0,0,0,0,0.120646122179029,0,0.115262406197576,0,0,0.12285644319611,0.106484760699936
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123381258695726,0.110104074035502,0.124221542137179,0,0,0,0,0.115262406197576,0,0,0,0,0.119930047489294
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125139212831731,0.108433711737909,0.130868933652292,0,0,0,0,0.115456546592776,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121010152330306,0.138348693154255,0.117027266682376,0,0,0.115456546592776,0,0.112072639811404,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139918004991453,0.108773511799736,0.12285644319611,0,0,0.112072639811404,0,0.106870868864386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120349332026056,0.106484760699936,0.119930047489294,0,0,0.106870868864386,0
