"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
0,0,0,0,0,0,0.207834267687326,0.193155400573501,0.186390937680819,0,0,0,0,0,0.205128698050362,0,0.157034353762281,0,0,0,0,0,0.17577338014147,0.174023529147858,0.177676302778761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.178205613309984,0.168089335647154,0.191921450130612,0,0,0,0,0,0.157034353762281,0,0.172944427087041,0,0,0,0,0,0.178729937903368,0.167844080294749,0.188887174586626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.194989955588368,0.183891261458606,0.188415380506086,0,0,0,0,0,0.172944427087041,0,0.177415307293052,0,0,0,0,0,0.181505144061191,0.17545832959859,0.194793216281812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.181055139189698,0.178153879388195,0.205585242531392,0,0,0,0,0,0.177415307293052,0,0.181731315890142,0,0,0,0,0,0.181430776399843,0.18303464159639,0.191395998331093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.194356914440093,0.174689250481997,0,0,0,0,0,0,0.181731315890142,0,0,0,0,0,0,0,0.189402163837348,0.175332802693036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.145710380737625,0.159935169341265,0,0,0,0,0,0,0,0.161240708883494,0,0,0,0,0,0,0.172871808477372,0.173366819927057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.159935169341265,0.145741602841829,0.226957663261834,0,0,0,0,0,0.161240708883494,0,0.155362022962079,0,0,0,0,0,0.172330931079618,0.168651182213994,0.180349573574913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.222853466320429,0.219718456634866,0.17577338014147,0,0,0,0,0,0.155362022962079,0,0.164404582396714,0,0,0,0,0,0.169661758891842,0.165153161527333,0.170232188595149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21319326533519,0.174023529147858,0.178729937903368,0,0,0,0,0,0.164404582396714,0,0.163532351650351,0,0,0,0,0,0.179428585960967,0.16396925951297,0.173071590626404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177676302778761,0.167844080294749,0.181505144061191,0,0,0,0,0,0.163532351650351,0,0.16737639311889,0,0,0,0,0,0.175675277121118,0.160689982513873,0.172326809987814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188887174586626,0.17545832959859,0.181430776399843,0,0,0,0,0,0.16737639311889,0,0.159032116342462,0,0,0,0,0,0.177336745835853,0.168150377113104,0.181471444746594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194793216281812,0.18303464159639,0.189402163837348,0,0,0,0,0,0.159032116342462,0,0.170715077607568,0,0,0,0,0,0.193240146248467,0.161961688733075,0.179241534714619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191395998331093,0.175332802693036,0,0,0,0,0,0,0.170715077607568,0,0,0,0,0,0,0,0.182165495616197,0.170504329352749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172871808477372,0.172330931079618,0,0,0,0,0,0,0,0.154145066726698,0,0,0,0,0,0,0.173102514283305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173366819927057,0.168651182213994,0.169661758891842,0,0,0,0,0,0.154145066726698,0,0.166267087814073,0,0,0,0,0,0.163578338967544,0.177393772385847,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180349573574913,0.165153161527333,0.179428585960967,0,0,0,0,0,0.166267087814073,0,0.174214537033661,0,0,0,0,0.181207097423675,0.158455332476892,0.176409215263053,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170232188595149,0.16396925951297,0.175675277121118,0,0,0,0,0,0.174214537033661,0,0.175219801866467,0,0,0,0,0.197750082422486,0.176873994443216,0.170875370631553,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173071590626404,0.160689982513873,0.177336745835853,0,0,0,0,0,0.175219801866467,0,0.160118384401418,0,0,0,0,0.19714347129979,0.178051233897612,0.18156017015224,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172326809987814,0.168150377113104,0.193240146248467,0,0,0,0,0,0.160118384401418,0,0.163061894290148,0,0,0,0,0.178651263084225,0.178998442113922,0.174531673367247,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181471444746594,0.161961688733075,0.182165495616197,0,0,0,0,0,0.163061894290148,0,0.175712633244277,0,0,0,0,0.194753857346831,0.16577480045788,0.179055295026185,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179241534714619,0.170504329352749,0,0,0,0,0,0,0.175712633244277,0,0,0,0,0,0,0.180398091781925,0.171421457211741,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173102514283305,0.163578338967544,0.181207097423675,0,0,0,0,0,0,0.18309503412745,0,0,0,0,0,0.159949747330577,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177393772385847,0.158455332476892,0.197750082422486,0,0,0,0,0.18309503412745,0,0.170318589999641,0,0,0,0,0.145769688871487,0.159962793748763,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176409215263053,0.176873994443216,0.19714347129979,0,0,0,0,0.170318589999641,0,0.174668952702737,0,0,0,0.159962793748763,0.145794643216628,0.176044796178209,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170875370631553,0.178051233897612,0.178651263084225,0,0,0,0,0.174668952702737,0,0.173875325245812,0,0,0,0.200877764229846,0.160160545892017,0.173071253392946,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18156017015224,0.178998442113922,0.194753857346831,0,0,0,0,0.173875325245812,0,0.171630445775529,0,0,0,0.186464196558402,0.173085652824867,0.184709343964283,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174531673367247,0.16577480045788,0.180398091781925,0,0,0,0,0.171630445775529,0,0.162674607640653,0,0,0,0.181571163278902,0.181112198223646,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179055295026185,0.171421457211741,0,0,0,0,0,0.162674607640653,0,0,0,0,0,0.2026338234093,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159949747330577,0.145769688871487,0.159962793748763,0,0,0,0,0,0.145607789167377,0,0,0,0.164494399330962,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159962793748763,0.145794643216628,0.200877764229846,0,0,0,0.145607789167377,0,0.184979762935087,0,0,0.186524201710406,0.168259494970443,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176044796178209,0.160160545892017,0.186464196558402,0,0,0,0.184979762935087,0,0.161419370479571,0,0.194210985332459,0.179686601157217,0.185665092806282
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173071253392946,0.173085652824867,0.181571163278902,0,0,0,0.161419370479571,0,0.177994833910939,0,0.175737969380562,0.158265870418914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184709343964283,0.181112198223646,0.2026338234093,0,0,0,0.177994833910939,0,0,0,0.195062589720524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164494399330962,0.186524201710406,0.194210985332459,0,0,0,0.161746477983276,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168259494970443,0.179686601157217,0.175737969380562,0,0.161746477983276,0,0.164195216166992
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185665092806282,0.158265870418914,0.195062589720524,0,0.164195216166992,0
