"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
0,0.271821501460426,0,0.302616790741559,0.255755956449312,0.295227169180774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.271821501460426,0,0.260422432049042,0,0.288614543856677,0.287709406752958,0.318908603501956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.260422432049042,0,0,0,0.289075684466896,0.279747330865676,0.286714475634256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.302616790741559,0,0,0,0.279499663133434,0,0,0,0.303122198404885,0.270537012907979,0.290321175228395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.255755956449312,0.288614543856677,0,0.279499663133434,0,0.288894439744621,0,0,0,0.313689765366977,0.284521315623106,0.317456607494747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.295227169180774,0.287709406752958,0.289075684466896,0,0.288894439744621,0,0.282604880948958,0,0,0,0.294334249113066,0.294895709864733,0.31088214989711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.318908603501956,0.279747330865676,0,0,0.282604880948958,0,0.307368644908758,0,0,0,0.317308377485485,0.264393457091121,0.292607809581408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.286714475634256,0,0,0,0.307368644908758,0,0,0,0,0,0.302334846743394,0.28764933203411,0.293383314783284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.303122198404885,0,0,0,0,0,0.311726881780561,0,0,0,0,0,0.292880859645444,0.305504526538553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.270537012907979,0.313689765366977,0,0,0,0.311726881780561,0,0.305392699454358,0,0,0,0,0.321596789063232,0.309734978285194,0.315013441363734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.290321175228395,0.284521315623106,0.294334249113066,0,0,0,0.305392699454358,0,0.279625022249468,0,0,0,0,0.315115423396055,0.305541001177309,0.334437819218955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.317456607494747,0.294895709864733,0.317308377485485,0,0,0,0.279625022249468,0,0.30231952473161,0,0,0,0,0.315980755706349,0.304173871122568,0.292123282922995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.31088214989711,0.264393457091121,0.302334846743394,0,0,0,0.30231952473161,0,0.307022764572938,0,0,0,0,0.310084492800498,0.271854667668401,0.291897680844597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.292607809581408,0.28764933203411,0,0,0,0,0.307022764572938,0,0.302423251277514,0,0,0,0,0.308748847761508,0.265950830128613,0.282370830875363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.293383314783284,0,0,0,0,0,0.302423251277514,0,0,0,0,0,0,0.297560245728768,0.265014742772368,0.305540213015339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.292880859645444,0.321596789063232,0,0,0,0,0,0,0.290129648223969,0,0,0,0,0,0,0.266604593904984,0.323988286730094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.305504526538553,0.309734978285194,0.315115423396055,0,0,0,0,0.290129648223969,0,0.298652234663349,0,0,0,0,0,0.316628487487319,0.285039470008544,0.326373519622221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.315013441363734,0.305541001177309,0.315980755706349,0,0,0,0,0.298652234663349,0,0.353423035354777,0,0,0,0,0,0.341258310513077,0.319066837029164,0.375372198449833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.334437819218955,0.304173871122568,0.310084492800498,0,0,0,0,0.353423035354777,0,0.290969650568215,0,0,0,0,0,0.370839073638706,0.327316016916123,0.335801242892602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.292123282922995,0.271854667668401,0.308748847761508,0,0,0,0,0.290969650568215,0,0.270921715053251,0,0,0,0,0,0.318847741901335,0.291050768078462,0.295133719331228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.291897680844597,0.265950830128613,0.297560245728768,0,0,0,0,0.270921715053251,0,0.271194671620871,0,0,0,0,0,0.297613056261153,0.279545489911334,0.305501821602023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.282370830875363,0.265014742772368,0,0,0,0,0,0.271194671620871,0,0.277017260981665,0,0,0,0,0,0.307787522270062,0.249623290850782,0.294386270506915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305540213015339,0,0,0,0,0,0,0.277017260981665,0,0,0,0,0,0,0,0.282552314050969,0.264399470793424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266604593904984,0.316628487487319,0,0,0,0,0,0,0,0.289449909478362,0,0,0,0,0,0,0.279172367568415,0.337895582244908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323988286730094,0.285039470008544,0.341258310513077,0,0,0,0,0,0.289449909478362,0,0.357492584072938,0,0,0,0,0,0.308516757447523,0.352180715296529,0.322252613246496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
