"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0,0.204925987082041,0,0,0.213275065000815,0.222641091477871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.204925987082041,0,0.186984523193608,0,0.227332214782439,0.234434667251153,0.203288185722333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.186984523193608,0,0.198622662404368,0,0.203288185722333,0.201446992040475,0.233476753180779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.198622662404368,0,0,0,0.229660624219241,0.207923745001857,0.285979180344054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.213275065000815,0.227332214782439,0,0,0,0.229439740147595,0,0,0,0,0.187296944033482,0.250156835991111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.222641091477871,0.234434667251153,0.203288185722333,0,0.229439740147595,0,0.186984523193608,0,0,0,0.271810144376146,0.214468015374713,0.203288185722333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.203288185722333,0.201446992040475,0.229660624219241,0,0.186984523193608,0,0.216197337129036,0,0,0,0.203288185722333,0.25214548643427,0.227019635623622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.233476753180779,0.207923745001857,0,0,0.216197337129036,0,0.280319831314262,0,0,0,0.244210232666387,0.212452058400775,0.266790212785397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.285979180344054,0,0,0,0.280319831314262,0,0.245258153665114,0,0,0,0.270046766916001,0.216628965193123,0.262216043699486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.245258153665114,0,0,0,0,0,0.244543477396463,0.196871764543048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.187296944033482,0.271810144376146,0,0,0,0,0,0.196924868848485,0,0,0,0,0.209295575835068,0.251422160211286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.250156835991111,0.214468015374713,0.203288185722333,0,0,0,0.196924868848485,0,0.186984523193608,0,0,0,0.260343225017291,0.187293418860889,0.243296119036222,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.203288185722333,0.25214548643427,0.244210232666387,0,0,0,0.186984523193608,0,0.216949111814046,0,0,0,0.282679923499151,0.18728636796794,0.233071588890136,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.227019635623622,0.212452058400775,0.270046766916001,0,0,0,0.216949111814046,0,0.252735069861149,0,0,0,0.271903393998027,0.210793885343435,0.232717589691685,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.266790212785397,0.216628965193123,0.244543477396463,0,0,0,0.252735069861149,0,0.233489492355738,0,0,0,0.254179759721241,0.214205113271133,0.229962810410401,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.262216043699486,0.196871764543048,0,0,0,0,0.233489492355738,0,0,0,0,0,0.245872028207674,0.220390218098508,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.209295575835068,0.260343225017291,0,0,0,0,0,0.227996793735569,0,0,0,0,0.204803492994427,0.21968356104459,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.251422160211286,0.187293418860889,0.282679923499151,0,0,0,0.227996793735569,0,0.215419806557881,0,0,0,0.232667089843257,0.196845184413501,0.21949337096224,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.243296119036222,0.18728636796794,0.271903393998027,0,0,0,0.215419806557881,0,0.241555756039338,0,0,0,0.22822540963959,0.221064529575937,0.234908399113886,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.233071588890136,0.210793885343435,0.254179759721241,0,0,0,0.241555756039338,0,0.234460099822574,0,0,0,0.220056412089492,0.21009271112992,0.247491795509422,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.232717589691685,0.214205113271133,0.245872028207674,0,0,0,0.234460099822574,0,0.204488393996625,0,0,0,0.234780235781736,0.213512963269789,0.247663350784511,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229962810410401,0.220390218098508,0,0,0,0,0.204488393996625,0,0,0,0,0,0.225693541393989,0.223443164432831,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204803492994427,0.232667089843257,0,0,0,0,0,0.225197018481361,0,0,0,0,0.224397952115349,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21968356104459,0.196845184413501,0.22822540963959,0,0,0,0.225197018481361,0,0.210173839858265,0,0,0,0.187293418860889,0.203288185722333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21949337096224,0.221064529575937,0.220056412089492,0,0,0,0.210173839858265,0,0.209029243036018,0,0,0.26471831080875,0.18728636796794,0.234804775635231,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234908399113886,0.21009271112992,0.234780235781736,0,0,0,0.209029243036018,0,0.228700312291361,0,0,0.228887888443459,0.22314501074716,0.249568103798071
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247491795509422,0.213512963269789,0.225693541393989,0,0,0,0.228700312291361,0,0.239430440737047,0,0,0.251927235352544,0.204925268406736
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247663350784511,0.223443164432831,0,0,0,0,0.239430440737047,0,0,0,0,0.222444028161077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224397952115349,0.187293418860889,0.26471831080875,0,0,0,0,0.186984523193608,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203288185722333,0.18728636796794,0.228887888443459,0,0,0.186984523193608,0,0.186984701310454,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234804775635231,0.22314501074716,0.251927235352544,0,0,0.186984701310454,0,0.186984950598836
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249568103798071,0.204925268406736,0.222444028161077,0,0,0.186984950598836,0
