"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
0,0.22891969429834,0,0,0.237847465260592,0.208998935389263,0.215343274045544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22891969429834,0,0.206901940496438,0,0,0.21776385541312,0.204870063514937,0.221338024047468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.206901940496438,0,0.201495073769291,0,0,0.217811324971947,0.203846173608526,0.22528687756424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.201495073769291,0,0,0,0,0.229040085635914,0.214371341766808,0.220271318554637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.237847465260592,0,0,0,0,0.21749881303812,0,0,0,0,0.208636753693762,0.194199940076542,0.220538128294651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.208998935389263,0.21776385541312,0,0,0.21749881303812,0,0.199677024994531,0,0,0,0,0.23366483178488,0.200773426643677,0.218244721006929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.215343274045544,0.204870063514937,0.217811324971947,0,0,0.199677024994531,0,0.20479674692768,0,0,0,0,0.211537628049299,0.215582070406875,0.239828285384952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.221338024047468,0.203846173608526,0.229040085635914,0,0,0.20479674692768,0,0.221570961855172,0,0,0,0,0.237937023106451,0.217877061302851,0.245512862993939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.22528687756424,0.214371341766808,0,0,0,0.221570961855172,0,0.216512182918489,0,0,0,0,0.234043030540745,0.209427969645292,0.223531774120267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.220271318554637,0,0,0,0,0.216512182918489,0,0,0,0,0,0,0.216587124690013,0.207411266314299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.208636753693762,0,0,0,0,0,0,0.22753651037311,0,0,0,0,0,0.211774078679628,0.227660722411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.194199940076542,0.23366483178488,0,0,0,0,0.22753651037311,0,0.235837065651495,0,0,0,0,0.231190047053199,0.206113682709973,0.237996281921144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.220538128294651,0.200773426643677,0.211537628049299,0,0,0,0,0.235837065651495,0,0.226585762048742,0,0,0,0,0.209654535882065,0.213881902100521,0.239239282263105,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.218244721006929,0.215582070406875,0.237937023106451,0,0,0,0,0.226585762048742,0,0.217533987640591,0,0,0,0,0.245522153178061,0.214123114732462,0.219432475745896,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.239828285384952,0.217877061302851,0.234043030540745,0,0,0,0,0.217533987640591,0,0.253520193895587,0,0,0,0,0.223620801839089,0.2218884411491,0.231499400617626,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.245512862993939,0.209427969645292,0.216587124690013,0,0,0,0,0.253520193895587,0,0.217025476581397,0,0,0,0,0.245010821942163,0.212717806555072,0.216991177255979,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.223531774120267,0.207411266314299,0,0,0,0,0,0.217025476581397,0,0,0,0,0,0,0.227904937444823,0.21841684026072,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.211774078679628,0.231190047053199,0,0,0,0,0,0,0.217273278655496,0,0,0,0,0,0.210278970478899,0.237619076021734,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.227660722411,0.206113682709973,0.209654535882065,0,0,0,0,0.217273278655496,0,0.21532733801202,0,0,0,0,0.235577267535454,0.220930793845638,0.223990055590629,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.237996281921144,0.213881902100521,0.245522153178061,0,0,0,0,0.21532733801202,0,0.217703268337909,0,0,0,0,0.215615600561256,0.219031242577161,0.255150252782777,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.239239282263105,0.214123114732462,0.223620801839089,0,0,0,0,0.217703268337909,0,0.206120561319448,0,0,0,0,0.24228677480024,0.239919774699681,0.222002371599524,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.219432475745896,0.2218884411491,0.245010821942163,0,0,0,0,0.206120561319448,0,0.210581635140327,0,0,0,0,0.234837118019512,0.214331209217403,0.228914475300587,0,0,0,0
